Player,team,Pos,Age,G,GS,Yrs,AV,player_name,position,has_contract,contract_match_type,year
Darnell Wright,CHI,RT,23.0,16,16.0,1,6.0,,,False,unmatched,2024
Team Total,CHI,,26.5,17,,3.5,,,,False,unmatched,2024
Shaquil Barrett,TAM,OLB,32.0,1,0.0,9,0.0,,,False,unmatched,2024
Graham Barton,TAM,C,22.0,16,16.0,Rook,8.0,,,False,unmatched,2024
Chris Braswell,TAM,OLB,23.0,17,0.0,Rook,1.0,,,False,unmatched,2024
Ben Bredeson,TAM,LG,26.0,17,17.0,4,8.0,,,False,unmatched,2024
C.J. Brewer,TAM,DL,27.0,12,0.0,2,1.0,,,False,unmatched,2024
K.J. Britt,TAM,RILB,25.0,14,11.0,3,5.0,,,False,unmatched,2024
Earnest Brown IV,TAM,DE,25.0,3,0.0,2,0.0,,,False,unmatched,2024
Jack Browning,TAM,P,23.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Marquez Callaway,TAM,WR,26.0,2,0.0,4,0.0,,,False,unmatched,2024
Jake Camarda,TAM,P,25.0,4,0.0,2,1.0,,,False,unmatched,2024
Devin Culp,TAM,TE,24.0,5,0.0,Rook,1.0,,,False,unmatched,2024
Lavonte David,TAM,LILB,34.0,17,17.0,12,8.0,,,False,unmatched,2024
Jamel Dean,TAM,LCB,28.0,12,12.0,5,4.0,,,False,unmatched,2024
Evan Deckers,TAM,LS,25.0,11,0.0,1,1.0,,,False,unmatched,2024
SirVocea Dennis,TAM,LB,24.0,4,0.0,1,0.0,,,False,unmatched,2024
YaYa Diaby,TAM,OLB,25.0,17,17.0,1,8.0,,,False,unmatched,2024
Payne Durham,TAM,TE,24.0,16,6.0,1,1.0,,,False,unmatched,2024
Mike Edwards,TAM,S,28.0,5,2.0,5,1.0,,,False,unmatched,2024
Mike Evans,TAM,WR,31.0,14,14.0,10,10.0,,,False,unmatched,2024
Dallis Flowers,TAM,CB,27.0,2,0.0,2,0.0,,,False,unmatched,2024
Tyrek Funderburk,TAM,CB,24.0,13,2.0,Rook,1.0,,,False,unmatched,2024
Greg Gaines,TAM,DL,28.0,15,3.0,5,2.0,,,False,unmatched,2024
William Gholston,TAM,DL,33.0,17,3.0,11,2.0,,,False,unmatched,2024
Trenton Gill,TAM,P,25.0,8,0.0,2,1.0,,,False,unmatched,2024
Chris Godwin,TAM,WR,28.0,7,7.0,7,6.0,,,False,unmatched,2024
Luke Goedeke,TAM,RT,26.0,13,13.0,2,7.0,,,False,unmatched,2024
Mike Greene,TAM,DL,25.0,3,0.0,1,0.0,,,False,unmatched,2024
Antonio Grier,TAM,LB,24.0,7,0.0,Rook,1.0,,,False,unmatched,2024
Robert Hainsey,TAM,C,26.0,17,1.0,3,2.0,,,False,unmatched,2024
Bryce Hall,TAM,CB,27.0,1,0.0,4,0.0,,,False,unmatched,2024
Logan Hall,TAM,RDE,24.0,16,10.0,2,5.0,,,False,unmatched,2024
Josh Hayes,TAM,DB,25.0,15,3.0,1,2.0,,,False,unmatched,2024
Troy Hill,TAM,CB,33.0,2,0.0,9,0.0,,,False,unmatched,2024
Bucky Irving,TAM,RB,22.0,17,3.0,Rook,12.0,,,False,unmatched,2024
Keenan Isaac,TAM,CB,24.0,5,0.0,1,0.0,,,False,unmatched,2024
Christian Izien,TAM,SS,24.0,14,10.0,1,4.0,,,False,unmatched,2024
Rakim Jarrett,TAM,WR,23.0,10,2.0,1,1.0,,,False,unmatched,2024
Kameron Johnson,TAM,WR,22.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Deion Jones,TAM,MLB,30.0,2,0.0,8,0.0,,,False,unmatched,2024
Vi Jones,TAM,LB,26.0,7,0.0,2,1.0,,,False,unmatched,2024
Calijah Kancey,TAM,LDE,23.0,12,12.0,1,6.0,,,False,unmatched,2024
Ko Kieft,TAM,TE,26.0,17,1.0,2,0.0,,,False,unmatched,2024
Elijah Klein,TAM,OG,24.0,16,0.0,Rook,1.0,,,False,unmatched,2024
Cody Mauch,TAM,RG,25.0,17,17.0,1,8.0,,,False,unmatched,2024
Baker Mayfield,TAM,QB,29.0,17,17.0,6,17.0,,,False,unmatched,2024
Zyon McCollum,TAM,RCB,25.0,17,17.0,2,7.0,,,False,unmatched,2024
Chase McLaughlin,TAM,K,28.0,17,0.0,5,5.0,,,False,unmatched,2024
Jalen McMillan,TAM,WR,23.0,13,12.0,Rook,5.0,,,False,unmatched,2024
Kaevon Merriweather,TAM,S,25.0,14,5.0,1,3.0,,,False,unmatched,2024
Ryan Miller,TAM,WR,24.0,11,3.0,1,1.0,,,False,unmatched,2024
Ryan Neal,TAM,S,29.0,2,0.0,6,0.0,,,False,unmatched,2024
Anthony Nelson,TAM,OLB,27.0,17,6.0,5,4.0,,,False,unmatched,2024
Royce Newman,TAM,OG,27.0,1,0.0,3,0.0,,,False,unmatched,2024
Cade Otton,TAM,TE,25.0,14,14.0,2,6.0,,,False,unmatched,2024
Trey Palmer,TAM,WR,23.0,15,3.0,1,2.0,,,False,unmatched,2024
Jose Ramirez,TAM,OLB,25.0,4,0.0,1,0.0,,,False,unmatched,2024
J.J. Russell,TAM,LB,26.0,16,3.0,2,3.0,,,False,unmatched,2024
Sterling Shepard,TAM,WR,31.0,14,5.0,8,4.0,,,False,unmatched,2024
Justin Skule,TAM,T,28.0,17,5.0,5,4.0,,,False,unmatched,2024
Tykee Smith,TAM,S,23.0,13,6.0,Rook,3.0,,,False,unmatched,2024
Ben Stille,TAM,DL,27.0,3,0.0,2,1.0,,,False,unmatched,2024
Tavierre Thomas,TAM,CB,28.0,17,0.0,6,1.0,,,False,unmatched,2024
Cody Thompson,TAM,WR,28.0,1,0.0,3,0.0,,,False,unmatched,2024
Kyle Trask,TAM,QB,26.0,4,0.0,2,0.0,,,False,unmatched,2024
Zach Triner,TAM,LS,33.0,6,0.0,5,0.0,,,False,unmatched,2024
Joe Tryon-Shoyinka,TAM,LOLB,25.0,15,11.0,3,5.0,,,False,unmatched,2024
Sean Tucker,TAM,RB,23.0,17,0.0,1,3.0,,,False,unmatched,2024
Vita Vea,TAM,NT,29.0,16,16.0,6,11.0,,,False,unmatched,2024
Markees Watts,TAM,OLB,25.0,5,0.0,1,0.0,,,False,unmatched,2024
Rachaad White,TAM,RB,25.0,16,15.0,2,8.0,,,False,unmatched,2024
Jordan Whitehead,TAM,FS,27.0,12,12.0,6,4.0,,,False,unmatched,2024
D.J. Williams,TAM,RB,24.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Antoine Winfield Jr.,TAM,SS,26.0,9,9.0,4,4.0,,,False,unmatched,2024
Tristan Wirfs,TAM,LT,25.0,16,16.0,4,17.0,,,False,unmatched,2024
Team Total,TAM,,26.1,17,,3.0,,,,False,unmatched,2024
Micah Abernathy,ATL,S,27.0,6,0.0,2,0.0,,,False,unmatched,2024
DeAundre Alford,ATL,CB,27.0,16,11.0,2,4.0,,,False,unmatched,2024
Tyler Allgeier,ATL,RB,24.0,17,0.0,2,4.0,,,False,unmatched,2024
Troy Andersen,ATL,LB,25.0,7,4.0,2,2.0,,,False,unmatched,2024
Jessie Bates III,ATL,SS,27.0,17,17.0,6,6.0,,,False,unmatched,2024
Matthew Bergeron,ATL,LG,24.0,17,17.0,1,7.0,,,False,unmatched,2024
JD Bertrand,ATL,LB,24.0,12,0.0,Rook,1.0,,,False,unmatched,2024
Chris Blair,ATL,WR,27.0,4,0.0,1,0.0,,,False,unmatched,2024
Natrone Brooks,ATL,CB,25.0,9,0.0,1,0.0,,,False,unmatched,2024
Lorenzo Carter,ATL,LOLB,29.0,13,11.0,6,4.0,,,False,unmatched,2024
Kirk Cousins,ATL,QB,36.0,14,14.0,12,10.0,,,False,unmatched,2024
Dane Cruikshank,ATL,S,29.0,2,0.0,6,0.0,,,False,unmatched,2024
Drew Dalman,ATL,C,26.0,9,9.0,3,4.0,,,False,unmatched,2024
Brandon Dorlus,ATL,DT,23.0,2,0.0,Rook,0.0,,,False,unmatched,2024
Ross Dwelley,ATL,TE,29.0,17,0.0,6,0.0,,,False,unmatched,2024
Arnold Ebiketie,ATL,OLB,25.0,17,2.0,2,2.0,,,False,unmatched,2024
Kaden Elliss,ATL,RILB,29.0,17,17.0,5,7.0,,,False,unmatched,2024
Rashaan Evans,ATL,LB,29.0,2,0.0,6,0.0,,,False,unmatched,2024
Eddie Goldman,ATL,NT,30.0,17,10.0,9,4.0,,,False,unmatched,2024
Ta'Quon Graham,ATL,DL,26.0,10,0.0,3,1.0,,,False,unmatched,2024
Richie Grant,ATL,S,27.0,17,1.0,3,1.0,,,False,unmatched,2024
Jovaughn Gwyn,ATL,OL,25.0,1,0.0,1,0.0,,,False,unmatched,2024
Antonio Hamilton,ATL,CB,31.0,11,0.0,8,1.0,,,False,unmatched,2024
Demone Harris,ATL,DL,29.0,9,0.0,6,1.0,,,False,unmatched,2024
Zach Harrison,ATL,DL,23.0,17,1.0,1,1.0,,,False,unmatched,2024
Matt Hennessy,ATL,OL,27.0,4,0.0,4,0.0,,,False,unmatched,2024
Kyle Hinton,ATL,OL,26.0,17,0.0,2,1.0,,,False,unmatched,2024
KhaDarel Hodge,ATL,WR,29.0,17,2.0,6,1.0,,,False,unmatched,2024
Mike Hughes,ATL,RCB,27.0,15,15.0,6,4.0,,,False,unmatched,2024
Lamar Jackson,ATL,CB,26.0,2,0.0,4,0.0,,,False,unmatched,2024
Grady Jarrett,ATL,LDE,31.0,17,17.0,9,7.0,,,False,unmatched,2024
Matt Judon,ATL,ROLB,32.0,17,15.0,8,7.0,,,False,unmatched,2024
Khalid Kareem,ATL,OLB,26.0,2,0.0,4,0.0,,,False,unmatched,2024
Kevin King,ATL,CB,29.0,15,1.0,7,1.0,,,False,unmatched,2024
Younghoe Koo,ATL,K,30.0,14,0.0,7,1.0,,,False,unmatched,2024
Nathan Landman,ATL,LB,26.0,13,9.0,2,4.0,,,False,unmatched,2024
Chris Lindstrom,ATL,RG,27.0,17,17.0,5,11.0,,,False,unmatched,2024
Drake London,ATL,WR,23.0,17,17.0,2,10.0,,,False,unmatched,2024
DeAngelo Malone,ATL,OLB,25.0,17,0.0,2,1.0,,,False,unmatched,2024
Jake Matthews,ATL,LT,32.0,17,17.0,10,8.0,,,False,unmatched,2024
Jase McClellan,ATL,RB,22.0,2,0.0,Rook,0.0,,,False,unmatched,2024
Ray-Ray McCloud,ATL,WR,28.0,17,13.0,6,6.0,,,False,unmatched,2024
Liam McCullough,ATL,LS,27.0,17,0.0,2,1.0,,,False,unmatched,2024
Kaleb McGary,ATL,RT,29.0,16,16.0,5,8.0,,,False,unmatched,2024
Darnell Mooney,ATL,WR,27.0,16,16.0,4,8.0,,,False,unmatched,2024
Ryan Neuzil,ATL,OL,27.0,17,8.0,2,4.0,,,False,unmatched,2024
Storm Norton,ATL,OL,30.0,17,1.0,6,1.0,,,False,unmatched,2024
David Onyemata,ATL,RDE,32.0,17,16.0,8,6.0,,,False,unmatched,2024
Ruke Orhorhoro,ATL,DT,23.0,8,0.0,Rook,1.0,,,False,unmatched,2024
Riley Patterson,ATL,K,25.0,3,0.0,3,0.0,,,False,unmatched,2024
Michael Penix,ATL,QB,24.0,5,3.0,Rook,2.0,,,False,unmatched,2024
Clark Phillips,ATL,CB,23.0,16,2.0,1,2.0,,,False,unmatched,2024
Bradley Pinion,ATL,P,30.0,17,0.0,9,2.0,,,False,unmatched,2024
Kyle Pitts,ATL,TE,24.0,17,15.0,3,5.0,,,False,unmatched,2024
Bijan Robinson,ATL,RB,22.0,17,17.0,1,12.0,,,False,unmatched,2024
Justin Simmons,ATL,FS,31.0,16,16.0,8,5.0,,,False,unmatched,2024
James Smith-Williams,ATL,DL,27.0,10,5.0,4,2.0,,,False,unmatched,2024
Kentavius Street,ATL,DL,28.0,13,0.0,5,1.0,,,False,unmatched,2024
AJ Terrell,ATL,LCB,26.0,17,17.0,4,5.0,,,False,unmatched,2024
Carlos Washington,ATL,RB,26.0,1,0.0,1,0.0,,,False,unmatched,2024
Casey Washington,ATL,WR,23.0,8,0.0,Rook,0.0,,,False,unmatched,2024
Elijah Wilkinson,ATL,OL,29.0,2,0.0,7,0.0,,,False,unmatched,2024
Avery Williams,ATL,RB,26.0,17,0.0,3,0.0,,,False,unmatched,2024
Charlie Woerner,ATL,TE,27.0,16,5.0,4,0.0,,,False,unmatched,2024
Josh Woods,ATL,LB,28.0,5,0.0,5,0.0,,,False,unmatched,2024
Team Total,ATL,,27.0,17,,4.0,,,,False,unmatched,2024
Amare Barno,CAR,OLB,25.0,5,0.0,2,0.0,,,False,unmatched,2024
Shemar Bartholomew,CAR,CB,24.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Raheem Blackshear,CAR,RB,25.0,16,1.0,2,1.0,,,False,unmatched,2024
Mike Boone,CAR,RB,29.0,6,0.0,6,0.0,,,False,unmatched,2024
Jonathon Brooks,CAR,RB,21.0,3,1.0,Rook,0.0,,,False,unmatched,2024
Derrick Brown,CAR,DE,26.0,1,1.0,4,0.0,,,False,unmatched,2024
Tariq Castro-Fields,CAR,CB,25.0,2,0.0,2,0.0,,,False,unmatched,2024
Claudin Cherelus,CAR,LB,26.0,13,2.0,1,1.0,,,False,unmatched,2024
Dan Chisena,CAR,WR,27.0,6,0.0,4,0.0,,,False,unmatched,2024
Brady Christensen,CAR,G,28.0,17,6.0,3,3.0,,,False,unmatched,2024
Jadeveon Clowney,CAR,ROLB,31.0,14,14.0,10,5.0,,,False,unmatched,2024
Jalen Coker,CAR,WR,23.0,11,4.0,Rook,4.0,,,False,unmatched,2024
Austin Corbett,CAR,C,29.0,5,5.0,6,2.0,,,False,unmatched,2024
Jaden Crumedy,CAR,DT,24.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Andy Dalton,CAR,QB,37.0,6,5.0,13,1.0,,,False,unmatched,2024
Kenny Dyson,CAR,OLB,23.0,2,0.0,Rook,0.0,,,False,unmatched,2024
Ikem Ekwonu,CAR,LT,24.0,15,15.0,2,7.0,,,False,unmatched,2024
Akayleb Evans,CAR,CB,25.0,2,1.0,2,0.0,,,False,unmatched,2024
Caleb Farley,CAR,CB,26.0,9,1.0,3,1.0,,,False,unmatched,2024
Sam Franklin,CAR,S,28.0,10,0.0,4,0.0,,,False,unmatched,2024
Feleipe Franks,CAR,TE,27.0,16,0.0,3,0.0,,,False,unmatched,2024
Jordan Fuller,CAR,SS,26.0,9,9.0,4,2.0,,,False,unmatched,2024
Cam Gill,CAR,OLB,27.0,10,0.0,4,1.0,,,False,unmatched,2024
Charles Harris,CAR,OLB,29.0,9,6.0,7,2.0,,,False,unmatched,2024
Jonathan Harris,CAR,DE,28.0,7,0.0,5,1.0,,,False,unmatched,2024
Marquis Haynes,CAR,OLB,31.0,2,1.0,6,0.0,,,False,unmatched,2024
Johnny Hekker,CAR,P,34.0,17,0.0,12,3.0,,,False,unmatched,2024
Troy Hill,CAR,CB,33.0,6,2.0,9,1.0,,,False,unmatched,2024
Jaycee Horn,CAR,LCB,25.0,15,15.0,3,6.0,,,False,unmatched,2024
Chuba Hubbard,CAR,RB,25.0,15,15.0,3,9.0,,,False,unmatched,2024
Robert Hunt,CAR,RG,28.0,16,16.0,4,8.0,,,False,unmatched,2024
Thomas Incoom,CAR,OLB,25.0,8,0.0,1,0.0,,,False,unmatched,2024
Dane Jackson,CAR,CB,28.0,9,3.0,4,1.0,,,False,unmatched,2024
Michael Jackson,CAR,RCB,27.0,17,17.0,5,5.0,,,False,unmatched,2024
Tarron Jackson,CAR,OLB,26.0,3,0.0,3,0.0,,,False,unmatched,2024
J.J. Jansen,CAR,LS,38.0,17,0.0,15,1.0,,,False,unmatched,2024
Josey Jewell,CAR,RILB,30.0,12,12.0,6,5.0,,,False,unmatched,2024
Diontae Johnson,CAR,WR,28.0,7,7.0,5,3.0,,,False,unmatched,2024
DJ Johnson,CAR,OLB,26.0,14,2.0,1,1.0,,,False,unmatched,2024
Lonnie Johnson Jr.,CAR,S,29.0,15,1.0,5,1.0,,,False,unmatched,2024
Velus Jones Jr.,CAR,WR,27.0,2,0.0,2,0.0,,,False,unmatched,2024
Jarrett Kingston,CAR,OG,25.0,7,0.0,Rook,0.0,,,False,unmatched,2024
Shaq Lawson,CAR,OLB,30.0,1,0.0,8,0.0,,,False,unmatched,2024
Xavier Legette,CAR,WR,23.0,16,13.0,Rook,5.0,,,False,unmatched,2024
Eku Leota,CAR,OLB,25.0,2,1.0,1,0.0,,,False,unmatched,2024
Damien Lewis,CAR,LG,27.0,16,16.0,4,6.0,,,False,unmatched,2024
Jordan Matthews,CAR,TE,32.0,4,1.0,10,0.0,,,False,unmatched,2024
Cade Mays,CAR,C,25.0,11,8.0,2,3.0,,,False,unmatched,2024
Jonathan Mingo,CAR,WR,23.0,9,5.0,1,1.0,,,False,unmatched,2024
David Moore,CAR,WR,29.0,17,5.0,7,3.0,,,False,unmatched,2024
Taylor Moton,CAR,RT,30.0,14,14.0,7,7.0,,,False,unmatched,2024
Yosh Nijman,CAR,T,28.0,16,3.0,4,2.0,,,False,unmatched,2024
Jayden Peevy,CAR,DT,25.0,4,0.0,2,0.0,,,False,unmatched,2024
Eddy Pi̱eiro,CAR,K,29.0,17,0.0,5,3.0,,,False,unmatched,2024
Shaquille Quarterman,CAR,LB,27.0,1,0.0,4,0.0,,,False,unmatched,2024
LaBryan Ray,CAR,LDE,27.0,16,9.0,1,3.0,,,False,unmatched,2024
Andrew Raym,CAR,C,23.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Jon Rhattigan,CAR,LB,25.0,16,0.0,3,1.0,,,False,unmatched,2024
Demani Richardson,CAR,S,24.0,14,5.0,Rook,2.0,,,False,unmatched,2024
Sam Roberts,CAR,DT,26.0,3,0.0,2,0.0,,,False,unmatched,2024
A'Shawn Robinson,CAR,RDE,29.0,16,16.0,8,5.0,,,False,unmatched,2024
Jammie Robinson,CAR,S,23.0,6,0.0,1,0.0,,,False,unmatched,2024
Ja'Tavion Sanders,CAR,TE,21.0,16,8.0,Rook,3.0,,,False,unmatched,2024
Miles Sanders,CAR,RB,27.0,11,2.0,5,3.0,,,False,unmatched,2024
Nick Scott,CAR,S,29.0,10,4.0,5,1.0,,,False,unmatched,2024
Jamie Sheriff,CAR,DE,24.0,1,0.0,Rook,0.0,,,False,unmatched,2024
T.J. Smith,CAR,DT,27.0,3,0.0,3,0.0,,,False,unmatched,2024
Chau Smith-Wade,CAR,CB,22.0,14,4.0,Rook,2.0,,,False,unmatched,2024
Stephen Sullivan,CAR,TE,28.0,1,0.0,4,0.0,,,False,unmatched,2024
Adam Thielen,CAR,WR,34.0,10,10.0,10,6.0,,,False,unmatched,2024
Ian Thomas,CAR,TE,28.0,5,2.0,6,0.0,,,False,unmatched,2024
Deven Thompkins,CAR,WR,25.0,7,0.0,2,0.0,,,False,unmatched,2024
Shaq Thompson,CAR,LB,30.0,4,4.0,9,1.0,,,False,unmatched,2024
Nick Thurman,CAR,DT,29.0,9,4.0,4,2.0,,,False,unmatched,2024
Tommy Tremble,CAR,TE,24.0,12,11.0,3,2.0,,,False,unmatched,2024
Shy Tuttle,CAR,NT,29.0,15,15.0,5,5.0,,,False,unmatched,2024
Trevin Wallace,CAR,LILB,21.0,13,8.0,Rook,3.0,,,False,unmatched,2024
Brandon Walton,CAR,OT,26.0,1,0.0,2,0.0,,,False,unmatched,2024
DeShawn Williams,CAR,DT,32.0,12,1.0,8,1.0,,,False,unmatched,2024
Jacoby Windmon,CAR,LB,23.0,8,2.0,Rook,1.0,,,False,unmatched,2024
D.J. Wonnum,CAR,LOLB,27.0,8,8.0,4,3.0,,,False,unmatched,2024
Xavier Woods,CAR,FS,29.0,17,17.0,7,5.0,,,False,unmatched,2024
Chandler Wooten,CAR,LB,25.0,5,2.0,2,1.0,,,False,unmatched,2024
Russ Yeast,CAR,S,25.0,2,0.0,2,0.0,,,False,unmatched,2024
Bryce Young,CAR,QB,23.0,14,12.0,1,8.0,,,False,unmatched,2024
Chandler Zavala,CAR,G,25.0,17,2.0,1,2.0,,,False,unmatched,2024
Team Total,CAR,,26.9,17,,3.8,,,,False,unmatched,2024
Johnathan Abram,NOR,S,28.0,3,0.0,5,0.0,,,False,unmatched,2024
Paulson Adebo,NOR,CB,25.0,7,7.0,3,3.0,,,False,unmatched,2024
Ugo Amadi,NOR,S,27.0,11,5.0,5,2.0,,,False,unmatched,2024
Kevin Austin,NOR,WR,24.0,8,2.0,1,1.0,,,False,unmatched,2024
Khristian Boyd,NOR,DT,24.0,6,0.0,Rook,0.0,,,False,unmatched,2024
Millard Bradford,NOR,S,25.0,3,0.0,Rook,0.0,,,False,unmatched,2024
Bryan Bresee,NOR,DT,23.0,17,11.0,1,6.0,,,False,unmatched,2024
Derek Carr,NOR,QB,33.0,10,10.0,10,7.0,,,False,unmatched,2024
Demario Davis,NOR,MLB,35.0,16,16.0,12,8.0,,,False,unmatched,2024
Clyde Edwards-Helaire,NOR,RB,25.0,2,0.0,4,0.0,,,False,unmatched,2024
Jaylan Ford,NOR,LB,23.0,8,0.0,Rook,1.0,,,False,unmatched,2024
Isaiah Foskey,NOR,DE,24.0,17,0.0,1,1.0,,,False,unmatched,2024
Taliese Fuaga,NOR,LT,22.0,17,17.0,Rook,8.0,,,False,unmatched,2024
Willie Gay Jr.,NOR,RLB,26.0,15,8.0,4,5.0,,,False,unmatched,2024
Carl Granderson,NOR,RDE,28.0,17,17.0,5,8.0,,,False,unmatched,2024
J.T. Gray,NOR,DB,28.0,17,0.0,6,5.0,,,False,unmatched,2024
Blake Grupe,NOR,K,26.0,17,0.0,1,4.0,,,False,unmatched,2024
Jake Haener,NOR,QB,25.0,8,1.0,1,1.0,,,False,unmatched,2024
Will Harris,NOR,SS,29.0,13,13.0,5,4.0,,,False,unmatched,2024
Matthew Hayball,NOR,P,27.0,17,0.0,Rook,3.0,,,False,unmatched,2024
Kyle Hergel,NOR,OG,25.0,8,0.0,Rook,1.0,,,False,unmatched,2024
Tre Herndon,NOR,DB,28.0,1,0.0,6,0.0,,,False,unmatched,2024
Taysom Hill,NOR,TE,34.0,8,8.0,7,3.0,,,False,unmatched,2024
Dallin Holker,NOR,TE,24.0,12,2.0,Rook,0.0,,,False,unmatched,2024
Jordan Howden,NOR,DB,24.0,17,4.0,1,2.0,,,False,unmatched,2024
Khaleke Hudson,NOR,LB,27.0,1,0.0,4,0.0,,,False,unmatched,2024
D'Marco Jackson,NOR,LB,26.0,10,0.0,1,1.0,,,False,unmatched,2024
Jermaine Jackson,NOR,WR,24.0,4,0.0,Rook,0.0,,,False,unmatched,2024
Shemar Jean-Charles,NOR,DB,26.0,9,2.0,3,1.0,,,False,unmatched,2024
Juwan Johnson,NOR,TE,28.0,17,5.0,4,5.0,,,False,unmatched,2024
Cameron Jordan,NOR,LDE,35.0,17,17.0,13,8.0,,,False,unmatched,2024
Alvin Kamara,NOR,RB,29.0,14,14.0,7,9.0,,,False,unmatched,2024
Tanoh Kpassagnon,NOR,DE,30.0,3,0.0,7,0.0,,,False,unmatched,2024
Marshon Lattimore,NOR,CB,28.0,7,7.0,7,2.0,,,False,unmatched,2024
Shane Lemieux,NOR,G,27.0,7,4.0,4,2.0,,,False,unmatched,2024
Tyrann Mathieu,NOR,FS,32.0,17,17.0,11,6.0,,,False,unmatched,2024
Erik McCoy,NOR,C,27.0,7,7.0,5,4.0,,,False,unmatched,2024
Connor McGovern,NOR,C,31.0,6,5.0,7,2.0,,,False,unmatched,2024
Kool-Aid McKinstry,NOR,RCB,22.0,15,9.0,Rook,3.0,,,False,unmatched,2024
Bub Means,NOR,WR,23.0,7,1.0,Rook,1.0,,,False,unmatched,2024
Kendre Miller,NOR,RB,22.0,6,2.0,1,1.0,,,False,unmatched,2024
Jordan Mims,NOR,RB,25.0,11,0.0,1,1.0,,,False,unmatched,2024
Foster Moreau,NOR,TE,27.0,17,17.0,5,3.0,,,False,unmatched,2024
Chris Olave,NOR,WR,24.0,8,8.0,2,3.0,,,False,unmatched,2024
Anfernee Orji,NOR,LB,24.0,16,2.0,1,2.0,,,False,unmatched,2024
Lucas Patrick,NOR,LG,31.0,11,10.0,7,4.0,,,False,unmatched,2024
Rico Payton,NOR,CB,25.0,16,0.0,Rook,1.0,,,False,unmatched,2024
Trevor Penning,NOR,RT,25.0,17,17.0,2,8.0,,,False,unmatched,2024
Dante Pettis,NOR,WR,29.0,8,0.0,6,1.0,,,False,unmatched,2024
Adam Prentice,NOR,FB,27.0,17,7.0,3,0.0,,,False,unmatched,2024
Spencer Rattler,NOR,QB,24.0,7,6.0,Rook,2.0,,,False,unmatched,2024
Chris Reed,NOR,G,32.0,1,0.0,8,0.0,,,False,unmatched,2024
John Ridgeway,NOR,DT,25.0,13,0.0,2,1.0,,,False,unmatched,2024
Cesar Ruiz,NOR,RG,25.0,13,13.0,4,5.0,,,False,unmatched,2024
Nick Saldiveri,NOR,OL,24.0,11,6.0,1,3.0,,,False,unmatched,2024
Khalen Saunders,NOR,LDT,28.0,13,10.0,5,5.0,,,False,unmatched,2024
Nephi Sewell,NOR,LB,26.0,7,1.0,2,1.0,,,False,unmatched,2024
Rashid Shaheed,NOR,WR,26.0,6,5.0,2,4.0,,,False,unmatched,2024
Nathan Shepherd,NOR,RDT,31.0,16,13.0,6,6.0,,,False,unmatched,2024
Equanimeous St. Brown,NOR,WR,28.0,2,0.0,6,0.0,,,False,unmatched,2024
Isaiah Stalbird,NOR,LB,24.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Alontae Taylor,NOR,LCB,26.0,17,15.0,2,5.0,,,False,unmatched,2024
Roderic Teamer,NOR,S,27.0,2,0.0,5,0.0,,,False,unmatched,2024
Mason Tipton,NOR,WR,24.0,11,1.0,Rook,1.0,,,False,unmatched,2024
Payton Turner,NOR,DE,25.0,16,0.0,3,1.0,,,False,unmatched,2024
Oli Udoh,NOR,OL,27.0,14,1.0,5,1.0,,,False,unmatched,2024
Marquez Valdes-Scantling,NOR,WR,30.0,8,8.0,6,3.0,,,False,unmatched,2024
Kendal Vickers,NOR,DT,29.0,1,0.0,4,0.0,,,False,unmatched,2024
Pete Werner,NOR,LLB,25.0,13,13.0,3,6.0,,,False,unmatched,2024
Jamaal Williams,NOR,RB,29.0,14,1.0,7,1.0,,,False,unmatched,2024
Cedrick Wilson Jr.,NOR,WR,29.0,15,4.0,5,2.0,,,False,unmatched,2024
Zach Wood,NOR,LS,31.0,17,0.0,7,1.0,,,False,unmatched,2024
Chase Young,NOR,DE,25.0,17,0.0,4,2.0,,,False,unmatched,2024
Landon Young,NOR,T,27.0,17,5.0,3,3.0,,,False,unmatched,2024
Team Total,NOR,,26.8,17,,3.6,,,,False,unmatched,2024
Davis Allen,LAR,TE,23.0,15,5.0,1,0.0,,,False,unmatched,2024
AJ Arcuri,LAR,OL,27.0,2,0.0,2,0.0,,,False,unmatched,2024
Tutu Atwell,LAR,WR,25.0,17,5.0,3,5.0,,,False,unmatched,2024
Steve Avila,LAR,LG,25.0,10,10.0,1,5.0,,,False,unmatched,2024
Bobby Brown,LAR,NT,24.0,17,16.0,3,7.0,,,False,unmatched,2024
Logan Bruss,LAR,OL,26.0,8,3.0,1,2.0,,,False,unmatched,2024
Geron Christian,LAR,OL,28.0,1,0.0,6,0.0,,,False,unmatched,2024
Blake Corum,LAR,RB,24.0,17,1.0,Rook,2.0,,,False,unmatched,2024
Kamren Curl,LAR,FS,25.0,16,16.0,4,6.0,,,False,unmatched,2024
Tyler Davis,LAR,DL,24.0,16,0.0,Rook,1.0,,,False,unmatched,2024
Justin Dedich,LAR,OL,24.0,13,3.0,Rook,2.0,,,False,unmatched,2024
Kevin Dotson,LAR,RG,28.0,16,16.0,4,8.0,,,False,unmatched,2024
