Player,team,Pos,Age,G,GS,Yrs,AV,player_name,position,has_contract,contract_match_type,year
Josh Allen,BUF,QB,28.0,17,17.0,6,20.0,,,False,unmatched,2024
Alec Anderson,BUF,T,25.0,17,4.0,1,4.0,,,False,unmatched,2024
Joe Andreessen,BUF,LB,24.0,13,1.0,Rook,1.0,,,False,unmatched,2024
Eli Ankou,BUF,DT,30.0,2,0.0,7,0.0,,,False,unmatched,2024
Tyler Bass,BUF,K,27.0,17,0.0,4,2.0,,,False,unmatched,2024
Christian Benford,BUF,RCB,24.0,15,15.0,2,6.0,,,False,unmatched,2024
Terrel Bernard,BUF,MLB,25.0,13,13.0,2,7.0,,,False,unmatched,2024
Cole Bishop,BUF,S,22.0,16,4.0,Rook,2.0,,,False,unmatched,2024
Spencer Brown,BUF,RT,26.0,15,15.0,3,9.0,,,False,unmatched,2024
DeWayne Carter,BUF,DT,24.0,11,3.0,Rook,2.0,,,False,unmatched,2024
Lewis Cine,BUF,S,25.0,1,0.0,2,0.0,,,False,unmatched,2024
Will Clapp,BUF,OL,29.0,1,1.0,6,1.0,,,False,unmatched,2024
Kameron Cline,BUF,DE,26.0,1,0.0,4,0.0,,,False,unmatched,2024
Brandon Codrington,BUF,DB,24.0,17,0.0,Rook,1.0,,,False,unmatched,2024
Keon Coleman,BUF,WR,21.0,13,12.0,Rook,7.0,,,False,unmatched,2024
James Cook,BUF,RB,25.0,16,16.0,2,11.0,,,False,unmatched,2024
Amari Cooper,BUF,WR,30.0,8,4.0,9,3.0,,,False,unmatched,2024
Zach Davidson,BUF,TE,26.0,2,0.0,1,0.0,,,False,unmatched,2024
Ray Davis,BUF,RB,25.0,17,0.0,Rook,6.0,,,False,unmatched,2024
Dion Dawkins,BUF,LT,30.0,16,16.0,7,13.0,,,False,unmatched,2024
Branson Deen,BUF,DT,24.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Rasul Douglas,BUF,LCB,29.0,15,15.0,7,5.0,,,False,unmatched,2024
David Edwards,BUF,LG,27.0,16,16.0,5,8.0,,,False,unmatched,2024
Mike Edwards,BUF,S,28.0,3,0.0,5,0.0,,,False,unmatched,2024
Kaiir Elam,BUF,CB,23.0,13,4.0,2,2.0,,,False,unmatched,2024
A.J. Epenesa,BUF,LDE,26.0,17,13.0,4,7.0,,,False,unmatched,2024
Reid Ferguson,BUF,LS,30.0,17,0.0,7,1.0,,,False,unmatched,2024
Reggie Gilliam,BUF,FB,27.0,15,0.0,4,0.0,,,False,unmatched,2024
Richard Gouraige,BUF,OT,26.0,1,0.0,1,0.0,,,False,unmatched,2024
Tylan Grable,BUF,OT,25.0,4,1.0,Rook,1.0,,,False,unmatched,2024
Damar Hamlin,BUF,SS,26.0,14,14.0,3,5.0,,,False,unmatched,2024
Mack Hollins,BUF,WR,31.0,17,13.0,7,4.0,,,False,unmatched,2024
Ja'Marcus Ingram,BUF,CB,27.0,17,1.0,2,2.0,,,False,unmatched,2024
Kareem Jackson,BUF,S,36.0,2,0.0,14,0.0,,,False,unmatched,2024
Quinton Jefferson,BUF,DT,31.0,7,0.0,8,1.0,,,False,unmatched,2024
Austin Johnson,BUF,DT,30.0,15,1.0,8,2.0,,,False,unmatched,2024
Taron Johnson,BUF,CB,28.0,12,12.0,6,5.0,,,False,unmatched,2024
Ty Johnson,BUF,RB,27.0,17,1.0,5,5.0,,,False,unmatched,2024
Kingsley Jonathan,BUF,DE,26.0,1,0.0,2,0.0,,,False,unmatched,2024
DaQuan Jones,BUF,RDT,33.0,16,16.0,10,8.0,,,False,unmatched,2024
Dalton Kincaid,BUF,TE,25.0,13,9.0,1,5.0,,,False,unmatched,2024
Dawson Knox,BUF,TE,28.0,16,13.0,5,4.0,,,False,unmatched,2024
Cameron Lewis,BUF,DB,27.0,17,6.0,4,3.0,,,False,unmatched,2024
Zion Logue,BUF,DT,23.0,2,0.0,Rook,0.0,,,False,unmatched,2024
Sam Martin,BUF,P,34.0,17,0.0,11,2.0,,,False,unmatched,2024
Connor McGovern,BUF,C,27.0,16,16.0,4,11.0,,,False,unmatched,2024
Matt Milano,BUF,LB,30.0,4,4.0,7,2.0,,,False,unmatched,2024
Von Miller,BUF,LB,35.0,13,0.0,13,1.0,,,False,unmatched,2024
Quintin Morris,BUF,TE,25.0,16,3.0,2,0.0,,,False,unmatched,2024
Nicholas Morrow,BUF,LB,29.0,11,0.0,7,1.0,,,False,unmatched,2024
Ed Oliver,BUF,LDT,27.0,14,14.0,5,7.0,,,False,unmatched,2024
Jordan Phillips,BUF,DT,32.0,7,0.0,9,1.0,,,False,unmatched,2024
Taylor Rapp,BUF,FS,27.0,14,14.0,5,5.0,,,False,unmatched,2024
Gregory Rousseau,BUF,RDE,24.0,16,16.0,3,8.0,,,False,unmatched,2024
Curtis Samuel,BUF,WR,28.0,14,2.0,7,3.0,,,False,unmatched,2024
Khalil Shakir,BUF,WR,24.0,15,9.0,2,10.0,,,False,unmatched,2024
Tyrell Shavers,BUF,WR,25.0,3,0.0,1,1.0,,,False,unmatched,2024
Dawuane Smoot,BUF,DE,29.0,11,4.0,7,2.0,,,False,unmatched,2024
Javon Solomon,BUF,DE,23.0,14,0.0,Rook,2.0,,,False,unmatched,2024
Baylon Spector,BUF,LB,26.0,11,4.0,2,3.0,,,False,unmatched,2024
Casey Toohill,BUF,DE,28.0,14,1.0,4,2.0,,,False,unmatched,2024
O'Cyrus Torrence,BUF,RG,24.0,17,16.0,1,8.0,,,False,unmatched,2024
Mitchell Trubisky,BUF,QB,30.0,9,0.0,7,1.0,,,False,unmatched,2024
Edefuan Ulofoshio,BUF,LB,24.0,4,1.0,Rook,1.0,,,False,unmatched,2024
Marquez Valdes-Scantling,BUF,WR,30.0,6,0.0,6,0.0,,,False,unmatched,2024
Ryan Van Demark,BUF,T,26.0,14,2.0,1,2.0,,,False,unmatched,2024
Sedrick Van Pran-Granger,BUF,OL,23.0,16,1.0,Rook,2.0,,,False,unmatched,2024
Jalen Virgil,BUF,WR,26.0,7,0.0,2,0.0,,,False,unmatched,2024
Mike White,BUF,QB,29.0,1,0.0,3,0.0,,,False,unmatched,2024
Dorian Williams,BUF,RLB,23.0,17,11.0,1,6.0,,,False,unmatched,2024
Team Total,BUF,,27.0,17,,3.9,,,,False,unmatched,2024
De'Von Achane,MIA,RB,23.0,17,16.0,1,11.0,,,False,unmatched,2024
Tucker Addington,MIA,LS,27.0,3,0.0,2,0.0,,,False,unmatched,2024
Terron Armstead,MIA,LT,33.0,15,15.0,11,7.0,,,False,unmatched,2024
Jake Bailey,MIA,P,27.0,17,0.0,5,2.0,,,False,unmatched,2024
Odell Beckham Jr.,MIA,WR,32.0,9,0.0,10,0.0,,,False,unmatched,2024
Quinton Bell,MIA,LB,28.0,17,3.0,4,3.0,,,False,unmatched,2024
Braxton Berrios,MIA,WR,29.0,6,0.0,5,0.0,,,False,unmatched,2024
Ethan Bonner,MIA,CB,25.0,5,0.0,1,0.0,,,False,unmatched,2024
Tyus Bowser,MIA,LOLB,29.0,7,4.0,7,2.0,,,False,unmatched,2024
Tim Boyle,MIA,QB,30.0,2,0.0,5,1.0,,,False,unmatched,2024
Aaron Brewer,MIA,C,27.0,17,17.0,4,7.0,,,False,unmatched,2024
Jordyn Brooks,MIA,RILB,27.0,17,17.0,4,9.0,,,False,unmatched,2024
Calais Campbell,MIA,NT,38.0,17,17.0,16,9.0,,,False,unmatched,2024
Elijah Campbell,MIA,DB,29.0,17,1.0,4,2.0,,,False,unmatched,2024
Jackson Carman,MIA,T,24.0,8,1.0,3,1.0,,,False,unmatched,2024
Robbie Chosen,MIA,WR,31.0,2,0.0,8,0.0,,,False,unmatched,2024
Tanner Conner,MIA,TE,26.0,8,1.0,2,0.0,,,False,unmatched,2024
Lester Cotton,MIA,OL,28.0,11,0.0,5,1.0,,,False,unmatched,2024
River Cracraft,MIA,WR,30.0,8,0.0,6,1.0,,,False,unmatched,2024
Matt Dickerson,MIA,DE,29.0,4,0.0,6,0.0,,,False,unmatched,2024
Tyrel Dodson,MIA,LB,26.0,8,3.0,4,3.0,,,False,unmatched,2024
Grant Dubose,MIA,WR,23.0,3,0.0,1,0.0,,,False,unmatched,2024
Storm Duck,MIA,CB,24.0,14,3.0,Rook,2.0,,,False,unmatched,2024
Liam Eichenberg,MIA,RG,26.0,17,14.0,3,6.0,,,False,unmatched,2024
D'Wayne Eskridge,MIA,WR,27.0,6,0.0,3,0.0,,,False,unmatched,2024
Erik Ezukanma,MIA,WR,24.0,2,0.0,2,0.0,,,False,unmatched,2024
Neil Farrell,MIA,DT,26.0,7,0.0,2,1.0,,,False,unmatched,2024
Blake Ferguson,MIA,LS,27.0,5,0.0,4,0.0,,,False,unmatched,2024
Kendall Fuller,MIA,RCB,29.0,11,11.0,8,5.0,,,False,unmatched,2024
Cameron Goode,MIA,LB,26.0,3,0.0,1,0.0,,,False,unmatched,2024
Da'Shawn Hand,MIA,DT,29.0,17,2.0,6,3.0,,,False,unmatched,2024
Ryan Hayes,MIA,T,24.0,1,0.0,1,0.0,,,False,unmatched,2024
Julian Hill,MIA,TE,24.0,16,11.0,1,1.0,,,False,unmatched,2024
Tyreek Hill,MIA,WR,30.0,17,17.0,8,9.0,,,False,unmatched,2024
Jevon Holland,MIA,SS,24.0,15,15.0,3,6.0,,,False,unmatched,2024
Tyler Huntley,MIA,QB,26.0,5,5.0,4,3.0,,,False,unmatched,2024
Alec Ingold,MIA,FB,28.0,15,10.0,5,1.0,,,False,unmatched,2024
Austin Jackson,MIA,RT,25.0,8,8.0,4,3.0,,,False,unmatched,2024
Benito Jones,MIA,RDE,27.0,17,15.0,4,7.0,,,False,unmatched,2024
Robert Jones,MIA,LG,25.0,17,17.0,3,7.0,,,False,unmatched,2024
Mohamed Kamara,MIA,LB,25.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Kader Kohou,MIA,CB,26.0,15,9.0,2,5.0,,,False,unmatched,2024
Kendall Lamm,MIA,T,32.0,15,7.0,9,4.0,,,False,unmatched,2024
David Long,MIA,LILB,28.0,8,6.0,5,3.0,,,False,unmatched,2024
Marcus Maye,MIA,S,31.0,11,3.0,7,2.0,,,False,unmatched,2024
Patrick McMorris,MIA,S,23.0,6,0.0,Rook,0.0,,,False,unmatched,2024
Jake McQuaide,MIA,LS,37.0,3,0.0,13,0.0,,,False,unmatched,2024
Raheem Mostert,MIA,RB,32.0,13,1.0,9,3.0,,,False,unmatched,2024
Siran Neal,MIA,CB,30.0,17,0.0,6,1.0,,,False,unmatched,2024
Nik Needham,MIA,CB,28.0,2,0.0,5,0.0,,,False,unmatched,2024
Emmanuel Ogbah,MIA,LB,31.0,16,16.0,8,9.0,,,False,unmatched,2024
Matt Overton,MIA,LS,39.0,3,0.0,12,0.0,,,False,unmatched,2024
Patrick Paul,MIA,OT,23.0,17,3.0,Rook,2.0,,,False,unmatched,2024
Jaelan Phillips,MIA,LB,25.0,4,3.0,3,2.0,,,False,unmatched,2024
Brandon Pili,MIA,DT,25.0,8,0.0,1,1.0,,,False,unmatched,2024
Jordan Poyer,MIA,FS,33.0,16,16.0,11,7.0,,,False,unmatched,2024
Jalen Ramsey,MIA,LCB,30.0,17,17.0,8,8.0,,,False,unmatched,2024
Duke Riley,MIA,LB,30.0,17,2.0,7,2.0,,,False,unmatched,2024
Chop Robinson,MIA,LB,21.0,17,1.0,Rook,2.0,,,False,unmatched,2024
Jason Sanders,MIA,K,29.0,17,0.0,6,5.0,,,False,unmatched,2024
Zach Sieler,MIA,LDE,29.0,15,15.0,6,9.0,,,False,unmatched,2024
Cam Smith,MIA,CB,24.0,6,0.0,1,0.0,,,False,unmatched,2024
Jonnu Smith,MIA,TE,29.0,17,6.0,7,8.0,,,False,unmatched,2024
Durham Smythe,MIA,TE,29.0,17,4.0,6,0.0,,,False,unmatched,2024
Jack Stoll,MIA,TE,26.0,4,0.0,3,0.0,,,False,unmatched,2024
Tua Tagovailoa,MIA,QB,26.0,11,11.0,4,9.0,,,False,unmatched,2024
Skylar Thompson,MIA,QB,27.0,3,1.0,2,1.0,,,False,unmatched,2024
Channing Tindall,MIA,LB,24.0,11,0.0,2,1.0,,,False,unmatched,2024
Zach Triner,MIA,LS,33.0,3,0.0,5,0.0,,,False,unmatched,2024
Jaylen Waddle,MIA,WR,26.0,15,15.0,3,7.0,,,False,unmatched,2024
Anthony Walker,MIA,LILB,29.0,14,8.0,7,5.0,,,False,unmatched,2024
Malik Washington,MIA,WR,23.0,14,3.0,Rook,2.0,,,False,unmatched,2024
Jeff Wilson,MIA,RB,29.0,9,0.0,6,1.0,,,False,unmatched,2024
Jaylen Wright,MIA,RB,21.0,15,1.0,Rook,2.0,,,False,unmatched,2024
Isaiah Wynn,MIA,OL,29.0,6,3.0,5,1.0,,,False,unmatched,2024
Team Total,MIA,,27.7,17,,4.6,,,,False,unmatched,2024
Davante Adams,NYJ,WR,32.0,11,11.0,10,8.0,,,False,unmatched,2024
Tony Adams,NYJ,FS,25.0,15,11.0,2,4.0,,,False,unmatched,2024
Braelon Allen,NYJ,RB,20.0,17,2.0,Rook,3.0,,,False,unmatched,2024
Zack Bailey,NYJ,OL,29.0,1,0.0,2,0.0,,,False,unmatched,2024
Brenden Bates,NYJ,TE,25.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Jarrick Bernard-Converse,NYJ,CB,24.0,7,0.0,1,0.0,,,False,unmatched,2024
Anders Carlson,NYJ,K,26.0,5,0.0,1,1.0,,,False,unmatched,2024
Michael Carter II,NYJ,CB,25.0,13,1.0,3,1.0,,,False,unmatched,2024
Irvin Charles,NYJ,WR,27.0,13,0.0,1,0.0,,,False,unmatched,2024
Chuck Clark,NYJ,SS,29.0,12,12.0,7,4.0,,,False,unmatched,2024
Micheal Clemons,NYJ,LOLB,27.0,17,17.0,2,7.0,,,False,unmatched,2024
Tyler Conklin,NYJ,TE,29.0,16,15.0,6,4.0,,,False,unmatched,2024
Malachi Corley,NYJ,WR,22.0,9,1.0,Rook,0.0,,,False,unmatched,2024
Ashtyn Davis,NYJ,S,28.0,15,1.0,4,2.0,,,False,unmatched,2024
Isaiah Davis,NYJ,RB,22.0,17,0.0,Rook,2.0,,,False,unmatched,2024
Brandin Echols,NYJ,CB,27.0,16,4.0,3,3.0,,,False,unmatched,2024
Samuel Eguavoen,NYJ,LB,31.0,17,1.0,5,2.0,,,False,unmatched,2024
Olumuyiwa Fashanu,NYJ,OL,22.0,15,7.0,Rook,4.0,,,False,unmatched,2024
Anthony Firkser,NYJ,TE,29.0,4,0.0,6,0.0,,,False,unmatched,2024
Leki Fotu,NYJ,DT,26.0,2,1.0,4,0.0,,,False,unmatched,2024
Sauce Gardner,NYJ,LCB,24.0,15,15.0,2,5.0,,,False,unmatched,2024
Xavier Gipson,NYJ,WR,23.0,17,0.0,1,0.0,,,False,unmatched,2024
Breece Hall,NYJ,RB,23.0,16,16.0,2,9.0,,,False,unmatched,2024
Jake Hanson,NYJ,OL,27.0,12,2.0,3,2.0,,,False,unmatched,2024
Bruce Hector,NYJ,DL,30.0,6,0.0,6,0.0,,,False,unmatched,2024
Thomas Hennessy,NYJ,LS,30.0,17,0.0,7,1.0,,,False,unmatched,2024
Jalyn Holmes,NYJ,DL,28.0,5,0.0,6,0.0,,,False,unmatched,2024
Jermaine Johnson II,NYJ,LB,25.0,2,2.0,2,1.0,,,False,unmatched,2024
Greg Joseph,NYJ,K,30.0,1,0.0,6,0.0,,,False,unmatched,2024
Javon Kinlaw,NYJ,RDT,27.0,17,17.0,4,8.0,,,False,unmatched,2024
Zack Kuntz,NYJ,TE,25.0,1,0.0,1,0.0,,,False,unmatched,2024
Allen Lazard,NYJ,WR,29.0,12,10.0,6,5.0,,,False,unmatched,2024
Alec Lindstrom,NYJ,C,26.0,1,0.0,1,0.0,,,False,unmatched,2024
Marcelino McCrary-Ball,NYJ,LB,25.0,12,0.0,1,1.0,,,False,unmatched,2024
Will McDonald,NYJ,LDE,25.0,17,15.0,1,7.0,,,False,unmatched,2024
Connor McGovern,NYJ,C,31.0,1,0.0,7,0.0,,,False,unmatched,2024
Braiden McGregor,NYJ,DE,23.0,7,0.0,Rook,0.0,,,False,unmatched,2024
Takkarist McKinley,NYJ,DL,29.0,7,0.0,7,1.0,,,False,unmatched,2024
Jalen Mills,NYJ,S,30.0,9,8.0,8,3.0,,,False,unmatched,2024
Max Mitchell,NYJ,OL,25.0,10,2.0,2,1.0,,,False,unmatched,2024
Jarius Monroe,NYJ,S,24.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Thomas Morstead,NYJ,P,38.0,17,0.0,15,3.0,,,False,unmatched,2024
Morgan Moses,NYJ,RT,33.0,14,14.0,10,6.0,,,False,unmatched,2024
C.J. Mosley,NYJ,LB,32.0,4,3.0,10,1.0,,,False,unmatched,2024
Xavier Newman-Johnson,NYJ,OL,25.0,9,0.0,2,1.0,,,False,unmatched,2024
Kene Nwangwu,NYJ,RB,26.0,2,0.0,3,1.0,,,False,unmatched,2024
Isaiah Oliver,NYJ,CB,28.0,17,7.0,6,3.0,,,False,unmatched,2024
Riley Patterson,NYJ,K,25.0,1,0.0,3,0.0,,,False,unmatched,2024
Haason Reddick,NYJ,LB,30.0,10,2.0,7,1.0,,,False,unmatched,2024
D.J. Reed,NYJ,RCB,28.0,14,14.0,6,5.0,,,False,unmatched,2024
Aaron Rodgers,NYJ,QB,41.0,17,17.0,19,12.0,,,False,unmatched,2024
Jeremy Ruckert,NYJ,TE,24.0,17,9.0,2,1.0,,,False,unmatched,2024
Wes Schweitzer,NYJ,OL,31.0,4,0.0,7,0.0,,,False,unmatched,2024
Kendall Sheffield,NYJ,CB,28.0,6,0.0,5,0.0,,,False,unmatched,2024
Jamien Sherwood,NYJ,RILB,24.0,17,16.0,3,7.0,,,False,unmatched,2024
Spencer Shrader,NYJ,K,25.0,1,0.0,Rook,0.0,,,False,unmatched,2024
John Simpson,NYJ,LG,27.0,17,17.0,4,7.0,,,False,unmatched,2024
Brandon Smith,NYJ,WR,26.0,1,0.0,1,0.0,,,False,unmatched,2024
Tyron Smith,NYJ,LT,34.0,10,10.0,13,4.0,,,False,unmatched,2024
Qwan'tez Stiggers,NYJ,CB,22.0,14,1.0,1,1.0,,,False,unmatched,2024
Chazz Surratt,NYJ,ROLB,27.0,17,5.0,3,3.0,,,False,unmatched,2024
Tre Swilling,NYJ,DB,25.0,1,0.0,1,0.0,,,False,unmatched,2024
Leonard Taylor,NYJ,DL,25.0,14,0.0,Rook,1.0,,,False,unmatched,2024
Tyrod Taylor,NYJ,QB,35.0,2,0.0,13,0.0,,,False,unmatched,2024
Solomon Thomas,NYJ,DL,29.0,16,1.0,7,2.0,,,False,unmatched,2024
Joe Tippmann,NYJ,C,23.0,17,17.0,1,7.0,,,False,unmatched,2024
Alijah Vera-Tucker,NYJ,RG,25.0,15,15.0,3,7.0,,,False,unmatched,2024
Carter Warren,NYJ,T,25.0,6,1.0,1,1.0,,,False,unmatched,2024
Eric Watts,NYJ,DL,24.0,14,0.0,Rook,1.0,,,False,unmatched,2024
Mike Williams,NYJ,WR,30.0,9,3.0,7,1.0,,,False,unmatched,2024
Quincy Williams,NYJ,LILB,28.0,17,17.0,5,8.0,,,False,unmatched,2024
Quinnen Williams,NYJ,NT,27.0,16,16.0,5,10.0,,,False,unmatched,2024
Garrett Wilson,NYJ,WR,24.0,17,17.0,2,10.0,,,False,unmatched,2024
Kenny Yeboah,NYJ,TE,26.0,9,1.0,3,0.0,,,False,unmatched,2024
Greg Zuerlein,NYJ,K,37.0,8,0.0,12,0.0,,,False,unmatched,2024
Team Total,NYJ,,27.2,17,,4.1,,,,False,unmatched,2024
Tucker Addington,NWE,LS,27.0,1,0.0,2,0.0,,,False,unmatched,2024
David Andrews,NWE,C,32.0,4,4.0,9,1.0,,,False,unmatched,2024
Alex Austin,NWE,CB,23.0,9,3.0,1,1.0,,,False,unmatched,2024
Javon Baker,NWE,WR,22.0,11,1.0,Rook,0.0,,,False,unmatched,2024
Keshawn Banks,NWE,LB,25.0,3,0.0,1,0.0,,,False,unmatched,2024
Bryce Baringer,NWE,P,25.0,17,0.0,1,4.0,,,False,unmatched,2024
Christian Barmore,NWE,DT,25.0,4,0.0,3,0.0,,,False,unmatched,2024
Miles Battle,NWE,CB,24.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Jaheim Bell,NWE,TE,23.0,15,0.0,Rook,0.0,,,False,unmatched,2024
Ja'Whaun Bentley,NWE,LB,28.0,2,2.0,6,1.0,,,False,unmatched,2024
Isaiah Bolden,NWE,CB,25.0,14,0.0,1,1.0,,,False,unmatched,2024
Kendrick Bourne,NWE,WR,29.0,12,9.0,7,3.0,,,False,unmatched,2024
Kayshon Boutte,NWE,WR,22.0,15,13.0,1,5.0,,,False,unmatched,2024
Jacoby Brissett,NWE,QB,32.0,8,5.0,8,0.0,,,False,unmatched,2024
Ben Brown,NWE,C,26.0,10,10.0,1,3.0,,,False,unmatched,2024
Joe Cardona,NWE,LS,32.0,16,0.0,9,1.0,,,False,unmatched,2024
Lester Cotton,NWE,G,28.0,3,0.0,5,0.0,,,False,unmatched,2024
Marcellas Dial,NWE,DB,24.0,17,1.0,Rook,1.0,,,False,unmatched,2024
Demario Douglas,NWE,WR,24.0,17,7.0,1,5.0,,,False,unmatched,2024
Kyle Dugger,NWE,FS,28.0,13,13.0,4,3.0,,,False,unmatched,2024
Daniel Ekuale,NWE,RDE,30.0,16,16.0,5,7.0,,,False,unmatched,2024
Christian Elliss,NWE,LILB,25.0,16,5.0,3,4.0,,,False,unmatched,2024
Alex Erickson,NWE,WR,32.0,3,0.0,8,0.0,,,False,unmatched,2024
Antonio Gibson,NWE,RB,26.0,17,3.0,4,5.0,,,False,unmatched,2024
Joe Giles-Harris,NWE,LB,27.0,3,0.0,5,0.0,,,False,unmatched,2024
Davon Godchaux,NWE,NT,30.0,17,17.0,7,7.0,,,False,unmatched,2024
Christian Gonzalez,NWE,RCB,22.0,16,16.0,1,10.0,,,False,unmatched,2024
Jamycal Hasty,NWE,RB,28.0,15,0.0,4,1.0,,,False,unmatched,2024
Jaylinn Hawkins,NWE,S,27.0,17,7.0,4,2.0,,,False,unmatched,2024
Hunter Henry,NWE,TE,30.0,16,16.0,8,6.0,,,False,unmatched,2024
Trysten Hill,NWE,DT,26.0,2,0.0,5,0.0,,,False,unmatched,2024
Austin Hooper,NWE,TE,30.0,17,8.0,8,4.0,,,False,unmatched,2024
Curtis Jacobs,NWE,LB,22.0,9,2.0,Rook,1.0,,,False,unmatched,2024
Demontrey Jacobs,NWE,RT,26.0,15,13.0,1,5.0,,,False,unmatched,2024
Anfernee Jennings,NWE,ROLB,27.0,16,16.0,4,7.0,,,False,unmatched,2024
Terrell Jennings,NWE,RB,23.0,3,0.0,Rook,0.0,,,False,unmatched,2024
Eric Johnson,NWE,DT,26.0,11,0.0,2,1.0,,,False,unmatched,2024
Jonathan Jones,NWE,LCB,31.0,17,14.0,8,4.0,,,False,unmatched,2024
Marcus Jones,NWE,CB,26.0,14,9.0,2,3.0,,,False,unmatched,2024
Truman Jones,NWE,DE,24.0,1,0.0,1,0.0,,,False,unmatched,2024
Michael Jordan,NWE,LG,26.0,12,11.0,5,4.0,,,False,unmatched,2024
Titus Leo,NWE,LB,25.0,4,0.0,1,0.0,,,False,unmatched,2024
Nick Leverett,NWE,G,27.0,5,1.0,3,1.0,,,False,unmatched,2024
Vederian Lowe,NWE,LT,25.0,14,13.0,2,5.0,,,False,unmatched,2024
Marte Mapu,NWE,SS,25.0,10,9.0,1,3.0,,,False,unmatched,2024
Ochaun Mathis,NWE,OLB,25.0,5,0.0,1,0.0,,,False,unmatched,2024
Drake Maye,NWE,QB,22.0,13,12.0,Rook,8.0,,,False,unmatched,2024
Raekwon McMillan,NWE,LB,29.0,9,4.0,6,2.0,,,False,unmatched,2024
Joe Milton,NWE,QB,24.0,1,0.0,Rook,1.0,,,False,unmatched,2024
Yannick Ngakoue,NWE,LB,29.0,6,0.0,8,0.0,,,False,unmatched,2024
Chukwuma Okorafor,NWE,T,27.0,1,1.0,6,0.0,,,False,unmatched,2024
Michael Onwenu,NWE,RG,27.0,17,17.0,4,5.0,,,False,unmatched,2024
K.J. Osborn,NWE,WR,27.0,7,4.0,4,0.0,,,False,unmatched,2024
Jabrill Peppers,NWE,S,29.0,6,6.0,7,2.0,,,False,unmatched,2024
Dell Pettus,NWE,S,23.0,17,1.0,Rook,1.0,,,False,unmatched,2024
Jeremiah Pharms,NWE,DT,28.0,16,5.0,1,3.0,,,False,unmatched,2024
Ja'Lynn Polk,NWE,WR,22.0,15,7.0,Rook,1.0,,,False,unmatched,2024
Monty Rice,NWE,OLB,25.0,3,1.0,3,1.0,,,False,unmatched,2024
Layden Robinson,NWE,G,23.0,13,11.0,Rook,4.0,,,False,unmatched,2024
Tyrese Robinson,NWE,G,25.0,1,0.0,1,0.0,,,False,unmatched,2024
Jaquelin Roy,NWE,DT,24.0,6,1.0,1,1.0,,,False,unmatched,2024
Brenden Schooler,NWE,S,27.0,17,0.0,2,6.0,,,False,unmatched,2024
Joey Slye,NWE,K,28.0,17,0.0,5,2.0,,,False,unmatched,2024
Lecitus Smith,NWE,C,26.0,8,1.0,2,1.0,,,False,unmatched,2024
Sidy Sow,NWE,G,26.0,12,1.0,1,1.0,,,False,unmatched,2024
Rhamondre Stevenson,NWE,RB,26.0,15,14.0,3,5.0,,,False,unmatched,2024
Cole Strange,NWE,G,26.0,3,2.0,2,1.0,,,False,unmatched,2024
Sione Takitaki,NWE,LB,29.0,11,4.0,5,2.0,,,False,unmatched,2024
Jahlani Tavai,NWE,RILB,28.0,17,16.0,5,7.0,,,False,unmatched,2024
Zachary Thomas,NWE,OT,26.0,8,0.0,2,0.0,,,False,unmatched,2024
Tyquan Thornton,NWE,WR,24.0,6,1.0,2,0.0,,,False,unmatched,2024
Joshua Uche,NWE,LB,26.0,7,1.0,4,1.0,,,False,unmatched,2024
Caedan Wallace,NWE,T,24.0,6,2.0,Rook,1.0,,,False,unmatched,2024
Jack Westover,NWE,TE,25.0,3,0.0,Rook,0.0,,,False,unmatched,2024
Keion White,NWE,LDE,25.0,17,13.0,1,6.0,,,False,unmatched,2024
Mitchell Wilcox,NWE,TE,28.0,2,0.0,3,0.0,,,False,unmatched,2024
Marco Wilson,NWE,CB,25.0,10,0.0,3,0.0,,,False,unmatched,2024
Deatrich Wise Jr.,NWE,DE,30.0,15,5.0,7,3.0,,,False,unmatched,2024
Oshane Ximines,NWE,OLB,28.0,2,0.0,5,0.0,,,False,unmatched,2024
Team Total,NWE,,26.3,17,,3.1,,,,False,unmatched,2024
Nelson Agholor,BAL,WR,31.0,14,7.0,9,2.0,,,False,unmatched,2024
Rasheen Ali,BAL,RB,23.0,6,0.0,Rook,0.0,,,False,unmatched,2024
Mark Andrews,BAL,TE,29.0,17,13.0,6,7.0,,,False,unmatched,2024
Jalyn Armour-Davis,BAL,CB,25.0,7,2.0,2,1.0,,,False,unmatched,2024
Malaesala Aumavae-Laulu,BAL,G,25.0,2,0.0,1,0.0,,,False,unmatched,2024
Rashod Bateman,BAL,WR,25.0,17,14.0,3,8.0,,,False,unmatched,2024
Chris Board,BAL,LB,29.0,17,1.0,6,2.0,,,False,unmatched,2024
Beau Brade,BAL,S,22.0,11,0.0,Rook,0.0,,,False,unmatched,2024
Ben Cleveland,BAL,G,26.0,17,0.0,3,1.0,,,False,unmatched,2024
Chris Collier,BAL,RB,24.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Bump Cooper,BAL,CB,23.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Daniel Faalele,BAL,RG,25.0,17,17.0,2,9.0,,,False,unmatched,2024
