Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL,stat_type,game_url,week,year,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_Lng,Def Interceptions_PD,Unnamed: 7_level_0_Sk,Tackles_Comb,Tackles_Solo,Tackles_Ast,Tackles_TFL,Tackles_QBHits,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Fumbles_FF,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Bryce Young,CAR,20,38,146,1,2,2,19,14,48.8,3,17,0,16,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Sanders,CAR,0,0,0,0,0,0,0,0,,18,72,0,10,6,4,26,0,11,1,1,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,9,60,0,21,2,2,9,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laviska Shenault Jr.,CAR,0,0,0,0,0,0,0,0,,2,5,0,5,2,2,16,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Hurst,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,41,1,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,23,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,17,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Thielen,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,12,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Ridder,ATL,15,18,115,1,0,4,24,34,111.8,1,-1,0,-1,1,1,-6,0,-6,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,15,75,2,22,3,3,19,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,,10,56,0,21,6,6,27,1,17,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,44,0,34,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mack Hollins,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,31,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake London,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Burns,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,2.0,7,5,2,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,
Derrick Brown,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,1.0,8,8,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Frankie Luvu,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.5,5,3,2,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Shy Tuttle,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.5,3,0,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Jeremy Chinn,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,7,3,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Shaq Thompson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Vonn Bell,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
C.J. Henderson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Nick Thurman,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
DeShawn Williams,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Justin Houston,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Xavier Woods,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sam Franklin,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Troy Hill,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jaycee Horn,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Donte Jackson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Tommy Tremble,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Bryce Young,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,,,,,,,,,,,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,,,,,,,,,,,,,,,,
Jessie Bates III,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,2,3,0,3,2,0.0,10,5,5,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Lorenzo Carter,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,1.0,2,2,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,
Troy Andersen,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.5,10,3,7,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Grady Jarrett,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.5,3,1,2,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Kaden Elliss,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,9,6,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Tre Flowers,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Richie Grant,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,1,0.0,7,3,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
DeAundre Alford,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
David Onyemata,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,1,0.0,4,2,2,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,
AJ Terrell,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Bud Dupree,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Zach Harrison,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Albert Huggins,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Calais Campbell,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Tae Davis,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Arnold Ebiketie,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Ta'Quon Graham,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Parker Hesse,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Scott Miller,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Keith Smith,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Desmond Ridder,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Ihmir Smith-Marsette,CAR,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,0,0,,0,0,3,14,4.7,0,13,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,,,,,,,,
DeAundre Alford,ATL,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,0,0,,0,0,1,0,0.0,0,0,,,,,,,,
Scott Miller,ATL,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,0,0,,0,0,1,4,4.0,0,4,,,,,,,,
Eddy Pi̱eiro,CAR,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,,0
Johnny Hekker,CAR,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,266,53.2,69
,,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Younghoe Koo,ATL,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,0,0,,0
Bradley Pinion,ATL,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309100atl.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,337,48.1,60
Joe Burrow,CIN,14,31,82,0,0,2,15,12,52.2,1,-1,0,-1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Browning,CIN,0,1,0,0,0,0,0,0,39.6,1,-1,0,-1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,13,56,0,22,5,3,17,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Evans,CIN,0,0,0,0,0,0,0,0,,2,12,0,7,1,1,-1,0,-1,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trayveon Williams,CIN,0,0,0,0,0,0,0,0,,2,7,0,5,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,1,2,0,2,9,5,39,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irv Smith Jr.,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,17,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deshaun Watson,CLE,16,29,154,1,1,3,10,33,67.3,5,45,1,13,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,18,106,0,17,4,4,21,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,15,36,0,17,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,2,19,0,19,7,3,43,0,33,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,37,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,24,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,12,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,1,3,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquise Goodwin,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Bell,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daxton Hill,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,1,20,0,20,1,0.0,6,5,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Germaine Pratt,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,1.0,11,7,4,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,
B.J. Hill,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,1.0,4,3,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Trey Hendrickson,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,1,1.0,3,1,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Nick Scott,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,11,4,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sam Hubbard,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,8,3,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Logan Wilson,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,8,6,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Cameron Sample,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Mike Hilton,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Chidobe Awuzie,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,3,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
D.J. Reader,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,1,0.0,3,2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Cam Taylor-Britt,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Zachary Carter,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
DJ Turner,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Cal Adomitis,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Markus Bailey,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jordan Battle,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jay Tufele,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Josh Tupou,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,1,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
