Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL,stat_type,game_url,week,year,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_Lng,Def Interceptions_PD,Unnamed: 7_level_0_Sk,Tackles_Comb,Tackles_Solo,Tackles_Ast,Tackles_TFL,Tackles_QBHits,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Fumbles_FF,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Clelin Ferrell,SFO,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Kevin Givens,SFO,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Brock Purdy,SFO,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,,,,,,,,,,,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,,,,,,,,,,,,,,,,
Byron Young,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,1.0,5,3,2,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Ernest Jones,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,10,5,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jordan Fuller,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,7,3,4,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Michael Hoecht,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Russ Yeast,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Christian Rozeboom,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,5,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jonah Williams,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Cobie Durant,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Derion Kendrick,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Bobby Brown,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Quentin Lake,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kobie Turner,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ahkello Witherspoon,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
John Johnson,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Larrell Murchison,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Tre'Vius Tomlinson,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Aaron Donald,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud,SFO,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,0,0,,0,0,1,13,13.0,0,13,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,,,,,,,,
Kyren Williams,LAR,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,0,0,,0,0,1,11,11.0,0,11,,,,,,,,
Austin Trammell,LAR,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,1,20,20.0,0,20,0,0,,0,0,,,,,,,,
Jake Moody,SFO,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,0,0,,0
Mitch Wishnowsky,SFO,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,197,49.3,67
,,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Brett Maher,LAR,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,0,0,,0
Ethan Evans,LAR,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309170ram.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,108,54.0,72
Kirk Cousins,MIN,31,44,364,4,0,2,18,62,125.6,0,0,0,0,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,8,28,0,7,6,3,11,0,16,1,1,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,13,11,159,0,30,1,1,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,72,1,62,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,66,2,24,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,34,1,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Oliver,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,13,0,13,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Chandler,MIN,0,0,0,0,0,0,0,0,,1,0,0,0,2,2,9,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Hurts,PHI,18,23,193,1,1,4,22,63,98.0,12,35,2,8,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Andre Swift,PHI,0,0,0,0,0,0,0,0,,28,175,1,43,3,3,6,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Scott,PHI,0,0,0,0,0,0,0,0,,5,40,0,18,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashaad Penny,PHI,0,0,0,0,0,0,0,0,,3,9,0,6,1,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,131,1,63,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Brown,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,29,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,22,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Jackson,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,1,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Danielle Hunter,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,3.0,8,5,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,
Harrison Phillips,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.5,13,7,6,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Ivan Pace,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.5,8,5,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Camryn Bynum,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,15,6,9,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jordan Hicks,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,11,8,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Josh Metellus,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,9,6,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Akayleb Evans,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,1,0.0,7,3,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Harrison Smith,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
D.J. Wonnum,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Brian Asamoah,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Patrick Jones II,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Byron Murphy,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Mekhi Blackmon,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jonathan Bullard,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Troy Dye,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Dean Lowry,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,,,,,,,,,,,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,,,,,,,,,,,,,,,,
Jordan Davis,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,1.0,2,1,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Josh Sweat,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,1.0,1,1,0,0,5,0,0,0,1,,,,,,,,,,,,,,,,,,
Zach Cunningham,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,8,5,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Terrell Edmunds,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Josh Jobe,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Darius Slay,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,1,0.0,6,5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Mario Goodrich,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Justin Evans,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,1,0.0,3,3,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,
Nicholas Morrow,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,3,3,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,
Jalen Carter,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Avonte Maddox,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Fletcher Cox,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,1,0,1,0,2,1,8,0,0,,,,,,,,,,,,,,,,,,
Kelee Ringo,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Milton Williams,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Brandon Powell,MIN,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,0,0,,0,0,2,19,9.5,0,20,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,,,,,,,,
Britain Covey,PHI,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,0,0,,0,0,1,2,2.0,0,2,,,,,,,,
Greg Joseph,MIN,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,0,0,,0
Ryan Wright,MIN,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,157,52.3,57
,,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Jake Elliott,PHI,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,0,0,,0
Arryn Siposs,PHI,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202309140phi.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,150,37.5,44
Geno Smith,SEA,32,41,328,2,0,1,17,31,116.3,3,20,0,15,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,17,43,2,14,2,1,11,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,4,16,0,9,2,2,14,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,75,0,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,10,8,59,2,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Fant,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,56,0,31,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colby Parkinson,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,41,0,21,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Dissly,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,35,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,34,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Bobo,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Goff,DET,28,35,323,3,1,2,7,39,121.8,0,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Montgomery,DET,0,0,0,0,0,0,0,0,,16,67,1,16,1,1,7,0,7,1,1,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,7,17,0,8,9,7,39,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,1,11,0,11,3,2,46,1,36,0,0,offense,https://www.pro-football-reference.com/boxscores/202309170det.htm,2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
