Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL,stat_type,game_url,week,year,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_Lng,Def Interceptions_PD,Unnamed: 7_level_0_Sk,Tackles_Comb,Tackles_Solo,Tackles_Ast,Tackles_TFL,Tackles_QBHits,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Fumbles_FF,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Kei'Trel Clark,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,1.0,3,2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Roy Lopez,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,
Kyzir White,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,11,5,6,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Budda Baker,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,10,4,6,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Zaven Collins,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,9,5,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Mack Wilson,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,1,0.0,9,8,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jalen Thompson,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sean Murphy-Bunting,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Owen Pappoe,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Starling Thomas,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Garrett Williams,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Krys Barnes,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Justin Jones,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,2,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Max Melton,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Khyiris Tonga,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,,,,,,,,,,,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,,,,,,,,,,,,,,,,
Gregory Rousseau,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,3.0,6,6,0,3,2,0,0,0,1,,,,,,,,,,,,,,,,,,
Von Miller,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,1.0,2,2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Terrel Bernard,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,11,10,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Cameron Lewis,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Dorian Williams,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,9,6,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Taylor Rapp,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,1,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Damar Hamlin,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Christian Benford,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Rasul Douglas,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ja'Marcus Ingram,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Casey Toohill,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
A.J. Epenesa,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Mack Hollins,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ty Johnson,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Taron Johnson,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Austin Johnson,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
DaQuan Jones,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,0,0,0,0,1,0.0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Greg Dortch,ARI,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,0,0,,0,0,1,6,6.0,0,6,,,,,,,,
DeeJay Dallas,ARI,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,3,123,41.0,1,96,0,0,,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,,,,,,,,
Brandon Codrington,BUF,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,1,53,53.0,0,53,1,7,7.0,0,7,,,,,,,,
Matt Prater,ARI,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,,0
Blake Gillikin,ARI,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,78,39.0,50
,,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Tyler Bass,BUF,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,0,0,,0
Sam Martin,BUF,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080buf.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,85,42.5,51
Aaron Rodgers,NYJ,13,21,167,1,1,1,5,36,82.8,1,-1,0,-1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrod Taylor,NYJ,6,8,36,1,0,0,0,9,122.9,1,7,0,7,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breece Hall,NYJ,0,0,0,0,0,0,0,0,,16,54,1,16,6,5,39,0,13,1,1,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braelon Allen,NYJ,0,0,0,0,0,0,0,0,,1,8,0,8,1,1,9,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Lazard,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,89,2,36,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,11,6,60,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Conklin,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Purdy,SFO,19,29,231,0,0,2,6,34,89.9,1,11,0,11,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deebo Samuel,SFO,0,0,0,0,0,1,4,0,,8,23,1,6,9,5,54,0,25,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mason,SFO,0,0,0,0,0,0,0,0,,28,147,1,24,1,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,64,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,40,0,34,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,40,0,26,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,28,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Saubert,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Allen,SFO,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Adams,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,1,1.0,12,8,4,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Sauce Gardner,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,1,1.0,3,1,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Micheal Clemons,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,1.0,2,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
C.J. Mosley,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,9,8,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
D.J. Reed,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,1,0.0,9,7,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Quincy Williams,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,1,0.0,6,5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Chuck Clark,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jamien Sherwood,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Solomon Thomas,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jalyn Holmes,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,3,1,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Javon Kinlaw,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Quinnen Williams,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,3,1,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Michael Carter II,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ashtyn Davis,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jermaine Johnson II,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Will McDonald,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Chazz Surratt,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,,,,,,,,,,,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409090sfo.htm,1,2024,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,,,,,,,,,,,,,,,,
