Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL,stat_type,game_url,week,year,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_Lng,Def Interceptions_PD,Unnamed: 7_level_0_Sk,Tackles_Comb,Tackles_Solo,Tackles_Ast,Tackles_TFL,Tackles_QBHits,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Fumbles_FF,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
J.T. Gray,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Willie Gay Jr.,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Marshon Lattimore,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kool-Aid McKinstry,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kendal Vickers,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Pete Werner,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Khristian Boyd,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Cameron Jordan,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Cedrick Wilson Jr.,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Rico Payton,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Payton Turner,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Chase Young,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Raheem Blackshear,CAR,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,8,204,25.5,0,31,0,0,,0,0,,,,,,,,
Xavier Legette,CAR,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,1,28,28.0,0,28,0,0,,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,,,,,,,,
Rashid Shaheed,NOR,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,1,33,33.0,0,33,3,60,20.0,0,47,,,,,,,,
Cedrick Wilson Jr.,NOR,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,0,0,,0,0,1,0,0.0,0,0,,,,,,,,
Jamaal Williams,NOR,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,1,32,32.0,0,32,0,0,,0,0,,,,,,,,
Eddy Pi̱eiro,CAR,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,,0
Johnny Hekker,CAR,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,191,38.2,53
,,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Blake Grupe,NOR,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,0,0,,0
Matthew Hayball,NOR,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nor.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,73,36.5,38
Sam Darnold,MIN,19,24,208,2,1,1,7,44,113.2,3,3,0,3,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Jones,MIN,0,0,0,0,0,0,0,0,,14,94,1,19,2,2,15,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Chandler,MIN,0,0,0,0,0,0,0,0,,8,17,0,6,3,3,25,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,59,1,44,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,35,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Oliver,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,27,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Nailor,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,21,1,21,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Mundt,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,15,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Ham,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,11,0,8,1,1,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Gaskin,MIN,0,0,0,0,0,0,0,0,,1,-3,0,-3,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Jones,NYG,22,42,186,0,2,5,20,25,44.3,6,15,0,7,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Singletary,NYG,0,0,0,0,0,0,0,0,,10,37,0,7,5,4,15,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,1,14,0,14,12,6,44,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gray,NYG,0,0,0,0,0,0,0,0,,2,6,0,6,1,1,9,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Tracy Jr.,NYG,0,0,0,0,0,0,0,0,,2,2,0,2,3,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Nabers,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,66,0,25,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,0,11,1,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Johnson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,18,0,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalin Hyatt,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Van Ginkel,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,1,10,1,10,1,1.0,4,2,2,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Harrison Smith,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,1,0,0,0,1,0.0,7,3,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Patrick Jones II,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,2.0,4,2,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Harrison Phillips,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,1,1.0,5,1,4,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Dallas Turner,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,1.0,3,3,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Byron Murphy,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,1,0.0,9,8,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Blake Cashman,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ivan Pace,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,6,4,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Camryn Bynum,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Stephon Gilmore,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Shaquill Griffin,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Josh Metellus,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,1,0.0,4,3,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Jerry Tillery,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,1,0.0,3,1,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Jonathan Bullard,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Theo Jackson,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jonathan Greenard,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Jihad Ward,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,,,,,,,,,,,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,,,,,,,,,,,,,,,,
Darius Muasau,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,1,1,0,1,1,0.0,6,5,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Dexter Lawrence,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,1,1.0,3,2,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Tyler Nubin,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Rakeem Nunez-Roches,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Deonte Banks,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,4,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Brian Burns,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Andru Phillips,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Cordale Flott,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Bobby Okereke,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,3,2,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,
Adoree' Jackson,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Nick McCloud,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jason Pinnock,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Dane Belton,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,1,0.0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Elijah Chatman,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Azeez Ojulari,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jordon Riley,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ty Summers,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kayvon Thibodeaux,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Brandon Powell,MIN,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,0,0,,0,0,1,0,0.0,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,,,,,,,,
Darius Slayton,NYG,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,0,0,,0,0,1,0,0.0,0,0,,,,,,,,
Eric Gray,NYG,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,1,22,22.0,0,22,0,0,,0,0,,,,,,,,
Will Reichard,MIN,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,0,0,,0
Ryan Wright,MIN,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,168,42.0,48
,,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Jamie Gillan,NYG,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,277,46.2,54
Graham Gano,NYG,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202409080nyg.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,,0
Bo Nix,DEN,26,42,138,0,2,2,6,25,47.5,5,35,1,23,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaleel McLaughlin,DEN,0,0,0,0,0,0,0,0,,10,27,0,15,5,5,1,0,3,1,1,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,8,23,0,9,2,1,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audric Estime,DEN,0,0,0,0,0,0,0,0,,2,14,0,12,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Reynolds,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,45,0,25,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devaughn Vele,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,8,8,39,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,12,4,38,0,17,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Dulcich,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,12,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Burton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil'Jordan Humphrey,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Mims,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Trautman,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geno Smith,SEA,18,25,171,1,1,2,13,30,87.2,4,30,1,34,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080sea.htm,1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
