Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL,stat_type,game_url,week,year,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_Lng,Def Interceptions_PD,Unnamed: 7_level_0_Sk,Tackles_Comb,Tackles_Solo,Tackles_Ast,Tackles_TFL,Tackles_QBHits,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Fumbles_FF,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Flacco,NYJ,37,59,309,1,1,3,12,24,74.8,1,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Carter,NYJ,0,0,0,0,0,0,0,0,,10,60,0,22,9,7,40,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breece Hall,NYJ,0,0,0,0,0,0,0,0,,6,23,0,14,9,6,38,0,16,1,1,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Davis,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,77,0,17,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,52,0,19,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Moore,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,49,0,24,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Berrios,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,37,0,13,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Conklin,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,16,1,6,1,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Cager,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Williams,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,1,33,0,33,1,0.0,12,10,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Calais Campbell,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,1.0,4,2,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Justin Houston,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,1.0,3,3,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Patrick Queen,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.5,9,5,4,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,
Nnamdi Madubuike,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.5,5,2,3,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Chuck Clark,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Marlon Humphrey,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,7,5,2,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,
Malik Harrison,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kyle Fuller,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kyle Hamilton,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Michael Pierce,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,
Jalyn Armour-Davis,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Odafe Oweh,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Brandon Stephens,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,2,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Josh Bynes,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Steven Means,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Del'Shawn Phillips,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Demarcus Robinson,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Josh Ross,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Geno Stone,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Damarion Williams,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Mike Davis,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Broderick Washington Jr.,BAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,,,,,,,,,,,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,,,,,,,,,,,,,,,,
D.J. Reed,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,1,0,0,0,1,0.0,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Quincy Williams,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,1.0,6,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jacob Martin,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.5,3,0,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Jermaine Johnson II,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.5,2,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
C.J. Mosley,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,11,7,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jordan Whitehead,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,1,0.0,5,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Michael Carter II,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,4,2,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kwon Alexander,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Micheal Clemons,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
John Franklin-Myers,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sauce Gardner,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Carl Lawson,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,2,1,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,
Joe Flacco,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Justin Hardee,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Thomas Hennessy,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Lamarcus Joyner,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sheldon Rankins,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Solomon Thomas,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Quinnen Williams,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Garrett Wilson,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Devin Duvernay,BAL,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,0,0,,0,0,2,17,8.5,0,9,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,,,,,,,,
Player,Tm,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,,,,,,,,
Braxton Berrios,NYJ,,,,,,,,,,,,,,,,,,,,,returns,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,2,48,24.0,0,25,2,30,15.0,0,17,,,,,,,,
Justin Tucker,BAL,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,0,0,,0
Jordan Stout,BAL,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,291,48.5,64
,,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Greg Zuerlein,NYJ,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,,0
Braden Mann,NYJ,,,,,,,,,,,,,,,,,,,,,kicking,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,253,42.2,50
Mitchell Trubisky,PIT,21,38,194,1,0,1,2,32,78.2,3,9,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Claypool,PIT,0,0,0,0,0,0,0,0,,6,36,0,15,6,4,18,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najee Harris,PIT,0,0,0,0,0,0,0,0,,10,23,0,11,2,2,3,1,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Warren,PIT,0,0,0,0,0,0,0,0,,3,7,0,3,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,75,0,31,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,12,7,55,0,25,1,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Gentry,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,40,0,32,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Pickens,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,3,0,3,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Boykin,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Burrow,CIN,33,53,338,2,4,7,39,24,61.7,6,47,0,23,0,0,0,0,0,2,1,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,27,82,0,31,9,7,63,0,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samaje Perine,CIN,0,0,0,0,0,0,0,0,,1,4,0,4,5,3,33,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,16,10,129,1,24,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Hurst,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,46,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,33,1,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,27,0,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Thomas,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Sample,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Watt,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,1,0,0,0,2,1.0,6,6,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Minkah Fitzpatrick,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,1,31,1,31,1,0.0,14,10,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ahkello Witherspoon,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,1,0,0,0,1,0.0,8,6,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Cameron Sutton,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,1,0,0,0,2,0.0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Alex Highsmith,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,0,0,0,0,0,3.0,9,6,3,2,4,0,0,0,1,,,,,,,,,,,,,,,,,,
Robert Spillane,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,0,0,0,0,0,1.0,5,3,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Arthur Maulet,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,0,0,0,0,0,1.0,3,3,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,
Cameron Heyward,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202209110cin.htm,1,2022,0,0,0,0,0,1.0,2,2,0,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,
