rank,player_name,team,position,total_contract_value,total_contract_value_millions,year
411,Jamin Davis,WAS,LB/OLB,"$3,762,048",3.762048,2023
412,Trey Pipkins,LAC,RT,"$3,750,000",3.75,2023
413,Michael Pierce,BAL,DL/DT,"$3,737,000",3.737,2023
414,Kwity Paye,IND,ED/DE,"$3,721,316",3.721316,2023
415,Jameson Williams,DET,WR,"$3,713,318",3.713318,2023
416,Tristan Wirfs,TB,LT,"$3,713,132",3.713132,2023
417,Eric Murray,HOU,FS,"$3,695,730",3.69573,2023
418,Kyle Hamilton,BAL,S,"$3,694,338",3.694338,2023
419,Andrew Billings,CHI,DL/DT,"$3,690,000",3.69,2023
420,DeVante Parker,NE,WR,"$3,686,666",3.686666,2023
421,Jeff Okudah,ATL,CB,"$3,682,076",3.682076,2023
422,Caleb Farley,TEN,CB,"$3,680,586",3.680586,2023
423,Bryan Mone,SEA,DL/DT,"$3,675,000",3.675,2023
424,Will Hernandez,ARI,G,"$3,650,000",3.65,2023
425,Kyle Dugger,NE,SS,"$3,647,891",3.647891,2023
426,Marcus Maye,NO,FS,"$3,641,060",3.64106,2023
427,Christian Darrisaw,MIN,LT,"$3,639,856",3.639856,2023
428,Kenyon Green,HOU,G,"$3,625,774",3.625774,2023
429,Isaac Seumalo,PIT,G,"$3,616,666",3.616666,2023
430,DaVon Hamilton,JAX,DL/DT,"$3,581,746",3.581746,2023
431,Peter Skoronski,TEN,T,"$3,576,967",3.576967,2023
432,Grant Delpit,CLE,SS,"$3,575,247",3.575247,2023
433,Lawrence Guy,NE,DL/DT,"$3,573,529",3.573529,2023
434,Jaylon Johnson,CHI,CB,"$3,559,140",3.55914,2023
435,Najee Harris,PIT,RB,"$3,558,395",3.558395,2023
436,Travis Etienne,JAX,RB,"$3,517,665",3.517665,2023
437,Taven Bryan,IND,DL/DT,"$3,510,000",3.51,2023
438,Cody Barton,WAS,LB,"$3,500,000",3.5,2023
439,Braxton Berrios,MIA,WR,"$3,500,000",3.5,2023
440,Devin Bush,SEA,LB/ILB,"$3,500,000",3.5,2023
441,Shelby Harris,CLE,DL/DT,"$3,500,000",3.5,2023
442,Gardner Minshew,IND,QB,"$3,500,000",3.5,2023
443,Tress Way,WAS,P,"$3,500,000",3.5,2023
444,Nyheim Miller-Hines,BUF,RB,"$3,480,000",3.48,2023
445,Greg Newsome,CLE,CB,"$3,476,928",3.476928,2023
446,Clyde Edwards-Helaire,KC,RB,"$3,443,228",3.443228,2023
447,Tyler Shatley,JAX,G,"$3,438,224",3.438224,2023
448,Rashod Bateman,BAL,WR,"$3,436,203",3.436203,2023
449,Christian McCaffrey,SF,RB,"$3,424,000",3.424,2023
450,Jahan Dotson,WAS,WR,"$3,420,081",3.420081,2023
451,Payton Turner,NO,ED/DE,"$3,415,837",3.415837,2023
452,Jabrill Peppers,NE,FS,"$3,410,000",3.41,2023
453,C.J. Henderson,CAR,CB,"$3,407,639",3.407639,2023
454,Jake Elliott,PHI,K,"$3,382,000",3.382,2023
455,Durham Smythe,MIA,TE,"$3,357,254",3.357254,2023
456,Zach Sieler,MIA,DL/DT,"$3,355,000",3.355,2023
457,Zion Johnson,LAC,G,"$3,351,518",3.351518,2023
458,Jeremy Chinn,CAR,FS,"$3,335,995",3.335995,2023
459,Alex Singleton,DEN,LB,"$3,333,333",3.333333,2023
460,Adam Thielen,CAR,WR,"$3,332,000",3.332,2023
461,Marquis Haynes,CAR,DL/DE,"$3,309,703",3.309703,2023
462,Michael Dickson,SEA,P,"$3,300,000",3.3,2023
463,Logan Wilson,CIN,LB/ILB,"$3,299,199",3.299199,2023
464,Siran Neal,BUF,CB,"$3,293,333",3.293333,2023
465,David Long,MIA,LB,"$3,290,000",3.29,2023
466,Cameron Sutton,DET,CB,"$3,280,000",3.28,2023
467,Damien Lewis,SEA,G,"$3,274,298",3.274298,2023
468,Donovan Wilson,DAL,S,"$3,270,575",3.270575,2023
469,Nick Gates,WAS,G,"$3,267,842",3.267842,2023
470,Treylon Burks,TEN,WR,"$3,265,816",3.265816,2023
471,Allen Lazard,NYJ,WR,"$3,264,000",3.264,2023
472,Jonah Jackson,DET,G,"$3,254,140",3.25414,2023
473,Eric Stokes,GB,CB,"$3,252,415",3.252415,2023
474,Jon Feliciano,SF,C,"$3,250,000",3.25,2023
475,Kyzir White,ARI,LB/OLB,"$3,250,000",3.25,2023
476,Jahmyr Gibbs,DET,RB,"$3,244,569",3.244569,2023
477,Montravius Adams,PIT,DL/DE,"$3,232,500",3.2325,2023
478,Trevor Penning,NO,LT,"$3,214,390",3.21439,2023
479,Kenny Pickett,PIT,QB,"$3,197,251",3.197251,2023
480,Trent McDuffie,KC,CB,"$3,180,110",3.18011,2023
481,Hassan Ridgeway,HOU,DL/DT,"$3,176,460",3.17646,2023
482,Raheem Mostert,MIA,RB,"$3,170,882",3.170882,2023
483,Greg Rousseau,BUF,ED/DE,"$3,165,873",3.165873,2023
484,Lukas Van Ness,GB,ED/OLB,"$3,161,471",3.161471,2023
485,Keion Crossen,MIA,CB,"$3,155,000",3.155,2023
486,Quay Walker,GB,LB/ILB,"$3,145,828",3.145828,2023
487,Hayden Hurst,CAR,TE,"$3,136,666",3.136666,2023
488,Devin Singletary,HOU,RB,"$3,125,000",3.125,2023
489,Kaiir Elam,BUF,CB,"$3,111,548",3.111548,2023
490,Vonn Bell,CAR,FS,"$3,110,000",3.11,2023
491,Odafe Oweh,BAL,DL/DE,"$3,093,379",3.093379,2023
492,Allen Robinson,PIT,WR,"$3,082,500",3.0825,2023
493,Matt Gay,IND,K,"$3,080,000",3.08,2023
494,Darnell Mooney,CHI,WR,"$3,063,513",3.063513,2023
495,Brian Allen,LAR,C,"$3,050,000",3.05,2023
496,Joe Tryon,TB,ED/OLB,"$3,046,701",3.046701,2023
497,Mike Onwenu,NE,G,"$3,043,619",3.043619,2023
498,Tyler Smith,DAL,G,"$3,042,982",3.042982,2023
499,Jason Myers,SEA,K,"$3,040,000",3.04,2023
500,E.J. Speed,IND,LB,"$3,040,000",3.04,2023
501,Za'Darius Smith,CLE,LB/OLB,"$3,032,000",3.032,2023
502,Jarran Reed,SEA,ED/DE,"$3,030,000",3.03,2023
503,Antonio Gibson,WAS,RB,"$3,029,843",3.029843,2023
504,Ashtyn Davis,NYJ,FS,"$3,027,070",3.02707,2023
505,Broderick Jones,PIT,RT,"$3,022,973",3.022973,2023
506,Kamren Curl,WAS,SS,"$3,020,332",3.020332,2023
507,Brandon Jones,MIA,FS,"$3,019,017",3.019017,2023
508,Nnamdi Madubuike,BAL,DL/DT,"$3,015,420",3.01542,2023
509,Mike Hughes,ATL,CB,"$3,015,000",3.015,2023
510,Tyler Linderbaum,BAL,C,"$3,008,701",3.008701,2023
511,Bryan Anger,DAL,P,"$3,000,000",3.0,2023
512,Mike Edwards,KC,S,"$3,000,000",3.0,2023
513,Dante Fowler Jr.,DAL,DL/DE,"$3,000,000",3.0,2023
514,Samaje Perine,DEN,RB,"$3,000,000",3.0,2023
515,Jarrett Stidham,DEN,QB,"$3,000,000",3.0,2023
516,Matt Hennessy,ATL,C,"$2,995,648",2.995648,2023
517,Lloyd Cushenberry,DEN,C,"$2,979,544",2.979544,2023
518,Julian Blackmon,IND,SS,"$2,974,609",2.974609,2023
519,Jermaine Johnson,NYJ,ED/DE,"$2,974,419",2.974419,2023
520,George Fant,HOU,RT,"$2,970,576",2.970576,2023
521,Bud Dupree,ATL,LB/OLB,"$2,970,000",2.97,2023
522,Jermaine Eluemunor,LV,RT,"$2,970,000",2.97,2023
523,Zaire Franklin,IND,LB/OLB,"$2,970,000",2.97,2023
524,Will McDonald,NYJ,ED/DE,"$2,967,577",2.967577,2023
525,Devin Lloyd,JAX,LB/ILB,"$2,940,138",2.940138,2023
526,Drue Tranquill,KC,LB,"$2,940,000",2.94,2023
527,Jalen Ramsey,MIA,CB,"$2,932,000",2.932,2023
528,D.J. Wonnum,MIN,DL/DE,"$2,930,695",2.930695,2023
529,Carl Lawson,NYJ,ED/DE,"$2,923,334",2.923334,2023
530,Devonte Wyatt,GB,DL/DT,"$2,922,996",2.922996,2023
531,Charlie Heck,HOU,RT,"$2,920,676",2.920676,2023
532,Jalen Mills,NE,CB,"$2,919,117",2.919117,2023
533,Gabriel Davis,BUF,WR,"$2,916,845",2.916845,2023
534,L'Jarius Sneed,KC,CB,"$2,901,580",2.90158,2023
535,Ezekiel Elliott,NE,RB,"$2,900,000",2.9,2023
536,Alec Ingold,MIA,FB,"$2,900,000",2.9,2023
537,Rigoberto Sanchez,IND,P,"$2,900,000",2.9,2023
538,Leighton Vander Esch,DAL,LB,"$2,897,055",2.897055,2023
539,Jordan Phillips,BUF,ED/DE,"$2,895,000",2.895,2023
540,K'Waun Williams,DEN,CB,"$2,885,000",2.885,2023
541,Randall Cobb,NYJ,WR,"$2,882,352",2.882352,2023
542,James Bradberry,PHI,CB,"$2,882,000",2.882,2023
543,Arden Key,TEN,ED/OLB,"$2,880,000",2.88,2023
544,Tyler Biadasz,DAL,C,"$2,866,600",2.8666,2023
545,Brandon Bolden,LV,RB,"$2,850,000",2.85,2023
546,Dalton Schultz,HOU,TE,"$2,845,575",2.845575,2023
547,Ashton Dulin,IND,WR,"$2,830,000",2.83,2023
548,Byron Murphy,MIN,CB,"$2,814,699",2.814699,2023
549,K.J. Osborn,MIN,WR,"$2,809,943",2.809943,2023
550,Michael Danna,KC,ED/DE,"$2,808,915",2.808915,2023
551,Emmanuel Forbes,WAS,CB,"$2,801,376",2.801376,2023
552,Gus Edwards,BAL,RB,"$2,794,000",2.794,2023
553,Mike White,MIA,QB,"$2,790,000",2.79,2023
554,David Montgomery,DET,RB,"$2,786,754",2.786754,2023
555,Jon Runyan,GB,G,"$2,786,669",2.786669,2023
556,Jordan Fuller,LAR,SS,"$2,785,678",2.785678,2023
557,Cole Strange,NE,G,"$2,785,448",2.785448,2023
558,Quez Watkins,PHI,WR,"$2,785,416",2.785416,2023
559,Kalif Raymond,DET,WR,"$2,775,000",2.775,2023
560,Oren Burks,SF,LB/ILB,"$2,773,000",2.773,2023
561,Keisean Nixon,GB,CB,"$2,770,000",2.77,2023
562,Austin Hooper,LV,TE,"$2,750,000",2.75,2023
563,Case Keenum,HOU,QB,"$2,750,000",2.75,2023
564,Matt Prater,ARI,K,"$2,750,000",2.75,2023
565,Christian Gonzalez,NE,CB,"$2,745,976",2.745976,2023
566,Josh Jones,HOU,RT,"$2,743,000",2.743,2023
567,Bradley Bozeman,CAR,C,"$2,720,000",2.72,2023
568,Cole Holcomb,PIT,LB,"$2,720,000",2.72,2023
569,C.J. Ham,MIN,FB,"$2,716,666",2.716666,2023
570,George Karlaftis,KC,ED/DE,"$2,712,608",2.712608,2023
571,Noah Brown,HOU,WR,"$2,705,880",2.70588,2023
572,Donovan Smith,KC,LT,"$2,700,000",2.7,2023
573,Chris Manhertz,DEN,TE,"$2,695,000",2.695,2023
574,Calvin Anderson,NE,RT,"$2,685,000",2.685,2023
575,Graham Glasgow,DET,G,"$2,680,000",2.68,2023
576,Jack Campbell,DET,LB,"$2,676,728",2.676728,2023
577,Robert Spillane,LV,LB,"$2,670,000",2.67,2023
578,Xavier McKinney,NYG,SS,"$2,669,879",2.669879,2023
579,Daxton Hill,CIN,CB,"$2,651,594",2.651594,2023
580,Robert Tonyan Jr.,CHI,TE,"$2,650,000",2.65,2023
581,Andrew Van Ginkel,MIA,LB,"$2,650,000",2.65,2023
582,Calijah Kancey,TB,DL/DT,"$2,635,177",2.635177,2023
583,Rakeem Nunez-Roches,NYG,DL/DT,"$2,633,333",2.633333,2023
584,Myles Bryant,NE,CB,"$2,627,000",2.627,2023
585,Tyler Huntley,BAL,QB,"$2,627,000",2.627,2023
586,Jeremy Reaves,WAS,S,"$2,627,000",2.627,2023
587,Tommy Townsend,KC,P,"$2,627,000",2.627,2023
588,Dalton Risner,MIN,G,"$2,625,000",2.625,2023
589,Jerry Tillery,LV,DL/DT,"$2,625,000",2.625,2023
590,Leonard Floyd,BUF,ED/DE,"$2,623,750",2.62375,2023
591,Jaxon Smith-Njigba,SEA,WR,"$2,621,329",2.621329,2023
592,Andre Dillard,TEN,T,"$2,619,765",2.619765,2023
593,Ryan Bates,BUF,G,"$2,619,000",2.619,2023
594,Lewis Cine,MIN,S,"$2,612,307",2.612307,2023
595,Yetur Gross-Matos,CAR,DL/DE,"$2,608,711",2.608711,2023
596,Nick Bellore,SEA,FB,"$2,600,000",2.6,2023
597,Logan Cooke,JAX,P,"$2,600,000",2.6,2023
598,Greg Zuerlein,NYJ,K,"$2,600,000",2.6,2023
599,Quentin Johnston,LAC,WR,"$2,579,778",2.579778,2023
600,Miles Sanders,CAR,RB,"$2,555,000",2.555,2023
601,Josh Oliver,MIN,TE,"$2,554,000",2.554,2023
602,Zay Flowers,BAL,WR,"$2,552,079",2.552079,2023
603,A.J. Cole,LV,P,"$2,550,000",2.55,2023
604,Nate Herbig,PIT,G,"$2,540,000",2.54,2023
605,Andrew Wingard,JAX,S,"$2,518,240",2.51824,2023
606,Joe Flacco,CLE,QB,"$2,500,000",2.5,2023
607,Morgan Fox,LAC,DL/DE,"$2,500,000",2.5,2023
608,Rasheem Green,CHI,ED/DE,"$2,500,000",2.5,2023
609,Bradley Pinion,ATL,P,"$2,500,000",2.5,2023
610,Jordan Addison,MIN,WR,"$2,496,680",2.49668,2023
611,Alex Anzalone,DET,LB/ILB,"$2,494,112",2.494112,2023
612,A'Shawn Robinson,NYG,DL/DT,"$2,488,235",2.488235,2023
613,Miles Killebrew,PIT,S,"$2,482,500",2.4825,2023
614,Andrew Beck,HOU,FB,"$2,470,575",2.470575,2023
615,Deonte Banks,NYG,CB,"$2,468,981",2.468981,2023
616,Clelin Ferrell,SF,ED/DE,"$2,460,000",2.46,2023
617,Tyson Campbell,JAX,CB,"$2,458,665",2.458665,2023
618,Jason Sanders,MIA,K,"$2,449,000",2.449,2023
619,Darnell Savage,GB,SS,"$2,444,200",2.4442,2023
620,Dalton Kincaid,BUF,TE,"$2,441,277",2.441277,2023
621,Javonte Williams,DEN,RB,"$2,417,932",2.417932,2023
622,Mazi Smith,DAL,DL/DT,"$2,413,581",2.413581,2023
623,Kelvin Beachum,ARI,LT,"$2,412,500",2.4125,2023
624,Alexander Mattison,MIN,RB,"$2,400,000",2.4,2023
625,Nick Scott,CIN,SS,"$2,400,000",2.4,2023
626,Quincy Williams,NYJ,LB,"$2,400,000",2.4,2023
627,Rock Ya-Sin,BAL,CB,"$2,400,000",2.4,2023
628,Anton Harrison,JAX,RT,"$2,399,731",2.399731,2023
629,Dustin Hopkins,CLE,K,"$2,398,135",2.398135,2023
630,Mack Hollins,ATL,WR,"$2,380,000",2.38,2023
631,Jevon Holland,MIA,FS,"$2,377,203",2.377203,2023
632,Teddy Bridgewater,DET,QB,"$2,376,470",2.37647,2023
633,M.J. Stewart,HOU,SS,"$2,367,640",2.36764,2023
634,Landon Dickerson,PHI,G,"$2,360,911",2.360911,2023
635,Justin Hardee,NYJ,CB,"$2,350,000",2.35,2023
636,Joey Slye,WAS,K,"$2,350,000",2.35,2023
637,George Odum,SF,S,"$2,340,000",2.34,2023
638,Denzel Perryman,HOU,LB/ILB,"$2,335,292",2.335292,2023
639,Elandon Roberts,PIT,ED/OLB,"$2,332,500",2.3325,2023
640,Solomon Thomas,NYJ,ED/DE,"$2,330,000",2.33,2023
641,Chase Claypool,MIA,WR,"$2,327,892",2.327892,2023
642,Christian Barmore,NE,DL/DT,"$2,324,248",2.324248,2023
643,John Cominsky,DET,ED/DE,"$2,300,000",2.3,2023
644,Myles Murphy,CIN,ED/DE,"$2,288,593",2.288593,2023
645,Teven Jenkins,CHI,G,"$2,287,595",2.287595,2023
646,Jake Brendel,SF,C,"$2,272,000",2.272,2023
647,Juan Thornhill,CLE,FS,"$2,264,000",2.264,2023
648,Cameron Fleming,DEN,T,"$2,260,000",2.26,2023
649,Jahlani Tavai,NE,LB,"$2,258,333",2.258333,2023
650,Brandon Facyson,LV,CB,"$2,256,000",2.256,2023
651,Richie Grant,ATL,SS,"$2,255,009",2.255009,2023
652,Evan Brown,SEA,G,"$2,250,000",2.25,2023
653,Kevin Dotson,LAR,G,"$2,250,000",2.25,2023
654,Poona Ford,BUF,DL/DT,"$2,250,000",2.25,2023
655,Mike Purcell,DEN,DL/DT,"$2,250,000",2.25,2023
656,Azeez Al-Shaair,TEN,LB,"$2,243,411",2.243411,2023
657,Bryan Bresee,NO,DL/DT,"$2,229,738",2.229738,2023
658,Levi Onwuzurike,DET,DL/DT,"$2,222,425",2.222425,2023
659,Jeff Wilson,MIA,RB,"$2,202,500",2.2025,2023
660,Ronald Darby,BAL,CB,"$2,200,000",2.2,2023
661,Nick Folk,TEN,K,"$2,200,000",2.2,2023
662,Liam Eichenberg,MIA,G,"$2,185,767",2.185767,2023
663,Nolan Smith,PHI,LB/OLB,"$2,180,438",2.180438,2023
664,Ogbonnia Okoronkwo,CLE,ED/DE,"$2,180,000",2.18,2023
665,Garrett Bradbury,MIN,C,"$2,170,460",2.17046,2023
666,Al Woods,NYJ,DL/DT,"$2,160,000",2.16,2023
667,Trevon Moehrig,LV,SS,"$2,153,184",2.153184,2023
668,Darrell Taylor,SEA,LB/OLB,"$2,152,343",2.152343,2023
669,Felix Anudike-Uzomah,KC,ED/DE,"$2,148,694",2.148694,2023
670,Johnny Hekker,CAR,P,"$2,148,666",2.148666,2023
671,Noah Igbinoghene,DAL,CB,"$2,144,665",2.144665,2023
672,Isaiah Wynn,MIA,T,"$2,140,000",2.14,2023
673,Jakeem Grant,CLE,WR,"$2,134,166",2.134166,2023
674,Tavierre Thomas,HOU,CB,"$2,132,345",2.132345,2023
675,Andy Dalton,CAR,QB,"$2,132,000",2.132,2023
676,Cooper Rush,DAL,QB,"$2,125,000",2.125,2023
677,Antoine Winfield Jr.,TB,FS,"$2,124,979",2.124979,2023
678,Logan Hall,TB,DL/DT,"$2,117,376",2.117376,2023
679,Chris Board,NE,LB,"$2,102,500",2.1025,2023
680,Christian Watson,GB,WR,"$2,100,235",2.100235,2023
681,Tashaun Gipson,SF,FS,"$2,100,000",2.1,2023
682,Kevin Givens,SF,DL/DT,"$2,100,000",2.1,2023
683,Tyquan Lewis,IND,ED/DE,"$2,100,000",2.1,2023
684,Ray-Ray McCloud,SF,WR,"$2,090,000",2.09,2023
685,Roger McCreary,TEN,CB,"$2,083,093",2.083093,2023
686,Nathan Shepherd,NO,ED/DE,"$2,080,000",2.08,2023
687,Walker Little,JAX,LT,"$2,078,646",2.078646,2023
688,Tyler Bass,BUF,K,"$2,076,056",2.076056,2023
689,Dean Lowry,MIN,DL/DE,"$2,070,575",2.070575,2023
690,Ethan Pocic,CLE,C,"$2,064,000",2.064,2023
691,Quinton Jefferson,NYJ,DL/DT,"$2,060,000",2.06,2023
692,Breece Hall,NYJ,RB,"$2,048,812",2.048812,2023
693,Jalen Pitre,HOU,SS,"$2,035,100",2.0351,2023
694,Jackson Carman,CIN,RT/G,"$2,031,804",2.031804,2023
695,Reggie Gilliam,BUF,FB,"$2,028,333",2.028333,2023
696,Tershawn Wharton,KC,ED/DE,"$2,025,000",2.025,2023
697,Daniel Brunskill,TEN,T,"$2,021,177",2.021177,2023
698,Tyrel Dodson,BUF,LB/ILB,"$2,010,000",2.01,2023
699,Dane Jackson,BUF,CB,"$2,010,000",2.01,2023
700,Juwan Johnson,NO,TE,"$2,010,000",2.01,2023
701,Josh Metellus,MIN,S,"$2,010,000",2.01,2023
702,Arnold Ebiketie,ATL,LB/OLB,"$2,004,248",2.004248,2023
703,Khari Blasingame,CHI,FB,"$2,000,000",2.0,2023
704,Tyus Bowser,BAL,ED/OLB,"$2,000,000",2.0,2023
705,D'Onta Foreman,CHI,RB,"$2,000,000",2.0,2023
706,Greg Joseph,MIN,K,"$2,000,000",2.0,2023
707,Marcedes Lewis,CHI,TE,"$2,000,000",2.0,2023
708,Brandon McManus,JAX,K,"$2,000,000",2.0,2023
709,Efe Obada,WAS,ED/DE,"$2,000,000",2.0,2023
710,Kyler Gordon,CHI,CB,"$1,973,392",1.973392,2023
711,Asante Samuel Jr.,LAC,CB,"$1,969,894",1.969894,2023
712,Jack Fox,DET,P,"$1,965,000",1.965,2023
713,Anthony Nelson,TB,ED/OLB,"$1,964,000",1.964,2023
714,Boye Mafe,SEA,ED/DE,"$1,945,966",1.945966,2023
715,Harrison Bryant,CLE,TE,"$1,942,257",1.942257,2023
716,Marcus Mariota,PHI,QB,"$1,932,000",1.932,2023
717,Aaron Banks,SF,G,"$1,929,165",1.929165,2023
718,Jordan Elliott,CLE,DL/DT,"$1,922,484",1.922484,2023
719,Kenneth Walker III,SEA,RB,"$1,918,541",1.918541,2023
720,Damontae Kazee,PIT,FS,"$1,916,667",1.916667,2023
721,Connor McGovern,NYJ,C,"$1,915,000",1.915,2023
722,Duke Riley,MIA,ED/OLB,"$1,915,000",1.915,2023
723,Kadarius Toney,KC,WR,"$1,907,228",1.907228,2023
724,Tanoh Kpassagnon,NO,ED/DE,"$1,903,000",1.903,2023
725,Rondale Moore,ARI,WR,"$1,888,429",1.888429,2023
726,Andrew Booth Jr.,MIN,CB,"$1,887,687",1.887687,2023
727,Sean Bunting,TEN,CB,"$1,886,666",1.886666,2023
728,Jamaal Williams,NO,RB,"$1,880,000",1.88,2023
729,A.J. Epenesa,BUF,ED/DE,"$1,870,050",1.87005,2023
730,C.J. Beathard,JAX,QB,"$1,868,232",1.868232,2023
731,Corey Bojorquez,CLE,P,"$1,865,000",1.865,2023
732,Prince Tega Wanogho,KC,T,"$1,865,000",1.865,2023
733,DJ Chark,CAR,WR,"$1,864,000",1.864,2023
734,Travis Homer,CHI,RB,"$1,860,280",1.86028,2023
735,Wan'dale Robinson,NYG,WR,"$1,860,265",1.860265,2023
736,Daniel Ekuale,NE,DL/DT,"$1,850,000",1.85,2023
737,Azeez Ojulari,NYG,DL/DE,"$1,847,703",1.847703,2023
738,John Metchie,HOU,WR,"$1,834,131",1.834131,2023
739,Broderick Washington,BAL,DL/DE,"$1,833,413",1.833413,2023
740,Tyler Matakevich,BUF,LB,"$1,832,500",1.8325,2023
741,Lavonte David,TB,LB/ILB,"$1,832,000",1.832,2023
742,Zach Pascal,ARI,WR,"$1,830,000",1.83,2023
743,Demetrius Flannigan-Fowles,SF,LB,"$1,825,000",1.825,2023
744,JK Dobbins,BAL,RB,"$1,823,004",1.823004,2023
745,Samuel Cosmi,WAS,G,"$1,806,973",1.806973,2023
746,Hjalte Froholdt,ARI,C,"$1,800,000",1.8,2023
747,Foster Moreau,NO,TE,"$1,800,000",1.8,2023
748,Khalen Saunders,NO,DL/DT,"$1,800,000",1.8,2023
749,Tremon Smith,DEN,CB,"$1,800,000",1.8,2023
750,Mitch Wishnowsky,SF,P,"$1,800,000",1.8,2023
751,Raekwon Davis,MIA,DL/DT,"$1,799,477",1.799477,2023
752,David Ojabo,BAL,ED/OLB,"$1,797,527",1.797527,2023
753,Scott Quessenberry,HOU,C,"$1,775,000",1.775,2023
754,D'Andre Swift,PHI,RB,"$1,774,397",1.774397,2023
755,David Edwards,BUF,G,"$1,770,000",1.77,2023
756,Deshon Elliott,MIA,SS,"$1,770,000",1.77,2023
757,Damien Harris,BUF,RB,"$1,770,000",1.77,2023
758,Taylor Rapp,BUF,S,"$1,770,000",1.77,2023
759,Trent Sherfield,BUF,WR,"$1,770,000",1.77,2023
760,Jeremiah Owusu-Koramoah,CLE,LB/OLB,"$1,766,242",1.766242,2023
761,Yosh Nijman,GB,T,"$1,760,800",1.7608,2023
762,Josh Paschal,DET,ED/DE,"$1,758,102",1.758102,2023
763,Ameer Abdullah,LV,RB,"$1,750,000",1.75,2023
764,Jalen Reeves-Maybin,DET,LB/OLB,"$1,750,000",1.75,2023
765,Coleman Shelton,LAR,G,"$1,750,000",1.75,2023
766,Irv Smith,CIN,TE,"$1,750,000",1.75,2023
767,DeShawn Williams,CAR,DL/DE,"$1,750,000",1.75,2023
768,Joey Porter Jr.,PIT,CB,"$1,748,790",1.74879,2023
769,Neville Gallimore,DAL,DL/DT,"$1,740,991",1.740991,2023
770,Luke Gifford,TEN,LB,"$1,735,000",1.735,2023
771,Will Levis,TEN,QB,"$1,734,939",1.734939,2023
772,Dillon Radunz,TEN,G,"$1,725,511",1.725511,2023
773,Kevin Byard,PHI,FS,"$1,725,444",1.725444,2023
774,Nick Mullens,MIN,QB,"$1,725,000",1.725,2023
775,Sam LaPorta,DET,TE,"$1,721,089",1.721089,2023
776,Joshua Uche,NE,LB/OLB,"$1,714,788",1.714788,2023
777,Phidarian Mathis,WAS,DL/DT,"$1,705,994",1.705994,2023
778,Wil Lutz,DEN,K,"$1,700,000",1.7,2023
779,Baker Mayfield,TB,QB,"$1,700,000",1.7,2023
780,Kristian Fulton,TEN,CB,"$1,695,972",1.695972,2023
781,Michael Mayer,LV,TE,"$1,693,390",1.69339,2023
782,Isaiah Oliver,SF,CB,"$1,686,000",1.686,2023
783,Dayo Odeyingbo,IND,ED/DE,"$1,684,778",1.684778,2023
784,Steve Avila,LAR,G,"$1,682,311",1.682311,2023
785,A.J. Dillon,GB,RB,"$1,681,855",1.681855,2023
786,Jaquan Brisker,CHI,SS,"$1,671,714",1.671714,2023
787,Sam Martin,BUF,P,"$1,665,000",1.665,2023
788,Neville Hewitt,HOU,LB/ILB,"$1,664,706",1.664706,2023
789,Ezra Cleveland,JAX,G,"$1,662,780",1.66278,2023
790,Laviska Shenault,CAR,WR,"$1,659,464",1.659464,2023
791,Willie Gay Jr.,KC,LB/ILB,"$1,657,797",1.657797,2023
792,Derick Hall,SEA,ED/DE,"$1,657,378",1.657378,2023
793,Linval Joseph,BUF,DL/DT,"$1,656,452",1.656452,2023
794,Cody Davis,NE,FS,"$1,650,000",1.65,2023
795,Pat Freiermuth,PIT,TE,"$1,644,049",1.644049,2023
796,Alontae Taylor,NO,CB,"$1,637,431",1.637431,2023
797,Matthew Bergeron,ATL,G,"$1,632,451",1.632451,2023
798,Marquise Goodwin,CLE,WR,"$1,625,000",1.625,2023
799,Brian Hoyer,LV,QB,"$1,625,000",1.625,2023
800,TuTu Atwell,LAR,WR,"$1,611,463",1.611463,2023
801,Jonathan Mingo,CAR,WR,"$1,610,290",1.61029,2023
802,Blake Cashman,HOU,LB,"$1,607,353",1.607353,2023
803,Tyquan Thornton,NE,WR,"$1,603,150",1.60315,2023
804,Wes Schweitzer,NYJ,G,"$1,602,941",1.602941,2023
805,Greg Gaines,TB,DL/DT,"$1,600,000",1.6,2023
806,Jamie Gillan,NYG,P,"$1,600,000",1.6,2023
807,Nate Sudfeld,DET,QB,"$1,600,000",1.6,2023
808,Mack Wilson,NE,LB,"$1,600,000",1.6,2023
809,Greg Van Roten,LV,G,"$1,592,500",1.5925,2023
810,Nick Bolton,KC,LB/OLB,"$1,591,101",1.591101,2023
811,Geoff Swaim,ARI,TE,"$1,590,833",1.590833,2023
812,Isaiah Foskey,NO,LB/OLB,"$1,588,131",1.588131,2023
813,Jordan Akins,CLE,TE,"$1,585,000",1.585,2023
814,Josh Tupou,CIN,DL/DT,"$1,582,348",1.582348,2023
815,Nelson Agholor,BAL,WR,"$1,582,000",1.582,2023
816,J.T. Gray,NO,SS,"$1,580,000",1.58,2023
817,Eli Apple,MIA,CB,"$1,578,235",1.578235,2023
818,Julian Okwara,DET,LB/OLB,"$1,569,063",1.569063,2023
819,Cam Jurgens,PHI,C,"$1,568,869",1.568869,2023
820,B.J. Ojulari,ARI,ED/DE,"$1,563,201",1.563201,2023
821,Terrace Marshall,CAR,WR,"$1,562,587",1.562587,2023
822,J.C. Jackson,NE,CB,"$1,555,555",1.555555,2023
823,Eddy Pineiro,CAR,K,"$1,555,000",1.555,2023
