rank,player_name,team,position,age,total_contract_value,total_contract_value_millions,year
415,Vinny Curry,PHI,ED,,"$3,000,000",3.0,2016
416,Matt Forte,NYJ,RB,,"$3,000,000",3.0,2016
417,Ricky Jean Francois,WAS,DL,,"$3,000,000",3.0,2016
418,Terence Newman,MIN,CB,,"$3,000,000",3.0,2016
419,Ahtyba Rubin,SEA,DL,,"$3,000,000",3.0,2016
420,Eugene Sims,LAR,ED,,"$3,000,000",3.0,2016
421,Daryl Smith,TB,LB,,"$3,000,000",3.0,2016
422,Malcolm Smith,OAK,LB,,"$3,000,000",3.0,2016
423,Benjamin Watson,BAL,TE,,"$3,000,000",3.0,2016
424,Danny Woodhead,SD,RB,,"$3,000,000",3.0,2016
425,Zach Miller,CHI,TE,,"$2,968,750",2.96875,2016
426,Sebastian Vollmer,NE,RT,,"$2,958,334",2.958334,2016
427,Travis Kelce,KC,TE,,"$2,948,226",2.948226,2016
428,Trae Waynes,MIN,CB,,"$2,941,901",2.941901,2016
429,John Greco,CLE,G,,"$2,925,000",2.925,2016
430,Paul Soliai,CAR,DL,,"$2,906,250",2.90625,2016
431,Virgil Green,DEN,TE,,"$2,900,000",2.9,2016
432,Jack Conklin,TEN,RT,,"$2,890,483",2.890483,2016
433,Danny Amendola,NE,WR,,"$2,885,416",2.885416,2016
434,Leonard Floyd,CHI,ED,,"$2,869,611",2.869611,2016
435,Tim Barnes,LAR,C,,"$2,850,000",2.85,2016
436,"Odell Beckham, Jr.",NYG,WR,,"$2,838,054",2.838054,2016
437,Andy Lee,CAR,P,,"$2,833,000",2.833,2016
438,E.J. Manuel,BUF,QB,,"$2,827,141",2.827141,2016
439,Rashad Jennings,NYG,RB,,"$2,812,500",2.8125,2016
440,Ted Ginn Jr.,CAR,WR,,"$2,775,000",2.775,2016
441,Jarvis Jones,PIT,ED,,"$2,769,933",2.769933,2016
442,Glenn Dorsey,SF,DL,,"$2,766,668",2.766668,2016
443,Aaron Donald,LAR,DL,,"$2,764,500",2.7645,2016
444,Stefen Wisniewski,PHI,C,,"$2,760,000",2.76,2016
445,Eli Apple,NYG,CB,,"$2,754,967",2.754967,2016
446,Nigel Bradham,PHI,LB,,"$2,750,000",2.75,2016
447,Alan Branch,NE,DL,,"$2,750,000",2.75,2016
448,Chris Clark,HOU,LT,,"$2,750,000",2.75,2016
449,Jared Cook,GB,TE,,"$2,750,000",2.75,2016
450,Chad Greenway,MIN,LB,,"$2,750,000",2.75,2016
451,Emmanuel Lamur,MIN,LB,,"$2,750,000",2.75,2016
452,Leodis McKelvin,PHI,CB,,"$2,750,000",2.75,2016
453,Lee Smith,OAK,TE,,"$2,750,000",2.75,2016
454,Harry Douglas,TEN,WR,,"$2,733,333",2.733333,2016
455,Andre Branch,MIA,ED,,"$2,703,125",2.703125,2016
456,Matt Bosher,ATL,P,,"$2,700,000",2.7,2016
457,Brett Kern,TEN,P,,"$2,700,000",2.7,2016
458,Josh Mauga,KC,LB,,"$2,700,000",2.7,2016
459,Pat McAfee,IND,P,,"$2,700,000",2.7,2016
460,Eric Reid,SF,SS,,"$2,698,419",2.698419,2016
461,Anquan Boldin,DET,WR,,"$2,693,750",2.69375,2016
462,Morris Claiborne,DAL,CB,,"$2,687,500",2.6875,2016
463,Jonathan Babineaux,ATL,DL,,"$2,666,668",2.666668,2016
464,Danny Shelton,CLE,DL,,"$2,659,924",2.659924,2016
465,Justin Pugh,NYG,G,,"$2,655,513",2.655513,2016
466,Ryan Schraeder,ATL,RT,,"$2,653,000",2.653,2016
467,Kyle Fuller,CHI,CB,,"$2,641,910",2.64191,2016
468,Zane Beadles,SF,G,,"$2,633,333",2.633333,2016
469,Jermaine Kearse,SEA,WR,,"$2,633,333",2.633333,2016
470,Kory Lichtensteiger,WAS,C,,"$2,628,125",2.628125,2016
471,Tyler Eifert,CIN,TE,,"$2,626,909",2.626909,2016
472,Akeem Dent,HOU,LB,,"$2,625,000",2.625,2016
473,Kenny Vaccaro,NO,SS,,"$2,601,079",2.601079,2016
474,Akeem Ayers,IND,ED,,"$2,600,000",2.6,2016
475,Chris Chester,ATL,G,,"$2,600,000",2.6,2016
476,Kurt Coleman,CAR,FS,,"$2,600,000",2.6,2016
477,Rodney McLeod,PHI,FS,,"$2,600,000",2.6,2016
478,J.T. Thomas,NYG,LB,,"$2,600,000",2.6,2016
479,Desmond Trufant,ATL,CB,,"$2,598,303",2.598303,2016
480,Ryan Shazier,PIT,LB,,"$2,592,876",2.592876,2016
481,Andrus Peat,NO,G,,"$2,589,431",2.589431,2016
482,Dan Carpenter,BUF,K,,"$2,587,500",2.5875,2016
483,Jacob Tamme,ATL,TE,,"$2,584,375",2.584375,2016
484,Isa Abdul-Quddus,MIA,FS,,"$2,583,333",2.583333,2016
485,Vernon Hargreaves,TB,CB,,"$2,577,756",2.577756,2016
486,Sharrif Floyd,MIN,DL,,"$2,569,700",2.5697,2016
487,Ed Dickson,CAR,TE,,"$2,566,666",2.566666,2016
488,Corey Peters,ARI,DL,,"$2,566,666",2.566666,2016
489,DeAngelo Williams,PIT,RB,,"$2,565,000",2.565,2016
490,Gary Barnidge,CLE,TE,,"$2,562,500",2.5625,2016
491,Charles Johnson,CAR,ED,,"$2,562,500",2.5625,2016
492,Jahleel Addae,SD,SS,,"$2,553,000",2.553,2016
493,Kamar Aiken,BAL,WR,,"$2,553,000",2.553,2016
494,Abry Jones,JAX,DL,,"$2,553,000",2.553,2016
495,Ron Leary,DAL,G,,"$2,553,000",2.553,2016
496,Bradley McDougald,TB,SS,,"$2,553,000",2.553,2016
497,Matt McGloin,OAK,QB,,"$2,553,000",2.553,2016
498,Mike Remmers,CAR,RT,,"$2,553,000",2.553,2016
499,Paul Worrilow,ATL,LB,,"$2,553,000",2.553,2016
500,Vance McDonald,SF,TE,,"$2,545,193",2.545193,2016
501,Keenan Robinson,NYG,LB,,"$2,534,375",2.534375,2016
502,Mark Ingram,NO,RB,,"$2,510,000",2.51,2016
503,Tony Bergstrom,HOU,C,,"$2,500,000",2.5,2016
504,Rashad Johnson,TEN,FS,,"$2,500,000",2.5,2016
505,Steve McLendon,NYJ,DL,,"$2,500,000",2.5,2016
506,Evan Smith,TB,C,,"$2,500,000",2.5,2016
507,Drew Stanton,ARI,QB,,"$2,500,000",2.5,2016
508,Stephen Tulloch,PHI,LB,,"$2,500,000",2.5,2016
509,Xavier Rhodes,MIN,CB,,"$2,483,887",2.483887,2016
510,William Gay,PIT,CB,,"$2,483,333",2.483333,2016
511,DeVante Parker,MIA,WR,,"$2,471,942",2.471942,2016
512,Sean Spence,TEN,LB,,"$2,468,750",2.46875,2016
513,Al Woods,TEN,DL,,"$2,468,750",2.46875,2016
514,Ryan Succop,TEN,K,,"$2,466,666",2.466666,2016
515,Datone Jones,GB,DL,,"$2,455,280",2.45528,2016
516,Zack Martin,DAL,G,,"$2,445,764",2.445764,2016
517,Ladarius Green,PIT,TE,,"$2,437,500",2.4375,2016
518,Brandon LaFell,CIN,WR,,"$2,437,500",2.4375,2016
519,DeAndre Hopkins,HOU,WR,,"$2,426,678",2.426678,2016
520,Melvin Gordon,SD,RB,,"$2,424,948",2.424948,2016
521,Ramon Foster,PIT,G,,"$2,416,666",2.416666,2016
522,Sylvester Williams,DEN,DL,,"$2,412,375",2.412375,2016
523,Mason Crosby,GB,K,,"$2,400,000",2.4,2016
524,Coby Fleener,NO,TE,,"$2,400,000",2.4,2016
525,Mohamed Sanu,ATL,WR,,"$2,400,000",2.4,2016
526,Mitchell Schwartz,KC,RT,,"$2,400,000",2.4,2016
527,C.J. Mosley,BAL,LB,,"$2,396,728",2.396728,2016
528,Vernon Davis,WAS,TE,,"$2,381,250",2.38125,2016
529,Ben Jones,TEN,C,,"$2,375,000",2.375,2016
530,Chris Long,NE,ED,,"$2,375,000",2.375,2016
531,Johnny Hekker,LAR,P,,"$2,373,773",2.373773,2016
532,Tom Johnson,MIN,DL,,"$2,350,000",2.35,2016
533,Calvin Pryor,NYJ,FS,,"$2,335,433",2.335433,2016
534,Sheldon Rankins,NO,DL/DT,,"$2,327,572",2.327572,2016
535,Blaine Gabbert,SF,QB,,"$2,300,000",2.3,2016
536,Ja'Wuan James,MIA,RT,,"$2,298,654",2.298654,2016
537,Cordarrelle Patterson,MIN,WR,,"$2,297,607",2.297607,2016
538,Brandin Cooks,NO,WR,,"$2,286,396",2.286396,2016
539,Kevin Johnson,HOU,CB,,"$2,283,957",2.283957,2016
540,HaHa Clinton-Dix,GB,FS,,"$2,274,137",2.274137,2016
541,Laremy Tunsil,MIA,LT,,"$2,265,027",2.265027,2016
542,Byron Bell,TEN,RT,,"$2,250,000",2.25,2016
543,Desmond Bryant,CLE,DL,,"$2,250,000",2.25,2016
544,Karl Klug,TEN,DL,,"$2,250,000",2.25,2016
545,Derrick Shelby,ATL,DL,,"$2,250,000",2.25,2016
546,James Starks,GB,RB,,"$2,250,000",2.25,2016
547,Cedric Thornton,DAL,DL,,"$2,250,000",2.25,2016
548,Vance Walker,DEN,DL,,"$2,250,000",2.25,2016
549,Arik Armstead,SF,DL/DE,,"$2,236,961",2.236961,2016
550,Alec Ogletree,LAR,LB,,"$2,236,829",2.236829,2016
551,Shea McClellin,NE,LB,,"$2,233,333",2.233333,2016
552,Dee Ford,KC,ED,,"$2,225,100",2.2251,2016
553,Mike Adams,IND,SS,,"$2,209,375",2.209375,2016
554,Donnie Jones,PHI,P,,"$2,208,334",2.208334,2016
555,Cornellius Carradine,SF,DL,,"$2,199,262",2.199262,2016
556,Jamize Olawale,OAK,FB,,"$2,190,000",2.19,2016
557,Travis Frederick,DAL,C,,"$2,185,978",2.185978,2016
558,Marcus Peters,KC,CB,,"$2,178,217",2.178217,2016
559,Darqueze Dennard,CIN,CB,,"$2,176,063",2.176063,2016
560,Karl Joseph,OAK,SS,,"$2,160,785",2.160785,2016
561,Jason Verrett,SD,CB,,"$2,151,546",2.151546,2016
562,Johnson Bademosi,DET,CB,,"$2,150,000",2.15,2016
563,Darren McFadden,DAL,RB,,"$2,150,000",2.15,2016
564,Brad Nortman,JAX,P,,"$2,150,000",2.15,2016
565,Cameron Erving,CLE,G,,"$2,142,969",2.142969,2016
566,Matt Elam,BAL,SS,,"$2,140,997",2.140997,2016
567,Nelson Agholor,PHI,WR,,"$2,131,221",2.131221,2016
568,Marcus Smith,PHI,ED,,"$2,127,024",2.127024,2016
569,Rolando McClain,DAL,LB,,"$2,125,000",2.125,2016
570,Cedric Ogbuehi,CIN,LT,,"$2,119,472",2.119472,2016
571,Corey Coleman,CLE,WR,,"$2,119,090",2.11909,2016
572,Deone Bucannon,ARI,LB,,"$2,102,510",2.10251,2016
573,Bud Dupree,PIT,ED/OLB,,"$2,095,973",2.095973,2016
574,Shareece Wright,BAL,CB,,"$2,093,333",2.093333,2016
575,Kelvin Benjamin,CAR,WR,,"$2,090,250",2.09025,2016
576,Matthew Slater,NE,WR,,"$2,072,908",2.072908,2016
577,Shane Ray,DEN,ED,,"$2,072,476",2.072476,2016
578,Nolan Carroll,PHI,CB,,"$2,047,500",2.0475,2016
579,D.J. Humphries,ARI,LT,,"$2,025,480",2.02548,2016
580,Shaq Thompson,CAR,LB,,"$2,001,983",2.001983,2016
581,Matt Cassel,TEN,QB,,"$2,000,000",2.0,2016
582,Brent Celek,PHI,TE,,"$2,000,000",2.0,2016
583,Karlos Dansby,CIN,LB,,"$2,000,000",2.0,2016
584,Cory Harkey,LAR,FB,,"$2,000,000",2.0,2016
585,Andre Holmes,OAK,WR,,"$2,000,000",2.0,2016
586,Brian Hoyer,CHI,QB,,"$2,000,000",2.0,2016
587,George Johnson,TB,ED,,"$2,000,000",2.0,2016
588,Josh Kline,TEN,G,,"$2,000,000",2.0,2016
589,Josh Robinson,TB,CB,,"$2,000,000",2.0,2016
590,Mark Sanchez,DAL,QB,,"$2,000,000",2.0,2016
591,Marcus Sherels,MIN,CB,,"$2,000,000",2.0,2016
592,Anthony Sherman,KC,FB,,"$2,000,000",2.0,2016
593,Taylor Decker,DET,T,,"$1,993,996",1.993996,2016
594,Breshad Perriman,BAL,WR,,"$1,978,481",1.978481,2016
595,Byron Jones,DAL,CB,,"$1,954,987",1.954987,2016
596,Keanu Neal,ATL,FS,,"$1,952,299",1.952299,2016
597,Derek Anderson,CAR,QB,,"$1,950,000",1.95,2016
598,Allen Barbre,PHI,G,,"$1,950,000",1.95,2016
599,Chris Maragos,PHI,FS,,"$1,950,000",1.95,2016
600,Marshall Newhouse,NYG,RT,,"$1,950,000",1.95,2016
601,Laken Tomlinson,DET,G,,"$1,943,237",1.943237,2016
602,Jimmie Ward,SF,FS,,"$1,939,782",1.939782,2016
603,Jonathan Freeny,NE,LB,,"$1,917,073",1.917073,2016
604,Brandon Myers,TB,TE,,"$1,916,668",1.916668,2016
605,Garrett Celek,SF,TE,,"$1,915,625",1.915625,2016
606,Ryan Kelly,IND,C,,"$1,900,178",1.900178,2016
607,Andrew Gachkar,DAL,LB,,"$1,900,000",1.9,2016
608,John Jerry,NYG,G,,"$1,900,000",1.9,2016
609,Stephen Paea,CLE,DL,,"$1,900,000",1.9,2016
610,Bradley Roby,DEN,CB,,"$1,896,144",1.896144,2016
611,Shaq Lawson,BUF,ED/DE,,"$1,868,904",1.868904,2016
612,Teddy Bridgewater,MIN,QB,,"$1,868,046",1.868046,2016
613,Kendrick Lewis,BAL,FS,,"$1,866,667",1.866667,2016
614,Darron Lee,NYJ,LB,,"$1,858,481",1.858481,2016
615,Rhett Ellison,MIN,TE,,"$1,850,625",1.850625,2016
616,Phillip Dorsett,IND,WR,,"$1,848,958",1.848958,2016
617,Will Fuller,HOU,WR,,"$1,848,057",1.848057,2016
618,Larry Warford,DET,G,,"$1,845,250",1.84525,2016
619,Bennie Logan,PHI,DL,,"$1,842,023",1.842023,2016
620,T.J. McDonald,LAR,FS,,"$1,833,000",1.833,2016
621,Brian Winters,NYJ,G,,"$1,831,969",1.831969,2016
622,Mike Glennon,TB,QB,,"$1,830,375",1.830375,2016
623,Terrance Williams,DAL,WR,,"$1,825,868",1.825868,2016
624,Markus Wheaton,PIT,WR,,"$1,818,844",1.818844,2016
625,J.J. Wilcox,DAL,FS,,"$1,817,517",1.817517,2016
626,Logan Ryan,NE,CB,,"$1,811,813",1.811813,2016
627,Hugh Thornton,IND,G,,"$1,807,345",1.807345,2016
628,Laquon Treadwell,MIN,WR,,"$1,806,359",1.806359,2016
629,Duron Harmon,NE,SS,,"$1,804,400",1.8044,2016
630,Shane Lechler,HOU,P,,"$1,800,000",1.8,2016
631,Benson Mayowa,DAL,ED,,"$1,800,000",1.8,2016
632,Colt McCoy,WAS,QB,,"$1,800,000",1.8,2016
633,Brandon Williams,BAL,DL,,"$1,799,750",1.79975,2016
634,Damarious Randall,GB,FS,,"$1,799,030",1.79903,2016
635,Akeem Spence,TB,DL,,"$1,792,071",1.792071,2016
636,Alex Okafor,ARI,DL,,"$1,789,607",1.789607,2016
637,Jelani Jenkins,MIA,LB,,"$1,789,172",1.789172,2016
638,Dion Sims,MIA,TE,,"$1,787,888",1.787888,2016
639,Brian Schwenke,TEN,C,,"$1,787,065",1.787065,2016
640,Theo Riddick,DET,RB,,"$1,785,250",1.78525,2016
641,William Gholston,TB,ED,,"$1,771,136",1.771136,2016
642,Jah Reid,KC,RT,,"$1,768,750",1.76875,2016
643,William Jackson,CIN,CB,,"$1,764,662",1.764662,2016
644,Stephone Anthony,NO,LB,,"$1,757,208",1.757208,2016
645,Bryan Anger,TB,P,,"$1,750,000",1.75,2016
646,Stefan Charles,DET,DL,,"$1,750,000",1.75,2016
647,Jared Crick,DEN,DL,,"$1,750,000",1.75,2016
648,Nick Foles,KC,QB,,"$1,750,000",1.75,2016
649,James Hanna,DAL,TE,,"$1,750,000",1.75,2016
650,Sean Lissemore,SD,DL,,"$1,750,000",1.75,2016
651,Jerraud Powers,BAL,CB,,"$1,750,000",1.75,2016
652,Matt Schaub,ATL,QB,,"$1,750,000",1.75,2016
653,Levine Toilolo,ATL,TE,,"$1,746,146",1.746146,2016
654,Artie Burns,PIT,CB,,"$1,743,814",1.743814,2016
655,John Cyprien,JAX,SS,,"$1,740,170",1.74017,2016
656,Brandon Weeden,HOU,QB,,"$1,737,500",1.7375,2016
657,Bilal Powell,NYJ,RB,,"$1,733,333",1.733333,2016
658,Malcom Brown,NE,DL,,"$1,730,279",1.730279,2016
659,Paxton Lynch,DEN,QB,,"$1,722,963",1.722963,2016
660,Luke Willson,SEA,TE,,"$1,715,633",1.715633,2016
661,Micah Hyde,GB,SS,,"$1,715,527",1.715527,2016
662,Josh Doctson,WAS,WR,,"$1,715,495",1.715495,2016
663,Ricky Wagner,BAL,RT,,"$1,707,140",1.70714,2016
664,Brian Quick,LAR,WR,,"$1,703,125",1.703125,2016
665,Kenny Clark,GB,DL/DE,,"$1,702,117",1.702117,2016
666,Ryan Allen,NE,P,,"$1,700,000",1.7,2016
667,Britton Colquitt,CLE,P,,"$1,700,000",1.7,2016
668,Dwight Lowery,SD,FS,,"$1,700,000",1.7,2016
669,Brice McCain,TEN,CB,,"$1,700,000",1.7,2016
670,Mychal Rivera,OAK,TE,,"$1,697,213",1.697213,2016
671,Andre Ellington,ARI,RB,,"$1,696,966",1.696966,2016
672,Joshua Garnett,SF,G,,"$1,691,693",1.691693,2016
673,Marquess Wilson,CHI,WR,,"$1,682,787",1.682787,2016
674,Kemal Ishmael,ATL,SS,,"$1,682,474",1.682474,2016
675,Robert Alford,ATL,CB,,"$1,682,263",1.682263,2016
676,A.J. Bouye,HOU,CB,,"$1,671,000",1.671,2016
677,Corbin Bryant,BUF,DL,,"$1,671,000",1.671,2016
678,Benny Cunningham,LAR,RB,,"$1,671,000",1.671,2016
679,Larry Donnell,NYG,TE,,"$1,671,000",1.671,2016
680,Jack Doyle,IND,TE,,"$1,671,000",1.671,2016
681,Gerald Hodges,SF,ED,,"$1,671,000",1.671,2016
682,Tony Jefferson,ARI,SS,,"$1,671,000",1.671,2016
683,Tim Lelito,NO,G,,"$1,671,000",1.671,2016
684,Zach Line,MIN,FB,,"$1,671,000",1.671,2016
685,Jordan Mills,BUF,RT,,"$1,671,000",1.671,2016
686,Austin Pasztor,CLE,T,,"$1,671,000",1.671,2016
687,Terrelle Pryor,CLE,WR,,"$1,671,000",1.671,2016
688,Russell Shepard,TB,WR,,"$1,671,000",1.671,2016
689,John Simon,HOU,ED,,"$1,671,000",1.671,2016
690,Kenny Stills,MIA,WR,,"$1,671,000",1.671,2016
691,D.J. Swearinger,ARI,FS,,"$1,671,000",1.671,2016
692,Michael Wilhoite,SF,LB,,"$1,671,000",1.671,2016
693,Darrell Stuckey,SD,FS,,"$1,668,750",1.66875,2016
694,Ryan Harris,PIT,LT,,"$1,662,500",1.6625,2016
695,Nickell Robey-Coleman,BUF,CB,,"$1,658,333",1.658333,2016
696,Jamar Taylor,CLE,CB,,"$1,649,475",1.649475,2016
697,Manti Te'o,SD,LB,,"$1,645,770",1.64577,2016
698,Marcus Easley,BUF,WR,,"$1,621,647",1.621647,2016
699,Mario Addison,CAR,ED,,"$1,620,000",1.62,2016
700,Ted Larsen,CHI,G,,"$1,612,500",1.6125,2016
701,Joe Berger,MIN,G,,"$1,610,000",1.61,2016
702,Mike Harris,MIN,G,,"$1,600,000",1.6,2016
703,Paul Kruger,NO,LB,,"$1,600,000",1.6,2016
704,Jon Ryan,SEA,P,,"$1,600,000",1.6,2016
705,Luke Stocker,TB,TE,,"$1,600,000",1.6,2016
706,Geno Smith,NYJ,QB,,"$1,597,146",1.597146,2016
707,Josh Hill,NO,TE,,"$1,583,333",1.583333,2016
708,Niles Paul,WAS,TE,,"$1,583,333",1.583333,2016
709,Jaron Brown,ARI,WR,,"$1,578,382",1.578382,2016
710,Kyle Arrington,BAL,CB,,"$1,566,666",1.566666,2016
711,Robert Nkemdiche,ARI,DL,,"$1,563,745",1.563745,2016
712,Robert Woods,BUF,WR,,"$1,548,518",1.548518,2016
713,Quinton Dial,SF,DL,,"$1,527,163",1.527163,2016
714,Vernon Butler,CAR,DL,,"$1,526,639",1.526639,2016
715,Menelik Watson,OAK,RT,,"$1,525,635",1.525635,2016
716,Xavier Su'a-Filo,HOU,G,,"$1,514,073",1.514073,2016
717,Nick Fairley,NO,DL,,"$1,510,000",1.51,2016
718,Germain Ifedi,SEA,RT,,"$1,502,746",1.502746,2016
719,Antwon Blake,TEN,CB,,"$1,500,000",1.5,2016
720,Reggie Bush,BUF,RB,,"$1,500,000",1.5,2016
721,James Harrison,PIT,ED,,"$1,500,000",1.5,2016
722,Chris Johnson,ARI,RB,,"$1,500,000",1.5,2016
723,Ryan Mallett,BAL,QB,,"$1,500,000",1.5,2016
724,Scott Tolzien,IND,QB,,"$1,500,000",1.5,2016
725,Kyle Wilber,DAL,LB,,"$1,500,000",1.5,2016
726,Joel Bitonio,CLE,G,,"$1,489,554",1.489554,2016
727,Mike Tolbert,CAR,FB,,"$1,475,000",1.475,2016
728,Kawann Short,CAR,DL,,"$1,473,192",1.473192,2016
729,Quintin Demps,HOU,SS,,"$1,470,000",1.47,2016
730,Sean Weatherspoon,ATL,LB,,"$1,468,750",1.46875,2016
731,Derek Carr,OAK,QB,,"$1,465,037",1.465037,2016
732,Ra'Shede Hageman,ATL,ED,,"$1,455,230",1.45523,2016
733,Chris Jones,DAL,P,,"$1,450,000",1.45,2016
734,Lane Taylor,GB,G,,"$1,450,000",1.45,2016
735,Jermon Bushrod,MIA,G,,"$1,437,500",1.4375,2016
736,Leon Hall,NYG,CB,,"$1,437,500",1.4375,2016
737,Marqise Lee,JAX,WR,,"$1,411,097",1.411097,2016
738,Mark Herzlich,NYG,LB,,"$1,400,000",1.4,2016
739,Sherrick McManis,CHI,CB,,"$1,400,000",1.4,2016
740,Matt Moore,MIA,QB,,"$1,400,000",1.4,2016
741,Courtney Upshaw,ATL,DL,,"$1,400,000",1.4,2016
742,Kevin Minter,ARI,LB,,"$1,396,903",1.396903,2016
743,Landon Collins,NYG,FS,,"$1,391,036",1.391036,2016
744,Donovan Smith,TB,LT,,"$1,379,286",1.379286,2016
745,LaMarcus Joyner,LAR,FS,,"$1,371,867",1.371867,2016
746,Mario Edwards,OAK,ED/DE,,"$1,367,537",1.367537,2016
747,Frostee Rucker,ARI,DL,,"$1,353,125",1.353125,2016
748,Jeff Heath,DAL,FS,,"$1,350,000",1.35,2016
749,Daniel Kilgore,SF,C,,"$1,350,000",1.35,2016
750,Cody Wallace,PIT,C,,"$1,350,000",1.35,2016
751,Jordan Matthews,PHI,WR,,"$1,349,801",1.349801,2016
752,T.J. Yeldon,JAX,RB,,"$1,344,040",1.34404,2016
753,Gavin Escobar,DAL,TE,,"$1,339,703",1.339703,2016
754,Tyrunn Walker,DET,DL,,"$1,337,500",1.3375,2016
755,Devin Smith,NYJ,WR,,"$1,334,641",1.334641,2016
756,Weston Richburg,NYG,C,,"$1,330,187",1.330187,2016
757,Preston Smith,WAS,ED/OLB,,"$1,313,490",1.31349,2016
758,Cyrus Kouandjio,BUF,RT,,"$1,311,497",1.311497,2016
759,Cody Davis,LAR,FS,,"$1,305,555",1.305555,2016
760,Alfred Morris,DAL,RB,,"$1,300,000",1.3,2016
761,Eddie Goldman,CHI,DL/DT,,"$1,292,344",1.292344,2016
762,Michael Floyd,NE,WR,,"$1,291,764",1.291764,2016
763,Paul Richardson,SEA,WR,,"$1,285,319",1.285319,2016
764,DeMarcus Lawrence,DAL,ED/DE,,"$1,285,201",1.285201,2016
765,Johnathan Hankins,NYG,DL,,"$1,282,491",1.282491,2016
766,Brandon Bolden,NE,RB,,"$1,272,500",1.2725,2016
767,Rafael Bush,DET,FS,,"$1,265,625",1.265625,2016
768,Stephon Tuitt,PIT,DL,,"$1,257,122",1.257122,2016
769,Devin Funchess,CAR,WR,,"$1,254,747",1.254747,2016
770,Zach Brown,BUF,LB,,"$1,250,000",1.25,2016
771,Lawrence Guy,BAL,DL,,"$1,250,000",1.25,2016
772,Erin Henderson,NYJ,LB,,"$1,250,000",1.25,2016
773,Luke McCown,NO,QB,,"$1,250,000",1.25,2016
774,Greg Zuerlein,LAR,K,,"$1,250,000",1.25,2016
775,Michael Hoomanawanui,NO,TE,,"$1,233,333",1.233333,2016
776,Pat Sims,CIN,DL,,"$1,225,000",1.225,2016
777,Trent Murphy,WAS,ED,,"$1,219,854",1.219854,2016
778,Alvin Bailey,CLE,G,,"$1,215,685",1.215685,2016
779,Sam Martin,DET,P,,"$1,215,075",1.215075,2016
780,John Denney,MIA,LS,,"$1,215,000",1.215,2016
781,Benardrick McKinney,HOU,LB,,"$1,214,801",1.214801,2016
782,Cedric Peerman,CIN,RB,,"$1,210,000",1.21,2016
783,Emmanuel Ogbah,CLE,DL,,"$1,201,753",1.201753,2016
784,Nate Ebner,NE,FS,,"$1,200,000",1.2,2016
785,Anthony Levine,BAL,LB,,"$1,200,000",1.2,2016
786,Craig Robertson,NO,LB,,"$1,200,000",1.2,2016
787,Matt Slauson,SD,G,,"$1,200,000",1.2,2016
788,Don Carey,DET,SS,,"$1,197,500",1.1975,2016
789,Le'Veon Bell,PIT,RB,,"$1,197,347",1.197347,2016
790,Hau'oli Kikaha,NO,LB/OLB,,"$1,196,889",1.196889,2016
791,Timmy Jernigan,BAL,DL,,"$1,195,337",1.195337,2016
792,Vince Williams,PIT,LB,,"$1,194,670",1.19467,2016
793,Kevin Dodd,TEN,ED,,"$1,191,328",1.191328,2016
794,Jaylon Smith,DAL,LB/ILB,,"$1,180,903",1.180903,2016
795,Jon Condo,OAK,LS,,"$1,177,500",1.1775,2016
796,Robert Golden,PIT,FS,,"$1,176,666",1.176666,2016
797,Jon Dorenbos,PHI,LS,,"$1,172,500",1.1725,2016
798,Eric Kendricks,MIN,LB/ILB,,"$1,171,800",1.1718,2016
799,L.P. Ladouceur,DAL,LS,,"$1,170,000",1.17,2016
800,Margus Hunt,CIN,DL,,"$1,168,077",1.168077,2016
801,Nick Sundberg,WAS,LS,,"$1,162,500",1.1625,2016
802,Hunter Henry,SD,TE,,"$1,160,055",1.160055,2016
803,Myles Jack,JAX,LB,,"$1,151,716",1.151716,2016
804,Taiwan Jones,OAK,RB,,"$1,150,000",1.15,2016
805,Senio Kelemete,NO,G,,"$1,150,000",1.15,2016
806,Eric Weems,ATL,WR,,"$1,147,500",1.1475,2016
807,Jeremiah Attaochu,SD,ED,,"$1,146,300",1.1463,2016
808,Jaquiski Tartt,SF,FS,,"$1,144,776",1.144776,2016
809,Darrius Heyward-Bey,PIT,WR,,"$1,133,333",1.133333,2016
810,Chris Jones,KC,DL/DE,,"$1,132,950",1.13295,2016
811,Nick Bellore,SF,LB/ILB,,"$1,130,000",1.13,2016
812,Kraig Urbik,MIA,G,,"$1,125,000",1.125,2016
813,Xavien Howard,MIA,CB,,"$1,114,189",1.114189,2016
814,Mitch Unrein,CHI,DL,,"$1,110,000",1.11,2016
815,Ego Ferguson,CHI,DL,,"$1,102,498",1.102498,2016
816,William Beatty,NYG,LT,,"$1,100,000",1.1,2016
817,Tank Carder,CLE,LB,,"$1,100,000",1.1,2016
818,Jack Crawford,DAL,ED,,"$1,100,000",1.1,2016
819,Zak DeOssie,NYG,LS,,"$1,100,000",1.1,2016
820,Mason Foster,WAS,LB,,"$1,100,000",1.1,2016
821,Chris Hairston,SD,LT,,"$1,100,000",1.1,2016
822,Terrell McClain,DAL,ED,,"$1,100,000",1.1,2016
823,Albert McClellan,BAL,ED,,"$1,100,000",1.1,2016
824,Brad Wing,NYG,P,,"$1,100,000",1.1,2016
825,Noah Spence,TB,ED,,"$1,097,509",1.097509,2016
826,Troy Niklas,ARI,TE,,"$1,097,264",1.097264,2016
827,Eric Winston,CIN,RT,,"$1,090,000",1.09,2016
