rank,player_name,team,position,age,total_contract_value,total_contract_value_millions,year
1763,Donteea Dye,TB,WR,,"$332,647",0.332647,2015
1764,Nick Easton,MIN,C,,"$332,647",0.332647,2015
1765,Quincy Enunwa,NYJ,WR,,"$332,647",0.332647,2015
1766,Howard Jones,TB,LB,,"$332,647",0.332647,2015
1767,Brandon King,NE,FS,,"$332,647",0.332647,2015
1768,Darryl Roberts,NE,CB,,"$331,555",0.331555,2015
1769,Rory Anderson,SF,TE,,"$331,195",0.331195,2015
1770,Gerald Christian,ARI,TE,,"$331,195",0.331195,2015
1771,Jordan Gay,BUF,K,,"$330,000",0.33,2015
1772,Charles James,HOU,CB,,"$330,000",0.33,2015
1773,Michael Ola,DET,T,,"$330,000",0.33,2015
1774,Scott Simonson,CAR,TE,,"$330,000",0.33,2015
1775,Trey Watts,STL,RB,,"$330,000",0.33,2015
1776,George Winn,DET,RB,,"$330,000",0.33,2015
1777,Jimmy Hall,OAK,LB,,"$324,666",0.324666,2015
1778,Arthur Miley,CAR,ED,,"$323,000",0.323,2015
1779,Curtis Riley,TEN,CB,,"$322,000",0.322,2015
1780,Justin March,KC,LB,,"$321,333",0.321333,2015
1781,Julian Wilson,BAL,CB,,"$321,000",0.321,2015
1782,Junior Sylvestre,IND,LB,,"$320,666",0.320666,2015
1783,Zack Wagenmann,ARI,DL,,"$320,666",0.320666,2015
1784,Tyson Chandler,BUF,RT,,"$320,500",0.3205,2015
1785,Brock Hekking,SD,ED,,"$320,500",0.3205,2015
1786,Dres Anderson,SF,WR,,"$320,000",0.32,2015
1787,Damian Copeland,JAX,WR,,"$319,666",0.319666,2015
1788,Anthony Jefferson,CHI,FS,,"$319,666",0.319666,2015
1789,Eli Rogers,PIT,WR,,"$319,666",0.319666,2015
1790,Chad Slade,HOU,G,,"$319,666",0.319666,2015
1791,Chris Whaley,DAL,DL,,"$319,666",0.319666,2015
1792,Chi Chi Ariguzo,SD,LB,,"$319,333",0.319333,2015
1793,Beau Gardner,ATL,TE,,"$319,000",0.319,2015
1794,Jack Tabb,NO,TE,,"$319,000",0.319,2015
1795,Cam Worthy,BAL,WR,,"$318,833",0.318833,2015
1796,Isiah Ferguson,STL,WR,,"$318,333",0.318333,2015
1797,Micah Hatchie,PIT,RT,,"$318,333",0.318333,2015
1798,Damond Powell,ARI,WR,,"$318,166",0.318166,2015
1799,Rob Blanchflower,PIT,TE,,"$318,000",0.318,2015
1800,Austin Brown,NO,DL,,"$318,000",0.318,2015
1801,Cody Clay,DAL,G,,"$318,000",0.318,2015
1802,Justin Currie,NYG,SS,,"$318,000",0.318,2015
1803,Curtis Feigt,KC,RT,,"$318,000",0.318,2015
1804,Reshod Fortenberry,DAL,G,,"$318,000",0.318,2015
1805,John Fullington,ARI,G,,"$318,000",0.318,2015
1806,Tyler Gaffney,NE,RB,,"$318,000",0.318,2015
1807,James Gayle,WAS,DL,,"$318,000",0.318,2015
1808,Marcus Harris,NYG,WR,,"$318,000",0.318,2015
1809,Travis Harvey,ARI,WR,,"$318,000",0.318,2015
1810,Travis Howard,ATL,CB,,"$318,000",0.318,2015
1811,Bennett Jackson,NYG,SS,,"$318,000",0.318,2015
1812,Brett Jones,NYG,C,,"$318,000",0.318,2015
1813,Darren Keyton,DET,C,,"$318,000",0.318,2015
1814,Travis Long,PHI,ED,,"$318,000",0.318,2015
1815,Tevin Mitchel,IND,CB,,"$318,000",0.318,2015
1816,Ifeanyi Momah,ARI,TE,,"$318,000",0.318,2015
1817,Kelvin Palmer,PIT,RT,,"$318,000",0.318,2015
1818,Brandon Person,ARI,FS,,"$318,000",0.318,2015
1819,Micajah Reynolds,BAL,DL,,"$318,000",0.318,2015
1820,Kona Schwenke,SEA,DL,,"$318,000",0.318,2015
1821,Connor Shaw,CLE,QB,,"$318,000",0.318,2015
1822,Jordan Thompson,DET,TE,,"$318,000",0.318,2015
1823,Mitchell Van Dyk,PIT,LT,,"$318,000",0.318,2015
1824,Jason Weaver,CHI,LT,,"$318,000",0.318,2015
1825,Randy Bullock,NYJ,K,,"$310,588",0.310588,2015
1826,Deonte Thompson,CHI,WR,,"$310,588",0.310588,2015
1827,Tim Hightower,NO,RB,,"$309,705",0.309705,2015
1828,Damion Square,SD,DL,,"$309,705",0.309705,2015
1829,J.D. Walton,SD,C,,"$309,705",0.309705,2015
1830,B.W. Webb,TEN,CB,,"$309,705",0.309705,2015
1831,Jonathan Anderson,CHI,LB,,"$307,058",0.307058,2015
1832,Rod Smith,DAL,RB,,"$307,058",0.307058,2015
1833,Jeremy Butler,BAL,WR,,"$300,000",0.3,2015
1834,Wesley Johnson,NYJ,C,,"$300,000",0.3,2015
1835,Korey Toomer,OAK,LB,,"$300,000",0.3,2015
1836,Brandon Watts,MIN,LB,,"$300,000",0.3,2015
1837,Cierre Wood,BUF,RB,,"$295,058",0.295058,2015
1838,Houston Bates,WAS,ED,,"$290,294",0.290294,2015
1839,Bryce Callahan,CHI,CB,,"$281,470",0.28147,2015
1840,Neal Sterling,JAX,TE,,"$281,470",0.28147,2015
1841,James Anderson,NO,LB,,"$275,294",0.275294,2015
1842,Crezdon Butler,DET,CB,,"$275,294",0.275294,2015
1843,Matt Flynn,NO,QB,,"$275,294",0.275294,2015
1844,Montori Hughes,NYG,DL,,"$275,294",0.275294,2015
1845,Jason Trusnik,MIN,LB,,"$275,294",0.275294,2015
1846,Wes Welker,STL,WR,,"$275,294",0.275294,2015
1847,Robert Turbin,DAL,RB,,"$271,764",0.271764,2015
1848,Brandon Weeden,HOU,QB,,"$271,764",0.271764,2015
1849,Marcus Cromartie,SF,CB,,"$270,000",0.27,2015
1850,Chris Davis,SF,CB,,"$270,000",0.27,2015
1851,Greg Ducre,SD,CB,,"$270,000",0.27,2015
1852,Jimmy Clausen,BAL,QB,,"$262,941",0.262941,2015
1853,Kurtis Drummond,HOU,SS,,"$257,548",0.257548,2015
1854,Quan Bray,IND,WR,,"$255,882",0.255882,2015
1855,Christian Bryant,STL,FS,,"$255,882",0.255882,2015
1856,Kendall Gaskins,SF,FB,,"$255,882",0.255882,2015
1857,Adam Humphries,TB,WR,,"$255,882",0.255882,2015
1858,Ulrick John,MIA,LT,,"$255,882",0.255882,2015
1859,Hayes Pullard,JAX,LB,,"$255,882",0.255882,2015
1860,De'Ondre Wesley,BAL,G,,"$255,882",0.255882,2015
1861,Brian Folkerts,STL,C,,"$240,882",0.240882,2015
1862,Chase Ford,BAL,TE,,"$240,882",0.240882,2015
1863,Eric Kush,STL,G,,"$240,882",0.240882,2015
1864,Hakeem Nicks,NYG,WR,,"$240,882",0.240882,2015
1865,Dan Herron,IND,RB,,"$232,941",0.232941,2015
1866,Kellen Moore,DAL,QB,,"$232,941",0.232941,2015
1867,Jeremy Ross,OAK,WR,,"$232,941",0.232941,2015
1868,Jerome Cunningham,NYG,TE,,"$230,294",0.230294,2015
1869,Doran Grant,PIT,CB,,"$230,294",0.230294,2015
1870,Javontee Herndon,SD,WR,,"$230,294",0.230294,2015
1871,Akeem King,ATL,SS,,"$230,294",0.230294,2015
1872,Matt Longacre,STL,ED,,"$230,294",0.230294,2015
1873,Rontez Miles,NYJ,FS,,"$230,294",0.230294,2015
1874,Sam Brenner,DEN,C,,"$210,000",0.21,2015
1875,Mike Catapano,NYJ,DL,,"$210,000",0.21,2015
1876,Shelby Harris,OAK,ED/DE,,"$210,000",0.21,2015
1877,David King,KC,DL,,"$210,000",0.21,2015
1878,Craig Loston,JAX,SS,,"$210,000",0.21,2015
1879,Cooper Taylor,NYG,FS,,"$210,000",0.21,2015
1880,Terrance West,BAL,RB,,"$210,000",0.21,2015
1881,Ray-Ray Armstrong,SF,ED,,"$206,470",0.20647,2015
1882,Red Bryant,ARI,DL,,"$206,470",0.20647,2015
1883,Darius Fleming,NE,LB,,"$206,470",0.20647,2015
1884,Shayne Graham,ATL,K,,"$206,470",0.20647,2015
1885,Josh Martin,NYJ,ED,,"$206,470",0.20647,2015
1886,Christopher Owens,NO,CB,,"$206,470",0.20647,2015
1887,Gabe Holmes,OAK,TE,,"$204,705",0.204705,2015
1888,Isaiah Johnson,DET,FS,,"$204,705",0.204705,2015
1889,Josh Bush,DEN,SS,,"$194,117",0.194117,2015
1890,Terrelle Pryor,CLE,WR,,"$194,117",0.194117,2015
1891,Corey White,ARI,CB,,"$194,117",0.194117,2015
1892,David Fales,CHI,QB,,"$180,000",0.18,2015
1893,Ryan Groy,BUF,G,,"$180,000",0.18,2015
1894,Frankie Hammond,KC,WR,,"$180,000",0.18,2015
1895,Fitz Toussaint,PIT,RB,,"$180,000",0.18,2015
1896,Jaylen Watkins,PHI,S,,"$180,000",0.18,2015
1897,Isaiah Battle,STL,LT,,"$179,117",0.179117,2015
1898,Kaelin Clay,BAL,WR,,"$179,117",0.179117,2015
1899,Emmett Cleary,NYG,RT,,"$179,117",0.179117,2015
1900,Jacoby Glenn,CHI,CB,,"$179,117",0.179117,2015
1901,Akeem Hunt,HOU,RB,,"$179,117",0.179117,2015
1902,Josh Keyes,TB,LB,,"$179,117",0.179117,2015
1903,Tre McBride,TEN,WR,,"$179,117",0.179117,2015
1904,Deji Olatoye,DAL,CB,,"$179,117",0.179117,2015
1905,Eric Pinkins,SEA,SS,,"$179,117",0.179117,2015
1906,Ed Reynolds,PHI,FS,,"$179,117",0.179117,2015
1907,Kevin Smith,SEA,WR,,"$179,117",0.179117,2015
1908,Dylan Thompson,SF,QB,,"$179,117",0.179117,2015
1909,Andrew Turzilli,TEN,WR,,"$179,117",0.179117,2015
1910,Tyrell Williams,SD,WR,,"$179,117",0.179117,2015
1911,Jalil Brown,IND,CB,,"$175,294",0.175294,2015
1912,Robert Housler,CHI,TE,,"$175,294",0.175294,2015
1913,Pierre Thomas,WAS,RB,,"$175,294",0.175294,2015
1914,Lavar Edwards,BUF,ED,,"$172,058",0.172058,2015
1915,Cortland Finnegan,CAR,CB,,"$172,058",0.172058,2015
1916,Adam Gettis,NYG,G,,"$172,058",0.172058,2015
1917,Mike Gillislee,BUF,RB,,"$172,058",0.172058,2015
1918,Barrett Jones,PHI,G,,"$172,058",0.172058,2015
1919,Kevin Reddick,BUF,LB,,"$172,058",0.172058,2015
1920,Leonard Johnson,NE,CB,,"$155,294",0.155294,2015
1921,Anthony McCoy,SEA,TE,,"$155,294",0.155294,2015
1922,Daniel Brown,BAL,TE,,"$153,529",0.153529,2015
1923,Kourtnei Brown,TB,LB,,"$153,529",0.153529,2015
1924,Yannik Cudjoe-Virgil,TEN,ED,,"$153,529",0.153529,2015
1925,Shamiel Gary,MIA,S,,"$153,529",0.153529,2015
1926,Jonathan Krause,PHI,WR,,"$153,529",0.153529,2015
1927,James Morris,NYG,LB,,"$153,529",0.153529,2015
1928,Dashaun Phillips,WAS,CB,,"$153,529",0.153529,2015
1929,Patrick Scales,CHI,LS,,"$153,529",0.153529,2015
1930,Logan Thomas,MIA,TE,,"$152,500",0.1525,2015
1931,T.J. Barnes,BUF,DL,,"$150,000",0.15,2015
1932,A.J. Francis,SEA,ED,,"$150,000",0.15,2015
1933,Adarius Taylor,TB,LB,,"$150,000",0.15,2015
1934,Kerwynn Williams,ARI,RB,,"$150,000",0.15,2015
1935,Danny Aiken,NYG,LS,,"$137,647",0.137647,2015
1936,Joplo Bartu,JAX,LB,,"$137,647",0.137647,2015
1937,Richard Gordon,BAL,TE,,"$137,647",0.137647,2015
1938,Shiloh Keo,DEN,SS,,"$137,647",0.137647,2015
1939,Stansly Maponga,NYG,ED,,"$137,647",0.137647,2015
1940,Eric Martin,NE,LB,,"$137,647",0.137647,2015
1941,Damontre Moore,MIA,ED,,"$137,647",0.137647,2015
1942,Konrad Reuland,BAL,TE,,"$137,647",0.137647,2015
1943,D.J. Swearinger,ARI,FS,,"$137,647",0.137647,2015
1944,Brandon Williams,MIA,TE,,"$137,647",0.137647,2015
1945,Da'Quan Bowers,TB,DL,,"$131,470",0.13147,2015
1946,Chase Coffman,SEA,TE,,"$131,470",0.13147,2015
1947,Ryan Mallett,BAL,QB,,"$131,470",0.13147,2015
1948,Josh Crockett,GB,RB,,"$127,941",0.127941,2015
1949,Carlos Fields,WAS,ED,,"$127,941",0.127941,2015
1950,Chris Givens,BAL,WR,,"$124,257",0.124257,2015
1951,DeAndre Coleman,MIA,DL,,"$120,000",0.12,2015
1952,Demontre Hurst,CHI,CB,,"$120,000",0.12,2015
1953,Tramain Jacobs,NYG,CB,,"$120,000",0.12,2015
1954,Brian Leonhardt,SF,TE,,"$120,000",0.12,2015
1955,Chris Matthews,BAL,WR,,"$120,000",0.12,2015
1956,Steven Means,PHI,DL,,"$120,000",0.12,2015
1957,Bryce Brown,SEA,RB,,"$116,470",0.11647,2015
1958,Kendall Hunter,NO,RB,,"$116,470",0.11647,2015
1959,Damaris Johnson,TEN,WR,,"$116,470",0.11647,2015
1960,Justin Trattou,MIN,ED,,"$116,470",0.11647,2015
1961,Bear Pascoe,DET,TE,,"$103,325",0.103325,2015
1962,Josh Aubrey,TEN,SS,,"$103,235",0.103235,2015
1963,Barry Cofield,NYG,DL,,"$103,235",0.103235,2015
1964,Thomas Gafford,OAK,LS,,"$103,235",0.103235,2015
1965,Jeff Linkenbach,SD,RT,,"$103,235",0.103235,2015
1966,Robert McClain,CAR,CB,,"$103,235",0.103235,2015
1967,Christine Michael,SEA,RB,,"$103,235",0.103235,2015
1968,Alex Smith,WAS,TE,,"$103,235",0.103235,2015
1969,Andy Studebaker,IND,ED,,"$103,235",0.103235,2015
1970,LaAdrian Waddle,NE,RT,,"$103,235",0.103235,2015
1971,Joey Mbu,ATL,DL,,"$102,353",0.102353,2015
1972,Anthony Harris,MIN,SS,,"$102,352",0.102352,2015
1973,Ronald Martin,NYJ,SS,,"$102,352",0.102352,2015
1974,Brandon Meriweather,NYG,SS,,"$102,352",0.102352,2015
1975,Darrian Miller,CLE,T,,"$102,352",0.102352,2015
1976,Nick O'Leary,BUF,TE,,"$102,352",0.102352,2015
1977,Leon Orr,OAK,DL,,"$102,352",0.102352,2015
1978,Eric Patterson,STL,CB,,"$102,352",0.102352,2015
1979,Jarrod Pughsley,KC,LT,,"$102,352",0.102352,2015
1980,Shayne Skov,SF,LB,,"$102,352",0.102352,2015
1981,A.J. Tarpley,BUF,LB,,"$102,352",0.102352,2015
1982,J.R. Tavai,TEN,DL,,"$102,352",0.102352,2015
1983,Akeem Davis,IND,SS,,"$90,000",0.09,2015
1984,Ben Garland,ATL,G,,"$90,000",0.09,2015
1985,Jonas Gray,JAX,RB,,"$90,000",0.09,2015
1986,Gabe Ikard,DET,C,,"$90,000",0.09,2015
1987,Terrance Mitchell,DAL,CB,,"$90,000",0.09,2015
1988,Zach Moore,MIN,ED,,"$90,000",0.09,2015
1989,Adrian Phillips,SD,FS,,"$90,000",0.09,2015
1990,Jumal Rolle,BAL,CB,,"$90,000",0.09,2015
1991,Tyler Starr,ATL,LB,,"$90,000",0.09,2015
1992,Doug Worthington,STL,ED,,"$90,000",0.09,2015
1993,Chris Carter,BAL,LB,,"$87,647",0.087647,2015
1994,Chris Clemons,ARI,FS,,"$87,647",0.087647,2015
1995,Jacques McClendon,MIA,C,,"$87,647",0.087647,2015
1996,Greg Salas,BUF,WR,,"$87,647",0.087647,2015
1997,Shelley Smith,MIA,G,,"$87,647",0.087647,2015
1998,Travaris Cadet,NO,RB,,"$77,647",0.077647,2015
1999,DuJuan Harris,SF,RB,,"$77,647",0.077647,2015
2000,James-Michael Johnson,MIA,LB,,"$77,647",0.077647,2015
2001,Devonta Glover-Wright,IND,CB,,"$76,764",0.076764,2015
2002,Rannell Hall,CLE,WR,,"$76,764",0.076764,2015
2003,Kaleb Johnson,CLE,T,,"$76,764",0.076764,2015
2004,Taiwan Jones,NYJ,LB,,"$76,764",0.076764,2015
2005,Terrence Magee,BAL,RT,,"$76,764",0.076764,2015
2006,Tevin McDonald,OAK,FS,,"$76,764",0.076764,2015
2007,Raheem Mostert,CLE,RB,,"$76,764",0.076764,2015
2008,John Timu,CHI,LB,,"$76,764",0.076764,2015
2009,Louis Trinca-Pasat,STL,DL,,"$76,764",0.076764,2015
2010,Max Valles,BUF,ED,,"$76,764",0.076764,2015
2011,Keith Wenning,CIN,QB,,"$76,764",0.076764,2015
2012,Steven Jackson,NE,RB,,"$68,823",0.068823,2015
2013,Mike James,TB,RB,,"$68,823",0.068823,2015
2014,Chris Lewis-Harris,CIN,CB,,"$68,823",0.068823,2015
2015,Ryan Seymour,NO,G,,"$68,823",0.068823,2015
2016,Jerel Worthy,BUF,DL,,"$68,823",0.068823,2015
2017,Tayo Fabuluje,CHI,RT,,"$65,488",0.065488,2015
2018,B.J. Daniels,HOU,WR,,"$60,000",0.06,2015
2019,Seantavius Jones,NO,WR,,"$60,000",0.06,2015
2020,John Lotulelei,OAK,LB,,"$60,000",0.06,2015
2021,Tyler Patmon,MIA,CB,,"$60,000",0.06,2015
2022,Walter Powell,BUF,WR,,"$60,000",0.06,2015
2023,D'Anthony Smith,CHI,DL,,"$60,000",0.06,2015
2024,Brad Bars,NYG,ED,,"$51,176",0.051176,2015
2025,Ben Edwards,NYG,WR,,"$51,176",0.051176,2015
2026,Chris Harper,NE,WR,,"$51,176",0.051176,2015
2027,Jarryd Hayne,SF,RB,,"$51,176",0.051176,2015
2028,Darius Jennings,CLE,WR,,"$51,176",0.051176,2015
2029,Marcel Jensen,WAS,TE,,"$51,176",0.051176,2015
2030,Matt LaCosse,NYG,TE,,"$51,176",0.051176,2015
2031,Dezmin Lewis,BUF,WR,,"$51,176",0.051176,2015
2032,Rick Lovato,GB,LS,,"$51,176",0.051176,2015
2033,Stephen Morris,IND,QB,,"$51,176",0.051176,2015
2034,Earl Okine,IND,DL,,"$51,176",0.051176,2015
2035,Kelcy Quarles,IND,DL,,"$51,176",0.051176,2015
2036,Jameill Showers,DAL,QB,,"$51,176",0.051176,2015
2037,Dreamius Smith,SD,RB,,"$51,176",0.051176,2015
2038,Evan Spencer,TB,WR,,"$51,176",0.051176,2015
2039,Alex Tanney,TEN,QB,,"$51,176",0.051176,2015
2040,Casey Walker,DAL,DL,,"$51,176",0.051176,2015
2041,Jermaine Whitehead,BAL,FS,,"$51,176",0.051176,2015
2042,Kasen Williams,SEA,WR,,"$51,176",0.051176,2015
2043,Trey Williams,IND,RB,,"$51,176",0.051176,2015
2044,Josh Freeman,IND,QB,,"$43,823",0.043823,2015
2045,Leonard Hankerson,BUF,WR,,"$43,823",0.043823,2015
2046,Cassius Vaughn,SD,CB,,"$43,823",0.043823,2015
2047,Dekoda Watson,NE,LB,,"$43,823",0.043823,2015
2048,Ishmaa'ily Kitchen,NE,DL,,"$38,823",0.038823,2015
2049,Ryan Lindley,IND,QB,,"$38,823",0.038823,2015
2050,Brandian Ross,SD,CB,,"$38,823",0.038823,2015
2051,Greg Scruggs,CHI,DL,,"$38,823",0.038823,2015
2052,Joshua Thomas,DAL,CB,,"$38,823",0.038823,2015
2053,Matt Daniels,SD,FS,,"$34,411",0.034411,2015
2054,Pat Devlin,CLE,QB,,"$34,411",0.034411,2015
2055,Rodney Smith,DAL,WR,,"$34,411",0.034411,2015
2056,Nick Toon,STL,WR,,"$34,411",0.034411,2015
2057,Ross Ventrone,PIT,SS,,"$34,411",0.034411,2015
2058,Asante Cleveland,SD,TE,,"$30,000",0.03,2015
2059,Cam Johnson,CLE,ED,,"$30,000",0.03,2015
2060,Nico Johnson,NYG,LB,,"$30,000",0.03,2015
2061,Dewey McDonald,OAK,LB,,"$30,000",0.03,2015
2062,Sheldon Price,BAL,CB,,"$30,000",0.03,2015
2063,Sammy Seamster,BUF,CB,,"$30,000",0.03,2015
2064,Rashaun Allen,NO,TE,,"$25,588",0.025588,2015
2065,Richard Ash,JAX,DL,,"$25,588",0.025588,2015
2066,Malcolm Brown,STL,RB,,"$25,588",0.025588,2015
2067,Braxston Cave,DET,C,,"$25,588",0.025588,2015
2068,SaQwan Edwards,OAK,CB,,"$25,588",0.025588,2015
2069,Darius Eubanks,TB,S,,"$25,588",0.025588,2015
2070,Randall Evans,PHI,CB,,"$25,588",0.025588,2015
2071,L.J. Fort,PIT,LB,,"$25,588",0.025588,2015
2072,Je'Ron Hamm,SF,WR,,"$25,588",0.025588,2015
2073,Jeremy Harris,WAS,CB,,"$25,588",0.025588,2015
2074,Amarlo Herrera,IND,LB,,"$25,588",0.025588,2015
2075,Troy Hill,STL,CB,,"$25,588",0.025588,2015
2076,Mike Hull,MIA,LB,,"$25,588",0.025588,2015
2077,Kerry Hyder,DET,ED,,"$25,588",0.025588,2015
2078,Vince Mayle,DAL,WR,,"$25,588",0.025588,2015
2079,Kimario McFadden,TB,SS,,"$25,588",0.025588,2015
2080,Sean McGrath,SD,TE,,"$25,588",0.025588,2015
2081,Corey Moore,HOU,SS,,"$25,588",0.025588,2015
2082,Robert Myers,DEN,G,,"$25,588",0.025588,2015
2083,Merrill Noel,BUF,CB,,"$25,588",0.025588,2015
2084,Toben Opurum,NO,ED,,"$25,588",0.025588,2015
2085,Tyler Ott,NYG,LS,,"$25,588",0.025588,2015
2086,Erik Swoope,IND,TE,,"$25,588",0.025588,2015
2087,D.J. Tialavea,ATL,TE,,"$25,588",0.025588,2015
2088,Tevin Westbrook,TB,TE,,"$25,588",0.025588,2015
2089,Terry Williams,CHI,DL,,"$25,588",0.025588,2015
