rank,player_name,team,position,age,total_contract_value,total_contract_value_millions,year
1,Drew Brees,NO,QB,,"$23,800,000",23.8,2015
2,Philip Rivers,SD,QB,,"$21,166,668",21.166668,2015
3,Calvin Johnson,DET,WR,,"$20,558,000",20.558,2015
4,Charles Johnson,CAR,ED,,"$20,020,000",20.02,2015
5,Matt Ryan,ATL,QB,,"$19,500,000",19.5,2015
6,Mario Williams,BUF,ED,,"$19,400,000",19.4,2015
7,Aaron Rodgers,GB,QB,,"$18,250,000",18.25,2015
8,Matthew Stafford,DET,QB,,"$17,721,250",17.72125,2015
9,Peyton Manning,DEN,QB,,"$17,500,000",17.5,2015
10,Ben Roethlisberger,PIT,QB,,"$17,245,000",17.245,2015
11,Robert Quinn,STL,LB,,"$16,744,111",16.744111,2015
12,Jay Cutler,CHI,QB,,"$16,500,000",16.5,2015
13,Darrelle Revis,NYJ,CB,,"$16,000,000",16.0,2015
14,Alex Smith,KC,QB,,"$15,600,000",15.6,2015
15,Adrian Peterson,MIN,RB,,"$15,400,000",15.4,2015
16,Colin Kaepernick,SF,QB,,"$15,265,753",15.265753,2015
17,Tony Romo,DAL,QB,,"$14,973,000",14.973,2015
18,Patrick Peterson,ARI,CB,,"$14,791,491",14.791491,2015
19,Calais Campbell,ARI,DL/DE,,"$14,750,000",14.75,2015
20,A.J. Green,CIN,WR,,"$14,750,000",14.75,2015
21,Gerald McCoy,TB,DL,,"$14,595,000",14.595,2015
22,Joe Flacco,BAL,QB,,"$14,550,000",14.55,2015
23,Eli Manning,NYG,QB,,"$14,450,000",14.45,2015
24,Tom Brady,NE,QB,,"$14,000,000",14.0,2015
25,J.J. Watt,HOU,DL,,"$13,969,000",13.969,2015
26,Demaryius Thomas,DEN,WR,,"$13,200,000",13.2,2015
27,Rodney Hudson,OAK,C,,"$13,000,000",13.0,2015
28,Cam Newton,CAR,QB,,"$13,000,000",13.0,2015
29,Sam Bradford,PHI,QB,,"$12,985,000",12.985,2015
30,Brandon Carr,DAL,CB,,"$12,717,000",12.717,2015
31,Clay Matthews Jr.,GB,ED,,"$12,700,000",12.7,2015
32,Chris Long,STL,ED,,"$12,500,000",12.5,2015
33,Julio Jones,ATL,WR,,"$12,400,000",12.4,2015
34,Vincent Jackson,TB,WR,,"$12,209,777",12.209777,2015
35,Richard Sherman,SEA,CB,,"$12,200,000",12.2,2015
36,Julius Peppers,GB,DL,,"$12,000,000",12.0,2015
37,Ryan Kalil,CAR,C,,"$11,795,000",11.795,2015
38,Johnathan Joseph,HOU,CB,,"$11,750,000",11.75,2015
39,Joe Haden,CLE,CB,,"$11,700,000",11.7,2015
40,D'Brickashaw Ferguson,NYJ,LT,,"$11,698,666",11.698666,2015
41,Vontae Davis,IND,CB,,"$11,250,000",11.25,2015
42,Larry Fitzgerald,ARI,WR,,"$10,850,000",10.85,2015
43,Branden Albert,MIA,LT,,"$10,725,000",10.725,2015
44,Trent Williams,WAS,LT,,"$10,600,388",10.600388,2015
45,Ryan Clady,DEN,LT,,"$10,600,000",10.6,2015
46,Cameron Wake,MIA,ED,,"$10,450,000",10.45,2015
47,Nick Mangold,NYJ,C,,"$10,407,100",10.4071,2015
48,Julius Thomas,JAX,TE,,"$10,300,000",10.3,2015
49,Joe Thomas,CLE,LT,,"$10,200,000",10.2,2015
50,Eric Weddle,SD,FS,,"$10,100,000",10.1,2015
51,Brent Grimes,MIA,CB,,"$10,000,000",10.0,2015
52,Mike Wallace,MIN,WR,,"$9,900,000",9.9,2015
53,Von Miller,DEN,ED/OLB,,"$9,754,000",9.754,2015
54,Pierre Garcon,WAS,WR,,"$9,700,000",9.7,2015
55,Andy Dalton,CIN,QB,,"$9,600,000",9.6,2015
56,Leon Hall,CIN,CB,,"$9,600,000",9.6,2015
57,Duane Brown,HOU,LT,,"$9,500,000",9.5,2015
58,Lawrence Timmons,PIT,LB,,"$9,251,250",9.25125,2015
59,DeSean Jackson,WAS,WR,,"$9,250,000",9.25,2015
60,Lardarius Webb,BAL,CB,,"$9,250,000",9.25,2015
61,Matt Forte,CHI,RB,,"$9,200,000",9.2,2015
62,Sam Shields,GB,CB,,"$9,062,500",9.0625,2015
63,Jason Peters,PHI,LT,,"$9,050,000",9.05,2015
64,Geno Atkins,CIN,DL,,"$9,000,000",9.0,2015
65,Brandon Marshall,NYJ,WR,,"$9,000,000",9.0,2015
66,Jared Odrick,JAX,ED,,"$9,000,000",9.0,2015
67,Arian Foster,HOU,RB,,"$8,706,250",8.70625,2015
68,Byron Maxwell,PHI,CB,,"$8,700,000",8.7,2015
69,DeMarcus Ware,DEN,ED,,"$8,666,666",8.666666,2015
70,Rob Gronkowski,NE,TE,,"$8,650,000",8.65,2015
71,Jason McCourty,TEN,CB,,"$8,600,000",8.6,2015
72,Marshawn Lynch,SEA,RB,,"$8,500,000",8.5,2015
73,Haloti Ngata,DET,DL,,"$8,500,000",8.5,2015
74,Jared Veldheer,ARI,RT,,"$8,500,000",8.5,2015
75,Antonio Gates,SD,TE,,"$8,374,264",8.374264,2015
76,Eric Berry,KC,FS,,"$8,357,700",8.3577,2015
77,Jared Cook,STL,TE,,"$8,300,441",8.300441,2015
78,Jonathan Stewart,CAR,RB,,"$8,300,000",8.3,2015
79,Rodger Saffold,STL,G,,"$8,250,000",8.25,2015
80,Everson Griffen,MIN,ED/DE,,"$8,200,000",8.2,2015
81,Paul Kruger,CLE,ED,,"$8,200,000",8.2,2015
82,Victor Cruz,NYG,WR,,"$8,125,000",8.125,2015
83,Michael Griffin,TEN,FS,,"$8,100,000",8.1,2015
84,William Beatty,NYG,LT,,"$8,050,000",8.05,2015
85,Jermon Bushrod,CHI,G,,"$8,050,000",8.05,2015
86,Cliff Avril,SEA,ED,,"$8,000,000",8.0,2015
87,Michael Bennett,SEA,ED,,"$8,000,000",8.0,2015
88,Jimmy Graham,SEA,TE,,"$8,000,000",8.0,2015
89,Alex Mack,CLE,C,,"$8,000,000",8.0,2015
90,Jermey Parnell,JAX,RT,,"$8,000,000",8.0,2015
91,Dan Williams,OAK,DL,,"$8,000,000",8.0,2015
92,Corey Liuget,SD,DL,,"$7,977,000",7.977,2015
93,Jamaal Charles,KC,RB,,"$7,970,835",7.970835,2015
94,Brian Cushing,HOU,LB,,"$7,891,250",7.89125,2015
95,Marcell Dareus,BUF,DL,,"$7,823,530",7.82353,2015
96,Reshad Jones,MIA,SS,,"$7,712,942",7.712942,2015
97,Eugene Monroe,BAL,LT,,"$7,700,000",7.7,2015
98,Navorro Bowman,SF,LB,,"$7,654,000",7.654,2015
99,Thomas Davis,CAR,LB,,"$7,650,000",7.65,2015
100,Joe Staley,SF,LT,,"$7,600,000",7.6,2015
101,T.J. Ward,DEN,SS,,"$7,514,705",7.514705,2015
102,David Harris,NYJ,LB,,"$7,500,000",7.5,2015
103,Andre Johnson,IND,WR,,"$7,500,000",7.5,2015
104,Robert Mathis,IND,ED,,"$7,470,586",7.470586,2015
105,Kareem Jackson,HOU,CB,,"$7,453,125",7.453125,2015
106,Earl Thomas,SEA,FS,,"$7,400,000",7.4,2015
107,Elvis Dumervil,BAL,ED,,"$7,375,000",7.375,2015
108,Carson Palmer,ARI,QB,,"$7,375,000",7.375,2015
109,Jason Pierre-Paul,NYG,ED/DE,,"$7,350,000",7.35,2015
110,John Sullivan,MIN,C,,"$7,333,333",7.333333,2015
111,Russell Okung,SEA,LT,,"$7,280,000",7.28,2015
112,Dominique Rodgers-Cromartie,NYG,CB,,"$7,250,000",7.25,2015
113,Andrew Whitworth,CIN,LT,,"$7,200,000",7.2,2015
114,Rey Maualuga,CIN,LB,,"$7,137,500",7.1375,2015
115,Antonio Brown,PIT,WR,,"$7,120,833",7.120833,2015
116,Arthur Jones,IND,DL,,"$7,100,000",7.1,2015
117,Ahmad Brooks,SF,ED,,"$7,055,000",7.055,2015
118,Russell Wilson,SEA,QB,,"$7,054,868",7.054868,2015
119,Andrew Luck,IND,QB,,"$7,034,363",7.034363,2015
120,Sebastian Vollmer,NE,RT,,"$7,020,833",7.020833,2015
121,Nate Allen,OAK,FS,,"$7,000,000",7.0,2015
122,Connor Barwin,PHI,ED,,"$7,000,000",7.0,2015
123,Desmond Bryant,CLE,DL,,"$7,000,000",7.0,2015
124,Dez Bryant,DAL,WR,,"$7,000,000",7.0,2015
125,Antonio Cromartie,NYJ,CB,,"$7,000,000",7.0,2015
126,Jahri Evans,NO,G,,"$7,000,000",7.0,2015
127,Logan Mankins,TB,G,,"$7,000,000",7.0,2015
128,Mike Pouncey,MIA,C,,"$7,000,000",7.0,2015
129,Josh Sitton,GB,G,,"$7,000,000",7.0,2015
130,Sean Smith,KC,CB,,"$7,000,000",7.0,2015
131,Lamarr Houston,CHI,ED,,"$6,990,000",6.99,2015
132,Marshal Yanda,BAL,G,,"$6,981,764",6.981764,2015
133,Cortez Allen,PIT,CB,,"$6,981,000",6.981,2015
134,Muhammad Wilkerson,NYJ,DL,,"$6,969,000",6.969,2015
135,Aqib Talib,DEN,CB,,"$6,968,750",6.96875,2015
136,Trent Cole,IND,ED,,"$6,953,125",6.953125,2015
137,Kyle Williams,BUF,DL,,"$6,950,000",6.95,2015
138,Anquan Boldin,SF,WR,,"$6,909,000",6.909,2015
139,Prince Amukamara,NYG,CB,,"$6,898,000",6.898,2015
140,Paul Posluszny,JAX,LB,,"$6,885,416",6.885416,2015
141,Anthony Castonzo,IND,LT,,"$6,800,000",6.8,2015
142,Phillip Loadholt,MIN,RT,,"$6,750,000",6.75,2015
143,Donte Whitner,CLE,SS,,"$6,750,000",6.75,2015
144,Jurrell Casey,TEN,DL,,"$6,720,000",6.72,2015
145,Robert Griffin III,WAS,QB,,"$6,719,713",6.719713,2015
146,Mike Iupati,ARI,G,,"$6,700,000",6.7,2015
147,Luke Kuechly,CAR,LB,,"$6,697,018",6.697018,2015
148,Pernell McPhee,CHI,ED,,"$6,675,000",6.675,2015
149,Eric Wood,BUF,C,,"$6,650,000",6.65,2015
150,Marques Colston,NO,WR,,"$6,500,000",6.5,2015
151,Eric Decker,NYJ,WR,,"$6,500,000",6.5,2015
152,Davon House,JAX,CB,,"$6,500,000",6.5,2015
153,Curtis Lofton,OAK,LB,,"$6,500,000",6.5,2015
154,Tramon Williams,CLE,CB,,"$6,500,000",6.5,2015
155,Kyle Rudolph,MIN,TE,,"$6,440,625",6.440625,2015
156,Cameron Heyward,PIT,DL/DT,,"$6,400,000",6.4,2015
157,Austin Howard,OAK,RT,,"$6,400,000",6.4,2015
158,Andre Smith,CIN,G,,"$6,362,500",6.3625,2015
159,Greg Olsen,CAR,TE,,"$6,300,000",6.3,2015
160,Matt Kalil,MIN,LT,,"$6,290,644",6.290644,2015
161,Louis Vasquez,DEN,G,,"$6,250,000",6.25,2015
162,Ryan Kerrigan,WAS,ED,,"$6,238,000",6.238,2015
163,Dennis Pitta,BAL,TE,,"$6,200,000",6.2,2015
164,Jerry Hughes,BUF,ED/DE,,"$6,175,000",6.175,2015
165,Martellus Bennett,CHI,TE,,"$6,125,000",6.125,2015
166,Jason Witten,DAL,TE,,"$6,112,000",6.112,2015
167,Lavonte David,TB,LB/OLB,,"$6,104,642",6.104642,2015
168,Jerod Mayo,NE,LB/ILB,,"$6,100,000",6.1,2015
169,Ndamukong Suh,MIA,DL,,"$6,100,000",6.1,2015
170,Eric Fisher,KC,LT,,"$6,051,954",6.051954,2015
171,Brandon Graham,PHI,DL/DE,,"$6,000,000",6.0,2015
172,Devin McCourty,NE,FS,,"$6,000,000",6.0,2015
173,Emmanuel Sanders,DEN,WR,,"$5,850,000",5.85,2015
174,Greg Toler,IND,CB,,"$5,833,334",5.833334,2015
175,T.J. Lang,GB,G,,"$5,800,000",5.8,2015
176,Stephen Tulloch,DET,LB,,"$5,800,000",5.8,2015
177,Luke Joeckel,JAX,G,,"$5,782,254",5.782254,2015
178,D'Qwell Jackson,IND,LB,,"$5,750,000",5.75,2015
179,Brandon Mebane,SEA,DL,,"$5,700,000",5.7,2015
180,Malcolm Jenkins,PHI,FS,,"$5,666,666",5.666666,2015
181,Brian Robison,MIN,ED,,"$5,650,000",5.65,2015
182,Nate Solder,NE,LT,,"$5,604,666",5.604666,2015
183,Lance Kendricks,STL,TE,,"$5,600,000",5.6,2015
184,Chad Greenway,MIN,LB,,"$5,575,000",5.575,2015
185,Roddy White,ATL,WR,,"$5,556,250",5.55625,2015
186,Jairus Byrd,NO,FS,,"$5,500,000",5.5,2015
187,Karlos Dansby,CLE,LB,,"$5,500,000",5.5,2015
188,LeSean McCoy,BUF,RB,,"$5,500,000",5.5,2015
189,Eddie Royal,CHI,WR,,"$5,500,000",5.5,2015
190,Donald Butler,SD,LB,,"$5,480,000",5.48,2015
191,Sean Lee,DAL,LB,,"$5,450,000",5.45,2015
192,Sen'Derrick Marks,JAX,DL,,"$5,425,000",5.425,2015
193,Donald Penn,OAK,LT,,"$5,400,000",5.4,2015
194,William Moore,ATL,SS,,"$5,368,750",5.36875,2015
195,Randall Cobb,GB,WR,,"$5,350,000",5.35,2015
196,Jerraud Powers,ARI,CB,,"$5,350,000",5.35,2015
197,Delanie Walker,TEN,TE,,"$5,275,000",5.275,2015
198,Dion Jordan,MIA,ED/DE,,"$5,267,276",5.267276,2015
199,Derrick Johnson,KC,LB,,"$5,250,000",5.25,2015
200,Lane Johnson,PHI,RT,,"$5,225,974",5.225974,2015
201,Brian Hoyer,HOU,QB,,"$5,218,750",5.21875,2015
202,Jason Hatcher,WAS,DL,,"$5,203,125",5.203125,2015
203,Morris Claiborne,DAL,CB,,"$5,175,069",5.175069,2015
204,Vontaze Burfict,CIN,LB,,"$5,175,000",5.175,2015
205,Morgan Burnett,GB,SS,,"$5,131,250",5.13125,2015
206,Breno Giacomini,NYJ,RT,,"$5,125,000",5.125,2015
207,Kam Chancellor,SEA,SS,,"$5,119,117",5.119117,2015
208,Clint Boling,CIN,G,,"$5,100,000",5.1,2015
209,Justin Houston,KC,ED,,"$5,100,000",5.1,2015
210,Ezekiel Ansah,DET,ED,,"$5,071,232",5.071232,2015
211,Jadeveon Clowney,HOU,ED/OLB,,"$5,062,045",5.062045,2015
212,Tyron Smith,DAL,LT,,"$5,039,000",5.039,2015
213,Zane Beadles,JAX,G,,"$5,000,000",5.0,2015
214,Charles Clay,BUF,TE,,"$5,000,000",5.0,2015
215,Chris Clemons,JAX,ED,,"$5,000,000",5.0,2015
216,Andrew Hawkins,CLE,WR,,"$5,000,000",5.0,2015
217,DeMarco Murray,PHI,RB,,"$5,000,000",5.0,2015
218,Antrel Rolle,CHI,SS,,"$5,000,000",5.0,2015
219,Justin Tuck,OAK,ED,,"$4,968,750",4.96875,2015
220,Tamba Hali,KC,ED,,"$4,964,706",4.964706,2015
221,Carlos Dunlap,CIN,ED,,"$4,900,000",4.9,2015
222,Leodis McKelvin,BUF,CB,,"$4,900,000",4.9,2015
223,Ryan Tannehill,MIA,QB,,"$4,873,364",4.873364,2015
224,Greg Robinson,STL,LT,,"$4,837,295",4.837295,2015
225,DeAngelo Hall,WAS,CB,,"$4,812,500",4.8125,2015
226,Brent Celek,PHI,TE,,"$4,800,000",4.8,2015
227,Riley Cooper,PHI,WR,,"$4,800,000",4.8,2015
228,Chase Daniel,KC,QB,,"$4,800,000",4.8,2015
229,Reggie Nelson,CIN,FS,,"$4,775,000",4.775,2015
230,Antoine Bethea,SF,SS,,"$4,750,000",4.75,2015
231,Nick Fairley,STL,DL,,"$4,750,000",4.75,2015
232,Rob Ninkovich,NE,LB,,"$4,750,000",4.75,2015
233,K.J. Wright,SEA,LB,,"$4,750,000",4.75,2015
234,Malcom Floyd,SD,WR,,"$4,716,668",4.716668,2015
235,Blake Bortles,JAX,QB,,"$4,694,275",4.694275,2015
236,Sammie Lee Hill,TEN,DL,,"$4,666,668",4.666668,2015
237,Julian Edelman,NE,WR,,"$4,656,250",4.65625,2015
238,Doug Baldwin,SEA,WR,,"$4,650,000",4.65,2015
239,Jameis Winston,TB,QB,,"$4,609,323",4.609323,2015
240,Orlando Franklin,SD,G,,"$4,600,000",4.6,2015
241,Linval Joseph,MIN,DL,,"$4,600,000",4.6,2015
242,Jordy Nelson,GB,WR,,"$4,600,000",4.6,2015
243,Dan Skuta,JAX,LB,,"$4,600,000",4.6,2015
244,Jordan Cameron,MIA,TE,,"$4,562,500",4.5625,2015
245,Sammy Watkins,BUF,WR,,"$4,530,819",4.530819,2015
246,Dwayne Bowe,CLE,WR,,"$4,500,000",4.5,2015
247,Frank Gore,IND,RB,,"$4,500,000",4.5,2015
248,Keenan Lewis,NO,CB,,"$4,500,000",4.5,2015
249,Earl Mitchell,MIA,DL,,"$4,500,000",4.5,2015
250,Derek Newton,HOU,RT,,"$4,500,000",4.5,2015
251,William Hayes,STL,ED,,"$4,480,000",4.48,2015
252,Brian Orakpo,TEN,ED,,"$4,468,750",4.46875,2015
253,Barkevious Mingo,CLE,ED,,"$4,458,273",4.458273,2015
254,Corey Graham,BUF,FS,,"$4,450,000",4.45,2015
255,Koa Misi,MIA,LB,,"$4,438,000",4.438,2015
256,Marcus Mariota,TEN,QB,,"$4,402,541",4.402541,2015
257,Jason Kelce,PHI,C,,"$4,400,000",4.4,2015
258,DeAndre Levy,DET,LB,,"$4,400,000",4.4,2015
259,Paul Soliai,ATL,DL,,"$4,400,000",4.4,2015
260,Orlando Scandrick,DAL,CB,,"$4,382,271",4.382271,2015
261,Mike Scifres,SD,P,,"$4,347,500",4.3475,2015
262,Captain Munnerlyn,MIN,CB,,"$4,333,333",4.333333,2015
263,Kenny Britt,STL,WR,,"$4,300,000",4.3,2015
264,Kory Lichtensteiger,WAS,C,,"$4,300,000",4.3,2015
265,Maurkice Pouncey,PIT,C,,"$4,296,000",4.296,2015
266,James Laurinaitis,STL,LB,,"$4,275,000",4.275,2015
267,Bruce Carter,TB,LB,,"$4,250,000",4.25,2015
268,Brandon Flowers,SD,CB,,"$4,250,000",4.25,2015
269,Kendall Langford,IND,DL,,"$4,250,000",4.25,2015
270,Michael Neal,GB,ED,,"$4,250,000",4.25,2015
271,Stephen Paea,WAS,DL,,"$4,250,000",4.25,2015
272,Alterraun Verner,TB,CB,,"$4,250,000",4.25,2015
273,Erik Walden,IND,ED,,"$4,250,000",4.25,2015
274,Khalil Mack,OAK,ED/DE,,"$4,244,773",4.244773,2015
275,Charles Woodson,OAK,SS,,"$4,200,000",4.2,2015
276,Cameron Jordan,NO,ED/DE,,"$4,169,000",4.169,2015
277,Steve Smith,BAL,WR,,"$4,166,666",4.166666,2015
278,Jon Beason,NYG,LB,,"$4,154,166",4.154166,2015
279,Dante Fowler Jr.,JAX,ED,,"$4,153,955",4.153955,2015
280,Heath Miller,PIT,TE,,"$4,151,666",4.151666,2015
281,Phil Dawson,SF,K,,"$4,134,000",4.134,2015
282,King Dunlap,SD,LT,,"$4,125,000",4.125,2015
283,Amari Cooper,OAK,WR,,"$4,120,566",4.120566,2015
284,Darren Sproles,PHI,RB,,"$4,100,000",4.1,2015
285,Chris Culliver,WAS,CB,,"$4,073,529",4.073529,2015
286,Perry Riley,WAS,LB,,"$4,049,804",4.049804,2015
287,Nick Foles,STL,QB,,"$4,042,000",4.042,2015
288,Mike Daniels,GB,DL,,"$4,022,996",4.022996,2015
289,David Hawthorne,NO,LB,,"$4,010,000",4.01,2015
290,Dashon Goldson,WAS,FS,,"$4,000,000",4.0,2015
291,Percy Harvin,BUF,WR,,"$4,000,000",4.0,2015
292,Terrance Knighton,WAS,DL,,"$4,000,000",4.0,2015
293,Shawn Lauvao,WAS,G,,"$4,000,000",4.0,2015
294,Derrick Morgan,TEN,ED,,"$4,000,000",4.0,2015
295,Jabaal Sheard,NE,LB,,"$4,000,000",4.0,2015
296,Malcolm Smith,OAK,LB,,"$4,000,000",4.0,2015
297,Jason Jones,DET,ED,,"$3,983,333",3.983333,2015
298,Jonathan Cooper,ARI,G,,"$3,967,910",3.96791,2015
299,Terrell Suggs,BAL,ED,,"$3,950,000",3.95,2015
300,Garrett Graham,HOU,TE,,"$3,921,875",3.921875,2015
301,Josh McCown,CLE,QB,,"$3,916,666",3.916666,2015
302,Aaron Williams,BUF,SS,,"$3,900,000",3.9,2015
303,Daryl Smith,BAL,LB,,"$3,875,000",3.875,2015
304,Drew Stanton,ARI,QB,,"$3,866,668",3.866668,2015
305,Brandon Scherff,WAS,G,,"$3,857,388",3.857388,2015
306,Tyson Jackson,ATL,ED,,"$3,850,000",3.85,2015
307,Marcedes Lewis,JAX,TE,,"$3,850,000",3.85,2015
308,Roy Miller,JAX,DL,,"$3,850,000",3.85,2015
309,Sean Weatherspoon,ARI,LB,,"$3,850,000",3.85,2015
310,Stephon Gilmore,BUF,CB,,"$3,844,959",3.844959,2015
311,Dustin Colquitt,KC,P,,"$3,800,000",3.8,2015
312,Brandon Pettigrew,DET,TE,,"$3,800,000",3.8,2015
313,Henry Melton,TB,DL,,"$3,750,000",3.75,2015
314,Andre Roberts,WAS,WR,,"$3,750,000",3.75,2015
315,Mark Sanchez,PHI,QB,,"$3,750,000",3.75,2015
316,Evan Smith,TB,C,,"$3,750,000",3.75,2015
317,Jake Matthews,ATL,LT,,"$3,733,978",3.733978,2015
318,Alex Boone,SF,G,,"$3,723,000",3.723,2015
319,Devin Hester,ATL,WR,,"$3,708,333",3.708333,2015
320,Domata Peko,CIN,DL,,"$3,700,000",3.7,2015
321,Da'Norris Searcy,TEN,SS,,"$3,625,000",3.625,2015
322,Jonathan Babineaux,ATL,DL,,"$3,619,791",3.619791,2015
323,Ropati Pitoitua,TEN,DL,,"$3,612,500",3.6125,2015
324,Sebastian Janikowski,OAK,K,,"$3,610,000",3.61,2015
325,Dontari Poe,KC,DL,,"$3,601,822",3.601822,2015
326,Stephen Gostkowski,NE,K,,"$3,600,000",3.6,2015
327,Robbie Gould,CHI,K,,"$3,600,000",3.6,2015
328,Jimmy Smith,BAL,CB,,"$3,600,000",3.6,2015
329,Torrey Smith,SF,WR,,"$3,600,000",3.6,2015
330,Marcel Reece,OAK,FB,,"$3,580,838",3.580838,2015
331,Glover Quin,DET,FS,,"$3,572,500",3.5725,2015
332,Bryan Bulaga,GB,RT,,"$3,568,750",3.56875,2015
333,Mason Crosby,GB,K,,"$3,550,000",3.55,2015
334,Joique Bell,DET,RB,,"$3,500,000",3.5,2015
335,Chad Henne,JAX,QB,,"$3,500,000",3.5,2015
336,Brandon LaFell,NE,WR,,"$3,500,000",3.5,2015
337,Vince Wilfork,HOU,DL,,"$3,500,000",3.5,2015
338,Wesley Woodyard,TEN,LB,,"$3,500,000",3.5,2015
339,Brandon Fusco,MIN,G,,"$3,485,000",3.485,2015
340,Tavon Austin,STL,WR,,"$3,477,546",3.477546,2015
341,Dee Milliner,NYJ,CB,,"$3,453,010",3.45301,2015
342,Mike Tolbert,CAR,FB,,"$3,425,000",3.425,2015
343,Jeremy Maclin,KC,WR,,"$3,400,000",3.4,2015
344,Thomas Morstead,NO,P,,"$3,400,000",3.4,2015
345,Leonard Williams,NYJ,DL/DE,,"$3,387,430",3.38743,2015
346,Matt Bosher,ATL,P,,"$3,355,000",3.355,2015
347,Dexter McCluster,TEN,RB,,"$3,350,000",3.35,2015
348,Erik Pears,SF,RT,,"$3,350,000",3.35,2015
349,Lee Smith,OAK,TE,,"$3,350,000",3.35,2015
350,Perrish Cox,TEN,CB,,"$3,333,333",3.333333,2015
351,Mike Evans,TB,WR,,"$3,325,341",3.325341,2015
352,Steven Hauschka,SEA,K,,"$3,325,000",3.325,2015
353,Chance Warmack,TEN,G,,"$3,318,177",3.318177,2015
354,Matt Slauson,CHI,G,,"$3,267,500",3.2675,2015
355,Fletcher Cox,PHI,DL,,"$3,258,036",3.258036,2015
356,Marcus Gilbert,PIT,RT,,"$3,256,000",3.256,2015
357,Barry Church,DAL,SS,,"$3,250,000",3.25,2015
358,Ryan Fitzpatrick,NYJ,QB,,"$3,250,000",3.25,2015
359,Shaun Hill,MIN,QB,,"$3,250,000",3.25,2015
360,Clinton McDonald,TB,DL,,"$3,250,000",3.25,2015
361,Walter Thurmond,PHI,FS,,"$3,250,000",3.25,2015
362,Allen Bailey,KC,DL,,"$3,231,250",3.23125,2015
363,Michael Crabtree,OAK,WR,,"$3,200,000",3.2,2015
364,Pat McAfee,IND,P,,"$3,200,000",3.2,2015
365,Zach Strief,NO,RT,,"$3,200,000",3.2,2015
366,Michael Floyd,ARI,WR,,"$3,172,750",3.17275,2015
367,Willie Young,CHI,ED,,"$3,166,666",3.166666,2015
368,Brooks Reed,ATL,ED,,"$3,140,000",3.14,2015
369,T.Y. Hilton,IND,WR,,"$3,131,850",3.13185,2015
370,Marcus Gilchrist,NYJ,SS,,"$3,125,000",3.125,2015
371,Danny Amendola,NE,WR,,"$3,116,666",3.116666,2015
372,D.J. Fluker,SD,G,,"$3,109,771",3.109771,2015
373,Jermaine Gresham,ARI,TE,,"$3,109,375",3.109375,2015
374,Mike Adams,IND,SS,,"$3,100,000",3.1,2015
375,Graham Gano,CAR,K,,"$3,100,000",3.1,2015
376,Manny Lawson,BUF,LB,,"$3,100,000",3.1,2015
377,Vincent Rey,CIN,LB,,"$3,100,000",3.1,2015
378,Daryl Washington,ARI,LB,,"$3,100,000",3.1,2015
379,Golden Tate,DET,WR,,"$3,096,250",3.09625,2015
380,Joe Reitz,IND,G,,"$3,062,500",3.0625,2015
381,Greg Hardy,DAL,ED,,"$3,041,379",3.041379,2015
382,Michael Brockers,STL,DL,,"$3,029,727",3.029727,2015
383,Mychal Kendricks,PHI,ED,,"$3,014,141",3.014141,2015
384,Kevin White,CHI,WR,,"$3,011,463",3.011463,2015
385,Tyson Alualu,JAX,ED,,"$3,000,000",3.0,2015
386,Alan Ball,CHI,CB,,"$3,000,000",3.0,2015
387,Doug Free,DAL,RT,,"$3,000,000",3.0,2015
388,Toby Gerhart,JAX,RB,,"$3,000,000",3.0,2015
389,Chris Harris,DEN,CB,,"$3,000,000",3.0,2015
390,Matt Hasselbeck,IND,QB,,"$3,000,000",3.0,2015
391,Rahim Moore,HOU,FS,,"$3,000,000",3.0,2015
392,Manuel Ramirez,DET,G,,"$3,000,000",3.0,2015
393,DeMeco Ryans,PHI,LB,,"$3,000,000",3.0,2015
394,Aldon Smith,OAK,LB,,"$3,000,000",3.0,2015
395,Max Unger,NO,C,,"$3,000,000",3.0,2015
396,Chris Baker,WAS,DL,,"$2,984,375",2.984375,2015
397,Whitney Mercilus,HOU,ED,,"$2,979,030",2.97903,2015
398,Bobby Wagner,SEA,LB/ILB,,"$2,970,663",2.970663,2015
399,Randy Starks,CLE,DL,,"$2,968,750",2.96875,2015
400,Akeem Ayers,STL,LB,,"$2,921,875",2.921875,2015
401,Evan Mathis,DEN,G,,"$2,921,875",2.921875,2015
402,Justin Gilbert,CLE,CB,,"$2,916,705",2.916705,2015
403,Nolan Carroll,PHI,CB,,"$2,900,000",2.9,2015
404,Anthony Barr,MIN,LB,,"$2,896,250",2.89625,2015
405,Bruce Irvin,SEA,LB,,"$2,895,542",2.895542,2015
406,Andy Levitre,ATL,G,,"$2,875,000",2.875,2015
407,Geoff Schwartz,NYG,G,,"$2,845,833",2.845833,2015
408,Tyrone Crawford,DAL,ED,,"$2,828,813",2.828813,2015
409,Matt Bryant,ATL,K,,"$2,827,083",2.827083,2015
410,John Greco,CLE,G,,"$2,825,000",2.825,2015
411,Mackenzy Bernadeau,DAL,C,,"$2,824,166",2.824166,2015
412,D.J. Hayden,OAK,CB,,"$2,815,554",2.815554,2015
413,Rashad Jennings,NYG,RB,,"$2,812,500",2.8125,2015
414,Steve McLendon,PIT,DL,,"$2,808,334",2.808334,2015
415,Chris Chester,ATL,G,,"$2,800,000",2.8,2015
416,Tramaine Brock,SF,CB,,"$2,790,000",2.79,2015
