player_name,team,position,year,total_contract_value_millions,guaranteed_money_millions
Hicks Elijah Hicks,CHI,CB,2015,3.737008,0.077008
Williams Chris Williams,CHI,DL,2015,3.263,0.0
Walker Jahdae Walker,CHI,WR,2015,2.985,0.17
Hankins Deion Hankins,CHI,RB,2015,2.965,0.0
Smythe Durham Smythe,CHI,TE,2015,2.5,1.5
Keenum Case Keenum,CHI,QB,2015,2.25,2.155
Homer Travis Homer,CHI,RB,2015,1.75,1.0
Zaccheaus Olamide Zaccheaus,CHI,WR,2015,1.5,0.75
Scales Patrick Scales,CHI,LS,2015,1.3775,1.1525
McCloud Nick McCloud,CHI,CB,2015,1.32,0.05
Flowers Dallis Flowers,CHI,CB,2015,1.215,0.0
Sewell Nephi Sewell,CHI,LB,2015,1.215,0.0
Jones Jaylon Jones,CHI,S,2015,1.2,0.05
Gardner-Johnson Chauncey Gardner-Johnson,CHI,S,2015,1.17,0.0
Duvernay Devin Duvernay,CHI,WR,2015,1.17,0.0
Daly Scott Daly,CHI,LS,2015,1.17,0.0
Garvin Jonathan Garvin,CHI,ED,2015,1.145,0.0
Carlson Stephen Carlson,CHI,TE,2015,1.145,0.0
Colbert Adrian Colbert,CHI,S,2015,1.125,0.0
Wright Nahshon Wright,CHI,CB,2015,1.1,0.0
Kalinic Nikola Kalinic,CHI,TE,2015,1.075,0.0
Brown Brittain Brown,CHI,RB,2015,1.075,0.0
Alexander Maurice Alexander,CHI,WR,2015,1.075,0.0
Webster Nsimba Webster,CHI,WR,2015,1.055,0.0
McFadden Jordan McFadden,CHI,G,2015,1.03,0.0
Hardy Daniel Hardy,CHI,ED,2015,1.03,0.0
Kromah Jamree Kromah,CHI,ED,2015,1.005,0.0
Hampton Dominique Hampton,CHI,S,2015,1.005,0.0
Owens Gervarrius Owens,CHI,S,2015,1.005,0.0
Hergel Kyle Hergel,CHI,G,2015,1.005,0.0
Ismail Qadir Ismail,CHI,WR,2015,0.885,0.0
Richardson John Richardson,CHI,WR,2015,0.885,0.0
Martin Jeremiah Martin,CHI,ED,2015,0.885,0.0
Elkin Luke Elkin,CHI,LS,2015,0.885,0.0
Manning Dontae Manning,CHI,CB,2015,0.885,0.0
Benedet Theo Benedet,CHI,G,2015,0.84,0.0
Coleman Douglas Coleman,CHI,S,2015,0.795,0.0
Burrow Joe Burrow,CIN,QB,2015,275.0,146.51
Chase Ja'Marr Chase,CIN,WR,2015,161.0,73.9
Higgins Tee Higgins,CIN,WR,2015,115.0,30.0
Brown Jr. Orlando Brown Jr.,CIN,LT,2015,64.092,31.1
Hill B.J. Hill,CIN,DL,2015,33.0,11.0
Hendrickson Trey Hendrickson,CIN,ED,2015,29.0,0.0
Gesicki Mike Gesicki,CIN,TE,2015,25.5,6.5
Stewart Shemar Stewart,CIN,ED,2015,18.969276,18.969276
Mims Amarius Mims,CIN,RT,2015,15.371558,15.371558
Slaton Tedarrell Slaton,CIN,DL,2015,14.1,5.0
McPherson Evan McPherson,CIN,K,2015,14.0,5.0
Murphy Myles Murphy,CIN,ED,2015,12.587262,12.587262
Hill Daxton Hill,CIN,S,2015,11.667013,11.667013
Sample Drew Sample,CIN,TE,2015,10.5,2.35
Knight Jr. Demetrius Knight Jr.,CIN,LB,2015,9.012482,7.114208
Jenkins Kris Jenkins,CIN,DL,2015,7.860464,5.480322
Ossai Joseph Ossai,CIN,ED,2015,6.5,3.0
Fairchild Dylan Fairchild,CIN,G,2015,6.42118,1.309948
Turner D.J. Turner,CIN,CB,2015,6.160043,3.260034
Karras Ted Karras,CIN,C,2015,6.0,3.0
Ford Cody Ford,CIN,G,2015,6.0,1.0
Taylor-Britt Cam Taylor-Britt,CIN,CB,2015,5.952727,1.509256
Jackson McKinnley Jackson,CIN,DL,2015,5.596312,0.890044
Battle Jordan Battle,CIN,S,2015,5.325017,0.87274
Carter Barrett Carter,CIN,LB,2015,5.182116,0.982116
Burks Oren Burks,CIN,LB,2015,5.0,0.75
Stone Geno Stone,CIN,S,2015,4.9,1.5
All Erick All,CIN,TE,2015,4.813104,0.793104
Jefferson Jordan Jefferson,CIN,DL,2015,4.803076,0.783076
Rivers Jalen Rivers,CIN,G,2015,4.62098,0.42098
Jones Charlie Jones,CIN,WR,2015,4.518776,0.678776
Brooks Tahj Brooks,CIN,RB,2015,4.430856,0.230856
Newton Josh Newton,CIN,CB,2015,4.357276,0.337276
Flacco Joe Flacco,CIN,QB,2015,4.25,3.0
Johnson Cedric Johnson,CIN,ED,2015,4.158388,0.138388
Anthony Daijahn Anthony,CIN,S,2015,4.137784,0.117784
Brown Chase Brown,CIN,RB,2015,4.126156,0.286156
Lee Matt Lee,CIN,C,2015,4.121752,0.101752
Iosivas Andrei Iosivas,CIN,WR,2015,3.999384,0.159384
Smith D'ante Smith,CIN,LT,2015,3.979344,0.499344
Anderson Tycen Anderson,CIN,S,2015,3.966084,0.306084
Ivey D.J. Ivey,CIN,CB,2015,3.920652,0.080652
Evans Chris Evans,CIN,RB,2015,3.652888,0.172888
Perine Samaje Perine,CIN,RB,2015,3.6,0.04
Meyers Dohnte Meyers,CIN,WR,2015,3.11,0.01
Wagner William Wagner,CIN,LS,2015,2.975,0.01
Fant Noah Fant,CIN,TE,2015,2.75,1.0
Volson Cordell Volson,CIN,G,2015,2.6,0.5
Patrick Lucas Patrick,CIN,G,2015,2.1,0.2
Rehkow Ryan Rehkow,CIN,P,2015,2.035,0.0
Browning Jake Browning,CIN,QB,2015,1.945,0.0
Williams Ke’Shawn Williams,CIN,WR,2015,1.845,0.0
Wilson Marco Wilson,CIN,CB,2015,1.52,0.15
Hudson Tanner Hudson,CIN,TE,2015,1.35,0.05
Risner Dalton Risner,CIN,G,2015,1.3375,0.1675
Giles-Harris Joe Giles-Harris,CIN,LB,2015,1.235,0.0
Sample Cameron Sample,CIN,ED,2015,1.225,0.1
Bell Vonn Bell,CIN,S,2015,1.21,0.0
Davis Jalen Davis,CIN,CB,2015,1.17,0.0
Yeast Russ Yeast,CIN,S,2015,1.145,0.0
Foskey Isaiah Foskey,CIN,LB,2015,1.145,0.0
Brightwell Gary Brightwell,CIN,RB,2015,1.145,0.0
Asamoah Brian Asamoah,CIN,LB,2015,1.1,0.0
Heyward Shaka Heyward,CIN,LB,2015,1.095,0.0
Clifford Sean Clifford,CIN,QB,2015,1.075,0.0
Tinsley Mitchell Tinsley,CIN,WR,2015,1.075,0.0
Grandy Cam Grandy,CIN,TE,2015,1.075,0.0
Jules P.J. Jules,CIN,S,2015,1.005,0.0
Anderson Liam Anderson,CIN,LB,2015,1.005,0.0
Cross Howard Cross,CIN,DL,2015,1.005,0.0
Lux Bralyn Lux,CIN,CB,2015,1.005,0.0
Foster Javon Foster,CIN,RT,2015,1.005,0.0
Bayer Jacob Bayer,CIN,C,2015,0.885,0.0
Coker Andrew Coker,CIN,RT,2015,0.885,0.0
Powell-Ryland Antwaun Powell-Ryland,CIN,LB,2015,0.885,0.0
Moore Jordan Moore,CIN,WR,2015,0.885,0.0
Kimber Jalen Kimber,CIN,S,2015,0.885,0.0
Johnson Xavier Johnson,CIN,WR,2015,0.885,0.0
Watson Deshaun Watson,CLE,QB,2015,230.0,230.0
Garrett Myles Garrett,CLE,ED,2015,160.0,88.8
Ward Denzel Ward,CLE,CB,2015,100.5,44.5
Campbell Tyson Campbell,CLE,CB,2015,76.5,31.4
Teller Wyatt Teller,CLE,G,2015,56.8,16.591
Njoku David Njoku,CLE,TE,2015,54.75,17.0
Jeudy Jerry Jeudy,CLE,WR,2015,52.5,41.0
Conklin Jack Conklin,CLE,RT,2015,45.0,15.318333
Graham Mason Graham,CLE,DL,2015,40.874192,40.874192
Owusu-Koramoah Jeremiah Owusu-Koramoah,CLE,LB,2015,37.5,20.0
Delpit Grant Delpit,CLE,S,2015,36.0,14.909558
Wright Alex Wright,CLE,ED,2015,33.0,12.30511
Collins Maliek Collins,CLE,DL,2015,20.0,13.0
Pocic Ethan Pocic,CLE,C,2015,18.0,6.0
Bitonio Joel Bitonio,CLE,G,2015,15.0,14.602942
Robinson Cam Robinson,CLE,LT,2015,12.0,10.75
Schwesinger Carson Schwesinger,CLE,LB,2015,11.8004,11.8004
Judkins Quinshon Judkins,CLE,RB,2015,11.402136,11.402136
Harris Shelby Harris,CLE,DL,2015,9.0,3.99
Hall Michael Hall,CLE,DL,2015,7.069828,4.37941
Fannin Jr. Harold Fannin Jr.,CLE,TE,2015,6.742886,1.543916
Lucas Cornelius Lucas,CLE,LT,2015,6.5,3.255
Gabriel Dillon Gabriel,CLE,QB,2015,6.226322,1.168232
Zinter Zak Zinter,CLE,G,2015,5.73474,0.99072
Tillman Cedric Tillman,CLE,WR,2015,5.614512,1.080336
Emerson Martin Emerson,CLE,CB,2015,5.471289,1.15912
Thomas Cam Thomas,CLE,ED,2015,5.144337,0.921336
Sampson Dylan Sampson,CLE,RB,2015,5.130564,0.930564
Sanders Shedeur Sanders,CLE,QB,2015,4.64738,0.44738
Jones Dawand Jones,CLE,RT,2015,4.632332,0.792332
McGuire Isaiah McGuire,CLE,ED,2015,4.551932,0.711932
Harden Myles Harden,CLE,CB,2015,4.130332,0.110332
Leveston KT Leveston,CLE,G,2015,4.100736,0.080736
Wypler Luke Wypler,CLE,C,2015,4.019972,0.179972
Bojorquez Corey Bojorquez,CLE,P,2015,4.0,2.75
Bush Devin Bush,CLE,LB,2015,3.25,2.97
Jenkins Teven Jenkins,CLE,G,2015,3.05,2.67
Bond Isaiah Bond,CLE,WR,2015,3.018,3.018
Huntington Adin Huntington,CLE,DL,2015,2.985,0.18
Osborne Justin Osborne,CLE,C,2015,2.98,0.05
McMillon Donovan McMillon,CLE,S,2015,2.975,0.21
Mascarenas-Arnold Easton Mascarenas-Arnold,CLE,LB,2015,2.975,0.11
Sanders Raheim Sanders,CLE,RB,2015,2.97,0.005
Diabate Mohamoud Diabate,CLE,LB,2015,2.72,0.25
Hickman Ronnie Hickman,CLE,S,2015,2.715,0.22
Green Kendrick Green,CLE,G,2015,2.385,0.0
Ulofoshio Edefuan Ulofoshio,CLE,LB,2015,2.035,0.0
Byers Jeremiah Byers,CLE,T,2015,1.845,0.0
Jones Dom Jones,CLE,CB,2015,1.845,0.0
Eguakun Kingsley Eguakun,CLE,C,2015,1.845,0.0
Larvadain Gage Larvadain,CLE,WR,2015,1.845,0.0
Edmonds Chris Edmonds,CLE,S,2015,1.845,0.0
Watson Nathaniel Watson,CLE,LB,2015,1.755,0.0
Sunahara Rex Sunahara,CLE,LS,2015,1.755,0.0
Ford Jerome Ford,CLE,RB,2015,1.75,1.75
Carter Deandre Carter,CLE,WR,2015,1.4225,0.7675
Baker Jerome Baker,CLE,LB,2015,1.4225,0.7175
Jenkins Rayshawn Jenkins,CLE,S,2015,1.4225,1.1675
McLeod Rodney McLeod,CLE,S,2015,1.3775,0.7675
Phillips Tyre Phillips,CLE,T,2015,1.215,0.0
Swaim Geoff Swaim,CLE,TE,2015,1.21,0.0
Williams Trayveon Williams,CLE,RB,2015,1.17,0.0
Foreman D'Onta Foreman,CLE,RB,2015,1.125,0.0
Kamara Sam Kamara,CLE,DL,2015,1.1,0.0
Webb Sam Webb,CLE,CB,2015,1.1,0.0
Ross D'Angelo Ross,CLE,CB,2015,1.1,0.0
Avery Tre Avery,CLE,S,2015,1.1,0.0
Kelly John Kelly,CLE,RB,2015,1.055,0.0
Whiteheart Blake Whiteheart,CLE,TE,2015,1.03,0.0
Kendall Anthony Kendall,CLE,CB,2015,0.96,0.0
Bates Brenden Bates,CLE,TE,2015,0.96,0.0
Corley Malachi Corley,CLE,WR,2015,0.96,0.0
Thrash Jamari Thrash,CLE,WR,2015,0.96,0.0
Reid Winston Reid,CLE,LB,2015,0.96,0.0
Wooden Isaiah Wooden,CLE,WR,2015,0.885,0.0
Constantinou Nik Constantinou,CLE,P,2015,0.885,0.0
Prieskorn Caden Prieskorn,CLE,TE,2015,0.885,0.0
Marshall Ahmani Marshall,CLE,RB,2015,0.885,0.0
Floriea Luke Floriea,CLE,WR,2015,0.885,0.0
Conley Jack Conley,CLE,G,2015,0.885,0.0
Cannella Sal Cannella,CLE,TE,2015,0.885,0.0
Szmyt Andre Szmyt,CLE,K,2015,0.84,0.0
Prescott Dak Prescott,DAL,QB,2015,240.0,129.0
Lamb CeeDee Lamb,DAL,WR,2015,136.0,67.0
Smith Tyler Smith,DAL,G,2015,96.0,41.271
Williams Quinnen Williams,DAL,DL,2015,96.0,47.835
Bland DaRon Bland,DAL,CB,2015,90.0,36.346
Steele Terence Steele,DAL,RT,2015,82.5,23.554
Odighizuwa Osa Odighizuwa,DAL,DL,2015,80.0,39.0
Clark Kenny Clark,DAL,DL,2015,64.0,17.5
Ferguson Jake Ferguson,DAL,TE,2015,50.0,21.406
Wilson Logan Wilson,DAL,ED,2015,36.0,10.0
Booker Tyler Booker,DAL,G,2015,22.553718,22.553718
Hooker Malik Hooker,DAL,S,2015,21.0,11.0
Wilson Donovan Wilson,DAL,S,2015,21.0,13.5
Murray Kenneth Murray,DAL,LB,2015,15.5,7.49
Turpin Kavontae Turpin,DAL,WR,2015,13.5,5.0
Guyton Tyler Guyton,DAL,LT,2015,13.155806,13.155806
Ezeiruaku Donovan Ezeiruaku,DAL,ED,2015,10.155086,8.775719
Bell Markquese Bell,DAL,S,2015,9.0,6.2
Mingo Jonathan Mingo,DAL,WR,2015,8.856595,6.898887
Luepke Hunter Luepke,DAL,FB,2015,7.0,5.03
Pickens George Pickens,DAL,WR,2015,6.752179,3.102593
Williams Sam Williams,DAL,DL,2015,6.526744,2.997141
Revel Jr. Shavon Revel Jr.,DAL,CB,2015,6.506742,1.372176
Anger Bryan Anger,DAL,P,2015,6.4,3.3
Schoonmaker Luke Schoonmaker,DAL,TE,2015,6.266688,3.342441
Fowler Jr. Dante Fowler Jr.,DAL,ED,2015,6.0,5.0
Thomas Solomon Thomas,DAL,DL,2015,6.0,3.0
Beebe Cooper Beebe,DAL,C,2015,5.939718,1.139796
Liufau Marist Liufau,DAL,LB,2015,5.691514,0.959284
Overshown DeMarvion Overshown,DAL,ED,2015,5.390028,0.92002
Tolbert Jalen Tolbert,DAL,WR,2015,5.135719,0.915068
Blue Jaydon Blue,DAL,RB,2015,4.627068,0.427068
James Shemar James,DAL,LB,2015,4.623436,0.423436
Sieg Trent Sieg,DAL,LS,2015,4.45,1.805
Cornelius Ajani Cornelius,DAL,T,2015,4.413976,0.213976
Toia Jay Toia,DAL,DL,2015,4.353116,0.153116
Mafah Phil Mafah,DAL,RB,2015,4.311532,0.111532
Bridges Trikweze Bridges,DAL,CB,2015,4.301672,0.101672
Keegan Trevor Keegan,DAL,G,2015,4.274276,0.254276
Carson Caelen Carson,DAL,CB,2015,4.274276,0.254276
Milton III Joe Milton III,DAL,QB,2015,4.203316,0.183316
Thomas Nathan Thomas,DAL,G,2015,4.125972,0.105972
Jones Robert Jones,DAL,G,2015,3.75,3.0
Clowney Jadeveon Clowney,DAL,LB,2015,3.45,1.25
Williams Javonte Williams,DAL,RB,2015,3.0,1.0
Barron Justin Barron,DAL,WR,2015,2.965,0.0
Spann-Ford Brevyn Spann-Ford,DAL,TE,2015,2.85,0.245
Bass T.J. Bass,DAL,G,2015,2.705,0.15
Aubrey Brandon Aubrey,DAL,K,2015,2.695,0.0
Joseph Linval Joseph,DAL,DT,2015,2.5,2.0
Turner Payton Turner,DAL,ED,2015,2.5,2.0
Abanikanda Israel Abanikanda,DAL,RB,2015,2.265,0.0
Land Isaiah Land,DAL,ED,2015,2.265,0.0
Houston James Houston,DAL,LB,2015,2.175,0.0
Davis Malik Davis,DAL,RB,2015,2.175,0.0
Childress Zion Childress,DAL,S,2015,2.125,0.0
Wood Julius Wood,DAL,S,2015,2.125,0.0
Flournoy Ryan Flournoy,DAL,WR,2015,2.035,0.0
Winfrey Perrion Winfrey,DAL,DL,2015,2.035,0.0
Odeleye Adedayo Odeleye,DAL,ED,2015,1.935,0.0
Johnson Marcellus Johnson,DAL,LT,2015,1.935,0.0
Holden Traeshon Holden,DAL,WR,2015,1.935,0.0
Clark Alijah Clark,DAL,S,2015,1.845,0.0
Butler Josh Butler,DAL,S,2015,1.755,0.0
Sanborn Jack Sanborn,DAL,LB,2015,1.5,0.15
Sanders Miles Sanders,DAL,RB,2015,1.3375,0.0
Goodwin C.J. Goodwin,DAL,CB,2015,1.255,0.0
Leverett Nick Leverett,DAL,G,2015,1.215,0.0
Campbell Parris Campbell,DAL,WR,2015,1.215,0.0
Vigil Nick Vigil,DAL,OLB,2015,1.21,0.0
Adeniji Hakeem Adeniji,DAL,LT,2015,1.17,0.0
Ballentine Corey Ballentine,DAL,CB,2015,1.17,0.0
Hoffman Brock Hoffman,DAL,C,2015,1.1,0.0
Thomas Juanyeh Thomas,DAL,S,2015,1.03,0.0
Steward Reddy Steward,DAL,CB,2015,0.84,0.0
Bonitto Nik Bonitto,DEN,ED,2015,106.0,38.346
Allen Zach Allen,DEN,DL,2015,102.0,44.25
Surtain II Patrick Surtain II,DEN,CB,2015,96.0,40.688565
Sutton Courtland Sutton,DEN,WR,2015,92.0,40.0
McGlinchey Mike McGlinchey,DEN,RT,2015,87.5,35.0
Bolles Garett Bolles,DEN,LT,2015,82.0,23.735
Meinerz Quinn Meinerz,DEN,G,2015,72.0,24.0
Cooper Jonathon Cooper,DEN,ED,2015,60.0,17.606
Powers Ben Powers,DEN,G,2015,51.5,27.0
Wattenberg Luke Wattenberg,DEN,C,2015,48.0,13.0
Jones D.J. Jones,DEN,DL,2015,39.0,26.0
Hufanga Talanoa Hufanga,DEN,S,2015,39.0,20.0
Greenlaw Dre Greenlaw,DEN,LB,2015,31.5,11.5
Roach Malcolm Roach,DEN,DL,2015,27.8,9.746667
Engram Evan Engram,DEN,TE,2015,23.0,16.5
Jones Brandon Jones,DEN,S,2015,20.0,11.0
Nix Bo Nix,DEN,QB,2015,18.613166,18.613166
Barron Jahdae Barron,DEN,CB,2015,18.073176,18.073176
Singleton Alex Singleton,DEN,LB,2015,18.0,9.0
Lutz Wil Lutz,DEN,K,2015,16.1,7.711666
Franklin-Myers John Franklin-Myers,DEN,DL,2015,15.0,8.0
Stidham Jarrett Stidham,DEN,QB,2015,12.0,6.99
Trautman Adam Trautman,DEN,TE,2015,7.5,5.0
Harvey RJ Harvey,DEN,RB,2015,7.35968,4.727298
Peart Matt Peart,DEN,LT,2015,7.0,3.245
Locke P.J. Locke,DEN,S,2015,7.0,3.245
Bryant Pat Bryant,DEN,WR,2015,6.58108,1.42624
Jones Sai'vion Jones,DEN,DL,2015,6.161184,1.12086
Mims Marvin Mims,DEN,WR,2015,6.068635,3.189399
Elliss Jonah Elliss,DEN,ED,2015,5.870714,1.089608
Sanders Drew Sanders,DEN,LB,2015,5.734728,1.170712
Moss Riley Moss,DEN,CB,2015,5.447487,0.961808
Robinson Que Robinson,DEN,ED,2015,5.054256,0.854256
Franklin Troy Franklin,DEN,WR,2015,4.874836,0.854836
Uwazurike Eyioma Uwazurike,DEN,DL,2015,4.425868,0.765868
Crawshaw Jeremy Crawshaw,DEN,P,2015,4.37428,0.17428
Abrams-Draine Kris Abrams-Draine,DEN,CB,2015,4.368272,0.348272
Fraboni Mitchell Fraboni,DEN,LS,2015,4.175,1.7
Skinner JL Skinner,DEN,S,2015,4.03622,0.19622
Wattenberg Luke Wattenberg,DEN,C,2015,3.94772,0.28772
Forsyth Alex Forsyth,DEN,C,2015,3.917776,0.077776
Walker Johnny Walker,DEN,DL,2015,2.985,0.254
Reid Karene Reid,DEN,LB,2015,2.98,0.249
Turner Jordan Turner,DEN,ED,2015,2.965,0.0
Crum Frank Crum,DEN,RT,2015,2.855,0.275
Strnad Justin Strnad,DEN,LB,2015,2.7875,2.7875
Palczewski Alex Palczewski,DEN,RT,2015,2.715,0.08
McLaughlin Jaleel McLaughlin,DEN,RB,2015,2.71,0.055
Adkins Nate Adkins,DEN,TE,2015,2.705,0.075
Gargiulo Nick Gargiulo,DEN,G,2015,2.093,0.058
Dobbins JK Dobbins,DEN,RB,2015,2.065,2.065
Lohner Caleb Lohner,DEN,TE,2015,1.935,0.0
Taylor Reese Taylor,DEN,CB,2015,1.845,0.0
Bailey Quinn Bailey,DEN,RT,2015,1.765,0.0
Badie Tyler Badie,DEN,RB,2015,1.755,0.0
Burton Michael Burton,DEN,FB,2015,1.4225,0.125
Throckmorton Calvin Throckmorton,DEN,G,2015,1.215,0.0
Humphrey Lil’jordan Humphrey,DEN,WR,2015,1.17,0.0
Mustipher Sam Mustipher,DEN,C,2015,1.17,0.0
Prentice Adam Prentice,DEN,FB,2015,1.17,0.0
Henningsen Matt Henningsen,DEN,DL,2015,1.1,0.0
Vaughn Deuce Vaughn,DEN,RB,2015,1.075,0.0
Schrader Cody Schrader,DEN,RB,2015,1.075,0.0
Bailey Levelle Bailey,DEN,LB,2015,1.075,0.0
McMillian Ja’Quan McMillian,DEN,CB,2015,1.03,0.0
Krull Lucas Krull,DEN,TE,2015,1.03,0.0
Dwumfour Michael Dwumfour,DEN,DL,2015,1.03,0.0
Key Devon Key,DEN,S,2015,0.96,0.0
Tillman Dondrea Tillman,DEN,ED,2015,0.96,0.0
Jackson Jordan Jackson,DEN,DL,2015,0.96,0.0
Nelson Garrett Nelson,DEN,ED,2015,0.885,0.0
Miller Jordan Miller,DEN,DL,2015,0.885,0.0
Williams Kristian Williams,DEN,DL,2015,0.0,0.0
Jones Nash Jones,DEN,G,2015,0.0,0.0
Deiter Michael Deiter,DEN,G,2015,0.0,0.0
Cox Marques Cox,DEN,T,2015,0.0,0.0
Robinson Jaden Robinson,DEN,CB,2015,0.0,0.0
Goff Jared Goff,DET,QB,2015,212.0,113.611
Hutchinson Aidan Hutchinson,DET,ED,2015,180.0,55.483111
St. Brown Amon-Ra St. Brown,DET,WR,2015,120.01,34.666
Sewell Penei Sewell,DET,RT,2015,112.0,42.986
McNeill Alim McNeill,DET,DL,2015,97.0,28.060667
Joseph Kerby Joseph,DET,S,2015,86.0,24.381
Williams Jameson Williams,DET,WR,2015,80.0,30.058
Decker Taylor Decker,DET,LT,2015,60.0,31.83
Reed D.J. Reed,DET,CB,2015,48.0,30.98
Barnes Derrick Barnes,DET,LB,2015,24.0,16.0
Reader D.J. Reader,DET,DL,2015,22.0,7.425
Glasgow Graham Glasgow,DET,G,2015,20.0,8.0
Montgomery David Montgomery,DET,RB,2015,18.25,9.0
Gibbs Jahmyr Gibbs,DET,RB,2015,17.84513,17.84513
Williams Tyliek Williams,DET,DL,2015,16.48009,16.48009
Campbell Jack Campbell,DET,LB,2015,14.722004,14.722004
Arnold Terrion Arnold,DET,CB,2015,14.34371,14.34371
Fox Jack Fox,DET,P,2015,14.065,5.561667
Wright Brock Wright,DET,TE,2015,12.0,4.6
Raymond Kalif Raymond,DET,WR,2015,10.5,8.15
LaPorta Sam LaPorta,DET,TE,2015,9.46599,7.833173
Robertson Amik Robertson,DET,CB,2015,9.25,4.5
Cominsky John Cominsky,DET,DE,2015,8.5,4.0
Branch Brian Branch,DET,S,2015,8.02173,5.623608
Paschal Josh Paschal,DET,DL,2015,7.73565,4.137548
Ratledge Tate Ratledge,DET,G,2015,7.658377,5.251738
TeSlaa Isaac TeSlaa,DET,WR,2015,6.664452,1.486872
Rakestraw Ennis Rakestraw,DET,CB,2015,6.484746,3.420941
Anzalone Alex Anzalone,DET,LB,2015,6.25,6.25
Manu Giovanni Manu,DET,LT,2015,4.745656,0.725656
Vaki Sione Vaki,DET,RB,2015,4.673544,0.528708
Lacy Tyler Lacy,DET,ED,2015,4.527124,0.687124
Frazier Miles Frazier,DET,G,2015,4.520216,0.320216
Jackson Dan Jackson,DET,S,2015,4.331624,0.131624
Lovett Dominic Lovett,DET,WR,2015,4.306772,0.106772
Wingo Mekhi Wingo,DET,DL,2015,4.2068,0.1868
Sorsdal Colby Sorsdal,DET,RT,2015,4.160084,0.320084
Mahogany Christian Mahogany,DET,G,2015,4.158388,0.138388
Onwuzurike Levi Onwuzurike,DET,DL,2015,4.0,3.5
Rodríguez Malcolm Rodríguez,DET,LB,2015,3.84792,0.18792
Lopez Roy Lopez,DET,DL,2015,3.5,3.33
Dorsey Khalil Dorsey,DET,CB,2015,3.3,0.3
Robichaux Kye Robichaux,DET,RB,2015,2.97,0.05
Moseley Emmanuel Moseley,DET,CB,2015,2.875,1.0
Harper Thomas Harper,DET,S,2015,2.84,0.03
Hatten Hogan Hatten,DET,LS,2015,2.831,0.001
Davenport Marcus Davenport,DET,ED,2015,2.5,1.65
Bates Jake Bates,DET,K,2015,1.98,0.15
Stuard Grant Stuard,DET,LB,2015,1.7,1.7
Thomas Daniel Thomas,DET,S,2015,1.5,0.075
Maddox Avonte Maddox,DET,CB,2015,1.4225,1.1975
Muhammad Al-Quadin Muhammad,DET,ED,2015,1.4225,0.9175
Awosika Kayode Awosika,DET,G,2015,1.4,0.3
Allen Kyle Allen,DET,QB,2015,1.27,0.1
Turner Ezekiel Turner,DET,LB,2015,1.255,0.0
Cunningham Zach Cunningham,DET,LB,2015,1.255,0.0
Maulet Arthur Maulet,DET,CB,2015,1.255,0.0
Mills Jalen Mills,DET,CB,2015,1.255,0.0
Robinson Allen Robinson,DET,WR,2015,1.21,0.0
Colon-Castillo Trystan Colon-Castillo,DET,G,2015,1.17,0.0
Ya-Sin Rock Ya-Sin,DET,CB,2015,1.17,0.0
Firkser Anthony Firkser,DET,TE,2015,1.17,0.0
Zylstra Shane Zylstra,DET,TE,2015,1.1,0.0
Kennedy Tom Kennedy,DET,WR,2015,1.1,0.0
Jones Jamarco Jones,DET,T,2015,1.1,0.0
Smith Chris Smith,DET,DL,2015,1.075,0.0
Strickland Loren Strickland,DET,S,2015,1.075,0.0
Wheat Tyrus Wheat,DET,ED,2015,1.03,0.0
Nowaske Trevor Nowaske,DET,LB,2015,1.03,0.0
Cunningham Malik Cunningham,DET,WR,2015,1.005,0.0
Saylors Jacob Saylors,DET,RB,2015,1.005,0.0
Whiteside Nick Whiteside,DET,CB,2015,1.005,0.0
Cochran Devin Cochran,DET,RT,2015,1.005,0.0
Hassanein Ahmed Hassanein,DET,ED,2015,0.985,0.025
McLaughlin Seth McLaughlin,DET,C,2015,0.885,0.0
Small Jabari Small,DET,RB,2015,0.885,0.0
Miller Mason Miller,DET,T,2015,0.885,0.0
Meeks Jackson Meeks,DET,WR,2015,0.885,0.0
Horton Zach Horton,DET,TE,2015,0.885,0.0
Niese Michael Niese,DET,C,2015,0.795,0.0
Galvin Connor Galvin,DET,RT,2015,0.795,0.0
Gordon Thomas Gordon,DET,TE,2015,0.0,0.0
Love Jordan Love,GB,QB,2015,220.0,100.8
Parsons Micah Parsons,GB,ED,2015,186.0,123.107
Gary Rashan Gary,GB,DL,2015,96.0,34.646928
Tom Zach Tom,GB,RT,2015,88.0,30.2
Banks Aaron Banks,GB,G,2015,77.0,27.0
Jenkins Elgton Jenkins,GB,G,2015,68.0,24.0
McKinney Xavier McKinney,GB,S,2015,67.0,23.0
Jacobs Josh Jacobs,GB,RB,2015,48.0,12.5
Hobbs Nate Hobbs,GB,CB,2015,48.0,16.0
Nixon Keisean Nixon,GB,CB,2015,18.0,6.5
Golden Matthew Golden,GB,WR,2015,17.575338,17.575338
Van Ness Lukas Van Ness,GB,DL,2015,17.388091,17.388091
McManus Brandon McManus,GB,K,2015,15.3,5.0
Morgan Jordan Morgan,GB,G,2015,14.185596,14.185596
Walker Quay Walker,GB,ED,2015,13.841641,13.841641
Wyatt Devonte Wyatt,GB,DL,2015,12.861184,12.861184
Watson Christian Watson,GB,WR,2015,11.0,6.067078
Cooper Edgerrin Cooper,GB,LB,2015,8.59892,6.568275
Musgrave Luke Musgrave,GB,TE,2015,8.475731,6.348429
