player_name,team,position,year,total_contract_value_millions,guaranteed_money_millions
James Andre James,LAC,C,2015,1.17,0.0
Hurst Hayden Hurst,LAC,TE,2015,1.125,0.0
Quarterman Shaq Quarterman,LAC,LB,2015,1.125,0.0
Patterson Jaret Patterson,LAC,RB,2015,1.03,0.0
McLachlan Tanner McLachlan,LAC,TE,2015,1.005,0.0
Campbell Dalevon Campbell,LAC,WR,2015,1.005,0.0
Vidal Kimani Vidal,LAC,RB,2015,0.96,0.0
Williamson Kendall Williamson,LAC,S,2015,0.96,0.0
Fisk Tucker Fisk,LAC,TE,2015,0.915,0.0
Bowden Peter Bowden,LAC,LS,2015,0.885,0.0
Edwards TeRah Edwards,LAC,DL,2015,0.885,0.0
Yassmin Thomas Yassmin,LAC,TE,2015,0.885,0.0
Waxter Isas Waxter,LAC,CB,2015,0.885,0.0
Uiagalelei DJ Uiagalelei,LAC,QB,2015,0.885,0.0
Taylor Branson Taylor,LAC,T,2015,0.885,0.0
Randolph Garmon Randolph,LAC,ED,2015,0.885,0.0
Grimm Luke Grimm,LAC,WR,2015,0.885,0.0
Kaltenberger Josh Kaltenberger,LAC,C,2015,0.885,0.0
Johnson Emany Johnson,LAC,S,2015,0.885,0.0
Johnson Amar Johnson,LAC,RB,2015,0.885,0.0
Jackson JaQuae Jackson,LAC,WR,2015,0.885,0.0
Stafford Matthew Stafford,LAR,QB,2015,84.0,40.0
Jackson Alaric Jackson,LAR,LT,2015,56.3,30.0
Dotson Kevin Dotson,LAR,G,2015,48.0,11.25
Adams Davante Adams,LAR,WR,2015,44.0,26.0
Lake Quentin Lake,LAR,S,2015,38.25,8.689222
Havenstein Rob Havenstein,LAR,RT,2015,34.5,19.17647
Williams Kyren Williams,LAR,RB,2015,33.0,15.145
Ford Poona Ford,LAR,DL,2015,27.6,15.6
Williams Darious Williams,LAR,CB,2015,22.5,7.0
Parkinson Colby Parkinson,LAR,TE,2015,22.5,10.25
Landman Nathan Landman,LAR,LB,2015,22.5,10.677777
Higbee Tyler Higbee,LAR,TE,2015,17.0,11.075977
Forbes Emmanuel Forbes,LAR,CB,2015,15.407567,15.407567
Verse Jared Verse,LAR,ED,2015,15.134346,15.134346
Shelton Coleman Shelton,LAR,C,2015,12.0,9.0
Atwell TuTu Atwell,LAR,WR,2015,10.0,10.0
Ferguson Terrence Ferguson,LAR,TE,2015,9.713466,8.046753
Fiske Braden Fiske,LAR,DL,2015,9.410122,7.643653
Avila Steve Avila,LAR,C,2015,9.25271,7.44215
McCreary Roger McCreary,LAR,CB,2015,9.165609,7.245752
Curl Kamren Curl,LAR,S,2015,9.0,6.0
Stewart Josaiah Stewart,LAR,DL,2015,6.275412,1.203936
Corum Blake Corum,LAR,RB,2015,5.763762,1.011828
Kinchens Kamren Kinchens,LAR,S,2015,5.596312,0.890044
Young Byron Young,LAR,ED,2015,5.556667,1.041212
Turner Kobie Turner,LAR,DL,2015,5.391474,0.921072
Hunter Jarquez Hunter,LAR,RB,2015,5.19878,0.99878
Hamilton Ty Hamilton,LAR,DL,2015,4.638588,0.438588
Bennett Stetson Bennett,LAR,QB,2015,4.53914,0.69914
Mumpfield Konata Mumpfield,LAR,WR,2015,4.308536,0.108536
Davis Tyler Davis,LAR,DL,2015,4.202552,0.182552
Durant Decobie Durant,LAR,CB,2015,4.16434,0.50434
Whittington Jordan Whittington,LAR,WR,2015,4.158388,0.138388
Limmer Beaux Limmer,LAR,C,2015,4.158388,0.138388
Nacua Puka Nacua,LAR,WR,2015,4.084977,0.244976
Allen Davis Allen,LAR,TE,2015,4.084976,0.244976
McClendon Jr. Warren McClendon Jr.,LAR,RT,2015,4.084976,0.244976
Evans Ethan Evans,LAR,P,2015,3.948004,0.108004
Johnson Desjuan Johnson,LAR,DL,2015,3.917776,0.077776
Garoppolo Jimmy Garoppolo,LAR,QB,2015,3.005,3.005
Dolac Shaun Dolac,LAR,LB,2015,2.99,0.025
Wallace Josh Wallace,LAR,CB,2015,2.89,0.06
McCollough Jaylen McCollough,LAR,S,2015,2.845,0.015
Speights Omar Speights,LAR,LB,2015,2.839,0.009
Humphries D.J. Humphries,LAR,LT,2015,2.5,2.34
Scott Tyler Scott,LAR,WR,2015,2.265,0.0
Arcuri A.J. Arcuri,LAR,LT,2015,2.125,0.0
Ingle Tanner Ingle,LAR,S,2015,2.125,0.0
Lampkin Cam Lampkin,LAR,CB,2015,2.125,0.0
McMahon Dylan McMahon,LAR,C,2015,2.125,0.0
Neal Elias Neal,LAR,LB,2015,2.125,0.0
Williams Mario Williams,LAR,WR,2015,1.935,0.0
Valcarcel Nate Valcarcel,LAR,S,2015,1.935,0.0
Edwards Tru Edwards,LAR,WR,2015,1.935,0.0
Norton Bill Norton,LAR,DL,2015,1.935,0.0
Presley Brennan Presley,LAR,WR,2015,1.935,0.0
Redman Mark Redman,LAR,TE,2015,1.935,0.0
Bowles Wyatt Bowles,LAR,G,2015,1.935,0.0
Dedich Justin Dedich,LAR,C,2015,1.755,0.0
Smith Xavier Smith,LAR,WR,2015,1.755,0.0
Johnson John Johnson,LAR,S,2015,1.3775,0.75
Quessenberry David Quessenberry,LAR,RT,2015,1.33,0.1345
Vannett Nick Vannett,LAR,TE,2015,1.255,0.0
Witherspoon Ahkello Witherspoon,LAR,CB,2015,1.255,1.255
McQuaide Jake McQuaide,LAR,LS,2015,1.255,0.0
Reeder Troy Reeder,LAR,LB,2015,1.17,0.0
Rivers Ronnie Rivers,LAR,RB,2015,1.1,0.0
Kendrick Derion Kendrick,LAR,CB,2015,1.03,0.0
Thomas Keir Thomas,LAR,ED,2015,1.03,0.0
Mevis Harrison Mevis,LAR,K,2015,0.84,0.0
Crosby Maxx Crosby,LV,ED,2015,106.5,62.5
Smith Geno Smith,LV,QB,2015,75.0,58.5
Miller Kolton Miller,LV,LT,2015,66.0,25.0
Jeanty Ashton Jeanty,LV,RB,2015,35.895812,35.895812
Wilson Tyree Wilson,LV,DL,2015,25.005497,25.005497
Carlson Daniel Carlson,LV,K,2015,18.4,6.699556
Bowers Brock Bowers,LV,TE,2015,18.138784,18.138784
Butler Adam Butler,LV,DL,2015,16.5,8.0
Chinn Jeremy Chinn,LV,S,2015,16.258,12.25
Cole A.J. Cole,LV,P,2015,15.8,10.0
Pickett Kenny Pickett,LV,QB,2015,14.067905,14.067905
Koonce Malcolm Koonce,LV,ED,2015,11.04,10.02
Cappa Alex Cappa,LV,G,2015,11.02,5.5
Mayer Michael Mayer,LV,TE,2015,9.313645,7.596703
Powers-Johnson Jackson Powers-Johnson,LV,G,2015,8.767762,6.777157
Bech Jack Bech,LV,WR,2015,7.558817,5.077203
Pola-Mao Isaiah Pola-Mao,LV,S,2015,7.45,3.5
Porter Darien Porter,LV,CB,2015,6.724094,1.530248
Grant Charles Grant,LV,T,2015,6.161184,1.12086
Rogers Caleb Rogers,LV,G,2015,6.161184,1.12086
Glaze Delmar Glaze,LV,LT,2015,5.86579,1.086028
Tucker Tre Tucker,LV,WR,2015,5.304084,0.857516
Thornton Jr. Dont'e Thornton Jr.,LV,WR,2015,5.2509,1.0509
Parham Dylan Parham,LV,G,2015,5.131429,0.911948
Hemingway Tonka Hemingway,LV,DL,2015,4.865816,0.665816
Richardson Decamerion Richardson,LV,CB,2015,4.821016,0.801016
Pegues JJ Pegues,LV,DL,2015,4.46714,0.26714
White Zamir White,LV,RB,2015,4.403932,0.743932
Eichenberg Tommy Eichenberg,LV,LB,2015,4.357712,0.337712
O'Connell Aidan O'Connell,LV,QB,2015,4.34938,0.50938
Jackson Brennan Jackson,LV,ED,2015,4.349368,0.329368
Lindenberg Cody Lindenberg,LV,LB,2015,4.341168,0.141168
Laube Dylan Laube,LV,RB,2015,4.175192,0.155192
Laulu Jonah Laulu,LV,DL,2015,4.12452,0.10452
Bobenmoyer Jacob Bobenmoyer,LV,LS,2015,3.815,1.0
Stokes Eric Stokes,LV,CB,2015,3.5,2.99
Roberts Elandon Roberts,LV,LB,2015,3.01,2.5
Meredith Jordan Meredith,LV,G,2015,2.704,0.0
Masterson Luke Masterson,LV,ED,2015,2.57,0.07
Whitehair Cody Whitehair,LV,G,2015,2.5,1.35
Mafi Atonio Mafi,LV,G,2015,2.175,0.0
Martin Brodric Martin,LV,DL,2015,2.175,0.0
McCollum Tristin McCollum,LV,CB,2015,2.085,0.0
Jackson Shedrick Jackson,LV,WR,2015,2.035,0.0
Anusiem Chigozie Anusiem,LV,CB,2015,2.035,0.0
Kelly Kyu Blu Kelly,LV,CB,2015,1.945,0.0
Runyon Carter Runyon,LV,TE,2015,1.845,0.0
Vance Jr. Greedy Vance Jr.,LV,CB,2015,1.845,0.0
Harvey Jahfari Harvey,LV,ED,2015,1.845,0.0
Johnson Lonnie Johnson,LV,CB,2015,1.685,0.175
Mostert Raheem Mostert,LV,RB,2015,1.6,0.175
Thomas Ian Thomas,LV,TE,2015,1.5245,0.5675
Dorsett Phillip Dorsett,LV,WR,2015,1.3,0.0
Lockett Tyler Lockett,LV,WR,2015,1.255,0.0
Edmunds Terrell Edmunds,LV,S,2015,1.255,0.0
Adams Jamal Adams,LV,S,2015,1.255,0.0
Davis Jamin Davis,LV,LB,2015,1.215,0.0
Miles Joshua Miles,LV,RT,2015,1.215,0.0
Okwuegbunam Albert Okwuegbunam,LV,TE,2015,1.215,0.0
Holmes Darnay Holmes,LV,CB,2015,1.195,0.025
White Devin White,LV,LB,2015,1.17,0.0
Forsythe Stone Forsythe,LV,LT,2015,1.17,0.0
Ward Alex Ward,LV,LS,2015,1.145,0.0
Rhattigan Jon Rhattigan,LV,LB,2015,1.1,0.0
Shorter Justin Shorter,LV,TE,2015,1.075,0.0
Curtis McClendon Curtis,LV,G,2015,1.075,0.0
Bachman Alex Bachman,LV,WR,2015,1.03,0.0
Robinson Layden Robinson,LV,G,2015,1.005,0.0
Rice Brenden Rice,LV,WR,2015,1.005,0.0
Collier Chris Collier,LV,RB,2015,1.005,0.0
Snowden Charles Snowden,LV,ED,2015,0.96,0.0
Booker Thomas Booker,LV,DL,2015,0.915,0.0
Wagner Dalton Wagner,LV,RT,2015,0.885,0.0
Tasi Laki Tasi,LV,DL,2015,0.885,0.0
Ma'ae Treven Ma'ae,LV,DL,2015,0.885,0.0
Putnam Will Putnam,LV,C,2015,0.84,0.0
Tagovailoa Tua Tagovailoa,MIA,QB,2015,212.4,93.171
Hill Tyreek Hill,MIA,WR,2015,90.0,54.0
Waddle Jaylen Waddle,MIA,WR,2015,84.75,35.978
Fitzpatrick Minkah Fitzpatrick,MIA,S,2015,73.612235,36.0
Sieler Zach Sieler,MIA,ED,2015,64.0,33.305
Chubb Bradley Chubb,MIA,LB,2015,54.49,8.7
Jackson Austin Jackson,MIA,RT,2015,36.0,13.066124
Brooks Jordyn Brooks,MIA,LB,2015,26.25,9.5
Daniels James Daniels,MIA,G,2015,24.0,7.255
Sanders Jason Sanders,MIA,K,2015,22.0,7.52
Grant Kenneth Grant,MIA,DL,2015,21.956312,21.956312
Brewer Aaron Brewer,MIA,C,2015,21.0,10.215
Robinson Chop Robinson,MIA,LB,2015,14.976228,14.976228
Ingold Alec Ingold,MIA,FB,2015,12.2,4.08
Savaiinaea Jonah Savaiinaea,MIA,G,2015,11.322475,11.322475
Brents Julius Brents,MIA,CB,2015,8.196937,5.975996
Paul Patrick Paul,MIA,LT,2015,6.911696,4.163624
Dodson Tyrel Dodson,MIA,LB,2015,6.25,2.605
Wilson Zach Wilson,MIA,QB,2015,6.0,6.0
Westbrook Nick Westbrook,MIA,WR,2015,5.99,3.2
Achane Devon Achane,MIA,RB,2015,5.437449,0.954508
Wright Jaylen Wright,MIA,RB,2015,4.78002,0.76002
Phillips Jordan Phillips,MIA,DL,2015,4.658304,0.458304
Marshall Jr. Jason Marshall Jr.,MIA,CB,2015,4.625292,0.425292
Trader Jr. Dante Trader Jr.,MIA,S,2015,4.614784,0.414784
Gordon II Ollie Gordon II,MIA,RB,2015,4.472664,0.272664
Ewers Quinn Ewers,MIA,QB,2015,4.331576,0.131576
Biggers Zeek Biggers,MIA,DL,2015,4.301672,0.101672
Washington Malik Washington,MIA,WR,2015,4.21956,0.19956
Bailey Jake Bailey,MIA,P,2015,4.2,2.225
Washington Tahj Washington,MIA,WR,2015,4.104436,0.084436
Kohou Kader Kohou,MIA,CB,2015,3.263,0.0
Melifonwu Ifeatu Melifonwu,MIA,CB,2015,3.01,2.45
Conyers Jalin Conyers,MIA,TE,2015,2.98,0.115
Edwards Donovan Edwards,MIA,RB,2015,2.965,0.0
Duck Storm Duck,MIA,CB,2015,2.85,0.17
Meyer Andrew Meyer,MIA,C,2015,2.845,0.09
Hill Julian Hill,MIA,TE,2015,2.7075,0.0425
Davis Ashtyn Davis,MIA,S,2015,2.5,1.23
Borom Larry Borom,MIA,RT,2015,2.5,2.5
Eichenberg Liam Eichenberg,MIA,G,2015,2.225,2.225
Brown Omar Brown,MIA,S,2015,2.125,0.0
Jones Benito Jones,MIA,DL,2015,2.0,1.9
Waller Darren Waller,MIA,TE,2015,2.0,0.0
Bonner Ethan Bonner,MIA,CB,2015,1.945,0.0
Ossai K.C. Ossai,MIA,LB,2015,1.935,0.0
McLendon Derrick McLendon,MIA,ED,2015,1.935,0.0
Huntley Alex Huntley,MIA,ED,2015,1.935,0.0
Henning AJ Henning,MIA,WR,2015,1.935,0.0
Priebe Josh Priebe,MIA,G,2015,1.935,0.0
Cooper Jr. Keith Cooper Jr.,MIA,DL,2015,1.935,0.0
Daniels Braeden Daniels,MIA,LT,2015,1.935,0.0
Coleman Seth Coleman,MIA,ED,2015,1.935,0.0
Campbell Elijah Campbell,MIA,S,2015,1.9,0.5
Wynn Isaiah Wynn,MIA,G,2015,1.885,1.0
Woodard Jackson Woodard,MIA,LB,2015,1.845,0.0
Robinson Ethan Robinson,MIA,CB,2015,1.845,0.0
Wease Jr. Theo Wease Jr.,MIA,WR,2015,1.845,0.0
Miller Cam Miller,MIA,QB,2015,1.845,0.0
Maitre Jason Maitre,MIA,CB,2015,1.845,0.0
Johnson Isaiah Johnson,MIA,CB,2015,1.845,0.0
Colbert Jordan Colbert,MIA,S,2015,1.845,0.0
Goode Cameron Goode,MIA,ED,2015,1.665,0.0
Douglas Rasul Douglas,MIA,CB,2015,1.5725,0.0
Lamm Kendall Lamm,MIA,RT,2015,1.425,0.0
Cardona Joe Cardona,MIA,LS,2015,1.4225,0.48375
Burns Artie Burns,MIA,CB,2015,1.355,0.0
Britt K.J. Britt,MIA,LB,2015,1.3375,1.1975
Mattison Alexander Mattison,MIA,RB,2015,1.3375,1.1975
Gay Jr. Willie Gay Jr.,MIA,LB,2015,1.3375,1.1975
Brown Cameron Brown,MIA,ILB,2015,1.2925,0.19375
Eskridge D'Wayne Eskridge,MIA,WR,2015,1.27,0.0
Ifedi Germain Ifedi,MIA,G,2015,1.255,0.0
Patterson Riley Patterson,MIA,K,2015,1.17,0.0
Wilson Cedrick Wilson,MIA,WR,2015,1.17,0.0
Brunskill Daniel Brunskill,MIA,C,2015,1.17,0.0
Johnson Caleb Johnson,MIA,LB,2015,1.17,0.0
Smith Kion Smith,MIA,G,2015,1.145,0.0
Bowser Tyus Bowser,MIA,LB,2015,1.125,0.0
Strange Cole Strange,MIA,C,2015,1.1,0.0
Dulcich Greg Dulcich,MIA,TE,2015,1.1,0.0
Bell Quinton Bell,MIA,LB,2015,1.1,0.0
Green A.J. Green,MIA,CB,2015,1.1,0.0
Jones Jack Jones,MIA,CB,2015,1.1,0.0
Warren Carter Warren,MIA,RT,2015,1.075,0.0
Turner Cole Turner,MIA,TE,2015,1.075,0.0
Cajuste Yodny Cajuste,MIA,LT,2015,1.03,0.0
Schwartz Anthony Schwartz,MIA,WR,2015,0.985,0.0
Eze Obinna Eze,MIA,T,2015,0.84,0.0
Butler Matthew Butler,MIA,DL,2015,0.0,0.0
Jefferson Justin Jefferson,MIN,WR,2015,140.0,88.743
Darrisaw Christian Darrisaw,MIN,LT,2015,104.0,43.725
O'Neill Brian O'Neill,MIN,RT,2015,92.5,22.626
Fries Will Fries,MIN,G,2015,87.72,34.0
Greenard Jonathan Greenard,MIN,ED,2015,76.0,38.0
Hockenson T.J. Hockenson,MIN,TE,2015,66.0,29.292
Murphy Byron Murphy,MIN,CB,2015,54.0,34.78
Allen Jonathan Allen,MIN,DL,2015,51.0,23.255
Metellus Josh Metellus,MIN,S,2015,36.0,14.605
Hargrave Javon Hargrave,MIN,DL,2015,30.0,19.0
Oliver Josh Oliver,MIN,TE,2015,23.25,15.645
Van Ginkel Andrew Van Ginkel,MIN,ED,2015,23.0,22.44
Cashman Blake Cashman,MIN,LB,2015,22.5,9.475
McCarthy J.J. McCarthy,MIN,QB,2015,21.854796,21.854796
Jones Aaron Jones,MIN,RB,2015,20.0,11.5
Kelly Ryan Kelly,MIN,C,2015,18.0,9.25
Jackson Donovan Jackson,MIN,G,2015,17.177054,17.177054
Turner Dallas Turner,MIN,ED,2015,15.766864,15.766864
Addison Jordan Addison,MIN,WR,2015,13.731739,13.731739
Rodgers Isaiah Rodgers,MIN,CB,2015,11.045,7.995
Mason Jordan Mason,MIN,RB,2015,10.5,7.23
Smith Harrison Smith,MIN,S,2015,10.25,7.0
Brandel Blake Brandel,MIN,G,2015,9.5,4.75
Jackson Theo Jackson,MIN,S,2015,9.315,5.38
Ham C.J. Ham,MIN,FB,2015,8.65,4.4
Felton Tai Felton,MIN,WR,2015,6.161184,1.12086
Ingram-Dawkins Tyrion Ingram-Dawkins,MIN,DL,2015,4.677376,0.477376
Ward Jay Ward,MIN,CB,2015,4.493544,0.653544
Bartholomew Gavin Bartholomew,MIN,TE,2015,4.415824,0.215824
Rouse Walter Rouse,MIN,LT,2015,4.246592,0.226592
Reichard Will Reichard,MIN,K,2015,4.19062,0.17062
Jurgens Michael Jurgens,MIN,C,2015,4.12874,0.10874
Drake Rodriguez Levi Drake Rodriguez,MIN,DL,2015,4.125988,0.105988
DePaola Andrew DePaola,MIN,LS,2015,4.025,1.515
Chandler Ty Chandler,MIN,RB,2015,3.95884,0.29884
Nailor Jalen Nailor,MIN,WR,2015,3.84066,0.18066
Roberts Jacob Roberts,MIN,LB,2015,3.1,0.0
Batty Tyler Batty,MIN,ED,2015,2.99,0.259
Chambliss Chaz Chambliss,MIN,ED,2015,2.985,0.22
Yurosek Ben Yurosek,MIN,TE,2015,2.985,0.254
Huber Joe Huber,MIN,G,2015,2.975,0.21
Brosmer Max Brosmer,MIN,QB,2015,2.975,0.246
Correll Zeke Correll,MIN,C,2015,2.975,0.065
Price Myles Price,MIN,WR,2015,2.965,0.0
Williams Elijah Williams,MIN,DL,2015,2.965,0.0
Pace Ivan Pace,MIN,LB,2015,2.715,0.236
Sims Ben Sims,MIN,TE,2015,2.705,0.11
Wilson Eric Wilson,MIN,LB,2015,2.6,2.0
Okudah Jeff Okudah,MIN,CB,2015,2.35,2.35
McGlothern Dwight McGlothern,MIN,CB,2015,2.035,0.0
Taimani Taki Taimani,MIN,DL,2015,2.035,0.0
Moore Rondale Moore,MIN,WR,2015,2.0,0.25
Powell Brandon Powell,MIN,WR,2015,2.0,0.625
Thomas Tavierre Thomas,MIN,CB,2015,2.0,1.0
Skule Justin Skule,MIN,LT,2015,2.0,0.75
Vaughn Zemaiah Vaughn,MIN,CB,2015,1.845,0.0
Byrd Henry Byrd,MIN,G,2015,1.845,0.0
Redmond Jalen Redmond,MIN,DL,2015,1.755,0.0
Richter Bo Richter,MIN,ED,2015,1.755,0.0
Wright Ryan Wright,MIN,P,2015,1.75,0.65
Wentz Carson Wentz,MIN,QB,2015,1.4225,0.1675
Grugier-Hill Kamu Grugier-Hill,MIN,ILB,2015,1.3775,0.1425
Moreau Fabian Moreau,MIN,CB,2015,1.255,0.0
Wolford John Wolford,MIN,QB,2015,1.17,0.0
Rypien Brett Rypien,MIN,QB,2015,1.17,0.0
Nelson Matt Nelson,MIN,RT,2015,1.17,0.0
Hailassie Kahlef Hailassie,MIN,S,2015,1.145,0.0
Ross Josh Ross,MIN,LB,2015,1.075,0.0
Hutchings Jaylon Hutchings,MIN,DL,2015,0.885,0.0
Nesbit Bryson Nesbit,MIN,TE,2015,0.885,0.0
Lee Vershon Lee,MIN,G,2015,0.885,0.0
Jones Jeshaun Jones,MIN,WR,2015,0.885,0.0
Fleming Dontae Fleming,MIN,WR,2015,0.885,0.0
Etienne Caleb Etienne,MIN,T,2015,0.885,0.0
Davis Joaquin Davis,MIN,WR,2015,0.885,0.0
Scott Zavier Scott,MIN,WR,2015,0.84,0.0
Williams Milton Williams,NE,DL,2015,104.0,51.0
Barmore Christian Barmore,NE,DL,2015,83.0,31.822124
Diggs Stefon Diggs,NE,WR,2015,63.5,16.6
Onwenu Mike Onwenu,NE,RT,2015,57.0,36.5
Davis Carlton Davis,NE,CB,2015,54.0,34.5
Campbell Will Campbell,NE,T,2015,43.662103,43.662103
Landry Harold Landry,NE,ED,2015,43.5,26.0
Maye Drake Maye,NE,QB,2015,36.639764,36.639764
Stevenson Rhamondre Stevenson,NE,RB,2015,36.0,17.116
Jones Marcus Jones,NE,CB,2015,34.98,17.5
Spillane Robert Spillane,NE,ED,2015,33.0,20.6
Henry Hunter Henry,NE,TE,2015,27.0,15.8
Moses Morgan Moses,NE,RT,2015,24.0,11.0
Tavai Jahlani Tavai,NE,LB,2015,16.0,9.0
Gonzalez Christian Gonzalez,NE,CB,2015,15.102868,15.102868
Elliss Christian Elliss,NE,ED,2015,13.508,7.75
Jennings Anfernee Jennings,NE,LB,2015,12.0,5.5
Gibson Antonio Gibson,NE,RB,2015,11.25,5.3
Henderson TreVeyon Henderson,NE,RB,2015,11.143234,11.143234
Bradbury Garrett Bradbury,NE,C,2015,9.5,3.8
Schooler Brenden Schooler,NE,S,2015,9.0,3.6
Hollins Mack Hollins,NE,WR,2015,8.4,3.5
Dobbs Joshua Dobbs,NE,QB,2015,8.0,3.8
Williams Kyle Williams,NE,WR,2015,6.703572,1.515324
Wilson Jared Wilson,NE,C,2015,6.207432,1.154496
Wallace Caedan Wallace,NE,RT,2015,6.043304,1.215128
Mapu Marte Mapu,NE,S,2015,5.563706,1.046332
Woodson Craig Woodson,NE,S,2015,5.266444,1.066444
Hooper Austin Hooper,NE,TE,2015,5.0,4.0
Brown Ben Brown,NE,C,2015,5.0,2.3
Farmer Joshua Farmer,NE,DL,2015,4.865816,0.665816
Borregales Andres Borregales,NE,K,2015,4.456484,0.256484
Bryant Marcus Bryant,NE,T,2015,4.348328,0.148328
Ashby Julian Ashby,NE,LS,2015,4.301672,0.101672
Dial Marcellas Dial,NE,CB,2015,4.232128,0.212128
Swinson Bradyn Swinson,NE,ED,2015,4.2,0.0
Boutte Kayshon Boutte,NE,WR,2015,4.027272,0.187272
Baringer Bryce Baringer,NE,P,2015,4.018456,0.178456
Douglas Demario Douglas,NE,WR,2015,3.973332,0.133332
Lowe Vederian Lowe,NE,LT,2015,3.857872,0.197872
Chaisson K’Lavon Chaisson,NE,ED,2015,3.0,1.5
Gregory Eric Gregory,NE,DL,2015,2.995,0.03
Chism III Efton Chism III,NE,WR,2015,2.99,0.259
Larison Lan Larison,NE,RB,2015,2.99,0.175
Ponder Elijah Ponder,NE,LB,2015,2.98,0.115
Lampe Brock Lampe,NE,FB,2015,2.98,0.055
Pettus Dell Pettus,NE,S,2015,2.839,0.009
Muma Chad Muma,NE,LB,2015,2.335,0.0
Durden Cory Durden,NE,DL,2015,2.175,0.0
Tonga Khyiris Tonga,NE,DL,2015,2.1,1.0
Dippre C.J. Dippre,NE,TE,2015,1.845,0.0
Minor Kobee Minor,NE,S,2015,1.845,0.0
Hawkins Jaylinn Hawkins,NE,S,2015,1.8,0.65
Jennings Terrell Jennings,NE,RB,2015,1.755,0.0
Gibbens Jack Gibbens,NE,LB,2015,1.3,0.309
Ximines Oshane Ximines,NE,OLB,2015,1.125,0.0
Munford Jr. Thayer Munford Jr.,NE,RT,2015,1.1,0.0
Austin Alex Austin,NE,CB,2015,1.03,0.0
DeVito Tommy DeVito,NE,QB,2015,1.03,0.0
Durant Yasir Durant,NE,T,2015,1.03,0.0
Woods Charles Woods,NE,CB,2015,0.96,0.0
Prince Deneric Prince,NE,RB,2015,0.96,0.0
Roy Jaquelin Roy,NE,DL,2015,0.915,0.0
Iton Isaiah Iton,NE,DL,2015,0.84,0.0
Westover Jack Westover,NE,TE,2015,0.0,0.0
McCoy Erik McCoy,NO,C,2015,60.0,20.09
Granderson Carl Granderson,NO,ED,2015,52.0,22.55
Young Chase Young,NO,DL,2015,51.0,27.17
Ruiz Cesar Ruiz,NO,G,2015,44.0,18.188983
Hill Taysom Hill,NO,TE,2015,40.0,10.1
Reid Justin Reid,NO,S,2015,31.5,22.25
Johnson Juwan Johnson,NO,TE,2015,30.75,21.25
Banks Jr. Kelvin Banks Jr.,NO,T,2015,27.731246,27.731246
Kamara Alvin Kamara,NO,RB,2015,24.5,19.233333
Werner Pete Werner,NO,LB,2015,22.5,11.185
Olave Chris Olave,NO,WR,2015,19.271874,19.271874
Fuaga Taliese Fuaga,NO,LT,2015,17.348158,17.348158
Davis Demario Davis,NO,LB,2015,17.25,11.5
Shepherd Nathan Shepherd,NO,DL,2015,15.0,10.18
Bresee Bryan Bresee,NO,DL,2015,12.26356,12.26356
Moreau Foster Moreau,NO,TE,2015,12.234,8.02
Godchaux Davon Godchaux,NO,DL,2015,11.0,7.45
Shough Tyler Shough,NO,QB,2015,10.804721,10.804721
Polk Ja'Lynn Polk,NO,WR,2015,9.694744,8.214275
McKinstry Kool-Aid McKinstry,NO,CB,2015,9.157108,7.282112
Yiadom Isaac Yiadom,NO,CB,2015,9.0,4.86
Taylor Alontae Taylor,NO,CB,2015,7.204698,3.452266
Broughton Vernon Broughton,NO,DL,2015,6.637796,1.467488
Wood Zach Wood,NO,LS,2015,6.31,2.3
Sanker Jonas Sanker,NO,S,2015,6.245202,1.181964
Jordan Cameron Jordan,NO,DL,2015,6.05,6.05
Miller Kendre Miller,NO,RB,2015,5.654319,1.112232
Stutsman Danny Stutsman,NO,LB,2015,5.228364,1.028364
Riley Quincy Riley,NO,CB,2015,5.087236,0.887236
Saldiveri Nick Saldiveri,NO,G,2015,4.682284,0.842284
Neal Devin Neal,NO,RB,2015,4.451312,0.251312
Rattler Spencer Rattler,NO,QB,2015,4.35648,0.33648
Means Bub Means,NO,WR,2015,4.274276,0.254276
Ford Jaylan Ford,NO,LB,2015,4.274276,0.254276
Diggs Fadil Diggs,NO,ED,2015,4.2,0.0
Boyd Khristian Boyd,NO,DL,2015,4.198828,0.178828
Howden Jordan Howden,NO,S,2015,4.166728,0.326728
Vele Devaughn Vele,NO,WR,2015,4.12448,0.10448
Richards Asim Richards,NO,G,2015,4.084976,0.244976
Palmer Trey Palmer,NO,WR,2015,4.019292,0.179292
Ridgeway John Ridgeway,NO,DL,2015,3.902552,0.242552
Blackmon Julian Blackmon,NO,S,2015,3.17,3.17
Alford Damien Alford,NO,WR,2015,3.11,0.01
Simpkins III Torriccelli Simpkins III,NO,G,2015,2.99,0.259
Truss Xavier Truss,NO,G,2015,2.985,0.17
Smyth Charlie Smyth,NO,K,2015,2.965,0.0
Welch Treyton Welch,NO,TE,2015,2.965,0.0
Tipton Mason Tipton,NO,WR,2015,2.84,0.11
Young Landon Young,NO,LT,2015,2.3275,0.5095
Radunz Dillon Radunz,NO,C,2015,2.25,2.25
Kroeger Kai Kroeger,NO,P,2015,2.125,0.0
Mitchell-Paden Zaire Mitchell-Paden,NO,TE,2015,2.125,0.0
Bell Ronnie Bell,NO,WR,2015,2.105,0.0
Toure Samori Toure,NO,WR,2015,2.105,0.0
Estimé Audric Estimé,NO,RB,2015,2.035,0.0
Austin Kevin Austin,NO,WR,2015,2.035,0.0
