rank,player_name,team,position,total_contract_value,total_contract_value_millions,year
687,Neville Hewitt,NYJ,LB/ILB,"$2,000,000",2.0,2020
688,Andy Lee,ARI,P,"$2,000,000",2.0,2020
689,Patrick Onwuasor,NYJ,LB,"$2,000,000",2.0,2020
690,Elandon Roberts,MIA,LB,"$2,000,000",2.0,2020
691,Rigoberto Sanchez,IND,P,"$2,000,000",2.0,2020
692,Jeff Gladney,MIN,CB,"$1,998,369",1.998369,2020
693,Marcus Williams,NO,SS,"$1,985,595",1.985595,2020
694,Terrence Brooks,NE,FS,"$1,985,000",1.985,2020
695,Shaquille Leonard,IND,LB,"$1,976,673",1.976673,2020
696,Minkah Fitzpatrick,PIT,FS,"$1,975,252",1.975252,2020
697,Clyde Edwards-Helaire,KC,RB,"$1,967,558",1.967558,2020
698,Braden Smith,IND,RT,"$1,961,915",1.961915,2020
699,Charles Harris,ATL,ED,"$1,943,692",1.943692,2020
700,Ronald Jones II,TB,RB,"$1,928,702",1.928702,2020
701,Isaiah Wilson,TEN,RT,"$1,923,344",1.923344,2020
702,Gerald Everett,LAR,TE,"$1,923,242",1.923242,2020
703,Darryl Roberts,DET,CB,"$1,906,250",1.90625,2020
704,T.J. Yeldon,BUF,RB,"$1,900,000",1.9,2020
705,James Daniels,CHI,G,"$1,895,498",1.895498,2020
706,Gareon Conley,HOU,CB,"$1,892,376",1.892376,2020
707,Jabrill Peppers,NYG,SS,"$1,875,271",1.875271,2020
708,Randy Bullock,CIN,K,"$1,875,000",1.875,2020
709,Joe Dahl,DET,G,"$1,875,000",1.875,2020
710,Courtland Sutton,DEN,WR,"$1,865,978",1.865978,2020
711,Derek Carrier,LV,TE,"$1,850,000",1.85,2020
712,Pat O'Donnell,CHI,P,"$1,850,000",1.85,2020
713,Harold Landry,TEN,ED/OLB,"$1,836,460",1.83646,2020
714,Greg Zuerlein,DAL,K,"$1,833,333",1.833333,2020
715,Britton Colquitt,MIN,P,"$1,816,666",1.816666,2020
716,Byron Murphy,ARI,CB,"$1,815,795",1.815795,2020
717,Mike Gesicki,MIA,TE,"$1,803,252",1.803252,2020
718,Rock Ya-Sin,IND,CB,"$1,799,194",1.799194,2020
719,Jawaan Taylor,JAX,RT,"$1,781,709",1.781709,2020
720,Tyus Bowser,BAL,ED,"$1,774,057",1.774057,2020
721,Kerryon Johnson,DET,RB,"$1,773,734",1.773734,2020
722,Zach Banner,PIT,G,"$1,750,000",1.75,2020
723,Jeff Driskel,DEN,QB,"$1,750,000",1.75,2020
724,C.J. Ham,MIN,FB,"$1,750,000",1.75,2020
725,Roderick Johnson,HOU,RT,"$1,750,000",1.75,2020
726,Ryan Smith,TB,CB,"$1,750,000",1.75,2020
727,Deebo Samuel,SF,WR,"$1,749,399",1.749399,2020
728,Nevin Lawson,LV,CB,"$1,737,500",1.7375,2020
729,Greg Little,CAR,LT,"$1,736,119",1.736119,2020
730,Josh Jackson,GB,CB,"$1,706,209",1.706209,2020
731,Cody Ford,BUF,RT,"$1,705,413",1.705413,2020
732,Reuben Foster,WAS,LB,"$1,697,088",1.697088,2020
733,Ryan Anderson,WAS,DL,"$1,694,232",1.694232,2020
734,Taiwan Jones,BUF,RB,"$1,693,750",1.69375,2020
735,Nate Sudfeld,PHI,QB,"$1,690,000",1.69,2020
736,Jeremiah Attaochu,DEN,ED,"$1,687,500",1.6875,2020
737,Blake Bell,DAL,TE,"$1,684,375",1.684375,2020
738,LeShaun Sims,CIN,CB,"$1,681,250",1.68125,2020
739,Sean Bunting,TB,CB,"$1,676,363",1.676363,2020
740,Demetrius Harris,CHI,TE,"$1,650,000",1.65,2020
741,Trayvon Mullen,LV,CB,"$1,649,806",1.649806,2020
742,Ryan Griffin,TB,QB,"$1,645,000",1.645,2020
743,Cornelius Lucas,WAS,LT,"$1,628,750",1.62875,2020
744,Chad Henne,KC,QB,"$1,625,000",1.625,2020
745,Dalton Risner,DEN,G,"$1,623,246",1.623246,2020
746,DeMarcus Walker,DEN,DL/DE,"$1,614,410",1.61441,2020
747,J.D. McKissic,WAS,RB,"$1,610,000",1.61,2020
748,Christian Kirk,ARI,WR,"$1,607,691",1.607691,2020
749,Adam Shaheen,MIA,TE,"$1,604,315",1.604315,2020
750,Josh Bynes,CIN,LB,"$1,600,000",1.6,2020
751,Tom Compton,SF,G,"$1,600,000",1.6,2020
752,Drew Lock,DEN,QB,"$1,593,368",1.593368,2020
753,Tee Higgins,CIN,WR,"$1,579,416",1.579416,2020
754,Uchenna Nwosu,LAC,LB/OLB,"$1,570,793",1.570793,2020
755,Ty Sambrailo,TEN,RT,"$1,568,750",1.56875,2020
756,Jahlani Tavai,DET,LB,"$1,566,811",1.566811,2020
757,D'Andre Swift,DET,RB,"$1,552,530",1.55253,2020
758,Vinny Curry,PHI,ED,"$1,550,000",1.55,2020
759,Dion Lewis,NYG,RB,"$1,550,000",1.55,2020
760,Elgton Jenkins,GB,G,"$1,540,800",1.5408,2020
761,Dallas Goedert,PHI,TE,"$1,533,891",1.533891,2020
762,Sam Martin,DEN,P,"$1,533,333",1.533333,2020
763,Damiere Byrd,NE,WR,"$1,521,875",1.521875,2020
764,Michael Pittman Jr.,IND,WR,"$1,516,561",1.516561,2020
765,Kyle Dugger,NE,S,"$1,514,891",1.514891,2020
766,Joejuan Williams,NE,CB,"$1,505,381",1.505381,2020
767,Christian Covington,CIN,ED,"$1,500,000",1.5,2020
768,Cody Davis,NE,FS,"$1,500,000",1.5,2020
769,Justin Hardee,NO,CB,"$1,500,000",1.5,2020
770,Kerry Hyder,SF,ED,"$1,500,000",1.5,2020
771,Austin Johnson,NYG,DL/DE,"$1,500,000",1.5,2020
772,Rakeem Nunez-Roches,TB,DL/DE,"$1,500,000",1.5,2020
773,Mark Nzeocha,SF,LB,"$1,500,000",1.5,2020
774,Michael Schofield,CAR,G,"$1,500,000",1.5,2020
775,Connor Williams,DAL,G,"$1,496,997",1.496997,2020
776,Shilique Calhoun,NE,LB,"$1,484,375",1.484375,2020
777,Hayden Hurst,ATL,TE,"$1,483,275",1.483275,2020
778,B.J. Finney,CIN,C,"$1,470,588",1.470588,2020
779,Greedy Williams,CLE,CB,"$1,467,881",1.467881,2020
780,Robert Hunt,MIA,G,"$1,466,498",1.466498,2020
781,Anthony Miller,CHI,WR,"$1,460,100",1.4601,2020
782,Deshazor Everett,WAS,FS,"$1,456,875",1.456875,2020
783,Avery Williamson,PIT,LB,"$1,455,885",1.455885,2020
784,Dalvin Tomlinson,NYG,DL/DT,"$1,454,759",1.454759,2020
785,Yetur Gross-Matos,CAR,DL/DE,"$1,453,633",1.453633,2020
786,Ezekiel Ansah,SF,ED,"$1,450,000",1.45,2020
787,Ross Blacklock,HOU,DL,"$1,444,989",1.444989,2020
788,Chris Reed,CAR,C,"$1,425,000",1.425,2020
789,Jonathan Taylor,IND,RB,"$1,423,482",1.423482,2020
790,Kemoko Turay,IND,ED,"$1,423,200",1.4232,2020
791,Marquise Blair,SEA,FS,"$1,417,420",1.41742,2020
792,Ethan Pocic,SEA,G,"$1,402,873",1.402873,2020
793,Laviska Shenault,JAX,WR,"$1,399,285",1.399285,2020
794,Zay Jones,LV,WR,"$1,389,522",1.389522,2020
795,Erik McCoy,NO,C,"$1,383,639",1.383639,2020
796,Zach Kerr,CAR,DL,"$1,380,000",1.38,2020
797,Cole Kmet,CHI,TE,"$1,377,778",1.377778,2020
798,Xavier McKinney,NYG,FS,"$1,375,638",1.375638,2020
799,Tanoh Kpassagnon,KC,ED/DE,"$1,374,936",1.374936,2020
800,Chris Thompson,JAX,RB,"$1,368,750",1.36875,2020
801,Chidobe Awuzie,DAL,CB,"$1,362,960",1.36296,2020
802,Peyton Barber,WAS,RB,"$1,360,000",1.36,2020
803,Grant Delpit,CLE,FS,"$1,357,284",1.357284,2020
804,Ben Banogu,IND,ED,"$1,351,024",1.351024,2020
805,Nickell Robey-Coleman,PHI,CB,"$1,350,000",1.35,2020
806,Aldon Smith,DAL,ED,"$1,350,000",1.35,2020
807,Jessie Bates III,CIN,FS,"$1,349,403",1.349403,2020
808,JuJu Smith-Schuster,PIT,WR,"$1,335,023",1.335023,2020
809,Antoine Winfield Jr.,TB,S,"$1,328,579",1.328579,2020
810,Taylor Moton,CAR,RT,"$1,323,049",1.323049,2020
811,Irv Smith,MIN,TE,"$1,317,826",1.317826,2020
812,Donte Jackson,CAR,CB,"$1,312,506",1.312506,2020
813,Malcolm Brown,LAR,RB,"$1,312,500",1.3125,2020
814,Vernon Hargreaves,HOU,CB,"$1,309,375",1.309375,2020
815,Andre Roberts,BUF,WR,"$1,300,000",1.3,2020
816,K.J. Hamler,DEN,WR,"$1,297,660",1.29766,2020
817,Lucas Patrick,GB,G,"$1,291,666",1.291666,2020
818,Chris Manhertz,CAR,TE,"$1,290,000",1.29,2020
819,Andy Janovich,CLE,FB,"$1,287,500",1.2875,2020
820,A.J. Brown,TEN,WR,"$1,284,629",1.284629,2020
821,Brandon King,NE,LB,"$1,276,666",1.276666,2020
822,Keith Smith,ATL,FB,"$1,276,666",1.276666,2020
823,Mike Daniels,CIN,DL,"$1,275,000",1.275,2020
824,Joe Flacco,NYJ,QB,"$1,275,000",1.275,2020
825,Isaiah Oliver,ATL,CB,"$1,264,539",1.264539,2020
826,Drew Sample,CIN,TE,"$1,251,431",1.251431,2020
827,Antony Auclair,TB,TE,"$1,250,000",1.25,2020
828,Antonio Brown,TB,WR,"$1,250,000",1.25,2020
829,Morgan Cox,BAL,LS,"$1,240,000",1.24,2020
830,Dean Marlowe,BUF,FS,"$1,234,375",1.234375,2020
831,Marlon Davidson,ATL,DL/DT,"$1,232,089",1.232089,2020
832,Darrell Taylor,SEA,ED/DE,"$1,229,910",1.22991,2020
833,James Washington,PIT,WR,"$1,227,639",1.227639,2020
834,Max Garcia,ARI,G,"$1,226,250",1.22625,2020
835,Matthias Farley,NYJ,SS,"$1,218,750",1.21875,2020
836,Miles Sanders,PHI,RB,"$1,216,406",1.216406,2020
837,DJ Chark,JAX,WR,"$1,212,881",1.212881,2020
838,Pharoh Cooper,CAR,WR,"$1,210,000",1.21,2020
839,Elijhaa Penny,NYG,FB,"$1,210,000",1.21,2020
840,Dawuane Smoot,JAX,ED,"$1,205,393",1.205393,2020
841,Chase Claypool,PIT,WR,"$1,203,023",1.203023,2020
842,Nick Sundberg,WAS,LS,"$1,202,500",1.2025,2020
843,Brian O'Neill,MIN,RT,"$1,201,810",1.20181,2020
844,Carlton Davis,TB,CB,"$1,198,122",1.198122,2020
845,Darian Thompson,DAL,FS,"$1,193,750",1.19375,2020
846,Tyquan Lewis,IND,DL/DT,"$1,190,742",1.190742,2020
847,J.J. Jansen,CAR,LS,"$1,190,000",1.19,2020
848,Devonta Freeman,NYG,RB,"$1,189,118",1.189118,2020
849,Anthony Levine,BAL,SS,"$1,187,500",1.1875,2020
850,Joe Looney,DAL,C,"$1,187,500",1.1875,2020
851,Kelechi Osemele,KC,G,"$1,187,500",1.1875,2020
852,Damion Square,LAC,DL,"$1,187,500",1.1875,2020
853,Lonnie Johnson,HOU,CB,"$1,184,603",1.184603,2020
854,Nick Gates,NYG,G,"$1,176,668",1.176668,2020
855,Jaylon Johnson,CHI,CB,"$1,176,140",1.17614,2020
856,Aaron Brewer,ARI,LS,"$1,168,750",1.16875,2020
857,Austin Corbett,LAR,G,"$1,163,490",1.16349,2020
858,Mike Glennon,JAX,QB,"$1,161,719",1.161719,2020
859,Max Scharping,HOU,G,"$1,151,838",1.151838,2020
860,Cam Newton,NE,QB,"$1,137,500",1.1375,2020
861,Mecole Hardman,KC,WR,"$1,135,239",1.135239,2020
862,Kameron Canaday,PIT,LS,"$1,135,000",1.135,2020
863,Clark Harris,CIN,LS,"$1,130,000",1.13,2020
864,Desmond King,TEN,CB,"$1,129,235",1.129235,2020
865,J.J. Arcega-Whiteside,PHI,WR,"$1,125,278",1.125278,2020
866,C.J. Beathard,SF,QB,"$1,122,751",1.122751,2020
867,Cam Akers,LAR,RB,"$1,122,370",1.12237,2020
868,Brandon Parker,LV,LT,"$1,116,910",1.11691,2020
869,Lorenzo Carter,NYG,ED,"$1,113,677",1.113677,2020
870,Justin Reid,HOU,FS,"$1,109,871",1.109871,2020
871,Trysten Hill,DAL,DL,"$1,108,307",1.108307,2020
872,B.J. Hill,NYG,DL/DE,"$1,106,069",1.106069,2020
873,Raekwon McMillan,LV,LB,"$1,105,573",1.105573,2020
874,Michael Palardy,CAR,P,"$1,100,000",1.1,2020
875,Trevon Diggs,DAL,CB,"$1,099,839",1.099839,2020
876,Rick Lovato,PHI,LS,"$1,097,500",1.0975,2020
877,Fred Warner,SF,LB/ILB,"$1,096,547",1.096547,2020
878,Jalen Hurts,PHI,QB,"$1,095,486",1.095486,2020
879,Joe Thomas,DAL,LB,"$1,093,750",1.09375,2020
880,Parris Campbell,IND,WR,"$1,085,440",1.08544,2020
881,Justin Murray,ARI,T,"$1,083,333",1.083333,2020
882,Royce Freeman,DEN,RB,"$1,081,255",1.081255,2020
883,Joe Cardona,NE,LS,"$1,080,000",1.08,2020
884,Jake McQuaide,LAR,LS,"$1,080,000",1.08,2020
885,Kwon Alexander,NO,LB,"$1,079,378",1.079378,2020
886,Nasir Adderley,LAC,S,"$1,075,480",1.07548,2020
887,Justin McCray,ATL,G,"$1,075,000",1.075,2020
888,James O'Shaughnessy,JAX,TE,"$1,072,500",1.0725,2020
889,Mason Rudolph,PIT,QB,"$1,069,620",1.06962,2020
890,A.J. Epenesa,BUF,ED/DE,"$1,068,600",1.0686,2020
891,Taylor Rapp,LAR,SS,"$1,062,203",1.062203,2020
892,Jerome Baker,MIA,LB,"$1,053,800",1.0538,2020
893,Andy Isabella,ARI,WR,"$1,052,244",1.052244,2020
894,Nick Bellore,SEA,FB,"$1,050,000",1.05,2020
895,Josh Harris,ATL,LS,"$1,050,000",1.05,2020
896,Jordan Reed,SF,TE,"$1,050,000",1.05,2020
897,Juan Thornhill,KC,FS,"$1,048,924",1.048924,2020
898,Ronald Blair,SF,ED,"$1,047,500",1.0475,2020
899,Deon Bush,CHI,S,"$1,047,500",1.0475,2020
900,Miles Killebrew,DET,SS,"$1,047,500",1.0475,2020
901,Chris Moore,BAL,WR,"$1,047,500",1.0475,2020
902,Demarcus Robinson,KC,WR,"$1,047,500",1.0475,2020
903,P.J. Williams,NO,CB,"$1,047,500",1.0475,2020
904,Nathan Shepherd,NYJ,DL/DE,"$1,043,143",1.043143,2020
905,D.K. Metcalf,SEA,WR,"$1,042,284",1.042284,2020
906,JK Dobbins,BAL,RB,"$1,041,715",1.041715,2020
907,Derrick Nnadi,KC,DL,"$1,039,850",1.03985,2020
908,Tyler Ott,SEA,LS,"$1,035,000",1.035,2020
909,Raekwon Davis,MIA,DL,"$1,028,273",1.028273,2020
910,Montravius Adams,GB,DL,"$1,026,194",1.026194,2020
911,Alex Anzalone,NO,LB/OLB,"$1,025,148",1.025148,2020
912,Geron Christian,WAS,LT,"$1,021,248",1.021248,2020
913,Van Jefferson,LAR,WR,"$1,020,206",1.020206,2020
914,James Winchester,KC,LS,"$1,020,000",1.02,2020
915,Tony McRae,DET,CB,"$1,010,000",1.01,2020
916,Hassan Ridgeway,PHI,DL,"$1,010,000",1.01,2020
917,Tyler Shatley,JAX,G,"$1,010,000",1.01,2020
918,Cameron Sutton,PIT,CB,"$1,009,032",1.009032,2020
919,Delano Hill,SEA,SS,"$1,006,869",1.006869,2020
920,Ezra Cleveland,MIN,LT,"$1,006,765",1.006765,2020
921,James Conner,PIT,RB,"$1,001,572",1.001572,2020
922,Trey Hendrickson,NO,ED/DE,"$1,001,572",1.001572,2020
923,Charley Hughlett,CLE,LS,"$1,000,000",1.0,2020
924,David Moore,SEA,WR,"$1,000,000",1.0,2020
925,Nathan Peterman,LV,QB,"$1,000,000",1.0,2020
926,Zach Sieler,MIA,DL/DT,"$1,000,000",1.0,2020
927,Zach Wood,NO,LS,"$1,000,000",1.0,2020
928,Jaleel Johnson,MIN,DL,"$994,591",0.994591,2020
929,Harrison Phillips,BUF,DL,"$981,760",0.98176,2020
930,Oren Burks,GB,LB,"$980,189",0.980189,2020
931,Randy Gregory,DAL,ED,"$980,000",0.98,2020
932,Jalen Reeves-Maybin,DET,LB/OLB,"$979,724",0.979724,2020
933,Mason Cole,ARI,C,"$977,629",0.977629,2020
934,Zach Allen,ARI,DL/DE,"$975,855",0.975855,2020
935,Reid Ferguson,BUF,LS,"$975,000",0.975,2020
936,Diontae Johnson,PIT,WR,"$972,946",0.972946,2020
937,Jalen Hurd,SF,WR,"$972,654",0.972654,2020
938,Michael Gallup,DAL,WR,"$972,495",0.972495,2020
939,Tracy Walker,DET,FS,"$970,497",0.970497,2020
940,Orlando Brown Jr.,BAL,RT,"$966,430",0.96643,2020
941,Josh Oliver,JAX,TE,"$966,101",0.966101,2020
942,Steve McLendon,TB,DL,"$965,073",0.965073,2020
943,Dorian O'Daniel,KC,LB,"$963,879",0.963879,2020
944,Isaiah McKenzie,BUF,WR,"$962,500",0.9625,2020
945,Reggie Ragland,DET,LB,"$962,500",0.9625,2020
946,A.J. Dillon,GB,RB,"$961,060",0.96106,2020
947,Darrell Henderson,LAR,RB,"$959,580",0.95958,2020
948,Mark Andrews,BAL,TE,"$959,165",0.959165,2020
949,Willie Gay Jr.,KC,LB,"$958,372",0.958372,2020
950,Jace Sternberger,GB,TE,"$956,632",0.956632,2020
951,Arden Key,LV,ED/DE,"$956,594",0.956594,2020
952,Jojo Natson,CLE,WR,"$956,250",0.95625,2020
953,Joseph Noteboom,LAR,G,"$954,723",0.954723,2020
954,Deadrin Senat,ATL,DL/DT,"$954,490",0.95449,2020
955,Tre'quan Smith,NO,WR,"$954,256",0.954256,2020
956,Chukwuma Okorafor,PIT,LT,"$953,091",0.953091,2020
957,Jeremy Chinn,CAR,SS,"$952,995",0.952995,2020
958,Dre'Mont Jones,DEN,DL/DE,"$952,000",0.952,2020
959,Thomas Hennessy,NYJ,LS,"$950,000",0.95,2020
960,Conor McDermott,NYJ,LT,"$950,000",0.95,2020
961,Alex Cappa,TB,G,"$948,426",0.948426,2020
962,Germaine Pratt,CIN,LB,"$947,776",0.947776,2020
963,Tarvarius Moore,SF,FS,"$946,093",0.946093,2020
964,David Montgomery,CHI,RB,"$945,681",0.945681,2020
965,Will Harris,DET,SS,"$943,061",0.943061,2020
966,M.J. Stewart,CLE,CB,"$942,101",0.942101,2020
967,Jordan Akins,HOU,TE,"$940,380",0.94038,2020
968,Ian Thomas,CAR,TE,"$936,998",0.936998,2020
969,Devin Singletary,BUF,RB,"$933,956",0.933956,2020
970,Jalyn Holmes,MIN,DL/DT,"$932,849",0.932849,2020
971,Keke Coutee,HOU,WR,"$932,256",0.932256,2020
972,Terry McLaurin,WAS,WR,"$932,256",0.932256,2020
973,Nyheim Miller-Hines,IND,RB,"$931,136",0.931136,2020
974,Chase Winovich,NE,ED,"$930,328",0.930328,2020
975,Wayne Gallman,NYG,RB,"$929,912",0.929912,2020
976,Carlos Watkins,HOU,DL,"$929,912",0.929912,2020
977,Josey Jewell,DEN,LB,"$928,495",0.928495,2020
978,Michael Deiter,MIA,G,"$926,640",0.92664,2020
979,Denzel Mims,NYJ,WR,"$926,181",0.926181,2020
980,Troy Apke,WAS,FS,"$925,908",0.925908,2020
981,Brian Allen,LAR,C,"$921,734",0.921734,2020
982,David Long,LAR,CB,"$921,041",0.921041,2020
983,Daesean Hamilton,DEN,WR,"$920,659",0.920659,2020
984,Da'shawn Hand,DET,ED/DE,"$920,491",0.920491,2020
985,Joel Iyiegbuniwe,CHI,LB,"$919,643",0.919643,2020
986,Joshua Uche,NE,LB/OLB,"$918,114",0.918114,2020
987,Armani Watts,KC,FS,"$917,558",0.917558,2020
988,Dorance Armstrong,DAL,ED/DE,"$917,499",0.917499,2020
989,Chris Herndon,NYJ,TE,"$917,381",0.917381,2020
990,Jordan Whitehead,TB,S,"$916,814",0.916814,2020
991,Sione Takitaki,CLE,LB/ILB,"$915,219",0.915219,2020
992,Oshane Ximines,NYG,ED,"$914,195",0.914195,2020
993,Kyzir White,LAC,LB/ILB,"$913,610",0.91361,2020
994,Will Dissly,SEA,TE,"$912,567",0.912567,2020
995,Taron Johnson,BUF,CB,"$911,517",0.911517,2020
996,Duke Dawson,DEN,CB,"$911,352",0.911352,2020
997,Trey Burton,IND,TE,"$910,000",0.91,2020
998,Le'Raven Clark,IND,RT,"$910,000",0.91,2020
999,Crevon LeBlanc,PHI,CB,"$910,000",0.91,2020
1000,Luke Rhodes,IND,LS,"$910,000",0.91,2020
1001,Nate Davis,TEN,G,"$908,670",0.90867,2020
1002,Durham Smythe,MIA,TE,"$908,058",0.908058,2020
1003,Avonte Maddox,PHI,CB,"$906,478",0.906478,2020
1004,Justin Layne,PIT,CB,"$905,545",0.905545,2020
1005,Ito Smith,ATL,RB,"$905,218",0.905218,2020
1006,Jaylon Ferguson,BAL,ED,"$900,827",0.900827,2020
1007,Will Richardson,JAX,LT,"$900,698",0.900698,2020
1008,Jake Butt,DEN,TE,"$900,236",0.900236,2020
1009,Josh Sweat,PHI,ED/DE,"$899,397",0.899397,2020
1010,Logan Wilson,CIN,LB/OLB,"$899,199",0.899199,2020
1011,Gardner Minshew,JAX,QB,"$897,721",0.897721,2020
1012,Antonio Gibson,WAS,RB,"$896,843",0.896843,2020
1013,Cody Barton,SEA,LB,"$896,031",0.896031,2020
1014,Bobby Okereke,IND,LB/OLB,"$895,779",0.895779,2020
1015,Trey Pipkins,LAC,RT,"$894,269",0.894269,2020
1016,Kamalei Correa,JAX,LB,"$893,388",0.893388,2020
1017,Justin Jones,LAC,DL/DT,"$892,946",0.892946,2020
1018,Chuma Edoga,NYJ,RT,"$891,750",0.89175,2020
1019,Damien Lewis,SEA,G,"$891,298",0.891298,2020
1020,Jamal Agnew,DET,WR,"$889,591",0.889591,2020
1021,Miles Boykin,BAL,WR,"$889,232",0.889232,2020
1022,Ameer Abdullah,MIN,RB,"$887,500",0.8875,2020
1023,Nelson Agholor,LV,WR,"$887,500",0.8875,2020
1024,Johnson Bademosi,NO,CB,"$887,500",0.8875,2020
1025,Chris Banjo,ARI,SS,"$887,500",0.8875,2020
1026,Kelvin Beachum,ARI,LT,"$887,500",0.8875,2020
1027,Devontae Booker,LV,RB,"$887,500",0.8875,2020
1028,Artie Burns,CHI,CB,"$887,500",0.8875,2020
1029,Michael Burton,NO,FB,"$887,500",0.8875,2020
1030,Travis Carrie,IND,CB,"$887,500",0.8875,2020
1031,Brandon Copeland,NE,LB,"$887,500",0.8875,2020
1032,Jack Crawford,TEN,DL,"$887,500",0.8875,2020
1033,Phillip Dorsett,SEA,WR,"$887,500",0.8875,2020
1034,Nick Dzubnar,TEN,LB,"$887,500",0.8875,2020
1035,Justin Ellis,BAL,DL,"$887,500",0.8875,2020
1036,Tyler Ervin,GB,RB,"$887,500",0.8875,2020
1037,Kavon Frazier,MIA,FS,"$887,500",0.8875,2020
1038,Blaine Gabbert,TB,QB,"$887,500",0.8875,2020
1039,Phillip Gaines,HOU,CB,"$887,500",0.8875,2020
1040,Antonio Hamilton,KC,CB,"$887,500",0.8875,2020
1041,Rashod Hill,MIN,RT,"$887,500",0.8875,2020
1042,Brett Hundley,ARI,QB,"$887,500",0.8875,2020
1043,Germain Ifedi,CHI,G,"$887,500",0.8875,2020
1044,Branden Jackson,SEA,ED,"$887,500",0.8875,2020
1045,Casey Kreiter,NYG,LS,"$887,500",0.8875,2020
1046,L.P. Ladouceur,DAL,LS,"$887,500",0.8875,2020
1047,Sean Mannion,MIN,QB,"$887,500",0.8875,2020
1048,Sherrick McManis,CHI,CB,"$887,500",0.8875,2020
1049,Pernell McPhee,BAL,ED,"$887,500",0.8875,2020
1050,Barkevious Mingo,CHI,ED,"$887,500",0.8875,2020
1051,Kevin Minter,TB,LB,"$887,500",0.8875,2020
1052,Ty Montgomery,NO,RB,"$887,500",0.8875,2020
1053,Mike Remmers,KC,RT,"$887,500",0.8875,2020
1054,Patrick Scales,CHI,LS,"$887,500",0.8875,2020
1055,Anthony Sherman,KC,FB,"$887,500",0.8875,2020
1056,Geno Smith,SEA,QB,"$887,500",0.8875,2020
1057,Michael Thomas,HOU,SS,"$887,500",0.8875,2020
1058,Neiko Thorpe,SEA,CB,"$887,500",0.8875,2020
1059,Jason Verrett,SF,CB,"$887,500",0.8875,2020
1060,Jihad Ward,BAL,DL/DE,"$887,500",0.8875,2020
1061,Dwayne Washington,NO,RB,"$887,500",0.8875,2020
1062,Blidi Wreh-Wilson,ATL,CB,"$887,500",0.8875,2020
1063,Jamel Dean,TB,CB,"$886,713",0.886713,2020
1064,Brandon Jones,MIA,FS,"$886,017",0.886017,2020
1065,Nnamdi Madubuike,BAL,DL/DT,"$882,420",0.88242,2020
1066,Kahale Warring,HOU,TE,"$881,303",0.881303,2020
1067,Mike Edwards,TB,S,"$880,545",0.880545,2020
1068,Bobby Evans,LAR,RT,"$880,545",0.880545,2020
1069,Will Grier,CAR,QB,"$880,545",0.880545,2020
1070,Alexander Mattison,MIN,RB,"$880,543",0.880543,2020
1071,Josh Jones,ARI,RT,"$879,881",0.879881,2020
1072,Connor McGovern,DAL,G,"$877,527",0.877527,2020
1073,Arthur Maulet,NYJ,CB,"$875,000",0.875,2020
1074,Zack Baun,NO,LB/OLB,"$874,762",0.874762,2020
1075,Ryan Finley,CIN,QB,"$872,414",0.872414,2020
1076,Rasheem Green,SEA,ED,"$872,256",0.872256,2020
1077,Jonah Jackson,DET,G,"$872,140",0.87214,2020
1078,Chauncey Gardner-Johnson,NO,SS,"$871,025",0.871025,2020
1079,Anthony Nelson,TB,ED/OLB,"$868,760",0.86876,2020
1080,Julian Love,NYG,FS,"$867,715",0.867715,2020
1081,Khari Willis,IND,SS,"$866,776",0.866776,2020
1082,Mitch Wishnowsky,SF,P,"$866,018",0.866018,2020
1083,Kendall Sheffield,ATL,CB,"$864,922",0.864922,2020
1084,Ke'Shawn Vaughn,TB,RB,"$864,727",0.864727,2020
1085,Jahleel Addae,LAC,SS,"$864,705",0.864705,2020
1086,Jordan Evans,CIN,LB,"$864,128",0.864128,2020
1087,Michael Ojemudia,DEN,CB,"$863,890",0.86389,2020
1088,Chase Edmonds,ARI,RB,"$863,089",0.863089,2020
1089,Marquis Haynes,CAR,DL,"$863,089",0.863089,2020
1090,Dalton Schultz,DAL,TE,"$863,089",0.863089,2020
1091,Matt Hennessy,ATL,C,"$862,648",0.862648,2020
1092,D.J. Jones,SF,DL/DT,"$861,966",0.861966,2020
1093,Justice Hill,BAL,RB,"$860,414",0.860414,2020
1094,Dru Samia,MIN,G,"$859,279",0.859279,2020
1095,Amani Hooker,TEN,FS,"$858,370",0.85837,2020
1096,Anthony Chickillo,DEN,ED,"$856,470",0.85647,2020
1097,Dontae Johnson,SF,CB,"$856,470",0.85647,2020
1098,Cody Parkey,CLE,K,"$856,470",0.85647,2020
1099,Cairo Santos,CHI,K,"$856,470",0.85647,2020
1100,Sheldrick Redwine,CLE,FS,"$855,102",0.855102,2020
1101,Bryan Edwards,LV,WR,"$853,174",0.853174,2020
1102,Damien Harris,NE,RB,"$852,416",0.852416,2020
1103,Neville Gallimore,DAL,DL/DT,"$850,991",0.850991,2020
1104,Benny Snell Jr.,PIT,RB,"$850,517",0.850517,2020
1105,Andrew Adams,TB,S,"$850,000",0.85,2020
1106,Christian Blake,ATL,WR,"$850,000",0.85,2020
1107,Patrick Chung,NE,SS,"$850,000",0.85,2020
1108,Mike Thomas,CIN,WR,"$850,000",0.85,2020
1109,Ben Powers,BAL,G,"$849,383",0.849383,2020
1110,Sam Hubbard,CIN,ED,"$848,476",0.848476,2020
1111,Lloyd Cushenberry,DEN,C,"$846,544",0.846544,2020
