rank,player_name,team,position,total_contract_value,total_contract_value_millions,year
414,Hunter Renfrow,LV,WR,"$3,543,987",3.543987,2022
415,Mac Jones,NE,QB,"$3,542,353",3.542353,2022
416,Brandon Facyson,IND,CB,"$3,540,000",3.54,2022
417,Kenneth Murray,LAC,LB/ILB,"$3,538,620",3.53862,2022
418,Quinton Jefferson,SEA,DL/DT,"$3,515,000",3.515,2022
419,Jordan Phillips,BUF,ED/DE,"$3,514,706",3.514706,2022
420,Chris Olave,NO,WR,"$3,503,977",3.503977,2022
421,Jordan Hicks,MIN,LB/ILB,"$3,500,000",3.5,2022
422,Justin Houston,BAL,DL/DE,"$3,500,000",3.5,2022
423,Case Keenum,BUF,QB,"$3,500,000",3.5,2022
424,Al-Quadin Muhammad,CHI,ED/DE,"$3,500,000",3.5,2022
425,Joseph Noteboom,LAR,T,"$3,500,000",3.5,2022
426,Brandon Parker,LV,T,"$3,500,000",3.5,2022
427,Geno Smith,SEA,QB,"$3,500,000",3.5,2022
428,Frankie Luvu,CAR,LB/OLB,"$3,485,294",3.485294,2022
429,Hayden Hurst,CIN,TE,"$3,476,466",3.476466,2022
430,Jadeveon Clowney,CLE,ED/DE,"$3,467,647",3.467647,2022
431,Tyson Alualu,PIT,DL/DT,"$3,462,500",3.4625,2022
432,Al Woods,SEA,DL/DT,"$3,460,000",3.46,2022
433,Cesar Ruiz,NO,G,"$3,457,965",3.457965,2022
434,C.J. Ham,MIN,FB,"$3,450,000",3.45,2022
435,L.J. Collier,SEA,ED/DE,"$3,447,843",3.447843,2022
436,Brandon Aiyuk,SF,WR,"$3,417,639",3.417639,2022
437,Ben Jones,TEN,C,"$3,413,333",3.413333,2022
438,Tyrann Mathieu,NO,FS,"$3,400,000",3.4,2022
439,Sean Bunting,TB,CB,"$3,386,090",3.38609,2022
440,Joe Flacco,NYJ,QB,"$3,385,294",3.385294,2022
441,Dorance Armstrong,DAL,DL/DE,"$3,382,356",3.382356,2022
442,James Hurst,NO,LT,"$3,381,000",3.381,2022
443,Jordan Love,GB,QB,"$3,377,305",3.377305,2022
444,Taylor Heinicke,WAS,QB,"$3,375,000",3.375,2022
445,Tyler Conklin,NYJ,TE,"$3,373,333",3.373333,2022
446,C.J. Uzomah,NYJ,TE,"$3,356,666",3.356666,2022
447,Tracy Walker,DET,S,"$3,356,666",3.356666,2022
448,Za'Darius Smith,MIN,ED/OLB,"$3,343,136",3.343136,2022
449,Zaven Collins,ARI,LB/ILB,"$3,338,695",3.338695,2022
450,Jordyn Brooks,SEA,LB/ILB,"$3,336,984",3.336984,2022
451,Rasul Douglas,GB,CB,"$3,334,313",3.334313,2022
452,Mark Glowinski,NYG,G,"$3,332,352",3.332352,2022
453,David Njoku,CLE,TE,"$3,328,000",3.328,2022
454,Patrick Queen,BAL,LB/ILB,"$3,316,819",3.316819,2022
455,Bradley Chubb,MIA,ED/OLB,"$3,272,489",3.272489,2022
456,Kaleb McGary,ATL,RT,"$3,266,373",3.266373,2022
457,Rasheem Green,HOU,ED/DE,"$3,250,000",3.25,2022
458,Ja'Wuan James,BAL,RT,"$3,250,000",3.25,2022
459,Tyler Matakevich,BUF,LB/ILB,"$3,250,000",3.25,2022
460,Rakeem Nunez-Roches,TB,DL/DT,"$3,250,000",3.25,2022
461,Erik McCoy,NO,C,"$3,222,378",3.222378,2022
462,Jalen Reeves-Maybin,HOU,LB/OLB,"$3,220,590",3.22059,2022
463,Michael Pierce,BAL,DL/DT,"$3,190,000",3.19,2022
464,Austin Corbett,CAR,G,"$3,188,000",3.188,2022
465,Adrian Phillips,NE,FS,"$3,187,500",3.1875,2022
466,Jaelan Phillips,MIA,ED/OLB,"$3,185,955",3.185955,2022
467,Cairo Santos,CHI,K,"$3,175,000",3.175,2022
468,Jameson Williams,DET,WR,"$3,174,871",3.174871,2022
469,Jason Sanders,MIA,K,"$3,150,000",3.15,2022
470,Jamin Davis,WAS,LB/OLB,"$3,135,040",3.13504,2022
471,Juan Thornhill,KC,FS,"$3,134,139",3.134139,2022
472,Ogbonnia Okoronkwo,HOU,LB/OLB,"$3,132,356",3.132356,2022
473,Patrick Peterson,MIN,CB,"$3,132,353",3.132353,2022
474,Ian Thomas,CAR,TE,"$3,101,666",3.101666,2022
475,Kwity Paye,IND,ED/DE,"$3,101,097",3.101097,2022
476,Mario Addison,HOU,ED/DE,"$3,100,000",3.1,2022
477,Angelo Blackson,CHI,DL/DT,"$3,100,000",3.1,2022
478,Patrick Mekari,BAL,T/C,"$3,100,000",3.1,2022
479,Jalen Thompson,ARI,S,"$3,084,730",3.08473,2022
480,Jordan Davis,PHI,DL/DT,"$3,080,340",3.08034,2022
481,Shaq Mason,TB,G,"$3,078,345",3.078345,2022
482,Tress Way,WAS,P,"$3,076,176",3.076176,2022
483,Noah Igbinoghene,MIA,CB,"$3,069,330",3.06933,2022
484,Caleb Farley,TEN,CB,"$3,067,155",3.067155,2022
485,David Montgomery,CHI,RB,"$3,051,545",3.051545,2022
486,Ka'imi Fairbairn,HOU,K,"$3,042,500",3.0425,2022
487,JuJu Smith-Schuster,KC,WR,"$3,040,000",3.04,2022
488,Denzel Perryman,LV,LB/ILB,"$3,036,176",3.036176,2022
489,Keion Crossen,MIA,CB,"$3,035,000",3.035,2022
490,Christian Darrisaw,MIN,LT,"$3,033,214",3.033214,2022
491,Nate Davis,TEN,G,"$3,023,670",3.02367,2022
492,Charles Harris,DET,DL/DE,"$3,023,333",3.023333,2022
493,Marcus Davenport,NO,ED/DE,"$3,009,446",3.009446,2022
494,Nick Gates,NYG,C,"$3,004,167",3.004167,2022
495,Andy Dalton,NO,QB,"$3,000,000",3.0,2022
496,Carlos Dunlap,KC,ED/DE,"$3,000,000",3.0,2022
497,Dan Feeney,NYJ,G,"$3,000,000",3.0,2022
498,Younghoe Koo,ATL,K,"$3,000,000",3.0,2022
499,Jarvis Landry,NO,WR,"$3,000,000",3.0,2022
500,Riley Reiff,CHI,RT,"$3,000,000",3.0,2022
501,Trai Turner,WAS,G,"$3,000,000",3.0,2022
502,Cameron Brate,TB,TE,"$2,985,000",2.985,2022
503,Najee Harris,PIT,RB,"$2,965,329",2.965329,2022
504,Kyle Juszczyk,SF,FB,"$2,958,750",2.95875,2022
505,Duke Riley,MIA,ED/OLB,"$2,955,882",2.955882,2022
506,Kyle Hamilton,BAL,S,"$2,955,470",2.95547,2022
507,Clyde Edwards-Helaire,KC,RB,"$2,951,337",2.951337,2022
508,Travis Etienne,JAX,RB,"$2,931,388",2.931388,2022
509,Graham Gano,NYG,K,"$2,917,962",2.917962,2022
510,Jake Elliott,PHI,K,"$2,914,000",2.914,2022
511,Dante Fowler Jr.,DAL,DL/DE,"$2,911,754",2.911754,2022
512,Nasir Adderley,LAC,S,"$2,905,384",2.905384,2022
513,Kenyon Green,HOU,G,"$2,900,619",2.900619,2022
514,Chris Wormley,PIT,DL/DT,"$2,900,000",2.9,2022
515,Greg Newsome,CLE,CB,"$2,897,440",2.89744,2022
516,Jon Feliciano,NYG,C,"$2,897,059",2.897059,2022
517,Taylor Rapp,LAR,SS,"$2,894,762",2.894762,2022
518,A.J. Cann,HOU,G,"$2,867,648",2.867648,2022
519,Rashod Bateman,BAL,WR,"$2,863,503",2.863503,2022
520,David Edwards,LAR,G,"$2,856,130",2.85613,2022
521,Payton Turner,NO,ED/DE,"$2,846,531",2.846531,2022
522,Zach Allen,ARI,DL/DE,"$2,825,684",2.825684,2022
523,Dre'Mont Jones,DEN,DL/DE,"$2,806,600",2.8066,2022
524,Germaine Pratt,CIN,LB/ILB,"$2,803,221",2.803221,2022
525,Xavier Woods,CAR,S,"$2,801,666",2.801666,2022
526,Bradley Bozeman,CAR,C,"$2,800,000",2.8,2022
527,Devin Singletary,BUF,RB,"$2,798,956",2.798956,2022
528,Michael Deiter,MIA,C,"$2,786,312",2.786312,2022
529,Bobby McCain,WAS,S,"$2,780,000",2.78,2022
530,Andrew Norwell,WAS,G,"$2,780,000",2.78,2022
531,Will Harris,DET,SS,"$2,778,061",2.778061,2022
532,William Jackson,PIT,CB,"$2,777,778",2.777778,2022
533,Bobby Okereke,IND,LB/ILB,"$2,760,779",2.760779,2022
534,Connor McGovern,DAL,G,"$2,760,527",2.760527,2022
535,Miles Boykin,PIT,WR,"$2,754,232",2.754232,2022
536,Jamel Dean,TB,CB,"$2,751,713",2.751713,2022
537,Nick Bellore,SEA,FB,"$2,750,000",2.75,2022
538,Alec Ingold,MIA,FB,"$2,750,000",2.75,2022
539,Derrick Nnadi,KC,DL/DT,"$2,750,000",2.75,2022
540,Elandon Roberts,MIA,LB/ILB,"$2,750,000",2.75,2022
541,Durham Smythe,MIA,TE,"$2,750,000",2.75,2022
542,Mike Edwards,TB,S,"$2,745,545",2.745545,2022
543,Harrison Butker,KC,K,"$2,736,525",2.736525,2022
544,Jahan Dotson,WAS,WR,"$2,736,065",2.736065,2022
545,Julian Love,NYG,FS,"$2,732,715",2.732715,2022
546,C.J. Beathard,JAX,QB,"$2,726,464",2.726464,2022
547,Ben Powers,BAL,G,"$2,714,383",2.714383,2022
548,Eric Stokes,GB,CB,"$2,710,346",2.710346,2022
549,Drue Tranquill,LAC,LB/ILB,"$2,704,702",2.704702,2022
550,Tyrod Taylor,NYG,QB,"$2,700,000",2.7,2022
551,Greg Gaines,LAR,DL/DT,"$2,696,653",2.696653,2022
552,Austin Hooper,TEN,TE,"$2,690,000",2.69,2022
553,Zion Johnson,LAC,G,"$2,681,214",2.681214,2022
554,Logan Cooke,JAX,P,"$2,680,000",2.68,2022
555,Tim Settle,BUF,DL/DT,"$2,675,000",2.675,2022
556,Cornelius Lucas,WAS,LT,"$2,670,000",2.67,2022
557,Derek Barnett,PHI,ED/DE,"$2,669,176",2.669176,2022
558,Geoff Swaim,TEN,TE,"$2,669,112",2.669112,2022
559,Foster Moreau,LV,TE,"$2,662,098",2.662098,2022
560,Marcus Maye,NO,FS,"$2,638,236",2.638236,2022
561,Greg Rousseau,BUF,ED/DE,"$2,638,227",2.638227,2022
562,Amani Oruwariye,DET,CB,"$2,620,527",2.620527,2022
563,Andrew Van Ginkel,MIA,ED/OLB,"$2,617,695",2.617695,2022
564,Lucas Patrick,CHI,G,"$2,617,500",2.6175,2022
565,Treylon Burks,TEN,WR,"$2,612,653",2.612653,2022
566,Dawson Knox,BUF,TE,"$2,600,545",2.600545,2022
567,Nick Foles,IND,QB,"$2,600,000",2.6,2022
568,J.T. Gray,NO,SS,"$2,600,000",2.6,2022
569,Cory Littleton,CAR,LB/ILB,"$2,600,000",2.6,2022
570,Cole Holcomb,WAS,LB/ILB,"$2,598,721",2.598721,2022
571,Malik Hooker,DAL,S,"$2,591,180",2.59118,2022
572,Justin McCray,HOU,G,"$2,589,705",2.589705,2022
573,Morgan Moses,BAL,RT,"$2,580,000",2.58,2022
574,Odafe Oweh,BAL,ED/OLB,"$2,577,816",2.577816,2022
575,Zach Sieler,MIA,DL/DT,"$2,575,000",2.575,2022
576,Trevor Penning,NO,LT,"$2,571,512",2.571512,2022
577,Cam Sims,WAS,WR,"$2,563,536",2.563536,2022
578,Myles Gaskin,MIA,RB,"$2,561,695",2.561695,2022
579,Kenny Pickett,PIT,QB,"$2,557,801",2.557801,2022
580,Mason Cole,PIT,C,"$2,556,666",2.556666,2022
581,Deonte Harty,NO,WR,"$2,546,977",2.546977,2022
582,Trent McDuffie,KC,CB,"$2,544,088",2.544088,2022
583,Avonte Maddox,PHI,CB,"$2,540,266",2.540266,2022
584,Marcus Allen,PIT,S,"$2,540,000",2.54,2022
585,Chauncey Gardner-Johnson,PHI,SS,"$2,540,000",2.54,2022
586,Matt Gay,LAR,K,"$2,540,000",2.54,2022
587,Phil Haynes,SEA,G,"$2,540,000",2.54,2022
588,Gardner Minshew,PHI,QB,"$2,540,000",2.54,2022
589,Charles Omenihu,SF,ED/DE,"$2,540,000",2.54,2022
590,Max Scharping,CIN,G,"$2,540,000",2.54,2022
591,Armon Watts,CHI,ED/DE,"$2,540,000",2.54,2022
592,Mike White,NYJ,QB,"$2,540,000",2.54,2022
593,Quincy Williams,NYJ,LB/OLB,"$2,540,000",2.54,2022
594,Mack Wilson,NE,LB/ILB,"$2,540,000",2.54,2022
595,Rock Ya-Sin,LV,CB,"$2,540,000",2.54,2022
596,Joe Tryon,TB,ED/OLB,"$2,538,918",2.538918,2022
597,Dan Arnold,JAX,TE,"$2,535,000",2.535,2022
598,Cethan Carter,MIA,TE,"$2,525,000",2.525,2022
599,Levi Wallace,PIT,CB,"$2,517,500",2.5175,2022
600,Ahkello Witherspoon,PIT,CB,"$2,517,500",2.5175,2022
601,Quay Walker,GB,LB/ILB,"$2,516,662",2.516662,2022
602,Desmond King,HOU,CB,"$2,514,977",2.514977,2022
603,Calvin Anderson,DEN,LT,"$2,500,000",2.5,2022
604,Lorenzo Carter,ATL,ED/OLB,"$2,500,000",2.5,2022
605,Kyle Fuller,BAL,CB,"$2,500,000",2.5,2022
606,Troy Hill,LAR,CB,"$2,500,000",2.5,2022
607,Colt McCoy,ARI,QB,"$2,500,000",2.5,2022
608,Nicholas Morrow,CHI,LB/OLB,"$2,500,000",2.5,2022
609,Cordarrelle Patterson,ATL,RB,"$2,500,000",2.5,2022
610,Bobby Wagner,LAR,LB/ILB,"$2,500,000",2.5,2022
611,Kaiir Elam,BUF,CB,"$2,489,238",2.489238,2022
612,Rex Burkhead,HOU,RB,"$2,476,471",2.476471,2022
613,C.J. Henderson,CAR,CB,"$2,475,093",2.475093,2022
614,Kyle Allen,HOU,QB,"$2,470,588",2.470588,2022
615,Robert Tonyan Jr.,GB,TE,"$2,447,941",2.447941,2022
616,Billy Turner,DEN,RT,"$2,440,000",2.44,2022
617,Tyler Smith,DAL,LT,"$2,434,386",2.434386,2022
618,Daniel Brunskill,SF,T,"$2,433,000",2.433,2022
619,Ashton Dulin,IND,WR,"$2,433,000",2.433,2022
620,Nate Herbig,NYJ,G,"$2,433,000",2.433,2022
621,Greg Joseph,MIN,K,"$2,433,000",2.433,2022
622,Robert Spillane,PIT,LB,"$2,433,000",2.433,2022
623,Andrew Wingard,JAX,S,"$2,433,000",2.433,2022
624,Olamide Zaccheaus,ATL,WR,"$2,433,000",2.433,2022
625,Kelvin Beachum,ARI,RT,"$2,425,000",2.425,2022
626,Ja'whaun Bentley,NE,LB/ILB,"$2,420,000",2.42,2022
627,Tyler Linderbaum,BAL,C,"$2,406,961",2.406961,2022
628,Akiem Hicks,TB,DL/DE,"$2,390,823",2.390823,2022
629,Jermaine Johnson,NYJ,ED/DE,"$2,379,535",2.379535,2022
630,Ryan Bates,BUF,G,"$2,375,000",2.375,2022
631,Tee Higgins,CIN,WR,"$2,369,124",2.369124,2022
632,Devin Lloyd,JAX,LB/ILB,"$2,352,110",2.35211,2022
633,Michael Pittman Jr.,IND,WR,"$2,348,959",2.348959,2022
634,Rigoberto Sanchez,IND,P,"$2,345,000",2.345,2022
635,Devonte Wyatt,GB,DL/DT,"$2,338,397",2.338397,2022
636,D'Andre Swift,DET,RB,"$2,328,795",2.328795,2022
637,Cody Davis,NE,FS,"$2,300,000",2.3,2022
638,Mark Ingram,NO,RB,"$2,300,000",2.3,2022
639,Xavier McKinney,NYG,FS,"$2,288,468",2.288468,2022
640,James Bradberry,PHI,CB,"$2,278,000",2.278,2022
641,Tyquan Lewis,IND,ED/DE,"$2,275,000",2.275,2022
642,Siran Neal,BUF,S,"$2,273,333",2.273333,2022
643,Kyle Dugger,NE,S,"$2,272,337",2.272337,2022
644,Tom Compton,DEN,G,"$2,250,000",2.25,2022
645,Blaine Gabbert,TB,QB,"$2,250,000",2.25,2022
646,Mike Hughes,DET,CB,"$2,250,000",2.25,2022
647,Solomon Thomas,NYJ,DL/DT,"$2,250,000",2.25,2022
648,Tavierre Thomas,HOU,CB,"$2,250,000",2.25,2022
649,Kyle Van Noy,LAC,LB/ILB,"$2,250,000",2.25,2022
650,Yetur Gross-Matos,CAR,ED/DE,"$2,236,038",2.236038,2022
651,Cole Strange,NE,G,"$2,228,358",2.228358,2022
652,A.J. Green,ARI,WR,"$2,217,256",2.217256,2022
653,Nick Folk,NE,K,"$2,215,000",2.215,2022
654,Damien Wilson,CAR,LB/ILB,"$2,215,000",2.215,2022
655,Noah Fant,SEA,TE,"$2,211,917",2.211917,2022
656,Ryan Griffin,CHI,TE,"$2,205,882",2.205882,2022
657,Jake Bailey,NE,P,"$2,202,245",2.202245,2022
658,Bryan Anger,DAL,P,"$2,200,000",2.2,2022
659,Robert Hunt,MIA,G,"$2,199,747",2.199747,2022
660,Dennis Gardeck,ARI,ED/OLB,"$2,196,666",2.196666,2022
661,M.J. Stewart,HOU,SS,"$2,191,178",2.191178,2022
662,Patrick Ricard,BAL,FB,"$2,190,000",2.19,2022
663,Adam Shaheen,MIA,TE,"$2,184,805",2.184805,2022
664,George Karlaftis,KC,ED/DE,"$2,170,086",2.170086,2022
665,Alex Anzalone,DET,LB/ILB,"$2,161,764",2.161764,2022
666,Tyler Shatley,JAX,G,"$2,150,000",2.15,2022
667,Jonathan Taylor,IND,RB,"$2,135,223",2.135223,2022
668,K'Waun Williams,DEN,CB,"$2,135,000",2.135,2022
669,Brandon Bolden,LV,RB,"$2,130,000",2.13,2022
670,LaMarcus Joyner,NYJ,FS,"$2,129,411",2.129411,2022
671,Trey Flowers,MIA,DL/DE,"$2,125,000",2.125,2022
672,Daxton Hill,CIN,S,"$2,121,275",2.121275,2022
673,Joejuan Williams,NE,CB,"$2,108,482",2.108482,2022
674,Marquise Brown,ARI,WR,"$2,102,364",2.102364,2022
675,William Gholston,TB,DL/DE,"$2,100,000",2.1,2022
676,Joe Haeg,CLE,T,"$2,100,000",2.1,2022
677,Lewis Cine,MIN,S,"$2,089,846",2.089846,2022
678,Matthew Ioannidis,CAR,ED/DE,"$2,082,112",2.082112,2022
679,Cole Kmet,CHI,TE,"$2,066,667",2.066667,2022
680,Dre Greenlaw,SF,LB,"$2,065,311",2.065311,2022
681,Greedy Williams,CLE,CB,"$2,055,033",2.055033,2022
682,Mike Boone,DEN,RB,"$2,050,000",2.05,2022
683,Tyson Campbell,JAX,CB,"$2,048,887",2.048887,2022
684,Grant Delpit,CLE,FS,"$2,035,926",2.035926,2022
685,Justin Hardee,NYJ,CB,"$2,035,280",2.03528,2022
686,Artie Burns,SEA,CB,"$2,035,000",2.035,2022
687,Elijah Moore,NYJ,WR,"$2,031,915",2.031915,2022
688,Clayton Fejedelem,MIA,SS,"$2,030,000",2.03,2022
689,Julio Jones,TB,WR,"$2,029,058",2.029058,2022
690,Javonte Williams,DEN,RB,"$2,014,944",2.014944,2022
691,Nyheim Miller-Hines,BUF,RB,"$2,013,333",2.013333,2022
692,Evan Brown,DET,C,"$2,013,235",2.013235,2022
693,A.J. Cole,LV,P,"$2,000,000",2.0,2022
694,Chase Daniel,LAC,QB,"$2,000,000",2.0,2022
695,D'Onta Foreman,CAR,RB,"$2,000,000",2.0,2022
696,Chad Henne,KC,QB,"$2,000,000",2.0,2022
697,Mack Hollins,LV,WR,"$2,000,000",2.0,2022
698,Kareem Jackson,DEN,SS,"$2,000,000",2.0,2022
699,Linval Joseph,PHI,DL/DT,"$2,000,000",2.0,2022
700,Josh Reynolds,DET,WR,"$2,000,000",2.0,2022
701,Kyle Rudolph,TB,TE,"$2,000,000",2.0,2022
702,Joey Slye,WAS,K,"$2,000,000",2.0,2022
703,Ndamukong Suh,PHI,DL/DT,"$2,000,000",2.0,2022
704,Leighton Vander Esch,DAL,LB,"$2,000,000",2.0,2022
705,Chris Board,DET,LB,"$1,994,112",1.994112,2022
706,Antoine Winfield Jr.,TB,S,"$1,992,868",1.992868,2022
707,Greg Zuerlein,NYJ,K,"$1,985,294",1.985294,2022
708,Trevor Siemian,CHI,QB,"$1,985,000",1.985,2022
709,Jevon Holland,MIA,S,"$1,981,002",1.981002,2022
710,Jamison Crowder,BUF,WR,"$1,980,000",1.98,2022
711,Zane Gonzalez,CAR,K,"$1,977,647",1.977647,2022
712,Kalif Raymond,DET,WR,"$1,975,000",1.975,2022
713,Landon Dickerson,PHI,G,"$1,967,426",1.967426,2022
714,Marquis Haynes,CAR,ED/DE,"$1,955,000",1.955,2022
715,Neville Hewitt,HOU,LB/ILB,"$1,950,000",1.95,2022
716,K.J. Hamler,DEN,WR,"$1,946,490",1.94649,2022
717,Christian Barmore,NE,DL/DT,"$1,936,874",1.936874,2022
718,Raheem Mostert,MIA,RB,"$1,936,765",1.936765,2022
719,Randy Bullock,TEN,K,"$1,936,464",1.936464,2022
720,Dustin Hopkins,LAC,K,"$1,920,000",1.92,2022
721,Anthony Barr,DAL,ED/OLB,"$1,911,764",1.911764,2022
722,Ray-Ray McCloud,SF,WR,"$1,910,000",1.91,2022
723,J.D. McKissic,WAS,RB,"$1,910,000",1.91,2022
724,Teven Jenkins,CHI,G,"$1,906,329",1.906329,2022
725,Ben Banogu,IND,ED/DE,"$1,891,434",1.891434,2022
726,Richie Grant,ATL,S,"$1,879,174",1.879174,2022
727,N'Keal Harry,CHI,WR,"$1,872,047",1.872047,2022
728,Jamarco Jones,TEN,T,"$1,869,117",1.869117,2022
729,Isaiah McKenzie,BUF,WR,"$1,860,294",1.860294,2022
730,Levi Onwuzurike,DET,DL/DT,"$1,852,021",1.852021,2022
731,Jakeem Grant,CLE,WR,"$1,851,666",1.851666,2022
732,Samaje Perine,CIN,RB,"$1,850,000",1.85,2022
733,Irv Smith,MIN,TE,"$1,844,958",1.844958,2022
734,Darrell Taylor,SEA,LB/OLB,"$1,844,865",1.844865,2022
735,Tanner Vallejo,ARI,LB/ILB,"$1,844,117",1.844117,2022
736,Tre Flowers,CIN,CB,"$1,838,240",1.83824,2022
737,Kyzir White,PHI,LB/OLB,"$1,828,000",1.828,2022
738,Jason Peters,DAL,LT,"$1,826,731",1.826731,2022
739,Liam Eichenberg,MIA,G,"$1,821,473",1.821473,2022
740,Anthony Walker Jr.,CLE,LB/ILB,"$1,819,176",1.819176,2022
741,Jalen Reagor,MIN,WR,"$1,816,425",1.816425,2022
742,Brian Allen,LAR,C,"$1,800,000",1.8,2022
743,Hassan Ridgeway,SF,DL/DT,"$1,800,000",1.8,2022
744,Trevon Moehrig,LV,S,"$1,794,320",1.79432,2022
745,Johnny Hekker,CAR,P,"$1,786,666",1.786666,2022
746,Rodney McLeod,IND,FS,"$1,770,000",1.77,2022
747,Nick Vigil,ARI,ED/OLB,"$1,770,000",1.77,2022
748,Kelvin Joseph,DAL,CB,"$1,768,446",1.768446,2022
749,Montravius Adams,PIT,DL/DE,"$1,767,500",1.7675,2022
750,Bradley Roby,NO,CB,"$1,765,475",1.765475,2022
751,Jaylon Johnson,CHI,CB,"$1,764,210",1.76421,2022
752,Brian Hoyer,NE,QB,"$1,760,000",1.76,2022
753,Jarran Reed,GB,DL/DE,"$1,758,000",1.758,2022
754,Drew Sample,CIN,TE,"$1,752,003",1.752003,2022
755,David Quessenberry,BUF,RT,"$1,750,000",1.75,2022
756,Chris Reed,MIN,G,"$1,750,000",1.75,2022
757,Andre Roberts,CAR,WR,"$1,750,000",1.75,2022
758,Boston Scott,PHI,RB,"$1,750,000",1.75,2022
759,Chandon Sullivan,MIN,CB,"$1,750,000",1.75,2022
760,Bryan Mone,SEA,DL/DT,"$1,745,000",1.745,2022
761,Walker Little,JAX,LT,"$1,732,205",1.732205,2022
762,Jabrill Peppers,NE,S,"$1,725,000",1.725,2022
763,Trevon Diggs,DAL,CB,"$1,723,884",1.723884,2022
764,Mitch Wishnowsky,SF,P,"$1,706,018",1.706018,2022
765,Miles Sanders,PHI,RB,"$1,704,156",1.704156,2022
766,Logan Hall,TB,DL/DT,"$1,693,901",1.693901,2022
767,Jackson Carman,CIN,G,"$1,693,170",1.69317,2022
768,Sam Eguavoen,MIA,LB,"$1,690,000",1.69,2022
769,Cam Akers,LAR,RB,"$1,683,555",1.683555,2022
770,Christian Watson,GB,WR,"$1,680,188",1.680188,2022
771,Keith Smith,ATL,FB,"$1,666,668",1.666668,2022
772,A.J. Moore,TEN,S,"$1,666,666",1.666666,2022
773,Roger McCreary,TEN,CB,"$1,666,474",1.666474,2022
774,Rashaan Evans,ATL,LB/ILB,"$1,647,056",1.647056,2022
775,Jalen Hurts,PHI,QB,"$1,643,230",1.64323,2022
776,Asante Samuel Jr.,LAC,CB,"$1,641,579",1.641579,2022
777,Ty Montgomery,NE,WR,"$1,640,000",1.64,2022
778,Breece Hall,NYJ,RB,"$1,639,050",1.63905,2022
779,Jalen Pitre,HOU,S,"$1,628,080",1.62808,2022
780,Pat O'Donnell,GB,P,"$1,625,000",1.625,2022
781,Aaron Banks,SF,G,"$1,607,636",1.607636,2022
782,Arnold Ebiketie,ATL,DL/DE,"$1,603,398",1.603398,2022
783,A.J. Epenesa,BUF,ED/DE,"$1,602,900",1.6029,2022
784,Tre'quan Smith,NO,WR,"$1,600,000",1.6,2022
785,Gunner Olszewski,PIT,WR,"$1,582,500",1.5825,2022
786,Andre James,LV,C,"$1,580,000",1.58,2022
787,Kyler Gordon,CHI,CB,"$1,578,714",1.578714,2022
788,Rondale Moore,ARI,WR,"$1,573,691",1.573691,2022
789,JK Dobbins,BAL,RB,"$1,562,573",1.562573,2022
790,Tanoh Kpassagnon,NO,ED/DE,"$1,558,000",1.558,2022
791,Boye Mafe,SEA,ED/DE,"$1,556,773",1.556773,2022
792,Raekwon Davis,MIA,DL/DT,"$1,542,409",1.542409,2022
793,Azeez Ojulari,NYG,DL/DE,"$1,539,752",1.539752,2022
794,Greg Little,MIA,RT,"$1,536,672",1.536672,2022
795,Jason Cabinda,DET,FB,"$1,535,000",1.535,2022
796,Arthur Maulet,PIT,CB,"$1,535,000",1.535,2022
797,Kenneth Walker III,SEA,RB,"$1,534,833",1.534833,2022
798,Van Jefferson,LAR,WR,"$1,530,309",1.530309,2022
799,Josh Woods,DET,LB,"$1,526,470",1.52647,2022
800,Parris Campbell,IND,WR,"$1,519,616",1.519616,2022
801,Miles Killebrew,PIT,S,"$1,517,500",1.5175,2022
802,Andrew Booth Jr.,MIN,CB,"$1,510,150",1.51015,2022
803,Ezra Cleveland,MIN,G,"$1,510,148",1.510148,2022
804,Samuel Cosmi,WAS,RT,"$1,505,811",1.505811,2022
805,Corey Bojorquez,CLE,P,"$1,500,000",1.5,2022
806,C.J. Goodwin,DAL,CB,"$1,500,000",1.5,2022
807,Kerry Hyder,SF,ED/DE,"$1,500,000",1.5,2022
808,Jakob Johnson,LV,FB,"$1,500,000",1.5,2022
809,Ronald Jones II,KC,RB,"$1,500,000",1.5,2022
810,Zach Pascal,PHI,WR,"$1,500,000",1.5,2022
811,Malik Reed,PIT,ED/OLB,"$1,500,000",1.5,2022
812,Coleman Shelton,LAR,G,"$1,500,000",1.5,2022
813,Wan'dale Robinson,NYG,WR,"$1,488,212",1.488212,2022
814,Denzel Mims,NYJ,WR,"$1,481,919",1.481919,2022
815,Bradley Pinion,ATL,P,"$1,480,000",1.48,2022
816,Jeremiah Owusu-Koramoah,CLE,LB/OLB,"$1,471,867",1.471867,2022
817,Joshua Uche,NE,LB/OLB,"$1,469,819",1.469819,2022
818,Cody Ford,ARI,G,"$1,468,747",1.468747,2022
819,Kristian Fulton,TEN,CB,"$1,453,689",1.453689,2022
820,Drew Lock,SEA,QB,"$1,451,021",1.451021,2022
821,Jesse Davis,PIT,G,"$1,450,000",1.45,2022
822,Dare Ogunbowale,HOU,RB,"$1,450,000",1.45,2022
823,A.J. Dillon,GB,RB,"$1,441,590",1.44159,2022
824,David Ojabo,BAL,ED/OLB,"$1,438,022",1.438022,2022
825,Dillon Radunz,TEN,G,"$1,437,926",1.437926,2022
826,George Odum,SF,S,"$1,435,000",1.435,2022
