player_name,team,position,year,total_contract_value_millions,guaranteed_money_millions
Fairbairn Ka'imi Fairbairn,HOU,K,2024,15.9,11.06
Higgins Jayden Higgins,HOU,WR,2024,11.700824,11.700824
Ward Jimmie Ward,HOU,S,2024,10.508,8.758
Edwards Mario Edwards,HOU,DL,2024,9.5,4.5
Ersery Aireontae Ersery,HOU,T,2024,9.211638,7.36931
Lassiter Kamari Lassiter,HOU,CB,2024,9.0148,7.090508
Mills Davis Mills,HOU,QB,2024,7.0,10.25
Fisher Blake Fisher,HOU,LT,2024,6.595428,3.562252
Smith Tremon Smith,HOU,CB,2024,6.5,4.5
Noel Jaylin Noel,HOU,WR,2024,6.466856,1.343168
Smith Jaylin Smith,HOU,CB,2024,6.161184,1.12086
Scruggs Juice Scruggs,HOU,C,2024,6.099103,3.212944
Settle Tim Settle,HOU,DL,2024,6.0,3.25
Townsend Tommy Townsend,HOU,P,2024,6.0,2.0
Ingram Ed Ingram,HOU,G,2024,5.997982,2.519804
Bullock Calen Bullock,HOU,S,2024,5.856998,1.079636
Dell Tank Dell,HOU,WR,2024,5.689104,1.137528
Harris Christian Harris,HOU,LB,2024,5.348249,1.069636
Rankins Sheldon Rankins,HOU,DL,2024,5.25,4.5
Marks Woody Marks,HOU,RB,2024,5.203768,1.003768
Watson Justin Watson,HOU,WR,2024,5.0,3.0
Stover Cade Stover,HOU,TE,2024,4.758936,0.738936
Andrews Jake Andrews,HOU,C,2024,4.648344,0.808344
Horton Dylan Horton,HOU,ED,2024,4.641036,0.801036
Reed Jaylen Reed,HOU,S,2024,4.4438,0.2438
Mertz Graham Mertz,HOU,QB,2024,4.428484,0.228484
Hamilton Kyonte Hamilton,HOU,DL,2024,4.338328,0.138328
Hill Jamal Hill,HOU,LB,2024,4.209392,0.189392
To'oTo'o Henry To'oTo'o,HOU,LB,2024,4.084976,0.244976
Patterson Jarrett Patterson,HOU,C,2024,4.009972,0.169972
Hutchinson Xavier Hutchinson,HOU,WR,2024,4.003704,0.163704
Barnett Derek Barnett,HOU,ED,2024,4.0,1.5
Clark Damone Clark,HOU,LB,2024,3.902552,0.242552
Speed E.J. Speed,HOU,LB,2024,3.5,3.25
Pryor Layne Pryor,HOU,TE,2024,3.1,0.0
Hansen Jake Hansen,HOU,LB,2024,3.0,1.25
Fatukasi Foley Fatukasi,HOU,DL,2024,3.0,1.5
Brinkman Austin Brinkman,HOU,LS,2024,2.975,0.11
Brooks British Brooks,HOU,RB,2024,2.845,0.24
Togiai Tommy Togiai,HOU,DL,2024,2.542353,2.295
Stewart M.J. Stewart,HOU,S,2024,2.5,0.5
Chubb Nick Chubb,HOU,RB,2024,2.5,1.5
Ingram Ja'Marcus Ingram,HOU,CB,2024,1.9525,0.0075
Huzzie Alijah Huzzie,HOU,CB,2024,1.895,0.04
Jordan Jawhar Jordan,HOU,RB,2024,1.845,0.0
Carter Ajani Carter,HOU,CB,2024,1.845,0.0
Jones Naquan Jones,HOU,DL,2024,1.835,0.25
Ogunbowale Dare Ogunbowale,HOU,RB,2024,1.8,0.75
Berrios Braxton Berrios,HOU,WR,2024,1.8,0.3
Hinish Kurt Hinish,HOU,DL,2024,1.8,0.375
Jordan Brevin Jordan,HOU,TE,2024,1.72,0.2
Brown Trenton Brown,HOU,RT,2024,1.452287,0.0
Bryant Harrison Bryant,HOU,TE,2024,1.17,0.0
Bryant Myles Bryant,HOU,CB,2024,1.17,0.0
Merriweather Kaevon Merriweather,HOU,S,2024,1.145,0.0
Thomas Xavier Thomas,HOU,ED,2024,1.075,0.0
Sow Sidy Sow,HOU,G,2024,1.075,0.0
Hollman Ka'dar Hollman,HOU,CB,2024,1.055,0.0
Wayne Jared Wayne,HOU,WR,2024,1.005,0.0
Byrd Solomon Byrd,HOU,ED,2024,1.005,0.0
Kingston Jarrett Kingston,HOU,G,2024,0.96,0.0
Tafuna Junior Tafuna,HOU,DL,2024,0.885,0.0
Lachey Luke Lachey,HOU,TE,2024,0.885,0.0
Kelly Josh Kelly,HOU,WR,2024,0.885,0.0
Cox Eli Cox,HOU,C,2024,0.885,0.0
Gardner Ahmad Gardner,IND,CB,2024,120.4,40.5
Raimann Bernhard Raimann,IND,LT,2024,100.0,36.656
Nelson Quenton Nelson,IND,G,2024,80.0,41.0
Pittman Jr. Michael Pittman Jr.,IND,WR,2024,70.0,41.0
Smith Braden Smith,IND,RT,2024,70.0,32.0
Bynum Camryn Bynum,IND,FS,2024,60.0,26.0
Ward Charvarius Ward,IND,CB,2024,54.0,27.0
Buckner DeForest Buckner,IND,DL,2024,46.0,43.25
Taylor Jonathan Taylor,IND,RB,2024,42.0,19.347555
Stewart Grover Stewart,IND,DL,2024,39.0,17.99
Richardson Anthony Richardson,IND,QB,2024,33.994031,33.994031
Franklin Zaire Franklin,IND,LB,2024,31.26,17.62
Moore Kenny Moore,IND,CB,2024,30.0,16.0
Ebukam Samson Ebukam,IND,ED,2024,24.0,10.755
Warren Tyler Warren,IND,TE,2024,20.96065,20.96065
Latu Laiatu Latu,IND,ED,2024,17.031894,17.031894
Jones Daniel Jones,IND,QB,2024,14.0,13.15
Paye Kwity Paye,IND,ED,2024,13.644833,13.644833
Lewis Tyquan Lewis,IND,ED,2024,12.0,6.7
Tuimoloau JT Tuimoloau,IND,ED,2024,9.942466,8.751358
Sanchez Rigoberto Sanchez,IND,P,2024,7.5,2.5
Pierce Alec Pierce,IND,WR,2024,6.601342,2.986037
Dulin Ashton Dulin,IND,WR,2024,6.5,2.94
Rhodes Luke Rhodes,IND,LS,2024,6.465,2.5
Walley Justin Walley,IND,CB,2024,6.444016,1.326556
Goncalves Matt Goncalves,IND,LT,2024,5.839038,1.066572
Downs Josh Downs,IND,WR,2024,5.520459,1.01488
Blackmon Mekhi Blackmon,IND,CB,2024,5.304084,0.857516
Cross Nick Cross,IND,S,2024,5.065638,0.8641
Bortolini Tanor Bortolini,IND,G,2024,4.799872,0.779872
Freeland Blake Freeland,IND,RT,2024,4.65588,0.81588
Adebawore Adetomiwa Adebawore,IND,DL,2024,4.636908,0.796908
Giddens DJ Giddens,IND,RB,2024,4.624744,0.424744
Leonard Riley Leonard,IND,QB,2024,4.435244,0.235244
Gould Anthony Gould,IND,WR,2024,4.372664,0.352664
Carlies Jaylon Carlies,IND,S,2024,4.35624,0.33624
Wohler Hunter Wohler,IND,S,2024,4.331068,0.131068
Scott Daniel Scott,IND,S,2024,4.147836,0.307836
Mallory Will Mallory,IND,TE,2024,4.130592,0.290592
Travis Jalen Travis,IND,T,2024,4.117273,0.921268
Johnson Eric Johnson,IND,DL,2024,3.98074,0.32074
Jones Jaylon Jones,IND,CB,2024,3.95348,0.11348
Ogletree Andrew Ogletree,IND,TE,2024,3.838188,0.178188
Thomas Rodney Thomas,IND,S,2024,3.755384,0.095384
Veresuk Devin Veresuk,IND,LB,2024,3.11,0.01
Carter Rob Carter,IND,S,2024,3.1,0.0
Ekeler Wyett Ekeler,IND,S,2024,3.1,0.0
Edwards Johnathan Edwards,IND,S,2024,2.995,0.28
Bullock John Bullock,IND,LB,2024,2.9825,0.0175
Lowery III Reuben Lowery III,IND,CB,2024,2.965,0.0
Tucker Dalton Tucker,IND,G,2024,2.87,0.24
Shrader Spencer Shrader,IND,K,2024,2.51,0.75
Alie-Cox Mo Alie-Cox,IND,TE,2024,2.2,1.1675
Wilson Jack Wilson,IND,T,2024,1.845,0.0
Pinter Danny Pinter,IND,C,2024,1.6675,0.75
Pratt Germaine Pratt,IND,LB,2024,1.5,0.6
Gallimore Neville Gallimore,IND,ED,2024,1.3375,0.4
Abdullah Ameer Abdullah,IND,RB,2024,1.255,0.0
Odum George Odum,IND,S,2024,1.255,0.0
Treadwell Laquon Treadwell,IND,WR,2024,1.255,0.0
Rivers Philip Rivers,IND,QB,2024,1.255,0.0
McKeon Sean McKeon,IND,TE,2024,1.215,0.0
Glowinski Mark Glowinski,IND,G,2024,1.21,0.0
Ahmed Salvon Ahmed,IND,RB,2024,1.17,0.0
Lammons Chris Lammons,IND,CB,2024,1.17,0.0
Wormley Chris Wormley,IND,DL,2024,1.17,0.0
Sills Josh Sills,IND,G,2024,1.145,0.0
Phillips Jacob Phillips,IND,LB,2024,1.1,0.0
Murray Bill Murray,IND,G,2024,1.075,0.0
Morrissey Jimmy Morrissey,IND,C,2024,1.075,0.0
Montgomery DJ Montgomery,IND,WR,2024,1.03,0.0
Johnson Buddy Johnson,IND,LB,2024,1.03,0.0
Mitchell Cameron Mitchell,IND,CB,2024,1.03,0.0
Goodson Tyler Goodson,IND,RB,2024,1.03,0.0
Olubi Segun Olubi,IND,LB,2024,1.03,0.0
Nchami Durell Nchami,IND,ED,2024,1.005,0.0
Washington Trey Washington,IND,S,2024,1.005,0.0
Fehoko Jr. Viliami Fehoko Jr.,IND,ED,2024,1.005,0.0
Ajiake Austin Ajiake,IND,LB,2024,1.005,0.0
Tenuta Luke Tenuta,IND,RT,2024,0.96,0.0
Henderson LaDarius Henderson,IND,G,2024,0.885,0.0
Henigan Seth Henigan,IND,QB,2024,0.885,0.0
Matos Bayron Matos,IND,T,2024,0.885,0.0
Bentley Ulysses Bentley,IND,RB,2024,0.885,0.0
Owen Coleman Owen,IND,WR,2024,0.885,0.0
Pancol Eli Pancol,IND,WR,2024,0.885,0.0
Smith Tim Smith,IND,DL,2024,0.885,0.0
Vaughn Joseph Vaughn,IND,LB,2024,0.885,0.0
Nikkel Ben Nikkel,IND,S,2024,0.885,0.0
Denbow Trevor Denbow,IND,S,2024,0.87,0.0
Grupe Blake Grupe,IND,K,2024,0.0,0.0
