rank,player_name,team,position,total_contract_value,total_contract_value_millions,year
46,Danielle Hunter,MIN,ED/DE,"$13,370,000",13.37,2021
47,Kendall Fuller,WAS,CB,"$13,125,000",13.125,2021
48,Calais Campbell,BAL,DL/DE,"$13,000,000",13.0,2021
49,Jack Conklin,CLE,RT,"$13,000,000",13.0,2021
50,Brandon Williams,BAL,DL/DT,"$12,920,000",12.92,2021
51,Fletcher Cox,PHI,DL/DT,"$12,916,409",12.916409,2021
52,Jason Pierre-Paul,TB,ED/OLB,"$12,800,000",12.8,2021
53,Corey Davis,NYJ,WR,"$12,666,666",12.666666,2021
54,DeAndre Hopkins,ARI,WR,"$12,500,000",12.5,2021
55,Trey Hendrickson,CIN,ED/DE,"$12,476,471",12.476471,2021
56,Eric Kendricks,MIN,LB/ILB,"$12,467,500",12.4675,2021
57,Arik Armstead,SF,ED/DE,"$12,455,882",12.455882,2021
58,Dont'a Hightower,NE,LB/ILB,"$12,397,059",12.397059,2021
59,Rodger Saffold,TEN,G,"$12,316,165",12.316165,2021
60,Jake Matthews,ATL,LT,"$12,264,200",12.2642,2021
61,Myles Jack,JAX,LB/ILB,"$12,150,000",12.15,2021
62,Xavien Howard,MIA,CB,"$12,129,742",12.129742,2021
63,DeVante Parker,MIA,WR,"$12,112,500",12.1125,2021
64,Akiem Hicks,CHI,DL/DE,"$12,000,000",12.0,2021
65,Linval Joseph,LAC,DL/DT,"$11,900,000",11.9,2021
66,Graham Glasgow,DEN,G,"$11,882,353",11.882353,2021
67,Dante Fowler Jr.,ATL,LB/OLB,"$11,490,195",11.490195,2021
68,Dion Dawkins,BUF,LT,"$11,380,294",11.380294,2021
69,Robert Quinn,CHI,ED/OLB,"$11,287,500",11.2875,2021
70,Chris Harris,LAC,CB,"$11,250,000",11.25,2021
71,Ryan Tannehill,TEN,QB,"$11,100,000",11.1,2021
72,Devin McCourty,NE,FS,"$11,091,176",11.091176,2021
73,Bryan Bulaga,LAC,RT,"$11,083,333",11.083333,2021
74,J.C. Tretter,CLE,C,"$11,060,294",11.060294,2021
75,Lane Johnson,PHI,RT,"$11,056,500",11.0565,2021
76,David Bakhtiari,GB,LT,"$10,966,543",10.966543,2021
77,Halapoulivaati Vaitai,DET,G,"$10,733,750",10.73375,2021
78,Jared Goff,DET,QB,"$10,650,000",10.65,2021
79,Anthony Hitchens,KC,LB/ILB,"$10,635,504",10.635504,2021
80,Marcus Maye,NYJ,FS,"$10,612,000",10.612,2021
81,Marcus Williams,NO,FS,"$10,612,000",10.612,2021
82,Will Fuller,MIA,WR,"$10,570,011",10.570011,2021
83,Baker Mayfield,CLE,QB,"$10,569,130",10.56913,2021
84,Tom Brady,TB,QB,"$10,545,588",10.545588,2021
85,Ryan Fitzpatrick,WAS,QB,"$10,537,000",10.537,2021
86,James Bradberry,NYG,CB,"$10,522,222",10.522222,2021
87,Josh Allen,BUF,QB,"$10,202,338",10.202338,2021
88,Michael Thomas,NO,WR,"$10,100,000",10.1,2021
89,Ronnie Stanley,BAL,LT,"$10,042,000",10.042,2021
90,Saquon Barkley,NYG,RB,"$10,025,602",10.025602,2021
91,Ryan Jensen,TB,C,"$10,000,000",10.0,2021
92,Marcus Peters,BAL,CB,"$9,968,118",9.968118,2021
93,Zack Martin,DAL,G,"$9,950,000",9.95,2021
94,Duane Brown,SEA,LT,"$9,850,000",9.85,2021
95,Tyler Boyd,CIN,WR,"$9,835,294",9.835294,2021
96,George Fant,NYJ,LT,"$9,829,411",9.829411,2021
97,Kyler Murray,ARI,QB,"$9,763,721",9.763721,2021
98,Jalen Ramsey,LAR,CB,"$9,700,000",9.7,2021
99,Shaq Mason,NE,G,"$9,539,699",9.539699,2021
100,Nate Solder,NYG,RT,"$9,500,000",9.5,2021
101,Kyle Fuller,DEN,CB,"$9,470,588",9.470588,2021
102,Jerry Hughes,BUF,ED/DE,"$9,450,000",9.45,2021
103,Denzel Ward,CLE,CB,"$9,449,886",9.449886,2021
104,Leonard Williams,NYG,DL/DE,"$9,400,000",9.4,2021
105,Cameron Jordan,NO,ED/DE,"$9,356,250",9.35625,2021
106,Myles Garrett,CLE,ED/DE,"$9,352,000",9.352,2021
107,Connor McGovern,NYJ,C,"$9,333,333",9.333333,2021
108,Laremy Tunsil,HOU,LT,"$9,293,333",9.293333,2021
109,Nick Bosa,SF,ED/DE,"$9,255,509",9.255509,2021
110,Quinnen Williams,NYJ,DL/DE,"$9,046,647",9.046647,2021
111,Melvin Gordon,DEN,RB,"$8,941,176",8.941176,2021
112,Dee Ford,SF,ED/DE,"$8,909,997",8.909997,2021
113,Bradley Chubb,DEN,ED/OLB,"$8,847,215",8.847215,2021
114,Robbie Chosen,CAR,WR,"$8,826,666",8.826666,2021
115,Preston Smith,GB,ED/OLB,"$8,732,353",8.732353,2021
116,Stephon Tuitt,PIT,DL/DE,"$8,600,750",8.60075,2021
117,Clelin Ferrell,LV,ED/DE,"$8,552,950",8.55295,2021
118,Chris Jones,KC,DL/DT,"$8,541,666",8.541666,2021
119,Brandon Linder,JAX,C,"$8,529,412",8.529412,2021
120,Bryce Callahan,DEN,CB,"$8,509,805",8.509805,2021
121,Marlon Humphrey,BAL,CB,"$8,440,800",8.4408,2021
122,Mitch Morse,BUF,C,"$8,327,941",8.327941,2021
123,Terron Armstead,NO,LT,"$8,299,375",8.299375,2021
124,Austin Hooper,CLE,TE,"$8,250,000",8.25,2021
125,Grover Stewart,IND,DL/DT,"$8,230,000",8.23,2021
126,Joe Burrow,CIN,QB,"$8,225,031",8.225031,2021
127,Shaquille Leonard,IND,LB/ILB,"$8,221,785",8.221785,2021
128,Trent Williams,SF,LT,"$8,187,647",8.187647,2021
129,Mario Addison,BUF,ED/DE,"$8,177,941",8.177941,2021
130,Devin White,TB,LB/ILB,"$8,170,222",8.170222,2021
131,Joel Bitonio,CLE,G,"$8,158,824",8.158824,2021
132,Joe Mixon,CIN,RB,"$8,126,471",8.126471,2021
133,T.J. Watt,PIT,ED/OLB,"$8,118,694",8.118694,2021
134,Shaq Thompson,CAR,ED/OLB,"$8,053,333",8.053333,2021
135,Tyler Lockett,SEA,WR,"$8,050,000",8.05,2021
136,Ali Marpet,TB,G,"$8,025,000",8.025,2021
137,Patrick Peterson,MIN,CB,"$8,000,000",8.0,2021
138,Brandon Graham,PHI,ED/DE,"$7,988,000",7.988,2021
139,Ryan Kelly,IND,C,"$7,900,000",7.9,2021
140,Chase Young,WAS,DL/DE,"$7,855,362",7.855362,2021
141,Eddie Goldman,CHI,DL/DT,"$7,800,000",7.8,2021
142,Matt Milano,BUF,LB/OLB,"$7,794,118",7.794118,2021
143,Budda Baker,ARI,S,"$7,775,000",7.775,2021
144,Quenton Nelson,IND,G,"$7,771,019",7.771019,2021
145,Mike Evans,TB,WR,"$7,697,500",7.6975,2021
146,Jeff Okudah,DET,CB,"$7,620,119",7.620119,2021
147,Travis Kelce,KC,TE,"$7,605,882",7.605882,2021
148,Trenton Brown,NE,RT,"$7,588,235",7.588235,2021
149,Star Lotulelei,BUF,DL/DT,"$7,585,294",7.585294,2021
150,Mark Glowinski,IND,G,"$7,520,588",7.520588,2021
151,C.J. Mosley,NYJ,LB/ILB,"$7,500,000",7.5,2021
152,Emmanuel Ogbah,MIA,DL/DE,"$7,500,000",7.5,2021
153,Cameron Heyward,PIT,DL/DT,"$7,481,250",7.48125,2021
154,Eric Murray,HOU,SS,"$7,455,882",7.455882,2021
155,Patrick Mahomes,KC,QB,"$7,433,381",7.433381,2021
156,Jonathan Jones,NE,CB,"$7,371,691",7.371691,2021
157,Cole Beasley,BUF,WR,"$7,370,576",7.370576,2021
158,Andrew Thomas,NYG,LT,"$7,351,270",7.35127,2021
159,Tyron Smith,DAL,LT,"$7,350,000",7.35,2021
160,Case Keenum,CLE,QB,"$7,333,333",7.333333,2021
161,Taysom Hill,NO,QB,"$7,259,000",7.259,2021
162,Ben Jones,TEN,C,"$7,250,000",7.25,2021
163,Daniel Jones,NYG,QB,"$7,174,288",7.174288,2021
164,Jonathan Allen,WAS,DL/DT,"$7,142,235",7.142235,2021
165,Brandon Brooks,PHI,G,"$7,014,237",7.014237,2021
166,Kenny Clark,GB,DL/DT,"$6,982,343",6.982343,2021
167,Marcus Cannon,HOU,RT,"$6,973,529",6.973529,2021
168,Nelson Agholor,NE,WR,"$6,941,176",6.941176,2021
169,Matthew Ioannidis,WAS,DL/DT,"$6,902,941",6.902941,2021
170,Demario Davis,NO,LB/OLB,"$6,900,000",6.9,2021
171,Christian McCaffrey,CAR,RB,"$6,899,500",6.8995,2021
172,Harrison Smith,MIN,FS,"$6,898,234",6.898234,2021
173,Justin Pugh,ARI,G,"$6,882,353",6.882353,2021
174,Tua Tagovailoa,MIA,QB,"$6,880,781",6.880781,2021
175,Hunter Henry,NE,TE,"$6,823,529",6.823529,2021
176,Ezekiel Elliott,DAL,RB,"$6,820,000",6.82,2021
177,Jordan Phillips,ARI,DL/DT,"$6,794,222",6.794222,2021
178,Tre'Davious White,BUF,CB,"$6,782,000",6.782,2021
179,Jabrill Peppers,NYG,SS,"$6,770,000",6.77,2021
180,Blake Martinez,NYG,LB/ILB,"$6,725,000",6.725,2021
181,Trevor Lawrence,JAX,QB,"$6,689,725",6.689725,2021
182,Nick Foles,CHI,QB,"$6,666,666",6.666666,2021
183,Laken Tomlinson,SF,G,"$6,651,352",6.651352,2021
184,Darius Slay,PHI,CB,"$6,610,000",6.61,2021
185,Corey Linsley,LAC,C,"$6,600,000",6.6,2021
186,Micah Hyde,BUF,SS,"$6,564,705",6.564705,2021
187,Trey Hopkins,CIN,C,"$6,563,235",6.563235,2021
188,Eric Fisher,IND,LT,"$6,490,000",6.49,2021
189,T.Y. Hilton,IND,WR,"$6,450,000",6.45,2021
190,Michael Davis,LAC,CB,"$6,400,000",6.4,2021
191,Zach Wilson,NYJ,QB,"$6,391,033",6.391033,2021
192,A.J. Klein,BUF,LB/OLB,"$6,388,235",6.388235,2021
193,Kenny Moore,IND,CB,"$6,385,294",6.385294,2021
194,Stefon Diggs,BUF,WR,"$6,378,954",6.378954,2021
195,Darren Waller,LV,TE,"$6,370,000",6.37,2021
196,Jamison Crowder,NYJ,WR,"$6,352,932",6.352932,2021
197,Deion Jones,ATL,LB/ILB,"$6,330,784",6.330784,2021
198,Matt Judon,NE,LB/OLB,"$6,323,529",6.323529,2021
199,A.J. Cann,JAX,G,"$6,278,909",6.278909,2021
200,Braden Smith,IND,RT,"$6,260,945",6.260945,2021
201,Charles Leno,WAS,LT,"$6,220,588",6.220588,2021
202,Joshua Hines-Allen,JAX,LB/OLB,"$6,202,538",6.202538,2021
203,Trey Lance,SF,QB,"$6,200,959",6.200959,2021
204,Stephon Gilmore,CAR,CB,"$6,179,738",6.179738,2021
205,Larry Ogunjobi,CIN,DL/DT,"$6,176,471",6.176471,2021
206,Adoree' Jackson,NYG,CB,"$6,176,470",6.17647,2021
207,C.J. Uzomah,CIN,TE,"$6,156,863",6.156863,2021
208,Devon Kennard,ARI,ED/OLB,"$6,144,843",6.144843,2021
209,Daryl Williams,BUF,RT,"$6,135,294",6.135294,2021
210,Anthony Barr,MIN,LB/OLB,"$6,103,822",6.103822,2021
211,La'el Collins,DAL,RT,"$6,053,473",6.053473,2021
212,Eric Rowe,MIA,SS,"$6,050,000",6.05,2021
213,Roquan Smith,CHI,LB/ILB,"$6,049,099",6.049099,2021
214,Justin Herbert,LAC,QB,"$6,040,626",6.040626,2021
215,Chidobe Awuzie,CIN,CB,"$6,038,235",6.038235,2021
216,Evan Engram,NYG,TE,"$6,013,000",6.013,2021
217,O.J. Howard,TB,TE,"$6,013,000",6.013,2021
218,David Njoku,CLE,TE,"$6,013,000",6.013,2021
219,Mike McGlinchey,SF,RT,"$6,006,026",6.006026,2021
220,Cam Newton,CAR,QB,"$6,000,000",6.0,2021
221,Dalvin Tomlinson,MIN,DL/DT,"$6,000,000",6.0,2021
222,Tavon Young,BAL,CB,"$5,988,000",5.988,2021
223,Kyle Pitts,ATL,TE,"$5,983,726",5.983726,2021
224,Adrian Amos,GB,FS,"$5,972,000",5.972,2021
225,Jordan Hicks,ARI,LB/ILB,"$5,941,176",5.941176,2021
226,Adam Thielen,MIN,WR,"$5,941,165",5.941165,2021
227,Cory Littleton,LV,LB/ILB,"$5,929,754",5.929754,2021
228,Robert Woods,LAR,WR,"$5,875,000",5.875,2021
229,Shaquill Griffin,JAX,CB,"$5,852,932",5.852932,2021
230,Nick Boyle,BAL,TE,"$5,833,334",5.833334,2021
231,Tyler Higbee,LAR,TE,"$5,825,000",5.825,2021
232,Vernon Butler,BUF,DL/DT,"$5,805,882",5.805882,2021
233,Javon Hargrave,PHI,DL/DT,"$5,792,000",5.792,2021
234,Anthony Brown,DAL,CB,"$5,750,000",5.75,2021
235,Austin Ekeler,LAC,RB,"$5,750,000",5.75,2021
236,Justin Simmons,DEN,FS,"$5,750,000",5.75,2021
237,Jack Doyle,IND,TE,"$5,699,265",5.699265,2021
238,Matt Paradis,CAR,C,"$5,698,000",5.698,2021
239,Zach Ertz,ARI,TE,"$5,666,667",5.666667,2021
240,Andrew Whitworth,LAR,LT,"$5,666,666",5.666666,2021
241,Brian O'Neill,MIN,RT,"$5,636,430",5.63643,2021
242,Jonnu Smith,NE,TE,"$5,632,345",5.632345,2021
243,Ja'Marr Chase,CIN,WR,"$5,603,571",5.603571,2021
244,Andrus Peat,NO,G,"$5,600,000",5.6,2021
245,Brandin Cooks,HOU,WR,"$5,588,236",5.588236,2021
246,T.J. Hockenson,DET,TE,"$5,580,789",5.580789,2021
247,Jason Kelce,PHI,C,"$5,574,000",5.574,2021
248,Vita Vea,TB,DL/DT,"$5,546,232",5.546232,2021
249,Jarrad Davis,NYJ,LB/ILB,"$5,500,000",5.5,2021
250,Leonard Floyd,LAR,ED/OLB,"$5,500,000",5.5,2021
251,William Gholston,TB,DL/DE,"$5,500,000",5.5,2021
252,Vonn Bell,CIN,FS,"$5,488,235",5.488235,2021
253,Keelan Cole,NYJ,WR,"$5,470,588",5.470588,2021
254,Jarran Reed,KC,DL/DT,"$5,470,588",5.470588,2021
255,George Kittle,SF,TE,"$5,450,000",5.45,2021
256,Adrian Phillips,NE,FS,"$5,408,088",5.408088,2021
257,Brandon Shell,SEA,RT,"$5,375,000",5.375,2021
258,Derrick Brown,CAR,DL/DT,"$5,368,501",5.368501,2021
259,Ed Oliver,BUF,DL/DT,"$5,365,951",5.365951,2021
260,Mike Hilton,CIN,CB,"$5,352,941",5.352941,2021
261,Jimmy Graham,CHI,TE,"$5,340,000",5.34,2021
262,David Onyemata,NO,DL/DT,"$5,330,000",5.33,2021
263,Tyrod Taylor,HOU,QB,"$5,323,529",5.323529,2021
264,Cooper Kupp,LAR,WR,"$5,300,000",5.3,2021
265,Ryan Ramczyk,NO,RT,"$5,273,216",5.273216,2021
266,Jason Verrett,SF,CB,"$5,264,699",5.264699,2021
267,Rob Havenstein,LAR,RT,"$5,258,000",5.258,2021
268,Jordan Poyer,BUF,SS,"$5,251,471",5.251471,2021
269,A'Shawn Robinson,LAR,DL/DT,"$5,250,000",5.25,2021
270,Xavier Rhodes,IND,CB,"$5,210,000",5.21,2021
271,Cody Whitehair,CHI,C,"$5,200,000",5.2,2021
272,Albert Wilson,MIA,WR,"$5,183,334",5.183334,2021
273,Devin Bush,PIT,LB/ILB,"$5,146,845",5.146845,2021
274,Dalvin Cook,MIN,RB,"$5,113,026",5.113026,2021
275,Bud Dupree,TEN,ED/OLB,"$5,111,755",5.111755,2021
276,Eddie Jackson,CHI,FS,"$5,090,000",5.09,2021
277,Jimmie Ward,SF,FS,"$5,051,765",5.051765,2021
278,Malcolm Jenkins,NO,FS,"$5,050,000",5.05,2021
279,Sterling Shepard,NYG,WR,"$5,010,000",5.01,2021
280,Jamal Adams,SEA,SS,"$5,000,000",5.0,2021
281,Shaquil Barrett,TB,ED/OLB,"$5,000,000",5.0,2021
282,Garett Bolles,DEN,LT,"$5,000,000",5.0,2021
283,Jacoby Brissett,MIA,QB,"$5,000,000",5.0,2021
284,Andy Dalton,CHI,QB,"$5,000,000",5.0,2021
285,Matt Feiler,LAC,RT,"$5,000,000",5.0,2021
286,Alvin Kamara,NO,RB,"$5,000,000",5.0,2021
287,Yannick Ngakoue,LV,ED/DE,"$5,000,000",5.0,2021
288,Michael Pierce,MIN,DL/DT,"$5,000,000",5.0,2021
289,Sammy Watkins,BAL,WR,"$5,000,000",5.0,2021
290,Kareem Jackson,DEN,SS,"$4,985,294",4.985294,2021
291,Wes Schweitzer,WAS,G,"$4,970,000",4.97,2021
292,Chris Hubbard,CLE,RT,"$4,961,755",4.961755,2021
293,Jaylen Waddle,MIA,WR,"$4,924,726",4.924726,2021
294,Taylor Decker,DET,LT,"$4,900,000",4.9,2021
295,J.J. Watt,ARI,DL/DE,"$4,900,000",4.9,2021
296,Kareem Hunt,CLE,RB,"$4,870,588",4.870588,2021
297,Billy Turner,GB,RT,"$4,846,250",4.84625,2021
298,Juston Burris,CAR,SS,"$4,827,125",4.827125,2021
299,Danny Trevathan,CHI,LB/ILB,"$4,813,235",4.813235,2021
300,Jonah Williams,CIN,LT,"$4,808,227",4.808227,2021
301,Nick Chubb,CLE,RB,"$4,782,381",4.782381,2021
302,David Johnson,HOU,RB,"$4,779,411",4.779411,2021
303,Sam Darnold,CAR,QB,"$4,774,685",4.774685,2021
304,Chris Boswell,PIT,K,"$4,773,333",4.773333,2021
305,Darious Williams,LAR,CB,"$4,766,000",4.766,2021
306,Alejandro Villanueva,BAL,RT,"$4,750,000",4.75,2021
307,Riley Reiff,CIN,RT,"$4,714,705",4.714705,2021
308,Maliek Collins,HOU,DL/DT,"$4,705,882",4.705882,2021
309,Isaiah Simmons,ARI,LB/ILB,"$4,696,376",4.696376,2021
310,Janoris Jenkins,TEN,CB,"$4,682,343",4.682343,2021
311,William Jackson,WAS,CB,"$4,656,250",4.65625,2021
312,Emmanuel Sanders,BUF,WR,"$4,616,176",4.616176,2021
313,Eric Ebron,PIT,TE,"$4,596,000",4.596,2021
314,Daron Payne,WAS,DL/DT,"$4,587,660",4.58766,2021
315,Jesse Davis,MIA,RT,"$4,585,000",4.585,2021
316,Kyle Rudolph,NYG,TE,"$4,575,000",4.575,2021
317,Blake Jarwin,DAL,TE,"$4,544,117",4.544117,2021
318,Chase Roullier,WAS,C,"$4,540,000",4.54,2021
319,Jalen Mills,NE,CB,"$4,507,352",4.507352,2021
320,Jared Cook,LAC,TE,"$4,500,000",4.5,2021
321,Nicholas Morrow,LV,LB/OLB,"$4,500,000",4.5,2021
322,Romeo Okwara,DET,LB/OLB,"$4,500,000",4.5,2021
323,Joe Thuney,KC,G,"$4,500,000",4.5,2021
324,Jedrick Wills,CLE,LT,"$4,477,935",4.477935,2021
325,Kenny Golladay,NYG,WR,"$4,473,525",4.473525,2021
326,Aaron Jones,GB,RB,"$4,464,706",4.464706,2021
327,Sheldon Rankins,NYJ,DL/DT,"$4,455,882",4.455882,2021
328,Teddy Bridgewater,DEN,QB,"$4,415,000",4.415,2021
329,Penei Sewell,DET,RT,"$4,381,649",4.381649,2021
330,Kyle Van Noy,NE,LB/ILB,"$4,373,522",4.373522,2021
331,Jason Myers,SEA,K,"$4,350,000",4.35,2021
332,Marshon Lattimore,NO,CB,"$4,340,800",4.3408,2021
333,Rashan Gary,GB,ED/OLB,"$4,330,176",4.330176,2021
334,Morgan Moses,NYJ,RT,"$4,320,588",4.320588,2021
335,Jerome Baker,MIA,ED/OLB,"$4,288,800",4.2888,2021
336,Marvin Jones,JAX,WR,"$4,287,500",4.2875,2021
337,Dan Feeney,NYJ,G,"$4,220,588",4.220588,2021
338,Christian Wilkins,MIA,DL/DE,"$4,210,664",4.210664,2021
339,Ka'imi Fairbairn,HOU,K,"$4,200,000",4.2,2021
340,Mekhi Becton,NYJ,LT,"$4,192,284",4.192284,2021
341,Courtland Sutton,DEN,WR,"$4,146,987",4.146987,2021
342,Logan Thomas,WAS,TE,"$4,145,000",4.145,2021
343,Tim Patrick,DEN,WR,"$4,134,000",4.134,2021
344,Denzelle Good,LV,G,"$4,120,000",4.12,2021
345,Julio Jones,TEN,WR,"Post June 1st Designation
Post 6/1
                                
                $4,100,000",0.0,2021
346,Gabe Jackson,SEA,G,"$4,075,000",4.075,2021
347,Frank Ragnow,DET,C,"$4,070,954",4.070954,2021
348,DaQuan Jones,CAR,DL/DT,"$4,050,000",4.05,2021
349,Logan Ryan,NYG,CB,"$4,050,000",4.05,2021
350,Kevin Zeitler,BAL,G,"$4,050,000",4.05,2021
351,Davon Godchaux,NE,DL/DT,"$4,044,115",4.044115,2021
352,Tremaine Edmunds,BUF,LB/ILB,"$4,028,037",4.028037,2021
353,Chris Lindstrom,ATL,G,"$4,011,479",4.011479,2021
354,Ronald Darby,DEN,CB,"$4,000,000",4.0,2021
355,Gerald Everett,SEA,TE,"$4,000,000",4.0,2021
356,Shelby Harris,DEN,DL/DT,"$4,000,000",4.0,2021
357,Taylor Moton,CAR,RT,"$4,000,000",4.0,2021
358,Patrick Ricard,BAL,FB,"$3,983,334",3.983334,2021
359,Derwin James,LAC,S,"$3,941,942",3.941942,2021
360,Rayshawn Jenkins,JAX,S,"$3,941,176",3.941176,2021
361,Harrison Butker,KC,K,"$3,934,118",3.934118,2021
362,Roy Robertson-Harris,JAX,DL/DT,"$3,921,568",3.921568,2021
363,Graham Gano,NYG,K,"$3,907,407",3.907407,2021
364,Jadeveon Clowney,CLE,ED/DE,"$3,870,588",3.870588,2021
365,Jaycee Horn,CAR,CB,"$3,838,572",3.838572,2021
366,Jaire Alexander,GB,CB,"$3,834,281",3.834281,2021
367,Dean Lowry,GB,DL/DE,"$3,812,000",3.812,2021
368,Patrick Surtain II,DEN,CB,"$3,811,387",3.811387,2021
369,Curtis Samuel,WAS,WR,"$3,775,000",3.775,2021
370,Leighton Vander Esch,DAL,LB/OLB,"$3,769,748",3.769748,2021
371,Adam Butler,MIA,DL/DT,"$3,750,000",3.75,2021
372,Samson Ebukam,SF,LB/OLB,"$3,720,588",3.720588,2021
373,Terrance Mitchell,HOU,CB,"$3,720,588",3.720588,2021
374,Brian Burns,CAR,DL/DE,"$3,692,777",3.692777,2021
375,Deatrich Wise,NE,ED/DE,"$3,691,176",3.691176,2021
376,Tristan Wirfs,TB,RT,"$3,688,188",3.688188,2021
377,Johnny Hekker,LAR,P,"$3,687,000",3.687,2021
378,Rashaan Evans,TEN,LB/ILB,"$3,683,653",3.683653,2021
379,Takkarist McKinley,CLE,ED/DE,"$3,676,471",3.676471,2021
380,DeVonta Smith,PHI,WR,"$3,662,071",3.662071,2021
381,John Johnson,CLE,SS,"$3,650,000",3.65,2021
382,Donovan Smith,TB,LT,"$3,650,000",3.65,2021
383,Isaiah Wynn,NE,LT,"$3,640,606",3.640606,2021
384,Fred Warner,SF,LB/ILB,"$3,636,547",3.636547,2021
385,Greg Van Roten,NYJ,G,"$3,632,343",3.632343,2021
386,Quandre Diggs,SEA,FS,"$3,625,000",3.625,2021
387,Dexter Lawrence,NYG,DL/DE,"$3,613,102",3.613102,2021
388,Raheem Mostert,SF,RB,"$3,600,974",3.600974,2021
389,Jon Bostic,WAS,LB/ILB,"$3,565,000",3.565,2021
390,D.J. Moore,CAR,WR,"$3,554,510",3.55451,2021
391,Javon Kinlaw,SF,DL/DT,"$3,520,157",3.520157,2021
392,Garrett Bradbury,MIN,C,"$3,513,510",3.51351,2021
393,Dawuane Smoot,JAX,ED/DE,"$3,513,235",3.513235,2021
394,Denico Autry,TEN,DL/DE,"$3,511,754",3.511754,2021
395,A.J. Green,ARI,WR,"$3,500,000",3.5,2021
396,Johnathan Hankins,LV,DL/DT,"$3,500,000",3.5,2021
397,Marcus Mariota,LV,QB,"$3,500,000",3.5,2021
398,Ryan Succop,TB,K,"$3,500,000",3.5,2021
399,Daniel Carlson,LV,K,"$3,499,556",3.499556,2021
400,Cameron Erving,CAR,LT,"$3,490,000",3.49,2021
401,Justin Tucker,BAL,K,"$3,483,333",3.483333,2021
402,Calvin Ridley,ATL,WR,"$3,468,410",3.46841,2021
403,D.J. Jones,SF,DL/DT,"$3,455,870",3.45587,2021
404,Jeffery Simmons,TEN,DL/DE,"$3,453,751",3.453751,2021
405,Jerry Jeudy,DEN,WR,"$3,452,949",3.452949,2021
406,Noah Fant,DEN,TE,"$3,433,833",3.433833,2021
407,Justin Fields,CHI,QB,"$3,431,265",3.431265,2021
408,Malcom Brown,JAX,DL/DT,"$3,429,411",3.429411,2021
409,Rashaad Penny,SEA,RB,"$3,425,367",3.425367,2021
410,Sam Hubbard,CIN,ED/DE,"$3,423,476",3.423476,2021
411,Darnell Savage,GB,SS,"$3,413,915",3.413915,2021
