rank,player_name,team,position,total_contract_value,total_contract_value_millions,year
61,Xavier Rhodes,MIN,CB,"$13,400,000",13.4,2019
62,Taylor Lewan,TEN,LT,"$13,288,235",13.288235,2019
63,C.J. Mosley,NYJ,LB,"$13,000,000",13.0,2019
64,Jerry Hughes,BUF,ED/DE,"$12,950,000",12.95,2019
65,Malcolm Butler,TEN,CB,"$12,881,250",12.88125,2019
66,Vic Beasley,ATL,ED,"$12,810,000",12.81,2019
67,Jurrell Casey,TEN,DL,"$12,687,500",12.6875,2019
68,Jimmy Graham,GB,TE,"$12,666,666",12.666666,2019
69,Tony Jefferson,BAL,SS,"$12,656,666",12.656666,2019
70,Brandon Scherff,WAS,G,"$12,525,000",12.525,2019
71,Stefon Diggs,MIN,WR,"$12,500,000",12.5,2019
72,Donovan Smith,TB,LT,"$12,500,000",12.5,2019
73,Keenan Allen,LAC,WR,"$12,150,000",12.15,2019
74,Dante Fowler Jr.,LAR,ED,"$12,000,000",12.0,2019
75,Trumaine Johnson,NYJ,CB,"$12,000,000",12.0,2019
76,Nate Solder,NYG,LT,"$12,000,000",12.0,2019
77,David DeCastro,PIT,G,"$11,967,500",11.9675,2019
78,Chris Harris,DEN,CB,"$11,916,668",11.916668,2019
79,Fletcher Cox,PHI,DL,"$11,902,000",11.902,2019
80,Khalil Mack,CHI,ED/OLB,"$11,900,000",11.9,2019
81,Ricky Wagner,DET,RT,"$11,900,000",11.9,2019
82,Larry Fitzgerald,ARI,WR,"$11,750,000",11.75,2019
83,Nick Foles,JAX,QB,"$11,750,000",11.75,2019
84,Alec Ogletree,NYG,LB,"$11,750,000",11.75,2019
85,Joe Haden,PIT,CB,"$11,716,668",11.716668,2019
86,Riley Reiff,MIN,LT,"$11,700,000",11.7,2019
87,Dontari Poe,CAR,DL,"$11,683,333",11.683333,2019
88,Star Lotulelei,BUF,DL,"$11,500,000",11.5,2019
89,Dont'a Hightower,NE,LB,"$11,445,305",11.445305,2019
90,Malcolm Jenkins,PHI,FS,"$11,387,000",11.387,2019
91,Kwon Alexander,SF,LB,"$11,358,705",11.358705,2019
92,Mitch Morse,BUF,C,"$11,250,000",11.25,2019
93,DeMarcus Lawrence,DAL,ED/DE,"$11,100,000",11.1,2019
94,Anthony Castonzo,IND,LT,"$11,050,000",11.05,2019
95,Alex Mack,ATL,C,"$11,050,000",11.05,2019
96,Ali Marpet,TB,G,"$11,025,000",11.025,2019
97,Grady Jarrett,ATL,DL/DT,"$11,000,000",11.0,2019
98,Travis Frederick,DAL,C,"$10,975,000",10.975,2019
99,Dre Kirkpatrick,CIN,CB,"$10,843,750",10.84375,2019
100,Derek Wolfe,DEN,DL,"$10,800,000",10.8,2019
101,Michael Brockers,LAR,DL,"$10,750,000",10.75,2019
102,Harrison Smith,MIN,FS,"$10,750,000",10.75,2019
103,Davante Adams,GB,WR,"$10,725,000",10.725,2019
104,Duane Brown,SEA,LT,"$10,725,000",10.725,2019
105,Shaq Thompson,CAR,LB,"$10,725,000",10.725,2019
106,Travis Kelce,KC,TE,"$10,718,400",10.7184,2019
107,Logan Ryan,TEN,CB,"$10,666,668",10.666668,2019
108,Linval Joseph,MIN,DL,"$10,637,500",10.6375,2019
109,Mario Addison,CAR,LB,"$10,635,418",10.635418,2019
110,Jared Goff,LAR,QB,"$10,629,577",10.629577,2019
111,Ronnie Stanley,BAL,LT,"$10,517,744",10.517744,2019
112,Julio Jones,ATL,WR,"$10,366,667",10.366667,2019
113,Xavien Howard,MIA,CB,"$10,349,830",10.34983,2019
114,LaMarcus Joyner,OAK,FS,"$10,300,000",10.3,2019
115,Carlos Dunlap,CIN,ED,"$10,287,500",10.2875,2019
116,Rodney Hudson,OAK,C,"$10,117,000",10.117,2019
117,Tyrone Crawford,DAL,DL,"$10,100,000",10.1,2019
118,Akiem Hicks,CHI,DL,"$10,100,000",10.1,2019
119,Tyrell Williams,OAK,WR,"$10,100,000",10.1,2019
120,Mike Pouncey,LAC,C,"$10,070,000",10.07,2019
121,Devin Funchess,IND,WR,"$10,000,000",10.0,2019
122,Casey Hayward,LAC,CB,"$10,000,000",10.0,2019
123,Ryan Jensen,TB,C,"$10,000,000",10.0,2019
124,Luke Kuechly,CAR,LB,"$9,962,573",9.962573,2019
125,Brandon Brooks,PHI,G,"$9,849,454",9.849454,2019
126,Bradley Roby,HOU,CB,"$9,812,500",9.8125,2019
127,Lavonte David,TB,LB/OLB,"$9,750,000",9.75,2019
128,Stephon Tuitt,PIT,DL,"$9,745,750",9.74575,2019
129,Sheldon Richardson,CLE,DL,"$9,666,666",9.666666,2019
130,David Johnson,ARI,RB,"$9,656,250",9.65625,2019
131,D.J. Humphries,ARI,LT,"$9,625,000",9.625,2019
132,Andrus Peat,NO,G,"$9,625,000",9.625,2019
133,Cameron Jordan,NO,ED/DE,"$9,547,000",9.547,2019
134,Prince Amukamara,CHI,CB,"$9,500,000",9.5,2019
135,Kelvin Beachum,NYJ,LT,"$9,500,000",9.5,2019
136,Jordan Reed,WAS,TE,"$9,471,000",9.471,2019
137,Jacoby Brissett,IND,QB,"$9,407,500",9.4075,2019
138,Nelson Agholor,PHI,WR,"$9,387,000",9.387,2019
139,Ron Leary,DEN,G,"$9,312,500",9.3125,2019
140,Cordy Glenn,CIN,LT,"$9,250,000",9.25,2019
141,Ndamukong Suh,TB,ED,"$9,250,000",9.25,2019
142,Bud Dupree,PIT,ED/OLB,"$9,232,000",9.232,2019
143,Todd Gurley,LAR,RB,"$9,200,000",9.2,2019
144,Marvin Jones,DET,WR,"$9,183,333",9.183333,2019
145,Stephon Gilmore,NE,CB,"$9,170,833",9.170833,2019
146,Marshal Yanda,BAL,G,"$9,125,222",9.125222,2019
147,Damarious Randall,CLE,FS,"$9,069,000",9.069,2019
148,Trae Waynes,MIN,CB,"$9,069,000",9.069,2019
149,Arik Armstead,SF,ED/DE,"$9,046,000",9.046,2019
150,Pierre Desir,IND,CB,"$9,000,000",9.0,2019
151,Marqise Lee,JAX,WR,"$9,000,000",9.0,2019
152,Kenny Moore,IND,CB,"$9,000,000",9.0,2019
153,Le'Veon Bell,NYJ,RB,"$8,968,750",8.96875,2019
154,Travis Carrie,CLE,CB,"$8,900,000",8.9,2019
155,J.C. Tretter,CLE,C,"$8,875,000",8.875,2019
156,Whitney Mercilus,HOU,ED,"$8,800,000",8.8,2019
157,Trent Murphy,BUF,ED,"$8,800,000",8.8,2019
158,Jason Peters,PHI,LT,"$8,666,668",8.666668,2019
159,Trey Burton,CHI,TE,"$8,550,000",8.55,2019
160,Demario Davis,NO,LB/OLB,"$8,500,000",8.5,2019
161,Carson Wentz,PHI,QB,"$8,393,782",8.393782,2019
162,Alejandro Villanueva,PIT,LT,"$8,390,000",8.39,2019
163,Bryan Bulaga,GB,RT,"$8,350,000",8.35,2019
164,Albert Wilson,MIA,WR,"$8,333,333",8.333333,2019
165,Larry Warford,NO,G,"$8,325,000",8.325,2019
166,Rob Havenstein,LAR,RT,"$8,300,000",8.3,2019
167,Laurent Duvernay-Tardif,KC,G,"$8,253,000",8.253,2019
168,Joey Bosa,LAC,ED/DE,"$8,232,538",8.232538,2019
169,Christian Kirksey,CLE,LB,"$8,200,000",8.2,2019
170,Robert Woods,LAR,WR,"$8,175,000",8.175,2019
171,Corey Linsley,GB,C,"$8,150,000",8.15,2019
172,Adam Thielen,MIN,WR,"$8,073,750",8.07375,2019
173,Ezekiel Ansah,SEA,ED,"$8,062,500",8.0625,2019
174,Patrick Peterson,ARI,CB,"$8,002,235",8.002235,2019
175,Jadeveon Clowney,SEA,ED/DE,"$8,000,000",8.0,2019
176,Ja'Wuan James,DEN,RT,"$8,000,000",8.0,2019
177,Gerald McCoy,CAR,ED,"$8,000,000",8.0,2019
178,Avery Williamson,NYJ,LB,"$8,000,000",8.0,2019
179,Kenny Stills,HOU,WR,"$7,975,000",7.975,2019
180,Mike Daniels,DET,DL,"$7,968,750",7.96875,2019
181,Maurkice Pouncey,PIT,C,"$7,951,000",7.951,2019
182,Robert Quinn,DAL,ED,"$7,922,907",7.922907,2019
183,Mitchell Trubisky,CHI,QB,"$7,917,933",7.917933,2019
184,Jabaal Sheard,IND,ED,"$7,906,250",7.90625,2019
185,Everson Griffen,MIN,ED/DE,"$7,868,750",7.86875,2019
186,Weston Richburg,SF,C,"$7,858,927",7.858927,2019
187,Henry Anderson,NYJ,DL,"$7,833,333",7.833333,2019
188,Nick Martin,HOU,C,"$7,769,309",7.769309,2019
189,Tyler Lockett,SEA,WR,"$7,757,000",7.757,2019
190,Jason Pierre-Paul,TB,ED/DE,"$7,750,000",7.75,2019
191,Justin Pugh,ARI,G,"$7,750,000",7.75,2019
192,Kawann Short,CAR,ED,"$7,744,000",7.744,2019
193,Solomon Thomas,SF,ED/DE,"$7,678,465",7.678465,2019
194,Justin Britt,SEA,C,"$7,666,666",7.666666,2019
195,Lane Johnson,PHI,RT,"$7,656,911",7.656911,2019
196,Danny Trevathan,CHI,LB,"$7,650,000",7.65,2019
197,Jake Matthews,ATL,LT,"$7,589,200",7.5892,2019
198,Sean Lee,DAL,LB,"$7,575,000",7.575,2019
199,John Brown,BUF,WR,"$7,468,750",7.46875,2019
200,Tashaun Gipson,HOU,SS,"$7,437,500",7.4375,2019
201,Baker Mayfield,CLE,QB,"$7,427,950",7.42795,2019
202,D.J. Hayden,JAX,CB,"$7,416,666",7.416666,2019
203,Benardrick McKinney,HOU,LB,"$7,406,250",7.40625,2019
204,Leonard Fournette,JAX,RB,"$7,404,774",7.404774,2019
205,Marcus Peters,BAL,CB,"$7,382,059",7.382059,2019
206,Bryce Callahan,DEN,CB,"$7,333,333",7.333333,2019
207,DaQuan Jones,TEN,DL/DT,"$7,333,333",7.333333,2019
208,Chris Hubbard,CLE,RT,"$7,268,750",7.26875,2019
209,Za'Darius Smith,GB,ED,"$7,250,000",7.25,2019
210,Lamar Miller,HOU,RB,"$7,203,125",7.203125,2019
211,Julian Edelman,NE,WR,"$7,202,616",7.202616,2019
212,Will Fuller,HOU,WR,"$7,173,177",7.173177,2019
213,Paul Richardson,WAS,WR,"$7,162,500",7.1625,2019
214,Myles Garrett,CLE,ED/DE,"$7,154,339",7.154339,2019
215,Saquon Barkley,NYG,RB,"$7,089,716",7.089716,2019
216,Eric Fisher,KC,LT,"$7,036,667",7.036667,2019
217,Joel Bitonio,CLE,G,"$7,000,000",7.0,2019
218,Cameron Brate,TB,TE,"$7,000,000",7.0,2019
219,Brandon Carr,BAL,CB,"$7,000,000",7.0,2019
220,Jamison Crowder,NYJ,WR,"$7,000,000",7.0,2019
221,Zach Fulton,HOU,G,"$7,000,000",7.0,2019
222,Gabe Jackson,OAK,G,"$7,000,000",7.0,2019
223,Earl Thomas,BAL,FS,"$7,000,000",7.0,2019
224,Greg Olsen,CAR,TE,"$6,975,000",6.975,2019
225,Corey Davis,TEN,WR,"$6,925,830",6.92583,2019
226,Eric Ebron,IND,TE,"$6,921,875",6.921875,2019
227,Morgan Moses,WAS,RT,"$6,900,000",6.9,2019
228,DeVante Parker,MIA,WR,"$6,900,000",6.9,2019
229,Sam Darnold,NYJ,QB,"$6,874,479",6.874479,2019
230,Cole Beasley,BUF,WR,"$6,868,750",6.86875,2019
231,Devonta Freeman,ATL,RB,"$6,750,000",6.75,2019
232,Ryan Kalil,NYJ,C,"$6,712,500",6.7125,2019
233,Denzel Ward,CLE,CB,"$6,628,490",6.62849,2019
234,Micah Hyde,BUF,SS,"$6,618,750",6.61875,2019
235,Delanie Walker,TEN,TE,"$6,515,416",6.515416,2019
236,Frank Clark,KC,ED,"$6,500,000",6.5,2019
237,Taylor Gabriel,CHI,WR,"$6,500,000",6.5,2019
238,Mitchell Schwartz,KC,RT,"$6,430,000",6.43,2019
239,Trey Flowers,DET,ED,"$6,419,000",6.419,2019
240,Jordan Hicks,ARI,LB,"$6,400,000",6.4,2019
241,Greg Robinson,CLE,LT,"$6,400,000",6.4,2019
242,Kyler Murray,ARI,QB,"$6,392,481",6.392481,2019
243,Rodger Saffold,TEN,G,"$6,375,000",6.375,2019
244,Tramon Williams,GB,CB,"$6,375,000",6.375,2019
245,Bobby McCain,MIA,FS,"$6,340,000",6.34,2019
246,Ezekiel Elliott,DAL,RB,"$6,339,655",6.339655,2019
247,Zach Ertz,PHI,TE,"$6,291,500",6.2915,2019
248,Brian Winters,NYJ,G,"$6,281,250",6.28125,2019
249,Golden Tate,NYG,WR,"$6,270,587",6.270587,2019
250,Byron Jones,DAL,CB,"$6,266,000",6.266,2019
251,Kyle Van Noy,NE,LB,"$6,260,418",6.260418,2019
252,Bradley Chubb,DEN,ED/OLB,"$6,198,009",6.198009,2019
253,Michael Thomas,NO,WR,"$6,128,765",6.128765,2019
254,Nick Bosa,SF,ED/DE,"$6,100,339",6.100339,2019
255,Vernon Davis,WAS,TE,"$6,095,834",6.095834,2019
256,Jack Doyle,IND,TE,"$6,087,500",6.0875,2019
257,C.J. Uzomah,CIN,TE,"$6,083,333",6.083333,2019
258,Jamal Adams,NYJ,SS,"$6,070,566",6.070566,2019
259,Alshon Jeffery,PHI,WR,"$6,069,000",6.069,2019
260,Tyler Boyd,CIN,WR,"$6,055,127",6.055127,2019
261,Nickell Robey-Coleman,LAR,CB,"$6,050,000",6.05,2019
262,Robert Alford,ARI,CB,"$6,000,000",6.0,2019
263,Chase Daniel,CHI,QB,"$6,000,000",6.0,2019
264,Kareem Jackson,DEN,SS,"$6,000,000",6.0,2019
265,Brandon Linder,JAX,C,"$6,000,000",6.0,2019
266,Preston Smith,GB,ED/OLB,"$6,000,000",6.0,2019
267,Daryl Williams,CAR,RT,"$6,000,000",6.0,2019
268,Devon Kennard,DET,LB,"$5,975,000",5.975,2019
269,Emmanuel Sanders,SF,WR,"$5,970,588",5.970588,2019
270,Shaq Mason,NE,G,"$5,962,500",5.9625,2019
271,Kareem Martin,NYG,ED,"$5,941,666",5.941666,2019
272,Johnathan Joseph,HOU,CB,"$5,937,500",5.9375,2019
273,Tyrann Mathieu,KC,FS,"$5,933,333",5.933333,2019
274,Quinnen Williams,NYJ,DL/DT,"$5,914,431",5.914431,2019
275,Adrian Amos,GB,FS,"$5,900,000",5.9,2019
276,Bobby Hart,CIN,RT,"$5,900,000",5.9,2019
277,Kyle Juszczyk,SF,FB,"$5,850,000",5.85,2019
278,DeForest Buckner,SF,DL/DT,"$5,788,044",5.788044,2019
279,Eric Weddle,LAR,FS,"$5,751,525",5.751525,2019
280,Jerick McKinnon,SF,RB,"$5,750,000",5.75,2019
281,Vance McDonald,PIT,TE,"$5,733,750",5.73375,2019
282,Clelin Ferrell,OAK,ED/DE,"$5,701,966",5.701966,2019
283,A.J. Klein,NO,LB,"$5,675,000",5.675,2019
284,Rodney McLeod,PHI,FS,"$5,656,250",5.65625,2019
285,Anthony Barr,MIN,LB,"$5,600,000",5.6,2019
286,Kyle Long,CHI,G,"$5,600,000",5.6,2019
287,Willie Snead,BAL,WR,"$5,587,941",5.587941,2019
288,Marcell Dareus,JAX,DL,"$5,585,000",5.585,2019
289,Ryan Fitzpatrick,MIA,QB,"$5,500,000",5.5,2019
290,K.J. Wright,SEA,LB,"$5,500,000",5.5,2019
291,John Miller,CIN,G,"$5,439,583",5.439583,2019
292,Quenton Nelson,IND,G,"$5,429,297",5.429297,2019
293,Ryan Tannehill,TEN,QB,"$5,425,000",5.425,2019
294,Mike Williams,LAC,WR,"$5,386,344",5.386344,2019
295,Ben Jones,TEN,C,"$5,375,000",5.375,2019
296,Patrick Robinson,NO,CB,"$5,350,000",5.35,2019
297,Devin White,TB,LB,"$5,330,148",5.330148,2019
298,Giovani Bernard,CIN,RB,"$5,316,666",5.316666,2019
299,Eddie Goldman,CHI,DL/DT,"$5,300,000",5.3,2019
300,Anthony Hitchens,KC,LB,"$5,228,750",5.22875,2019
301,Marcus Cannon,NE,RT,"$5,122,917",5.122917,2019
302,Tyler Kroft,BUF,TE,"$5,112,500",5.1125,2019
303,Trai Turner,CAR,G,"$5,109,650",5.10965,2019
304,Margus Hunt,IND,DL,"$5,100,000",5.1,2019
305,Jack Conklin,TEN,RT,"$5,058,346",5.058346,2019
306,Lane Taylor,GB,G,"$5,037,500",5.0375,2019
307,Deion Jones,ATL,LB,"$5,026,482",5.026482,2019
308,Steven Hauschka,BUF,K,"$5,025,000",5.025,2019
309,Leonard Floyd,CHI,ED,"$5,021,819",5.021819,2019
310,Cameron Wake,TEN,ED,"$5,005,208",5.005208,2019
311,Shaquil Barrett,TB,LB,"$5,000,000",5.0,2019
312,Todd Davis,DEN,LB,"$5,000,000",5.0,2019
313,Kevin Zeitler,NYG,G,"$5,000,000",5.0,2019
314,Jaquiski Tartt,SF,SS,"$4,975,000",4.975,2019
315,Randall Cobb,DAL,WR,"$4,937,500",4.9375,2019
316,Marcus Gilbert,ARI,RT,"$4,915,000",4.915,2019
317,Denico Autry,IND,DL/DT,"$4,906,250",4.90625,2019
318,Joe Flacco,DEN,QB,"$4,900,000",4.9,2019
319,Adam Humphries,TEN,WR,"$4,875,000",4.875,2019
320,Eric Kendricks,MIN,LB/ILB,"$4,864,375",4.864375,2019
321,Dion Lewis,TEN,RB,"$4,862,500",4.8625,2019
322,Mason Crosby,GB,K,"$4,850,000",4.85,2019
323,Josh Allen,BUF,QB,"$4,814,326",4.814326,2019
324,Rhett Ellison,NYG,TE,"$4,811,617",4.811617,2019
325,Demar Dotson,TB,RT,"$4,803,125",4.803125,2019
326,Ty Nsekhe,BUF,RT,"$4,800,000",4.8,2019
327,Markus Golden,NYG,ED,"$4,750,000",4.75,2019
328,Duron Harmon,NE,SS,"$4,750,000",4.75,2019
329,James Hurst,BAL,RT,"$4,750,000",4.75,2019
330,Daniel Sorensen,KC,SS,"$4,750,000",4.75,2019
331,Christian McCaffrey,CAR,RB,"$4,702,172",4.702172,2019
332,Bradley McDougald,SEA,SS,"$4,702,083",4.702083,2019
333,Justin Tucker,BAL,K,"$4,696,668",4.696668,2019
334,Corey Peters,ARI,DL,"$4,687,500",4.6875,2019
335,John Ross,CIN,WR,"$4,667,963",4.667963,2019
336,Daniel Jones,NYG,QB,"$4,666,192",4.666192,2019
337,Melvin Gordon,LAC,RB,"$4,615,882",4.615882,2019
338,James White,NE,RB,"$4,593,750",4.59375,2019
339,Jordan Phillips,BUF,DL/DT,"$4,500,000",4.5,2019
340,Eric Reid,CAR,SS,"$4,500,000",4.5,2019
341,Michael Schofield,LAC,G,"$4,500,000",4.5,2019
342,Danny Amendola,DET,WR,"$4,484,375",4.484375,2019
343,Allen Bailey,ATL,ED,"$4,484,375",4.484375,2019
344,Patrick Mahomes,KC,QB,"$4,479,776",4.479776,2019
345,Lawrence Guy,NE,DL,"$4,466,666",4.466666,2019
346,Shawn Williams,CIN,SS,"$4,450,000",4.45,2019
347,Nigel Bradham,PHI,LB,"$4,447,500",4.4475,2019
348,Ed Dickson,SEA,TE,"$4,416,666",4.416666,2019
349,Myles Jack,JAX,LB,"$4,415,505",4.415505,2019
350,Darryl Roberts,NYJ,CB,"$4,406,250",4.40625,2019
351,Darqueze Dennard,CIN,CB,"$4,390,625",4.390625,2019
352,Patrick Chung,NE,SS,"$4,342,708",4.342708,2019
353,Jamon Brown,ATL,G,"$4,333,333",4.333333,2019
354,Jordan Poyer,BUF,FS,"$4,325,000",4.325,2019
355,Brandon Mebane,LAC,DL,"$4,300,000",4.3,2019
356,Matt Paradis,CAR,C,"$4,300,000",4.3,2019
357,Tahir Whitehead,OAK,LB,"$4,291,666",4.291666,2019
358,Thomas Morstead,NO,P,"$4,250,000",4.25,2019
359,Cordarrelle Patterson,CHI,WR,"$4,250,000",4.25,2019
360,Billy Turner,GB,G,"$4,250,000",4.25,2019
361,Jason Witten,DAL,TE,"$4,250,000",4.25,2019
362,Aqib Talib,MIA,CB,"$4,235,294",4.235294,2019
363,La'el Collins,DAL,RT,"$4,224,334",4.224334,2019
364,Trey Hopkins,CIN,C,"$4,220,000",4.22,2019
365,Damon Harrison,DET,DL,"$4,218,750",4.21875,2019
366,Jimmie Ward,SF,FS,"$4,218,750",4.21875,2019
367,Chris Boswell,PIT,K,"$4,200,000",4.2,2019
368,Barkevious Mingo,HOU,ED,"$4,200,000",4.2,2019
369,Roquan Smith,CHI,LB,"$4,199,356",4.199356,2019
370,Marshon Lattimore,NO,CB,"$4,188,971",4.188971,2019
371,Mike McGlinchey,SF,RT,"$4,168,580",4.16858,2019
372,Jason McCourty,NE,CB,"$4,137,500",4.1375,2019
373,Joshua Hines-Allen,JAX,ED/DE,"$4,135,025",4.135025,2019
374,Wesley Woodyard,TEN,LB,"$4,131,250",4.13125,2019
375,Chad Henne,KC,QB,"$4,100,000",4.1,2019
376,Sheldon Rankins,NO,DL/DT,"$4,073,253",4.073253,2019
377,Quinton Dunbar,WAS,CB,"$4,071,875",4.071875,2019
378,Kevin Byard,TEN,FS,"$4,049,265",4.049265,2019
379,Eric Rowe,MIA,CB,"$4,025,000",4.025,2019
380,Beau Allen,TB,DL,"$4,000,000",4.0,2019
381,Jared Cook,NO,TE,"$4,000,000",4.0,2019
382,Tyler Eifert,CIN,TE,"$4,000,000",4.0,2019
383,Abry Jones,JAX,DL,"$4,000,000",4.0,2019
384,Mychal Kendricks,SEA,LB,"$4,000,000",4.0,2019
385,Brandon McManus,DEN,K,"$4,000,000",4.0,2019
386,Steven Nelson,PIT,CB,"$4,000,000",4.0,2019
387,Breshad Perriman,TB,WR,"$4,000,000",4.0,2019
388,J.R. Sweezy,ARI,G,"$4,000,000",4.0,2019
389,Angelo Blackson,HOU,DL,"$3,968,750",3.96875,2019
390,Ross Cockrell,CAR,CB,"$3,950,000",3.95,2019
391,Sam Koch,BAL,P,"$3,950,000",3.95,2019
392,Chris Thompson,WAS,RB,"$3,921,875",3.921875,2019
393,Marquise Goodwin,SF,WR,"$3,906,250",3.90625,2019
394,Robbie Gould,SF,K,"$3,900,000",3.9,2019
395,Mark Barron,PIT,LB,"$3,875,000",3.875,2019
396,Johnathan Hankins,OAK,DL,"$3,875,000",3.875,2019
397,Spencer Long,BUF,C,"$3,875,000",3.875,2019
398,Adam Vinatieri,IND,K,"$3,875,000",3.875,2019
399,Vince Williams,PIT,LB,"$3,836,666",3.836666,2019
400,Landon Collins,WAS,SS,"$3,825,000",3.825,2019
401,Bruce Irvin,CAR,LB,"$3,812,500",3.8125,2019
402,Bobby Massie,CHI,RT,"$3,800,000",3.8,2019
403,Karl Joseph,OAK,SS,"$3,781,374",3.781374,2019
404,Mohamed Sanu,NE,WR,"$3,779,411",3.779411,2019
405,Deshaun Watson,HOU,QB,"$3,778,440",3.77844,2019
406,Drew Stanton,CLE,QB,"$3,765,625",3.765625,2019
407,Lorenzo Alexander,BUF,LB,"$3,750,000",3.75,2019
408,Travis Benjamin,LAC,WR,"$3,750,000",3.75,2019
409,William Gholston,TB,ED,"$3,750,000",3.75,2019
410,Laken Tomlinson,SF,G,"$3,750,000",3.75,2019
411,Brennan Scarlett,HOU,ED,"$3,732,285",3.732285,2019
412,Haason Reddick,ARI,LB/ILB,"$3,675,809",3.675809,2019
413,Christian Jones,DET,LB,"$3,671,617",3.671617,2019
414,Terrance Mitchell,CLE,CB,"$3,666,666",3.666666,2019
415,Jack Crawford,ATL,DL,"$3,658,334",3.658334,2019
416,Tavon Young,BAL,CB,"$3,651,282",3.651282,2019
417,Dean Lowry,GB,DL/DE,"$3,645,849",3.645849,2019
418,Antoine Bethea,NYG,FS,"$3,625,000",3.625,2019
419,T.J. Hockenson,DET,TE,"$3,603,859",3.603859,2019
420,Senio Kelemete,HOU,G,"$3,593,750",3.59375,2019
421,Ed Oliver,BUF,DL/DT,"$3,577,301",3.577301,2019
422,Tevin Coleman,SF,RB,"$3,568,750",3.56875,2019
423,Kyle Rudolph,MIN,TE,"$3,550,000",3.55,2019
