rank,player_name,team,position,total_contract_value,total_contract_value_millions,year
79,Alex Mack,ATL,C,"$11,050,000",11.05,2018
80,Sean Lee,DAL,LB,"$11,025,000",11.025,2018
81,Michael Brockers,LAR,DL,"$11,000,000",11.0,2018
82,DeSean Jackson,TB,WR,"$11,000,000",11.0,2018
83,Aqib Talib,LAR,CB,"$11,000,000",11.0,2018
84,Joe Staley,SF,LT,"$10,950,000",10.95,2018
85,Emmanuel Sanders,DEN,WR,"$10,937,500",10.9375,2018
86,Derek Wolfe,DEN,DL,"$10,925,000",10.925,2018
87,Chris Harris,DEN,CB,"$10,866,666",10.866666,2018
88,Rob Gronkowski,NE,TE,"$10,859,375",10.859375,2018
89,Anthony Castonzo,IND,LT,"$10,800,000",10.8,2018
90,T.J. Lang,DET,G,"$10,760,416",10.760416,2018
91,Taylor Lewan,TEN,LT,"$10,700,000",10.7,2018
92,Jason Peters,PHI,LT,"$10,666,666",10.666666,2018
93,Nick Perry,GB,ED,"$10,637,500",10.6375,2018
94,Davante Adams,GB,WR,"$10,568,750",10.56875,2018
95,Maurkice Pouncey,PIT,C,"$10,551,000",10.551,2018
96,Gabe Jackson,OAK,G,"$10,500,000",10.5,2018
97,Kelechi Osemele,OAK,G,"$10,500,000",10.5,2018
98,Jerry Hughes,BUF,ED/DE,"$10,400,000",10.4,2018
99,Earl Thomas,SEA,FS,"$10,400,000",10.4,2018
100,Jordan Reed,WAS,TE,"$10,253,125",10.253125,2018
101,Marcell Dareus,JAX,DL,"$10,175,000",10.175,2018
102,Marshal Yanda,BAL,G,"$10,125,220",10.12522,2018
103,Von Miller,DEN,ED/OLB,"$10,125,000",10.125,2018
104,Terron Armstead,NO,LT,"$10,050,000",10.05,2018
105,Travis Kelce,KC,TE,"$10,018,400",10.0184,2018
106,Blake Bortles,JAX,QB,"$10,000,000",10.0,2018
107,Andre Branch,MIA,ED,"$10,000,000",10.0,2018
108,Janoris Jenkins,NYG,CB,"$10,000,000",10.0,2018
109,Trumaine Johnson,NYJ,CB,"$10,000,000",10.0,2018
110,Josh McCown,NYJ,QB,"$10,000,000",10.0,2018
111,Harrison Smith,MIN,FS,"$10,000,000",10.0,2018
112,Nate Solder,NYG,LT,"$10,000,000",10.0,2018
113,Kenny Stills,MIA,WR,"$9,750,000",9.75,2018
114,Mike Daniels,GB,DL,"$9,712,500",9.7125,2018
115,Dont'a Hightower,NE,LB,"$9,695,305",9.695305,2018
116,Mark Barron,LAR,LB,"$9,666,666",9.666666,2018
117,Kiko Alonso,MIA,LB,"$9,662,500",9.6625,2018
118,Keenan Allen,LAC,WR,"$9,650,000",9.65,2018
119,Cameron Wake,MIA,ED,"$9,625,000",9.625,2018
120,Robert Alford,ATL,CB,"$9,600,000",9.6,2018
121,Akiem Hicks,CHI,DL,"$9,600,000",9.6,2018
122,Donte Moncrief,JAX,WR,"$9,600,000",9.6,2018
123,Kam Chancellor,SEA,SS,"$9,581,250",9.58125,2018
124,Dre Kirkpatrick,CIN,CB,"$9,553,125",9.553125,2018
125,Weston Richburg,SF,C,"$9,535,000",9.535,2018
126,Kelvin Beachum,NYJ,LT,"$9,500,000",9.5,2018
127,Ja'Wuan James,MIA,RT,"$9,341,000",9.341,2018
128,Brandon Linder,JAX,C,"$9,281,250",9.28125,2018
129,Pierre Garcon,SF,WR,"$9,250,000",9.25,2018
130,Andrew Whitworth,LAR,LT,"$9,174,166",9.174166,2018
131,Jordy Nelson,OAK,WR,"$9,168,750",9.16875,2018
132,Mario Addison,CAR,ED,"$9,166,666",9.166666,2018
133,Tyrone Crawford,DAL,ED,"$9,100,000",9.1,2018
134,Charles Clay,BUF,TE,"$9,000,000",9.0,2018
135,Kareem Jackson,HOU,SS,"$9,000,000",9.0,2018
136,Brian Orakpo,TEN,ED,"$9,000,000",9.0,2018
137,Larry Warford,NO,G,"$9,000,000",9.0,2018
138,LeSean McCoy,BUF,RB,"$8,950,000",8.95,2018
139,Aaron Donald,LAR,DL,"$8,892,000",8.892,2018
140,Stephon Gilmore,NE,CB,"$8,887,500",8.8875,2018
141,Kyle Long,CHI,G,"$8,848,158",8.848158,2018
142,Lavonte David,TB,LB/OLB,"$8,750,000",8.75,2018
143,Ron Leary,DEN,G,"$8,718,750",8.71875,2018
144,Deone Bucannon,ARI,ED,"$8,718,000",8.718,2018
145,Dee Ford,KC,ED,"$8,718,000",8.718,2018
146,C.J. Mosley,BAL,LB,"$8,718,000",8.718,2018
147,Ryan Shazier,PIT,LB,"$8,718,000",8.718,2018
148,Ryan Tannehill,MIA,QB,"$8,676,666",8.676666,2018
149,Delanie Walker,TEN,TE,"$8,635,625",8.635625,2018
150,Darqueze Dennard,CIN,CB,"$8,526,000",8.526,2018
151,Bradley Roby,DEN,CB,"$8,526,000",8.526,2018
152,Jason Verrett,LAC,CB,"$8,526,000",8.526,2018
153,Jimmie Ward,SF,FS,"$8,526,000",8.526,2018
154,Buster Skrine,NYJ,CB,"$8,500,000",8.5,2018
155,Rodney McLeod,PHI,SS,"$8,406,250",8.40625,2018
156,Derrick Morgan,TEN,ED,"$8,406,250",8.40625,2018
157,Jake Matthews,ATL,LT,"$8,289,200",8.2892,2018
158,Bryan Bulaga,GB,RT,"$8,268,750",8.26875,2018
159,Duane Brown,SEA,LT,"$8,250,000",8.25,2018
160,Eric Weddle,BAL,FS,"$8,250,000",8.25,2018
161,K.J. Wright,SEA,LB,"$8,200,000",8.2,2018
162,John Sullivan,LAR,C,"$8,124,999",8.124999,2018
163,Linval Joseph,MIN,DL,"$8,050,000",8.05,2018
164,Allen Bailey,KC,DL,"$8,000,000",8.0,2018
165,Brandon Graham,PHI,ED/DE,"$8,000,000",8.0,2018
166,Brent Grimes,TB,CB,"$8,000,000",8.0,2018
167,Sheldon Richardson,MIN,DL,"$8,000,000",8.0,2018
168,Max Unger,NO,C,"$8,000,000",8.0,2018
169,Luke Kuechly,CAR,LB,"$7,992,514",7.992514,2018
170,Antonio Brown,PIT,WR,"$7,955,000",7.955,2018
171,Greg Olsen,CAR,TE,"$7,950,000",7.95,2018
172,Rodger Saffold,LAR,G,"$7,950,000",7.95,2018
173,Jameis Winston,TB,QB,"$7,941,903",7.941903,2018
174,Sammy Watkins,KC,WR,"$7,800,000",7.8,2018
175,Marcus Mariota,TEN,QB,"$7,704,446",7.704446,2018
176,Trai Turner,CAR,G,"$7,703,000",7.703,2018
177,Benardrick McKinney,HOU,LB,"$7,700,721",7.700721,2018
178,Mitchell Schwartz,KC,RT,"$7,700,000",7.7,2018
179,Kyle Rudolph,MIN,TE,"$7,675,000",7.675,2018
180,Aaron Colvin,HOU,CB,"$7,656,250",7.65625,2018
181,Jared Goff,LAR,QB,"$7,619,365",7.619365,2018
182,Mohamed Sanu,ATL,WR,"$7,525,000",7.525,2018
183,Prince Amukamara,CHI,CB,"$7,500,000",7.5,2018
184,Jabaal Sheard,IND,DL,"$7,500,000",7.5,2018
185,Tahir Whitehead,OAK,LB,"$7,416,666",7.416666,2018
186,Marcus Gilbert,PIT,RT,"$7,358,500",7.3585,2018
187,Vontaze Burfict,CIN,LB,"$7,301,029",7.301029,2018
188,Carson Wentz,PHI,QB,"$7,275,365",7.275365,2018
189,Todd Gurley,LAR,RB,"$7,228,306",7.228306,2018
190,Jermaine Gresham,ARI,TE,"$7,218,750",7.21875,2018
191,Jason Kelce,PHI,C,"$7,200,000",7.2,2018
192,Danny Trevathan,CHI,LB,"$7,150,000",7.15,2018
193,Cameron Heyward,PIT,DL/DT,"$7,066,250",7.06625,2018
194,Joey Bosa,LAC,ED/DE,"$7,056,459",7.056459,2018
195,Tashaun Gipson,JAX,FS,"$7,050,000",7.05,2018
196,Travis Benjamin,LAC,WR,"$7,000,000",7.0,2018
197,Cameron Brate,TB,TE,"$7,000,000",7.0,2018
198,Brandon Carr,BAL,CB,"$7,000,000",7.0,2018
199,Brandon Marshall,DEN,LB,"$7,000,000",7.0,2018
200,Tyrann Mathieu,HOU,FS,"$7,000,000",7.0,2018
201,Brian Winters,NYJ,G,"$7,000,000",7.0,2018
202,Morris Claiborne,NYJ,CB,"$6,990,625",6.990625,2018
203,Terrell Suggs,BAL,ED,"$6,950,000",6.95,2018
204,Spencer Long,NYJ,C,"$6,937,500",6.9375,2018
205,Myles Garrett,CLE,ED/DE,"$6,911,876",6.911876,2018
206,Zach Fulton,HOU,G,"$6,906,250",6.90625,2018
207,Matt Kalil,CAR,LT,"$6,900,000",6.9,2018
208,Denico Autry,IND,DL/DT,"$6,875,000",6.875,2018
209,Jared Veldheer,DEN,RT,"$6,875,000",6.875,2018
210,Casey Hayward,LAC,CB,"$6,833,334",6.833334,2018
211,Ezekiel Elliott,DAL,RB,"$6,806,274",6.806274,2018
212,Micah Hyde,BUF,SS,"$6,800,000",6.8,2018
213,Richard Sherman,SF,CB,"$6,800,000",6.8,2018
214,Sharrif Floyd,MIN,DL,"$6,757,000",6.757,2018
215,Brandon Scherff,WAS,G,"$6,750,432",6.750432,2018
216,Eric Ebron,IND,TE,"$6,750,000",6.75,2018
217,J.C. Tretter,CLE,C,"$6,750,000",6.75,2018
218,James Carpenter,NYJ,G,"$6,711,250",6.71125,2018
219,Lamar Miller,HOU,RB,"$6,703,125",6.703125,2018
220,Star Lotulelei,BUF,DL,"$6,700,000",6.7,2018
221,Mitchell Trubisky,CHI,QB,"$6,598,278",6.598278,2018
222,John Cyprien,TEN,SS,"$6,562,500",6.5625,2018
223,Glover Quin,DET,FS,"$6,516,666",6.516666,2018
224,Vinny Curry,TB,ED,"$6,500,000",6.5,2018
225,Kyle Fuller,CHI,CB,"$6,500,000",6.5,2018
226,William Gholston,TB,ED,"$6,500,000",6.5,2018
227,Jerick McKinnon,SF,RB,"$6,500,000",6.5,2018
228,Ryan Schraeder,ATL,RT,"$6,500,000",6.5,2018
229,Josh Sitton,MIA,G,"$6,500,000",6.5,2018
230,Marvin Jones,DET,WR,"$6,433,333",6.433333,2018
231,Solomon Thomas,SF,ED/DE,"$6,398,720",6.39872,2018
232,Jalen Ramsey,JAX,CB,"$6,368,454",6.368454,2018
233,Adam Thielen,MIN,WR,"$6,350,000",6.35,2018
234,Dion Sims,CHI,TE,"$6,333,333",6.333333,2018
235,Whitney Mercilus,HOU,ED,"$6,300,000",6.3,2018
236,Travis Frederick,DAL,C,"$6,275,000",6.275,2018
237,Marquise Goodwin,SF,WR,"$6,275,000",6.275,2018
238,Mike Pouncey,LAC,C,"$6,250,000",6.25,2018
239,Christian Kirksey,CLE,LB,"$6,200,000",6.2,2018
240,Leonard Fournette,JAX,RB,"$6,170,645",6.170645,2018
241,Justin Britt,SEA,C,"$6,166,666",6.166666,2018
242,Darius Slay,DET,CB,"$6,110,644",6.110644,2018
243,Danny Amendola,MIA,WR,"$6,000,000",6.0,2018
244,Joel Bitonio,CLE,G,"$6,000,000",6.0,2018
245,Malcolm Butler,TEN,CB,"$6,000,000",6.0,2018
246,Zack Martin,DAL,G,"$6,000,000",6.0,2018
247,Avery Williamson,NYJ,LB,"$6,000,000",6.0,2018
248,Marcus Cannon,NE,RT,"$5,956,250",5.95625,2018
249,Baker Mayfield,CLE,QB,"$5,942,360",5.94236,2018
250,Leonard Williams,NYJ,DL/DE,"$5,928,003",5.928003,2018
251,Trey Burton,CHI,TE,"$5,925,000",5.925,2018
252,Brandon Williams,BAL,DL,"$5,920,000",5.92,2018
253,Jimmy Graham,GB,TE,"$5,916,666",5.916666,2018
254,Charles Leno,CHI,LT,"$5,900,000",5.9,2018
255,Darian Stewart,DEN,SS,"$5,900,000",5.9,2018
256,Ricky Wagner,DET,RT,"$5,900,000",5.9,2018
257,Telvin Smith,JAX,LB,"$5,810,235",5.810235,2018
258,Chris Hubbard,CLE,RT,"$5,800,000",5.8,2018
259,Corey Davis,TEN,WR,"$5,771,523",5.771523,2018
260,La'el Collins,DAL,RT,"$5,758,333",5.758333,2018
261,Josh Kline,TEN,G,"$5,750,000",5.75,2018
262,David DeCastro,PIT,G,"$5,687,500",5.6875,2018
263,Jared Cook,OAK,TE,"$5,675,000",5.675,2018
264,Saquon Barkley,NYG,RB,"$5,671,773",5.671773,2018
265,Tony Jefferson,BAL,SS,"$5,656,666",5.656666,2018
266,Michael Bennett,PHI,ED,"$5,650,000",5.65,2018
267,Ronnie Stanley,BAL,LT,"$5,586,635",5.586635,2018
268,Danielle Hunter,MIN,ED/DE,"$5,563,806",5.563806,2018
269,Jermaine Kearse,NYJ,WR,"$5,550,000",5.55,2018
270,Jahleel Addae,LAC,SS,"$5,500,000",5.5,2018
271,Taylor Gabriel,CHI,WR,"$5,500,000",5.5,2018
272,Brandon Mebane,LAC,DL,"$5,500,000",5.5,2018
273,Kyle Williams,BUF,DL,"$5,500,000",5.5,2018
274,Sam Darnold,NYJ,QB,"$5,499,584",5.499584,2018
275,Johnathan Joseph,HOU,CB,"$5,487,500",5.4875,2018
276,Robert Woods,LAR,WR,"$5,465,019",5.465019,2018
277,"Odell Beckham, Jr.",NYG,WR,"$5,459,000",5.459,2018
278,Clint Boling,CIN,G,"$5,450,000",5.45,2018
279,Rashaan Melvin,OAK,CB,"$5,437,500",5.4375,2018
280,Stephon Tuitt,PIT,DL,"$5,432,000",5.432,2018
281,Brandin Cooks,LAR,WR,"$5,400,000",5.4,2018
282,Morgan Moses,WAS,RT,"$5,400,000",5.4,2018
283,Ben Jones,TEN,C,"$5,375,000",5.375,2018
284,Laurent Duvernay-Tardif,KC,G,"$5,360,000",5.36,2018
285,Jack Doyle,IND,TE,"$5,337,500",5.3375,2018
286,DaQuan Jones,TEN,DL/DE,"$5,333,333",5.333333,2018
287,Dontari Poe,CAR,DL,"$5,333,333",5.333333,2018
288,Mark Ingram,NO,RB,"$5,303,824",5.303824,2018
289,Denzel Ward,CLE,CB,"$5,302,792",5.302792,2018
290,Vernon Davis,WAS,TE,"$5,302,083",5.302083,2018
291,Travis Carrie,CLE,CB,"$5,300,000",5.3,2018
292,Kevin White,CHI,WR,"$5,270,060",5.27006,2018
293,Mason Crosby,GB,K,"$5,250,000",5.25,2018
294,Nickell Robey-Coleman,LAR,CB,"$5,250,000",5.25,2018
295,Daniel Sorensen,KC,FS,"$5,243,750",5.24375,2018
296,A.J. Klein,NO,LB,"$5,200,000",5.2,2018
297,Latavius Murray,MIN,RB,"$5,200,000",5.2,2018
298,Bobby Massie,CHI,RT,"$5,100,000",5.1,2018
299,Jamal Adams,NYJ,SS,"$5,058,802",5.058802,2018
300,Justin Tucker,BAL,K,"$5,046,666",5.046666,2018
301,David Johnson,ARI,RB,"$5,042,344",5.042344,2018
302,Beau Allen,TB,DL,"$5,000,000",5.0,2018
303,John Brown,BAL,WR,"$5,000,000",5.0,2018
304,Preston Brown,CIN,LB,"$5,000,000",5.0,2018
305,Devonta Freeman,ATL,RB,"$5,000,000",5.0,2018
306,Stephen Gostkowski,NE,K,"$5,000,000",5.0,2018
307,Ryan Grant,IND,WR,"$5,000,000",5.0,2018
308,Timmy Jernigan,PHI,DL,"$5,000,000",5.0,2018
309,Daniel Kilgore,MIA,C,"$5,000,000",5.0,2018
310,Andy Levitre,ATL,G,"$5,000,000",5.0,2018
311,Andrew Norwell,JAX,G,"$5,000,000",5.0,2018
312,Jermey Parnell,JAX,RT,"$5,000,000",5.0,2018
313,Julius Peppers,CAR,ED,"$5,000,000",5.0,2018
314,Torrey Smith,CAR,WR,"$5,000,000",5.0,2018
315,Lane Johnson,PHI,RT,"$4,982,206",4.982206,2018
316,Stefon Diggs,MIN,WR,"$4,963,929",4.963929,2018
317,DeForest Buckner,SF,DL/DT,"$4,961,179",4.961179,2018
318,Reshad Jones,MIA,SS,"$4,960,000",4.96,2018
319,Bradley Chubb,DEN,ED/OLB,"$4,958,407",4.958407,2018
320,Zach Ertz,PHI,TE,"$4,937,500",4.9375,2018
321,Bilal Powell,NYJ,RB,"$4,883,334",4.883334,2018
322,Trent Murphy,BUF,ED,"$4,881,250",4.88125,2018
323,Corey Linsley,GB,C,"$4,850,000",4.85,2018
324,Albert Wilson,MIA,WR,"$4,833,333",4.833333,2018
325,Demar Dotson,TB,RT,"$4,803,125",4.803125,2018
326,Brandon Brooks,PHI,G,"$4,768,397",4.768397,2018
327,Tyler Eifert,CIN,TE,"$4,750,000",4.75,2018
328,Allen Hurns,DAL,WR,"$4,750,000",4.75,2018
329,Alec Ogletree,NYG,LB,"$4,750,000",4.75,2018
330,Michael Johnson,CIN,ED,"$4,737,500",4.7375,2018
331,Quincy Enunwa,NYJ,WR,"$4,714,000",4.714,2018
332,Stacy McGee,WAS,DL,"$4,675,000",4.675,2018
333,Malcolm Smith,SF,LB,"$4,668,750",4.66875,2018
334,Mike Iupati,ARI,G,"$4,657,500",4.6575,2018
335,Marqise Lee,JAX,WR,"$4,656,250",4.65625,2018
336,Vic Beasley,ATL,ED,"$4,612,118",4.612118,2018
337,Mike Remmers,MIN,G,"$4,600,000",4.6,2018
338,Damon Harrison,DET,DL,"$4,558,823",4.558823,2018
339,Muhammad Wilkerson,GB,DL,"$4,512,500",4.5125,2018
340,Marcus Gilchrist,OAK,FS,"$4,500,000",4.5,2018
341,Ted Ginn Jr.,NO,WR,"$4,500,000",4.5,2018
342,Kyle Juszczyk,SF,FB,"$4,500,000",4.5,2018
343,Matt Schaub,ATL,QB,"$4,500,000",4.5,2018
344,Demaryius Thomas,HOU,WR,"$4,500,000",4.5,2018
345,Mike Williams,LAC,WR,"$4,488,620",4.48862,2018
346,Seth Roberts,OAK,WR,"$4,450,000",4.45,2018
347,Tyler Lockett,SEA,WR,"$4,446,688",4.446688,2018
348,Corey Liuget,LAC,DL,"$4,374,559",4.374559,2018
349,Devon Kennard,DET,LB,"$4,350,000",4.35,2018
350,Donald Penn,OAK,RT,"$4,350,000",4.35,2018
351,Quenton Nelson,IND,G,"$4,343,437",4.343437,2018
352,Jack Conklin,TEN,RT,"$4,335,725",4.335725,2018
353,Dion Lewis,TEN,RB,"$4,312,500",4.3125,2018
354,Leonard Floyd,CHI,ED,"$4,304,417",4.304417,2018
355,Cole Beasley,DAL,WR,"$4,250,000",4.25,2018
356,Justin Ellis,OAK,DL,"$4,250,000",4.25,2018
357,Steve McLendon,NYJ,DL,"$4,250,000",4.25,2018
358,Wesley Woodyard,TEN,LB,"$4,250,000",4.25,2018
359,Giovani Bernard,CIN,RB,"$4,200,000",4.2,2018
360,Domata Peko,DEN,DL,"$4,200,000",4.2,2018
361,Lane Taylor,GB,G,"$4,193,750",4.19375,2018
362,Shawn Williams,CIN,SS,"$4,150,000",4.15,2018
363,Terrance Williams,DAL,WR,"$4,132,352",4.132352,2018
364,Theo Riddick,DET,RB,"$4,125,000",4.125,2018
365,Trae Waynes,MIN,CB,"$4,118,663",4.118663,2018
366,Alejandro Villanueva,PIT,LT,"$4,095,000",4.095,2018
367,William Hayes,MIA,ED,"$4,050,000",4.05,2018
368,Marshawn Lynch,OAK,RB,"$4,031,250",4.03125,2018
369,Chase Daniel,CHI,QB,"$4,000,000",4.0,2018
370,Todd Davis,DEN,LB,"$4,000,000",4.0,2018
371,Senio Kelemete,HOU,G,"$4,000,000",4.0,2018
372,Bennie Logan,TEN,DL,"$4,000,000",4.0,2018
373,Captain Munnerlyn,CAR,CB,"$4,000,000",4.0,2018
374,Mike Wallace,PHI,WR,"$4,000,000",4.0,2018
375,Alshon Jeffery,PHI,WR,"$3,975,000",3.975,2018
376,Malcolm Jenkins,PHI,FS,"$3,952,000",3.952,2018
377,Julian Edelman,NE,WR,"$3,940,361",3.940361,2018
378,Brooks Reed,ATL,ED,"$3,940,000",3.94,2018
379,Adrian Clayborn,NE,ED/DE,"$3,937,500",3.9375,2018
380,Nevin Lawson,DET,CB,"$3,925,000",3.925,2018
381,Christian McCaffrey,CAR,RB,"$3,918,477",3.918477,2018
382,D.J. Hayden,JAX,CB,"$3,916,666",3.916666,2018
383,Greg Mancz,HOU,C,"$3,907,000",3.907,2018
384,Aaron Lynch,CHI,DL,"$3,906,250",3.90625,2018
385,Duke Johnson,CLE,RB,"$3,894,523",3.894523,2018
386,John Ross,CIN,WR,"$3,889,969",3.889969,2018
387,Dwayne Allen,NE,TE,"$3,880,000",3.88,2018
388,Jordan Poyer,BUF,FS,"$3,875,000",3.875,2018
389,Vernon Hargreaves,TB,CB,"$3,866,634",3.866634,2018
390,Josh Allen,BUF,QB,"$3,851,461",3.851461,2018
391,Cody Parkey,CHI,K,"$3,812,500",3.8125,2018
392,Thomas Davis,CAR,LB,"$3,801,471",3.801471,2018
393,Patrick Chung,NE,SS,"$3,800,000",3.8,2018
394,Eddie Goldman,CHI,DL/DT,"$3,798,876",3.798876,2018
395,Earl Mitchell,SF,DL,"$3,756,250",3.75625,2018
396,Rhett Ellison,NYG,TE,"$3,750,000",3.75,2018
397,Duron Harmon,NE,SS,"$3,750,000",3.75,2018
398,Eric Kendricks,MIN,LB/ILB,"$3,740,520",3.74052,2018
399,Patrick Mahomes,KC,QB,"$3,733,141",3.733141,2018
400,Paul Richardson,WAS,WR,"$3,718,750",3.71875,2018
401,Golden Tate,PHI,WR,"$3,705,882",3.705882,2018
402,Lawrence Guy,NE,DL,"$3,666,666",3.666666,2018
403,Kyle Van Noy,NE,LB,"$3,666,666",3.666666,2018
404,Antoine Bethea,ARI,FS,"$3,658,541",3.658541,2018
405,Andrus Peat,NO,G,"$3,625,204",3.625204,2018
406,Tyson Alualu,PIT,DL,"$3,625,000",3.625,2018
407,Jonathan Stewart,NYG,RB,"$3,625,000",3.625,2018
408,Adam Vinatieri,IND,K,"$3,625,000",3.625,2018
409,Tramon Williams,GB,CB,"$3,625,000",3.625,2018
410,Lee Smith,OAK,TE,"$3,616,666",3.616666,2018
411,Lorenzo Alexander,BUF,LB,"$3,600,000",3.6,2018
412,Darren Fells,CLE,TE,"$3,600,000",3.6,2018
413,Anthony Hitchens,KC,LB,"$3,600,000",3.6,2018
414,Ramon Foster,PIT,G,"$3,591,668",3.591668,2018
415,Josh Hill,NO,TE,"$3,583,334",3.583334,2018
416,Colt McCoy,WAS,QB,"$3,556,860",3.55686,2018
417,Sam Koch,BAL,P,"$3,550,000",3.55,2018
418,Greg Zuerlein,LAR,K,"$3,550,000",3.55,2018
419,E.J. Gaines,CLE,CB,"$3,531,250",3.53125,2018
420,Kareem Martin,NYG,LB,"$3,516,666",3.516666,2018
421,Phil Dawson,ARI,K,"$3,500,000",3.5,2018
422,Andre Hal,HOU,FS,"$3,500,000",3.5,2018
423,Chris Hogan,NE,WR,"$3,500,000",3.5,2018
424,Abry Jones,JAX,DL,"$3,500,000",3.5,2018
