rank,player_name,team,position,age,total_contract_value,total_contract_value_millions,year
2033,Isaiah Thomas,CIN,ED/DE,,"$101,666",0.101666,2024
2034,Tre Flowers,IND,CB,,"$100,800",0.1008,2024
2035,Jack Browning,TB,P,,"$88,334",0.088334,2024
2036,Kyle Hergel,NO,G,,"$88,334",0.088334,2024
2037,Jarius Monroe,NYJ,CB,,"$88,334",0.088334,2024
2038,Jack Plummer,CAR,QB,,"$88,334",0.088334,2024
2039,Isaiah Stalbird,NO,LB/ILB,,"$88,334",0.088334,2024
2040,Blake Watson,DEN,RB,,"$88,334",0.088334,2024
2041,Benton Whitley,ARI,ED/DE,,"$88,334",0.088334,2024
2042,George Holani,SEA,RB,,"$83,334",0.083334,2024
2043,Phidarian Mathis,NYJ,DL/DT,,"$77,078",0.077078,2024
2044,Artie Burns,SEA,CB,,"$67,222",0.067222,2024
2045,Will Grier,DAL,QB,,"$62,500",0.0625,2024
2046,Greg Joseph,NYJ,K,,"$62,500",0.0625,2024
2047,Mike White,BUF,QB,,"$62,500",0.0625,2024
2048,DeShawn Williams,CAR,DL/DT,,"$62,500",0.0625,2024
2049,Andre Chachere,ARI,CB,,"$58,611",0.058611,2024
2050,Jamin Davis,NYJ,LB/OLB,,"$58,611",0.058611,2024
2051,John Kelly,CLE,RB,,"$58,611",0.058611,2024
2052,Nick Leverett,ARI,G,,"$58,611",0.058611,2024
2053,Monty Rice,NE,LB,,"$58,611",0.058611,2024
2054,Austin Deculus,HOU,RT,,"$57,222",0.057222,2024
2055,D'Angelo Ross,HOU,CB,,"$57,222",0.057222,2024
2056,Tre Avery,SF,S,,"$54,722",0.054722,2024
2057,Earnest Brown,DAL,DL/DT,,"$54,722",0.054722,2024
2058,Michael Dwumfour,CLE,DL/DT,,"$54,722",0.054722,2024
2059,Bruce Hector,NYJ,DL/DT,,"$54,722",0.054722,2024
2060,Ryan Neal,TB,SS/CB,,"$54,722",0.054722,2024
2061,Alex Barrett,SF,ED/DE,,"$50,833",0.050833,2024
2062,Braeden Daniels,MIA,LT,,"$50,833",0.050833,2024
2063,Vi Jones,ARI,LB/OLB,,"$50,833",0.050833,2024
2064,Brandon Pili,SEA,DL/DT,,"$50,833",0.050833,2024
2065,Miles Battle,NE,CB,,"$44,167",0.044167,2024
2066,Kaden Davis,CLE,WR,,"$44,167",0.044167,2024
2067,Khalid Duke,TEN,LB/OLB,,"$44,167",0.044167,2024
2068,Chris Edmonds,CLE,S,,"$44,167",0.044167,2024
2069,Truman Jones,NE,LB/OLB,,"$44,167",0.044167,2024
2070,Tay Martin,TEN,WR,,"$44,167",0.044167,2024
2071,Dante Miller,NYG,RB,,"$44,167",0.044167,2024
2072,Kendall Milton,CIN,RB,,"$44,167",0.044167,2024
2073,John Rhys Plumlee,SEA,QB,,"$44,167",0.044167,2024
2074,Jack Westover,NE,TE,,"$44,167",0.044167,2024
2075,DaShaun White,SF,LB,,"$44,167",0.044167,2024
2076,Josh Ball,NO,G,,"$41,667",0.041667,2024
