rank,player_name,team,position,age,total_contract_value,total_contract_value_millions,year
1622,Tim Patrick,DET,WR,,"$820,833",0.820833,2024
1623,James Pierre,PIT,CB,,"$820,833",0.820833,2024
1624,Allen Robinson,DET,WR,,"$820,833",0.820833,2024
1625,Germain Ifedi,CLE,G,,"$820,830",0.82083,2024
1626,Ty Summers,NYG,LB/ILB,,"$820,830",0.82083,2024
1627,Sam Webb,LV,CB,,"$820,830",0.82083,2024
1628,Jody Fortson,KC,TE,,"$820,555",0.820555,2024
1629,Andrew Vorhees,BAL,G,,"$820,528",0.820528,2024
1630,Matt Lee,CIN,C,,"$820,438",0.820438,2024
1631,James Williams,TEN,LB/ILB,,"$817,373",0.817373,2024
1632,Devin Culp,TB,TE,,"$816,546",0.816546,2024
1633,C.J. Hanson,KC,G,,"$816,196",0.816196,2024
1634,Cory Trice Jr.,PIT,CB,,"$816,109",0.816109,2024
1635,Sanoussi Kane,BAL,S,,"$815,733",0.815733,2024
1636,Tatum Bethune,SF,LB/OLB,,"$815,452",0.815452,2024
1637,Jaylen Harrell,TEN,LB/OLB,,"$815,184",0.815184,2024
1638,Josh Wallace,LAR,CB,,"$815,000",0.815,2024
1639,Chris Brooks,GB,RB,,"$813,333",0.813333,2024
1640,K’Lavon Chaisson,LV,ED/OLB,,"$811,176",0.811176,2024
1641,Xavier Weaver,ARI,WR,,"$808,703",0.808703,2024
1642,Ethan Driskell,KC,RT,,"$808,333",0.808333,2024
1643,Dalton Tucker,IND,G,,"$808,333",0.808333,2024
1644,Audric Estimé,DEN,RB,,"$807,558",0.807558,2024
1645,Amari Cooper,BUF,WR,,"$806,667",0.806667,2024
1646,Mohamoud Diabate,CLE,LB/OLB,,"$806,666",0.806666,2024
1647,Jake Kubas,NYG,G,,"$805,000",0.805,2024
1648,Beanie Bishop,PIT,CB,,"$803,333",0.803333,2024
1649,Beau Brade,BAL,S,,"$803,333",0.803333,2024
1650,Frank Crum,DEN,RT,,"$803,333",0.803333,2024
1651,Storm Duck,MIA,CB,,"$801,666",0.801666,2024
1652,Bryce Ford-Wheaton,NYG,WR,,"$801,666",0.801666,2024
1653,Tyrek Funderburk,TB,CB,,"$801,666",0.801666,2024
1654,Amari Gainer,LV,ED/OLB,,"$801,666",0.801666,2024
1655,Braiden McGregor,NYJ,ED/DE,,"$801,666",0.801666,2024
1656,Tyler Owens,WAS,S,,"$801,666",0.801666,2024
1657,Alex Palczewski,DEN,RT,,"$801,666",0.801666,2024
1658,Brevyn Spann-Ford,DAL,TE,,"$801,666",0.801666,2024
1659,Eric Watts,NYJ,ED/DE,,"$801,666",0.801666,2024
1660,Jaylen McCollough,LAR,S,,"$800,000",0.8,2024
1661,Andrew Meyer,MIA,C,,"$800,000",0.8,2024
1662,Maema Njongmeta,CIN,LB/OLB,,"$800,000",0.8,2024
1663,Rico Payton,NO,CB,,"$800,000",0.8,2024
1664,Joe Andreessen,BUF,LB,,"$799,697",0.799697,2024
1665,Matthew Hayball,NO,P,,"$798,333",0.798333,2024
1666,Dallin Holker,NO,TE,,"$798,333",0.798333,2024
1667,Dwight McGlothern,MIN,CB,,"$798,333",0.798333,2024
1668,Leonard Taylor,NYJ,DL/DT,,"$798,333",0.798333,2024
1669,Mason Tipton,NO,WR,,"$798,333",0.798333,2024
1670,Colson Yankoff,WAS,TE,,"$798,333",0.798333,2024
1671,Dell Pettus,NE,S,,"$798,000",0.798,2024
1672,Omar Speights,LAR,LB/ILB,,"$798,000",0.798,2024
1673,David Martin-Robinson,TEN,TE,,"$797,500",0.7975,2024
1674,Christian Roland-Wallace,KC,CB,,"$796,666",0.796666,2024
1675,Taki Taimani,MIN,DL/DT,,"$796,666",0.796666,2024
1676,John Stephens,DAL,TE,,"$796,000",0.796,2024
1677,Jerrick Reed II,SEA,S,,"$795,367",0.795367,2024
1678,Elijah Chatman,NYG,DL/DT,,"$795,333",0.795333,2024
1679,Hogan Hatten,DET,LS,,"$795,333",0.795333,2024
1680,Matt Araiza,KC,P,,"$795,000",0.795,2024
1681,Shemar Bartholomew,CAR,CB,,"$795,000",0.795,2024
1682,Brandon Codrington,BUF,CB,,"$795,000",0.795,2024
1683,Jalen Coker,CAR,WR,,"$795,000",0.795,2024
1684,Ali Gaye,TEN,LB/OLB,,"$795,000",0.795,2024
1685,Thomas Harper,LV,S,,"$795,000",0.795,2024
1686,Jordan Jackson,DEN,DL/DE,,"$795,000",0.795,2024
1687,Curtis Jacobs,NE,LB/ILB,,"$795,000",0.795,2024
1688,Demontrey Jacobs,NE,LT,,"$795,000",0.795,2024
1689,Devon Key,DEN,S,,"$795,000",0.795,2024
1690,Jarrett Kingston,CAR,G,,"$795,000",0.795,2024
1691,Jonah Laulu,LV,DL/DT,,"$795,000",0.795,2024
1692,Michael Niese,DET,C,,"$795,000",0.795,2024
1693,Anfernee Orji,NO,LB/OLB,,"$795,000",0.795,2024
1694,Jose Ramirez,TB,ED/OLB,,"$795,000",0.795,2024
1695,Ryan Rehkow,CIN,P,,"$795,000",0.795,2024
1696,Cody Schrader,LAR,RB,,"$795,000",0.795,2024
1697,Charles Snowden,LV,DL/DE,,"$795,000",0.795,2024
1698,Carson Steele,KC,RB,,"$795,000",0.795,2024
1699,Jalen Sundell,SEA,T,,"$795,000",0.795,2024
1700,Kadeem Telfort,GB,LT,,"$795,000",0.795,2024
1701,Julius Wood,TEN,S,,"$795,000",0.795,2024
1702,Rasheen Ali,BAL,RB,,"$777,188",0.777188,2024
1703,Cam Akers,MIN,RB,,"$770,587",0.770587,2024
1704,Tyus Bowser,MIA,LB/OLB,,"$766,111",0.766111,2024
1705,Max Scharping,PIT,G,,"$766,111",0.766111,2024
1706,Sterling Shepard,TB,WR,,"$766,111",0.766111,2024
1707,Byron Cowart,CHI,DL/DT,,"$766,108",0.766108,2024
1708,Nick Vigil,DAL,LB/OLB,,"$766,108",0.766108,2024
1709,Sam Okuayinonu,SF,ED/DE,,"$762,495",0.762495,2024
1710,Jordan Magee,WAS,LB/ILB,,"$761,417",0.761417,2024
1711,Rakim Jarrett,TB,WR,,"$759,999",0.759999,2024
1712,Bralen Trice,ATL,ED/OLB,,"$753,134",0.753134,2024
1713,Ainias Smith,PHI,WR,,"$752,184",0.752184,2024
1714,Dylan McMahon,LAR,C,,"$750,833",0.750833,2024
1715,Winston Reid,CLE,LB/OLB,,"$750,833",0.750833,2024
1716,Alex Austin,NE,CB,,"$741,274",0.741274,2024
1717,Jalen Mills,NYJ,CB/S,,"$739,444",0.739444,2024
1718,Javontae Jean-Baptiste,WAS,ED/DE,,"$735,023",0.735023,2024
1719,Trey Taylor,LV,S,,"$734,403",0.734403,2024
1720,Nephi Sewell,NO,LB/OLB,,"$726,667",0.726667,2024
1721,Elijah Jones,ARI,CB,,"$712,433",0.712433,2024
1722,Jaquelin Roy,NE,DL/DT,,"$711,662",0.711662,2024
1723,John FitzPatrick,GB,TE,,"$711,389",0.711389,2024
1724,Teagan Quitoriano,HOU,TE,,"$711,389",0.711389,2024
1725,Geoff Swaim,CLE,TE,,"$711,389",0.711389,2024
1726,Tony Brown,CLE,CB,,"$711,386",0.711386,2024
1727,Carl Lawson,DAL,ED/DE,,"$711,386",0.711386,2024
1728,C.J. Brewer,TB,DL/DE,,"$706,672",0.706672,2024
1729,Justin Dedich,LAR,C,,"$706,667",0.706667,2024
1730,Dondrea Tillman,DEN,ED/OLB,,"$706,667",0.706667,2024
1731,Ka'dar Hollman,HOU,CB,,"$703,332",0.703332,2024
1732,Jake Andrews,NE,C,,"$697,086",0.697086,2024
1733,Christian Jones,ARI,T,,"$695,204",0.695204,2024
1734,C.J. Henderson,PIT,CB,,"$687,500",0.6875,2024
1735,Marquez Valdes-Scantling,NO,WR,,"$687,500",0.6875,2024
1736,Armon Watts,NYG,DL/DT,,"$687,500",0.6875,2024
1737,Devin White,HOU,LB/ILB,,"$687,500",0.6875,2024
1738,Jaden Crumedy,CAR,DL/DE,,"$676,608",0.676608,2024
1739,SirVocea Dennis,TB,LB/ILB,,"$667,663",0.667663,2024
1740,Keilan Robinson,JAX,RB,,"$666,879",0.666879,2024
1741,Tyler Badie,DEN,RB,,"$662,505",0.662505,2024
1742,Isaiah Bolden,NE,CB,,"$662,505",0.662505,2024
1743,Demani Richardson,CAR,S,,"$662,500",0.6625,2024
1744,Brayden Willis,SF,TE,,"$660,833",0.660833,2024
1745,Ben Brown,NE,G,,"$660,829",0.660829,2024
1746,Matthew Butler,LV,DL/DT,,"$660,829",0.660829,2024
1747,Sheldon Day,WAS,DL/DT,,"$656,667",0.656667,2024
1748,Jalyn Holmes,WAS,ED/DE,,"$656,667",0.656667,2024
1749,Chris Hubbard,NYG,RT,,"$656,667",0.656667,2024
1750,Kevin King,ATL,CB,,"$656,667",0.656667,2024
1751,David Long,IND,CB,,"$656,667",0.656667,2024
1752,Cade Mays,CAR,G,,"$656,667",0.656667,2024
1753,Brandon McManus,GB,K,,"$656,667",0.656667,2024
1754,Pat O'Connor,DET,ED/DE,,"$656,664",0.656664,2024
1755,Keaton Mitchell,BAL,RB,,"$651,003",0.651003,2024
1756,D'Wayne Eskridge,MIA,WR,,"$644,722",0.644722,2024
1757,Cam Gill,CAR,ED/OLB,,"$644,722",0.644722,2024
1758,Kameron Johnson,TB,WR,,"$635,836",0.635836,2024
1759,Mike Williams,PIT,WR,,"$627,500",0.6275,2024
1760,Patrick McMorris,MIA,S,,"$623,275",0.623275,2024
1761,Tylan Grable,BUF,LT,,"$620,813",0.620813,2024
1762,Khalil Davis,SF,DL/DT,,"$620,588",0.620588,2024
1763,Nathaniel Watson,CLE,LB/OLB,,"$618,333",0.618333,2024
1764,Chad Ryland,ARI,K,,"$610,000",0.61,2024
1765,Quinton Jefferson,BUF,DL/DT,,"$605,000",0.605,2024
1766,Marshon Lattimore,WAS,CB,,"$605,000",0.605,2024
1767,Jordan Phillips,BUF,DL/DT,,"$605,000",0.605,2024
1768,Za'Darius Smith,DET,ED/DE,,"$605,000",0.605,2024
1769,Ugo Amadi,NO,S,,"$601,944",0.601944,2024
1770,Zach Carter,LV,DL/DT,,"$601,944",0.601944,2024
1771,Jack Driscoll,PHI,G,,"$601,944",0.601944,2024
1772,Desmond Ridder,LV,QB,,"$601,944",0.601944,2024
1773,Ahkello Witherspoon,LAR,CB,,"$601,944",0.601944,2024
1774,Amani Oruwariye,DAL,CB,,"$601,942",0.601942,2024
1775,Keith Taylor,KC,CB,,"$601,942",0.601942,2024
1776,Stephen Carlson,CHI,TE,,"$597,500",0.5975,2024
1777,Myles Harden,CLE,CB,,"$587,862",0.587862,2024
1778,Blake Hance,JAX,LT,,"$586,111",0.586111,2024
1779,Shemar Jean-Charles,NO,CB,,"$586,110",0.58611,2024
1780,Grant DuBose,MIA,WR,,"$578,335",0.578335,2024
1781,Jonathan Mingo,DAL,WR,,"$576,286",0.576286,2024
1782,Rex Sunahara,CLE,LS,,"$574,171",0.574171,2024
1783,Le'Raven Clark,PHI,RT,,"$570,000",0.57,2024
1784,Juwann Winfree,IND,WR,,"$570,000",0.57,2024
1785,Tyler Davis,GB,TE,,"$565,000",0.565,2024
1786,Cameron Goode,MIA,LB/OLB,,"$565,000",0.565,2024
1787,Al-Quadin Muhammad,DET,ED/DE,,"$562,500",0.5625,2024
1788,Shane Buechele,BUF,QB,,"$560,000",0.56,2024
1789,John Ojukwu,TEN,LT,,"$559,163",0.559163,2024
1790,Josh Ross,SEA,LB/ILB,,"$559,163",0.559163,2024
1791,Justin Hardee,TEN,CB,,"$547,222",0.547222,2024
1792,Ronnie Harrison,IND,S,,"$547,222",0.547222,2024
1793,Cameron Sutton,PIT,CB,,"$547,222",0.547222,2024
1794,Josh Kelley,TEN,RB,,"$547,220",0.54722,2024
1795,Sam Mustipher,LAC,C,,"$547,220",0.54722,2024
1796,Daniel Scott,IND,S,,"$546,959",0.546959,2024
1797,Marlon Davidson,TEN,DL/DT,,"$545,000",0.545,2024
1798,Harrison Hand,ATL,CB,,"$545,000",0.545,2024
1799,Netane Muti,DET,G,,"$545,000",0.545,2024
1800,Malik Taylor,NYJ,WR,,"$545,000",0.545,2024
1801,Garret Wallow,TEN,LB/ILB,,"$545,000",0.545,2024
1802,Nsimba Webster,CHI,WR,,"$545,000",0.545,2024
1803,Tre Tomlinson,LAR,CB,,"$544,963",0.544963,2024
1804,Zaire Barnes,NYJ,LB/OLB,,"$544,055",0.544055,2024
1805,Luke Wypler,CLE,C,,"$539,993",0.539993,2024
1806,British Brooks,HOU,RB,,"$539,168",0.539168,2024
1807,Jaxson Kirkland,CIN,G,,"$534,168",0.534168,2024
1808,Jordan Travis,NYJ,QB,,"$533,569",0.533569,2024
1809,Lecitus Smith,NE,C,,"$530,004",0.530004,2024
1810,Xavier Smith,LAR,WR,,"$530,004",0.530004,2024
1811,Levelle Bailey,DEN,LB/ILB,,"$530,000",0.53,2024
1812,Khalil Herbert,CIN,RB,,"$527,500",0.5275,2024
1813,Logan Lee,PIT,DL/DE,,"$525,018",0.525018,2024
1814,Antoine Green,DET,WR,,"$524,190",0.52419,2024
1815,Evan Deckers,TB,LS,,"$524,167",0.524167,2024
1816,Nathan Landman,ATL,LB/ILB,,"$522,222",0.522222,2024
1817,DeMarcco Hellams,ATL,S,,"$521,575",0.521575,2024
1818,Colton Dowell,TEN,WR,,"$520,674",0.520674,2024
1819,Hakeem Adeniji,CLE,LT,,"$520,000",0.52,2024
1820,Eric Banks,TB,DL/DE,,"$520,000",0.52,2024
1821,Justin Herron,NO,LT,,"$520,000",0.52,2024
1822,Christian Matthew,BAL,CB,,"$520,000",0.52,2024
1823,Conor McDermott,LAR,T,,"$520,000",0.52,2024
1824,Trayvon Mullen,BAL,CB,,"$520,000",0.52,2024
1825,Elijah Riley,NYG,CB,,"$520,000",0.52,2024
1826,Anthony Schwartz,MIA,WR,,"$520,000",0.52,2024
1827,Kion Smith,MIA,RT,,"$520,000",0.52,2024
1828,Ryan Watts,PIT,CB,,"$515,671",0.515671,2024
1829,Marcelino McCrary-Ball,NYJ,LB/OLB,,"$508,333",0.508333,2024
1830,Justin Shorter,LV,TE,,"$508,333",0.508333,2024
1831,Dyontae Johnson,NYG,LB/OLB,,"$506,110",0.50611,2024
1832,Popo Aumavae,CAR,DL/DE,,"$503,820",0.50382,2024
1833,Travis Clayton,BUF,T,,"$500,396",0.500396,2024
1834,Nathan Thomas,DAL,G,,"$496,493",0.496493,2024
1835,Chance Campbell,TEN,LB/ILB,,"$495,000",0.495,2024
1836,De’Shaan Dixon,JAX,LB/OLB,,"$495,000",0.495,2024
1837,Dalton Keene,HOU,TE,,"$495,000",0.495,2024
1838,TK McLendon Jr.,TEN,ED/DE,,"$495,000",0.495,2024
1839,NaJee Thompson,MIN,CB,,"$495,000",0.495,2024
1840,Raequan Williams,CAR,DL/DT,,"$495,000",0.495,2024
1841,Tahj Washington,MIA,WR,,"$492,599",0.492599,2024
1842,C.J. Beathard,JAX,QB,,"$492,500",0.4925,2024
1843,Jalen Reagor,LAC,WR,,"$492,500",0.4925,2024
1844,Peyton Hendershot,KC,TE,,"$492,498",0.492498,2024
1845,Tarvarius Moore,CHI,S,,"$492,498",0.492498,2024
1846,Zach Thomas,HOU,G,,"$492,498",0.492498,2024
1847,Shane Zylstra,DET,TE,,"$492,498",0.492498,2024
1848,KT Leveston,LAR,G,,"$490,184",0.490184,2024
1849,Ryan Miller,TB,WR,,"$485,837",0.485837,2024
1850,Evan Anderson,SF,DL/DT,,"$485,833",0.485833,2024
1851,Bo Richter,MIN,ED/OLB,,"$485,833",0.485833,2024
1852,David White Jr,JAX,WR,,"$478,333",0.478333,2024
1853,Nate Lynn,DET,ED/DE,,"$475,000",0.475,2024
1854,Jimmy Ciarlo,NYJ,LB/OLB,,"$473,333",0.473333,2024
1855,Jeff Foreman,LV,WR,,"$473,333",0.473333,2024
1856,Tyler McLellan,LAC,LT,,"$473,333",0.473333,2024
1857,Grayson Murphy,MIA,LB/OLB,,"$473,333",0.473333,2024
1858,Ian Wheeler,CHI,RB,,"$472,500",0.4725,2024
1859,Lance Robinson,CIN,CB,,"$472,333",0.472333,2024
1860,Norell Pollard,WAS,ED/DE,,"$471,666",0.471666,2024
1861,Marcus Riley,NYJ,WR,,"$471,666",0.471666,2024
1862,Bucky Williams,LAC,G,,"$470,833",0.470833,2024
1863,Malik Hamm,BAL,ED/OLB,,"$470,666",0.470666,2024
1864,Troy Hill,TB,CB,,"$470,556",0.470556,2024
1865,Earl Bostick,DAL,RT,,"$470,000",0.47,2024
1866,Robert Burns,ATL,FB,,"$470,000",0.47,2024
1867,Douglas Coleman,CHI,S,,"$470,000",0.47,2024
1868,Ryan Coll,IND,G,,"$470,000",0.47,2024
1869,Chris Collins,LAC,ED/OLB,,"$470,000",0.47,2024
1870,Silas Dzansi,TB,LT,,"$470,000",0.47,2024
1871,Tomari Fox,LV,DL/DT,,"$470,000",0.47,2024
1872,Connor Galvin,DET,RT,,"$470,000",0.47,2024
1873,Brandon Hill,HOU,S,,"$470,000",0.47,2024
1874,JaQuae Jackson,NE,WR,,"$470,000",0.47,2024
1875,Patrick Murtagh,JAX,TE,,"$470,000",0.47,2024
1876,Joshua Onujiogu,SEA,LB/OLB,,"$470,000",0.47,2024
1877,Camron Peterson,NO,DL/DT,,"$470,000",0.47,2024
1878,Jaylon Thomas,HOU,RT,,"$470,000",0.47,2024
1879,Owen Wright,BAL,RB,,"$470,000",0.47,2024
1880,Rejzohn Wright,NO,CB,,"$470,000",0.47,2024
1881,Jake Curhan,CHI,RT,,"$468,888",0.468888,2024
1882,Robert Rochell,GB,CB,,"$468,888",0.468888,2024
1883,Jack Stoll,MIA,TE,,"$468,888",0.468888,2024
1884,Ameer Speed,CHI,CB,,"$457,500",0.4575,2024
1885,Tucker Fisk,LAC,TE,,"$457,497",0.457497,2024
1886,Jordan Mims,NO,RB,,"$441,670",0.44167,2024
1887,Bryce Oliver,TEN,WR,,"$441,670",0.44167,2024
1888,Michael Burton,DEN,FB,,"$437,778",0.437778,2024
1889,Mike Edwards,TB,S,,"$437,778",0.437778,2024
1890,Josh Jobe,SEA,CB,,"$437,778",0.437778,2024
1891,Pat O'Donnell,SF,P,,"$437,778",0.437778,2024
1892,Ezekiel Turner,DET,LB/OLB,,"$437,778",0.437778,2024
1893,Sam Kamara,CLE,DL/DT,,"$437,776",0.437776,2024
1894,Corey Levin,TEN,C,,"$437,776",0.437776,2024
1895,Shaq Quarterman,LAC,LB,,"$437,776",0.437776,2024
1896,Eli Apple,LAC,CB,,"$437,500",0.4375,2024
1897,Geron Christian,CLE,LT,,"$437,500",0.4375,2024
1898,K.J. Osborn,WAS,WR,,"$422,224",0.422224,2024
1899,Caleb Farley,CAR,CB,,"$410,278",0.410278,2024
1900,Collin Johnson,CHI,WR,,"$410,277",0.410277,2024
1901,Cody White,SEA,WR,,"$406,664",0.406664,2024
1902,Marcus Maye,LAC,S,,"$403,332",0.403332,2024
1903,Emmanuel Forbes,LAR,CB,,"$402,873",0.402873,2024
1904,Tommy Togiai,HOU,DL/DT,,"$401,667",0.401667,2024
1905,Art Green,NYG,CB,,"$397,503",0.397503,2024
1906,Jalen Redmond,MIN,DL/DE,,"$397,503",0.397503,2024
1907,Tyrese Robinson,NE,G,,"$397,503",0.397503,2024
1908,Cam Thomas,CLE,ED/DE,,"$390,888",0.390888,2024
1909,Tashaun Gipson,SF,FS/S,,"$383,056",0.383056,2024
1910,Deven Thompkins,CAR,WR,,"$383,056",0.383056,2024
1911,Kristian Welch,BAL,LB/ILB,,"$383,056",0.383056,2024
1912,Angelo Blackson,ARI,DL/DT,,"$362,100",0.3621,2024
1913,Titus Leo,NE,ED/DE,,"$355,833",0.355833,2024
1914,Chigozie Anusiem,CLE,CB,,"$353,336",0.353336,2024
1915,Natrone Brooks,ATL,CB,,"$353,336",0.353336,2024
1916,Logan Bruss,TEN,G,,"$353,336",0.353336,2024
1917,Cam Grandy,CIN,TE,,"$353,336",0.353336,2024
1918,Spencer Shrader,KC,K,,"$353,336",0.353336,2024
1919,Isaiah Williams,CIN,WR,,"$353,336",0.353336,2024
1920,Myles Bryant,HOU,CB,,"$351,667",0.351667,2024
1921,Terrace Marshall,LV,WR,,"$351,667",0.351667,2024
1922,Jonah Williams,DET,ED/DE,,"$351,667",0.351667,2024
1923,C.J. Uzomah,PHI,TE,,"$336,110",0.33611,2024
1924,Lester Cotton,NE,G,,"$328,333",0.328333,2024
1925,Zach Cunningham,DEN,LB/ILB,,"$328,333",0.328333,2024
1926,Tony Jefferson,LAC,SS/S,,"$328,333",0.328333,2024
1927,Nick McCloud,SF,CB,,"$328,333",0.328333,2024
1928,Myles Adams,DET,DL/DT,,"$328,332",0.328332,2024
1929,Akayleb Evans,CAR,CB,,"$328,332",0.328332,2024
1930,Demone Harris,ATL,DL/DE,,"$328,332",0.328332,2024
1931,Daryl Worley,BAL,CB,,"$328,332",0.328332,2024
1932,Josh Butler,DAL,S,,"$309,169",0.309169,2024
1933,Devin Cochran,CIN,RT,,"$305,000",0.305,2024
1934,A.J. Finley,SEA,S,,"$304,998",0.304998,2024
1935,Tomon Fox,NYG,LB/OLB,,"$304,998",0.304998,2024
1936,James Houston,CLE,LB/OLB,,"$304,998",0.304998,2024
1937,Patrick O'Connell,SEA,LB/ILB,,"$304,998",0.304998,2024
1938,Chris Rodriguez Jr.,WAS,RB,,"$304,998",0.304998,2024
1939,Blake Whiteheart,CLE,TE,,"$304,998",0.304998,2024
1940,Carter Coughlin,NYG,LB/ILB,,"$302,400",0.3024,2024
1941,Jason Peters,SEA,LT/T,,"$298,200",0.2982,2024
1942,Jackson Carman,MIA,LT,,"$293,056",0.293056,2024
1943,Kene Nwangwu,NYJ,RB,,"$293,056",0.293056,2024
1944,Patrick Taylor,SF,RB,,"$293,055",0.293055,2024
1945,Elijah Garcia,NYG,ED/DE,,"$273,611",0.273611,2024
1946,Zane Gonzalez,WAS,K,,"$273,611",0.273611,2024
1947,Dante Pettis,NO,WR,,"$273,611",0.273611,2024
1948,Mike Woods,CLE,WR,,"$273,611",0.273611,2024
1949,Jaelon Darden,SEA,WR,,"$273,610",0.27361,2024
1950,Kemon Hall,DAL,CB,,"$273,610",0.27361,2024
1951,Bailey Zappe,CLE,QB,,"$273,610",0.27361,2024
1952,LaDarius Henderson,HOU,G,,"$270,929",0.270929,2024
1953,Princeton Fant,DAL,TE,,"$265,002",0.265002,2024
1954,Cory Durden,NYG,DL/DT,,"$254,167",0.254167,2024
1955,Kaevon Merriweather,TB,S,,"$254,167",0.254167,2024
1956,Nikko Remigio,KC,WR,,"$254,167",0.254167,2024
1957,Israel Abanikanda,SF,RB,,"$254,165",0.254165,2024
1958,Mason Kinsey,TEN,WR,,"$254,165",0.254165,2024
1959,Greg Stroman,NYG,CB,,"$250,000",0.25,2024
1960,Kazmeir Allen,WAS,WR,,"$225,000",0.225,2024
1961,Baylor Cupp,KC,TE,,"$225,000",0.225,2024
1962,Daniel Grzesiak,TB,ED/OLB,,"$225,000",0.225,2024
1963,Qadir Ismail,BAL,WR,,"$225,000",0.225,2024
1964,Ellis Merriweather,GB,RB,,"$225,000",0.225,2024
1965,Jimmy Morrissey,NYG,C,,"$225,000",0.225,2024
1966,Mason Pline,SF,TE,,"$225,000",0.225,2024
1967,Cody Thompson,TB,WR,,"$225,000",0.225,2024
1968,Kevin Austin,NO,WR,,"$220,835",0.220835,2024
1969,Jowon Briggs,CLE,DL/DT,,"$220,835",0.220835,2024
1970,Kendell Brooks,TEN,S,,"$220,835",0.220835,2024
1971,Shaka Heyward,CIN,LB/OLB,,"$220,835",0.220835,2024
1972,E.J. Jenkins,PHI,TE,,"$220,835",0.220835,2024
1973,Sincere McCormick,LV,RB,,"$220,835",0.220835,2024
1974,Andrew Stueber,CIN,LT,,"$220,835",0.220835,2024
1975,Dee Williams,NYG,WR,,"$220,835",0.220835,2024
1976,Tim Boyle,NYG,QB,,"$218,889",0.218889,2024
1977,Matt Dickerson,MIA,DL/DT,,"$218,889",0.218889,2024
1978,Velus Jones,CAR,WR,,"$218,889",0.218889,2024
1979,Sam Roberts,CAR,DL/DT,,"$218,889",0.218889,2024
1980,Kendall Sheffield,NYJ,CB,,"$218,888",0.218888,2024
1981,Tommy Sweeney,CHI,TE,,"$218,400",0.2184,2024
1982,Jonathan Ford,CHI,DL/DT,,"$203,333",0.203333,2024
1983,Divaad Wilson,NYG,CB,,"$203,332",0.203332,2024
1984,Jake McQuaide,MIA,LS,,"$201,666",0.201666,2024
1985,Carter Bradley,LV,QB,,"$176,668",0.176668,2024
1986,Jaylin Simpson,NYJ,S,,"$176,668",0.176668,2024
1987,Carlos Washington Jr.,ATL,RB,,"$176,668",0.176668,2024
1988,Dan Chisena,CAR,WR,,"$175,833",0.175833,2024
1989,Darrynton Evans,CHI,RB,,"$175,833",0.175833,2024
1990,Riley Patterson,ATL,K,,"$175,833",0.175833,2024
1991,Anthony Pittman,DET,LB/ILB,,"$175,833",0.175833,2024
1992,Stephen Sullivan,CAR,WR,,"$168,000",0.168,2024
1993,Andrew Booth Jr.,DAL,CB,,"$164,167",0.164167,2024
1994,Michael Palardy,ARI,P,,"$164,167",0.164167,2024
1995,Irv Smith,HOU,TE,,"$164,167",0.164167,2024
1996,Raheem Layne,NYG,S,,"$164,166",0.164166,2024
1997,Cade York,CIN,K,,"$164,166",0.164166,2024
1998,Andre Carter II,LV,DL/DE,,"$152,500",0.1525,2024
1999,Jaren Hall,SEA,QB,,"$152,500",0.1525,2024
2000,Kyu Blu Kelly,LV,CB,,"$152,500",0.1525,2024
2001,Jalen Graham,SF,LB/ILB,,"$152,499",0.152499,2024
2002,Jammie Robinson,ARI,S,,"$152,499",0.152499,2024
2003,Zyon Gilbert,PIT,S,,"$150,000",0.15,2024
2004,Shaquil Barrett,TB,ED/OLB,,"$134,444",0.134444,2024
2005,Mark Glowinski,IND,G,,"$134,444",0.134444,2024
2006,Mitchell Agude,DET,ED/DE,,"$132,501",0.132501,2024
2007,Brenden Bates,CLE,TE,,"$132,501",0.132501,2024
2008,Chris Blair,ATL,WR,,"$132,501",0.132501,2024
2009,Chris Collier,LV,RB,,"$132,501",0.132501,2024
2010,Milo Eifler,ARI,LB/ILB,,"$132,501",0.132501,2024
2011,Terrell Jennings,NE,RB,,"$132,501",0.132501,2024
2012,Austen Pleasants,SF,T,,"$132,501",0.132501,2024
2013,Justin Rogers,DAL,DL/DT,,"$132,501",0.132501,2024
2014,Jacoby Windmon,CAR,LB/ILB,,"$132,501",0.132501,2024
2015,Mike Boone,CAR,RB,,"$125,000",0.125,2024
2016,Diontae Johnson,HOU,WR,,"$125,000",0.125,2024
2017,Raekwon McMillan,TEN,LB/ILB,,"$125,000",0.125,2024
2018,Steven Sims Jr.,BAL,WR,,"$121,208",0.121208,2024
2019,Josh Woods,ATL,LB,,"$117,222",0.117222,2024
2020,Trajan Jeffcoat,NO,ED/DE,,"$112,500",0.1125,2024
2021,Jackson Barton,ARI,T,,"$109,444",0.109444,2024
2022,Ian Book,PHI,QB,,"$109,444",0.109444,2024
2023,Teddy Bridgewater,DET,QB,,"$109,444",0.109444,2024
2024,Adrian Colbert,CHI,S,,"$109,444",0.109444,2024
2025,Erik Ezukanma,MIA,WR,,"$109,444",0.109444,2024
2026,Joe Giles-Harris,JAX,LB/ILB,,"$109,444",0.109444,2024
2027,Arlington Hambright,TEN,G,,"$109,444",0.109444,2024
2028,Darius Harris,DAL,LB/OLB,,"$109,444",0.109444,2024
2029,Charlie Heck,SF,RT,,"$109,444",0.109444,2024
2030,James Proche,CLE,WR,,"$109,444",0.109444,2024
2031,Chandler Wooten,CAR,LB/ILB,,"$109,444",0.109444,2024
2032,Michael Carter,ARI,RB,,"$108,611",0.108611,2024
