player_name_short,position,team_city,penalty_count,penalty_yards,year
A.Brown,DB,Dallas,5,96,2021
D.Brown,T,Seattle,5,27,2021
L.Patrick,G,Green Bay,4,36,2021
C.Jones,LB,Arizona,5,65,2021
Q.Nelson,OL,Indianapolis,4,35,2021
J.Jackson,DB,New England,5,46,2021
B.O'Neill,OL,Minnesota,5,30,2021
D.Leonard,LB,Indianapolis,4,50,2021
M.McGlinchey,OL,San Francisco,5,40,2021
C.Whitehair,OL,Chicago,4,35,2021
C.Ferrell,DL,Las Vegas,4,36,2021
J.Tillery,DL,LA Chargers,5,35,2021
E.Oliver,DL,Buffalo,5,65,2021
B.Allen,OL,LA Rams,5,38,2021
B.Burns,LB,Carolina,4,50,2021
J.Layne,CB,Pittsburgh,4,33,2021
A.Firkser,TE,Tennessee,4,18,2021
T.Mullen,CB,Las Vegas,4,66,2021
W.Harris,DB,Detroit,5,54,2021
C.Sutton,DB,Pittsburgh,4,24,2021
J.Pierre-Paul,LB,Tampa Bay,5,25,2021
B.Snell,RB,Pittsburgh,4,38,2021
S.Mustipher,OL,Chicago,5,40,2021
J.Williams,OL,Cincinnati,5,40,2021
C.Young,DL,Washington,4,33,2021
M.Pittman,WR,Indianapolis,4,35,2021
G.Ifedi,OL,Chicago,5,24,2021
V.Jefferson,WR,LA Rams,5,45,2021
R.Gronkowski,TE,Tampa Bay,5,40,2021
A.Thomas,OL,N.Y. Giants,5,30,2021
M.Hennessy,OL,Atlanta,4,30,2021
J.Johnson,DB,Chicago,4,44,2021
D.Parham,TE,LA Chargers,5,45,2021
J.Hurst,OL,New Orleans,4,30,2021
J.Bradberry,CB,N.Y. Giants,5,49,2021
D.Mims,WR,N.Y. Jets,5,40,2021
K.Dotson,OL,Pittsburgh,5,43,2021
A.Highsmith,LB,Pittsburgh,5,45,2021
A.Robinson,DL,Seattle,4,27,2021
D.Reed,CB,Seattle,4,38,2021
K.Fulton,DB,Tennessee,4,54,2021
E.Brown,OL,Detroit,4,29,2021
C.Erving,OL,Carolina,4,30,2021
T.Hill,CB,Cleveland,4,38,2021
M.Jackson,DT,Cleveland,4,30,2021
N.Wright,DB,Dallas,4,25,2021
K.Fuller,CB,Denver,5,52,2021
R.Newman,OL,Green Bay,4,24,2021
D.King,DB,Houston,4,41,2021
Y.Ngakoue,DE,Las Vegas,5,45,2021
S.Thomas,DT,Las Vegas,4,29,2021
K.Crossen,DB,N.Y. Giants,5,55,2021
J.Hardee,DB,N.Y. Jets,5,70,2021
L.Dickerson,OL,Philadelphia,5,35,2021
S.Nelson,CB,Philadelphia,5,78,2021
A.Key,DE,San Francisco,5,55,2021
R.Seals-Jones,TE,Washington,4,20,2021
R.Douglas,DB,Green Bay,4,50,2021
F.Cox,DL,Philadelphia,4,19,2021
K.Allen,WR,LA Chargers,4,40,2021
W.Gholston,DL,Tampa Bay,4,21,2021
T.Lewan,OL,Tennessee,4,30,2021
J.Bitonio,OL,Cleveland,4,25,2021
J.Tartt,DB,San Francisco,4,80,2021
S.Mason,OL,New England,4,40,2021
A.Armstead,DL,San Francisco,4,40,2021
T.Young,CB,Baltimore,4,58,2021
D.Robinson,WR,Kansas City,4,40,2021
I.Seumalo,OL,Philadelphia,4,25,2021
D.Njoku,TE,Cleveland,4,35,2021
T.Watt,LB,Pittsburgh,4,39,2021
G.Kittle,TE,San Francisco,4,20,2021
C.Robinson,OL,Jacksonville,4,20,2021
D.Wise,DL,New England,4,46,2021
J.Tretter,C,Cleveland,4,40,2021
J.Akins,TE,Houston,4,48,2021
T.Moton,OL,Carolina,4,30,2021
A.Hitchens,LB,Kansas City,4,48,2021
A.Adams,DB,Tampa Bay,4,41,2021
D.Cruikshank,DB,Tennessee,4,58,2021
P.Mahomes,QB,Kansas City,4,38,2021
Z.Pascal,WR,Indianapolis,4,45,2021
R.Smith,LB,Chicago,4,34,2021
A.Woods,DL,Seattle,4,30,2021
L.Johnson,DB,Houston,4,32,2021
D.Williams,CB,LA Rams,4,28,2021
T.Conklin,TE,Minnesota,4,32,2021
R.Griffin,TE,N.Y. Jets,4,35,2021
N.Suh,DT,Tampa Bay,4,30,2021
F.Moreau,TE,Las Vegas,4,35,2021
L.Williams,DL,N.Y. Giants,4,30,2021
A.Van Ginkel,LB,Miami,4,28,2021
C.Mosley,LB,N.Y. Jets,4,23,2021
N.Scott,DB,LA Rams,4,29,2021
D.Lewis,OL,Seattle,4,34,2021
B.Jones,DB,Miami,4,55,2021
J.Wills,OL,Cleveland,4,24,2021
C.Kmet,TE,Chicago,4,30,2021
R.Blacklock,DT,Houston,4,22,2021
B.Aiyuk,WR,San Francisco,4,30,2021
A.Trautman,TE,New Orleans,4,30,2021
E.Murray,DB,Houston,4,71,2021
M.Edwards,DE,Chicago,4,57,2021
J.Hargrave,DL,Philadelphia,4,25,2021
A.Terrell,DB,Atlanta,4,69,2021
J.Elliott,DL,Cleveland,4,40,2021
A.Okwuegbunam,TE,Denver,4,34,2021
L.Niang,OL,Kansas City,4,30,2021
K.Murray,LB,LA Chargers,4,35,2021
T.Lewis,LB,LA Rams,4,30,2021
C.Throckmorton,OL,New Orleans,4,20,2021
J.Pierre,DB,Pittsburgh,4,24,2021
D.Taylor,LB,Seattle,4,30,2021
W.Schweitzer,OL,Washington,4,19,2021
S.Charles,OL,Washington,4,25,2021
Q.Spain,G,Cincinnati,4,35,2021
J.Leglue,OL,Pittsburgh,4,25,2021
S.Harlow,OL,Arizona,4,40,2021
L.Smith,TE,Atlanta,4,28,2021
O.Oweh,LB,Baltimore,4,20,2021
T.Hendrickson,DL,Cincinnati,4,30,2021
C.Harris,DL,Detroit,4,46,2021
N.Hobbs,DB,Las Vegas,4,48,2021
J.Phillips,LB,Miami,4,42,2021
X.Woods,DB,Minnesota,4,86,2021
M.Skura,C,N.Y. Giants,4,30,2021
B.Price,OL,N.Y. Giants,4,25,2021
T.Turner,G,Pittsburgh,4,20,2021
D.Lenoir,DB,San Francisco,4,51,2021
