player_name_short,position,team_city,penalty_count,penalty_yards,year
B.Browner,DB,New England,15,128,2014
M.Bennett,DE,Seattle,14,89,2014
D.Dotson,T,Tampa Bay,14,127,2014
B.Skrine,DB,Cleveland,11,130,2014
W.Colon,G,N.Y. Jets,12,87,2014
B.Breeland,CB,Washington,12,161,2014
P.Peterson,CB,Arizona,10,98,2014
J.Hughes,DE,Buffalo,9,84,2014
J.Staley,T,San Francisco,7,65,2014
B.Carr,CB,Dallas,6,77,2014
M.Kalil,T,Minnesota,10,95,2014
S.Wright,DB,San Diego,10,127,2014
X.Rhodes,CB,Minnesota,8,71,2014
G.Toler,CB,Indianapolis,7,58,2014
T.Simon,CB,Seattle,8,74,2014
T.Williams,T,Washington,10,86,2014
J.Peters,T,Philadelphia,11,90,2014
R.Okung,T,Seattle,9,49,2014
N.Solder,T,New England,9,65,2014
J.Haden,DB,Cleveland,9,69,2014
E.Griffen,DE,Minnesota,9,45,2014
B.Wreh-Wilson,CB,Tennessee,10,118,2014
T.Larsen,G,Arizona,9,59,2014
G.Robinson,T,St. Louis,11,95,2014
B.Bell,T,Carolina,10,90,2014
J.Thomas,T,Cleveland,6,45,2014
O.Franklin,G,Denver,10,75,2014
J.Carpenter,G,Seattle,9,75,2014
B.Maxwell,DB,Seattle,9,110,2014
J.James,T,Miami,9,70,2014
A.Collins,T,Tampa Bay,9,70,2014
J.Matthews,OL,Atlanta,9,75,2014
A.Castonzo,T,Indianapolis,8,62,2014
C.Allen,DB,Pittsburgh,7,66,2014
T.Suggs,OLB,Baltimore,8,45,2014
W.Beatty,T,N.Y. Giants,9,85,2014
L.Paulsen,TE,Washington,8,62,2014
V.Davis,CB,Indianapolis,8,103,2014
J.Jenkins,CB,St. Louis,8,124,2014
S.Gilmore,CB,Buffalo,7,74,2014
K.Vaccaro,SS,New Orleans,8,57,2014
D.Bakhtiari,OL,Green Bay,8,75,2014
A.Levitre,G,Tennessee,8,65,2014
E.Fisher,T,Kansas City,9,65,2014
J.Mills,T,Chicago,7,45,2014
D.Fluker,T,San Diego,9,55,2014
A.Bouye,CB,Houston,8,102,2014
J.Pugh,OL,N.Y. Giants,8,55,2014
E.Monroe,T,Baltimore,7,60,2014
Tyr.Smith,OL,Dallas,8,60,2014
T.Cole,LB,Philadelphia,8,50,2014
R.Gronkowski,TE,New England,5,50,2014
J.Watt,DE,Houston,8,89,2014
O.Scandrick,CB,Dallas,8,50,2014
K.Beachum,T,Pittsburgh,7,64,2014
C.Upshaw,OLB,Baltimore,5,44,2014
J.Norman,DB,Carolina,6,65,2014
A.Jeffery,WR,Chicago,8,53,2014
R.Wilson,QB,Seattle,7,45,2014
N.Bradham,OLB,Buffalo,6,36,2014
E.Dumervil,OLB,Baltimore,6,39,2014
D.Slay,CB,Detroit,6,111,2014
L.Johnson,OL,Philadelphia,5,40,2014
C.Williams,DB,Philadelphia,7,82,2014
L.Ryan,CB,New England,8,93,2014
R.Mathis,CB,Detroit,6,28,2014
B.Fletcher,DB,Philadelphia,7,121,2014
C.Warmack,G,Tennessee,8,60,2014
W.Gholston,DL,Tampa Bay,6,51,2014
T.Armstead,T,New Orleans,7,50,2014
C.Clemons,DE,Jacksonville,4,20,2014
C.Munnerlyn,CB,Minnesota,7,80,2014
D.Carr,QB,Oakland,7,55,2014
G.Gilkey,T,Tampa Bay,6,35,2014
A.Cromartie,DB,Arizona,5,42,2014
K.Fuller,CB,Chicago,7,102,2014
J.Britt,C,Seattle,8,70,2014
R.Alford,CB,Atlanta,5,100,2014
T.Polamalu,SS,Pittsburgh,6,34,2014
R.Clady,T,Denver,5,37,2014
G.McCoy,DT,Tampa Bay,6,28,2014
A.Rolle,DB,N.Y. Giants,6,64,2014
T.Romo,QB,Dallas,7,45,2014
S.Wisniewski,C,Oakland,6,50,2014
B.Bulaga,T,Green Bay,7,45,2014
D.Brown,T,Houston,5,40,2014
A.Brown,WR,Pittsburgh,6,72,2014
N.Suh,DT,Detroit,7,42,2014
J.Blalock,G,Atlanta,5,38,2014
B.Jones,LB,Green Bay,6,45,2014
A.Jones,CB,Cincinnati,6,30,2014
R.Quinn,DE,St. Louis,5,35,2014
M.Schwartz,T,Cleveland,6,34,2014
J.Sweezy,OL,Seattle,6,35,2014
J.Gordy,DB,Indianapolis,5,63,2014
B.Irvin,LB,Seattle,6,47,2014
C.Kaepernick,QB,San Francisco,7,33,2014
M.Bennett,TE,Chicago,5,50,2014
M.Elam,SS,Baltimore,5,28,2014
D.Moore,DE,N.Y. Giants,6,47,2014
K.Long,G,Chicago,6,37,2014
C.Avril,DE,Seattle,6,30,2014
