player_name_short,position,team_city,penalty_count,penalty_yards,year
D.Bakhtiari,OL,Green Bay,10,94,2013
O.Franklin,G,Denver,11,95,2013
K.Barnes,T,Oakland,9,65,2013
D.Brees,QB,New Orleans,12,66,2013
J.Jenkins,CB,St. Louis,12,121,2013
V.Burfict,OLB,Cincinnati,12,145,2013
W.Colon,G,N.Y. Jets,11,82,2013
L.Holmes,T,Atlanta,11,65,2013
G.McCoy,DT,Tampa Bay,10,91,2013
J.Thomas,T,Cleveland,10,65,2013
R.Sherman,CB,Seattle,10,139,2013
C.Brown,T,New Orleans,9,79,2013
J.Gresham,TE,Cincinnati,10,85,2013
T.Williams,CB,Green Bay,8,133,2013
R.Wilson,QB,Seattle,11,101,2013
E.Manning,QB,N.Y. Giants,10,89,2013
A.Brooks,OLB,San Francisco,10,80,2013
K.Vickerson,DT,Denver,6,64,2013
B.Albert,T,Kansas City,10,65,2013
J.Haden,DB,Cleveland,8,72,2013
E.Wood,C,Buffalo,7,60,2013
C.Long,DE,St. Louis,7,55,2013
D.Newton,T,Houston,7,45,2013
C.Munnerlyn,DB,Carolina,8,68,2013
W.Montgomery,C,Washington,8,73,2013
W.Beatty,T,N.Y. Giants,6,50,2013
P.Rivers,QB,San Diego,8,49,2013
C.Clark,T,Denver,8,74,2013
B.McCain,DB,Houston,8,66,2013
N.Fairley,DT,Detroit,9,85,2013
M.Wilkerson,DE,N.Y. Jets,8,66,2013
A.Verner,CB,Tennessee,8,91,2013
K.Langford,DE,St. Louis,8,34,2013
J.Babin,DE,Jacksonville,8,70,2013
C.Kaepernick,QB,San Francisco,8,40,2013
M.Bennett,DE,Seattle,9,64,2013
A.Lucas,T,Seattle,6,40,2013
D.Free,T,Dallas,6,40,2013
R.Okung,T,Seattle,8,70,2013
B.Giacomini,T,Seattle,8,59,2013
L.Houston,LB,Oakland,6,40,2013
A.Castonzo,T,Indianapolis,7,60,2013
M.Gilbert,T,Pittsburgh,8,44,2013
O.Scandrick,CB,Dallas,6,57,2013
T.Pryor,WR,Oakland,8,67,2013
A.Boone,G,San Francisco,5,44,2013
M.Brisiel,G,Oakland,6,55,2013
T.Johnson,CB,St. Louis,8,54,2013
B.Carr,CB,Dallas,7,71,2013
D.Whitner,SS,San Francisco,7,68,2013
A.Talib,CB,New England,6,73,2013
E.Dumervil,OLB,Baltimore,6,57,2013
T.Porter,DB,Oakland,6,35,2013
M.Jenkins,CB,Oakland,7,62,2013
R.Armstrong,OLB,St. Louis,7,69,2013
E.Winston,T,Arizona,8,36,2013
J.Troutman,G,San Diego,8,55,2013
J.Smith,CB,Baltimore,8,79,2013
T.Polamalu,SS,Pittsburgh,6,45,2013
T.Brown,DB,San Francisco,6,56,2013
M.Yanda,G,Baltimore,7,45,2013
K.Jackson,CB,Houston,7,174,2013
E.Sims,DE,St. Louis,7,54,2013
J.Zuttah,C,Tampa Bay,7,60,2013
J.Sitton,G,Green Bay,6,61,2013
D.Brown,T,Houston,7,63,2013
A.Cromartie,DB,N.Y. Jets,6,110,2013
J.Clary,G,San Diego,7,50,2013
N.Suh,DT,Detroit,7,43,2013
E.Mathis,G,Philadelphia,6,45,2013
W.Young,LB,Detroit,7,41,2013
A.Whitworth,T,Cincinnati,5,35,2013
C.Clemons,DE,Seattle,5,20,2013
T.Brock,CB,San Francisco,6,40,2013
E.Berry,DB,Kansas City,6,37,2013
T.Carter,DB,Denver,6,75,2013
P.Amukamara,CB,N.Y. Giants,6,70,2013
V.Davis,CB,Indianapolis,6,57,2013
J.Sweezy,OL,Seattle,6,36,2013
D.Stephenson,T,Kansas City,6,50,2013
C.Henne,QB,Jacksonville,7,48,2013
D.Ihenacho,DB,Denver,6,39,2013
J.Hughes,DE,Buffalo,5,35,2013
M.Bennett,TE,Chicago,7,55,2013
M.Rivera,TE,Oakland,6,48,2013
D.Goldson,DB,Tampa Bay,7,104,2013
R.Leary,G,Dallas,6,45,2013
L.Johnson,OL,Philadelphia,6,40,2013
D.Trufant,CB,Atlanta,6,52,2013
J.Bushrod,T,Chicago,5,35,2013
E.Pleasant,DB,Houston,6,71,2013
A.Levitre,G,Tennessee,7,55,2013
A.Boldin,WR,San Francisco,6,45,2013
B.McGee,DB,St. Louis,7,65,2013
A.Shipley,C,Baltimore,7,50,2013
B.Winters,G,N.Y. Jets,7,61,2013
K.Williams,DT,Buffalo,6,37,2013
A.Smith,QB,Kansas City,7,45,2013
C.Harris,CB,Denver,6,40,2013
Tyr.Smith,OL,Dallas,4,25,2013
R.Alford,CB,Atlanta,4,45,2013
L.Webb,FS,Baltimore,6,43,2013
Z.Bowman,DB,Chicago,5,47,2013
M.Stafford,QB,Detroit,6,52,2013
I.Taylor,CB,Pittsburgh,4,38,2013
M.Kiwanuka,DE,N.Y. Giants,6,62,2013
W.Rackley,G,Jacksonville,4,41,2013
M.Oher,T,Baltimore,6,45,2013
G.Hardy,DE,Carolina,6,52,2013
Z.Beadles,G,Denver,6,40,2013
L.Mankins,G,New England,5,55,2013
A.Ayers,LB,Tennessee,5,49,2013
T.Herremans,G,Philadelphia,5,45,2013
A.Davis,T,San Francisco,6,41,2013
J.Carpenter,G,Seattle,4,25,2013
C.Tillman,DB,Chicago,6,84,2013
P.Riley,ILB,Washington,6,47,2013
J.Veldheer,T,Oakland,5,40,2013
V.Ducasse,T,N.Y. Jets,5,40,2013
D.Joseph,G,Tampa Bay,6,60,2013
B.Flowers,CB,Kansas City,4,56,2013
K.Chancellor,DB,Seattle,6,86,2013
T.Smith,WR,Baltimore,6,45,2013
B.Skrine,DB,Cleveland,6,95,2013
D.Carey,DB,Detroit,5,54,2013
C.Glenn,T,Buffalo,6,58,2013
C.Upshaw,OLB,Baltimore,6,69,2013
M.Barron,SS,Tampa Bay,6,83,2013
B.Grubbs,G,New Orleans,6,55,2013
F.Cox,DL,Philadelphia,6,40,2013
S.Gilmore,CB,Buffalo,6,34,2013
M.Claiborne,CB,Dallas,5,61,2013
R.Griffin,QB,Washington,6,44,2013
J.Meredith,T,Tampa Bay,5,40,2013
J.Cameron,TE,Cleveland,5,25,2013
B.Boykin,DB,Philadelphia,5,97,2013
M.Cannon,OL,New England,6,36,2013
R.Marshall,CB,San Diego,5,22,2013
E.Fisher,T,Kansas City,6,40,2013
M.Cooper,CB,Kansas City,6,35,2013
D.R-Cromartie,CB,Denver,6,82,2013
J.Mastrud,TE,Oakland,5,26,2013
K.Lewis,CB,New Orleans,5,27,2013
D.Moore,DE,N.Y. Giants,5,40,2013
D.Florence,DB,Carolina,5,36,2013
A.Ball,DB,Jacksonville,5,21,2013
M.Glennon,QB,Tampa Bay,5,37,2013
B.Fletcher,DB,Philadelphia,6,65,2013
G.Selvie,DE,Dallas,6,54,2013
D.Fluker,T,San Diego,6,40,2013
D.Butler,FS,Indianapolis,6,48,2013
C.White,DB,New Orleans,6,117,2013
D.Walker,TE,Tennessee,6,60,2013
T.Williams,T,Washington,4,30,2013
K.Moreno,RB,Denver,5,43,2013
T.Lang,G,Green Bay,5,30,2013
A.Smith,DE,Houston,4,30,2013
M.Jenkins,DB,New Orleans,5,59,2013
J.Evans,G,New Orleans,5,45,2013
E.Pears,T,Buffalo,4,30,2013
H.Dahl,G,St. Louis,5,46,2013
J.Kelce,OL,Philadelphia,5,42,2013
A.Rolle,DB,N.Y. Giants,4,41,2013
B.Browner,DB,Seattle,5,91,2013
F.Evans,DT,Minnesota,5,25,2013
A.Green,WR,Cincinnati,5,45,2013
B.De La Puente,C,New Orleans,5,49,2013
Z.Strief,T,New Orleans,5,43,2013
B.Reed,LB,Houston,4,30,2013
J.Jerry,G,Miami,5,29,2013
R.Sims,G,Detroit,4,30,2013
M.Unger,C,Seattle,5,45,2013
D.Colledge,G,Arizona,5,35,2013
Ald.Smith,DE,San Francisco,4,29,2013
T.Larsen,G,Tampa Bay,5,60,2013
B.Church,SS,Dallas,4,43,2013
A.Gates,TE,San Diego,5,38,2013
B.Maxwell,DB,Seattle,5,40,2013
C.Liuget,DT,San Diego,5,36,2013
D.Washington,ILB,Arizona,5,50,2013
G.Tate,WR,Seattle,5,50,2013
A.Williams,SS,Buffalo,5,53,2013
T.Gonzalez,TE,Atlanta,5,34,2013
D.Bryant,WR,Dallas,4,46,2013
K.Britt,WR,Tennessee,5,50,2013
S.Smith,CB,Kansas City,5,39,2013
C.Wootton,DE,Chicago,5,30,2013
R.Wendell,G,New England,4,35,2013
C.Chester,C,Washington,5,45,2013
D.Bentley,DB,Detroit,5,74,2013
R.Quinn,DE,St. Louis,4,30,2013
L.Johnson,CB,Tampa Bay,4,27,2013
B.Weeden,QB,Cleveland,5,25,2013
K.Osemele,G,Baltimore,4,29,2013
W.Mercilus,DE,Houston,5,35,2013
M.McGlynn,G,Indianapolis,4,35,2013
D.House,DB,Green Bay,4,40,2013
R.Reiff,T,Detroit,5,30,2013
D.Kirkpatrick,CB,Cincinnati,4,46,2013
N.Foles,QB,Philadelphia,5,53,2013
S.Wright,DB,San Diego,5,60,2013
D.Barclay,T,Green Bay,5,35,2013
J.Todman,RB,Jacksonville,5,50,2013
B.Brooks,G,Houston,5,25,2013
X.Rhodes,CB,Minnesota,5,68,2013
E.Ansah,DE,Detroit,5,25,2013
J.Hunter,DE,Oakland,4,17,2013
S.Richardson,DE,N.Y. Jets,4,17,2013
K.Vaccaro,SS,New Orleans,4,32,2013
J.Long,T,St. Louis,4,30,2013
T.Mathieu,FS,Arizona,4,55,2013
G.Smith,QB,N.Y. Jets,5,21,2013
P.Worrilow,ILB,Atlanta,5,62,2013
D.Amerson,CB,Washington,4,25,2013
C.Williams,DB,Philadelphia,4,47,2013
C.Palmer,QB,Arizona,5,34,2013
K.Davis,TE,Seattle,5,23,2013
K.Allen,WR,San Diego,5,49,2013
P.Sims,DT,Oakland,4,30,2013
C.Lemonier,OLB,San Francisco,4,19,2013
R.Blanton,SS,Minnesota,4,57,2013
C.Warmack,G,Tennessee,5,30,2013
T.Keiser,OLB,San Diego,5,25,2013
M.White,CB,Carolina,4,29,2013
J.Joseph,CB,Houston,4,55,2013
N.Robey-Coleman,CB,Buffalo,4,45,2013
R.White,WR,Atlanta,4,35,2013
B.Meester,C,Jacksonville,4,30,2013
M.Dareus,DT,Buffalo,4,21,2013
H.Douglas,WR,Atlanta,4,24,2013
B.Bell,T,Carolina,4,36,2013
T.Romo,QB,Dallas,4,26,2013
T.Ward,SS,Cleveland,4,27,2013
J.Cutler,QB,Chicago,4,26,2013
C.Thomas,DE,San Diego,4,25,2013
E.Decker,WR,Denver,4,35,2013
S.Chandler,TE,Buffalo,4,26,2013
M.Crabtree,WR,San Francisco,4,45,2013
A.Dent,ILB,Atlanta,4,35,2013
D.Hall,SS,Washington,4,43,2013
R.Garza,C,Chicago,4,35,2013
P.Peterson,CB,Arizona,4,38,2013
C.Chekwa,DB,Oakland,4,41,2013
A.Clayborn,DE,Tampa Bay,4,50,2013
C.Rogers,CB,San Francisco,4,32,2013
D.Dotson,T,Tampa Bay,4,32,2013
O.Daniels,TE,Houston,4,25,2013
J.Dray,TE,Arizona,4,35,2013
D.Dockett,DT,Arizona,4,50,2013
L.McKelvin,CB,Buffalo,4,54,2013
E.Thomas,FS,Seattle,4,54,2013
L.Paulsen,TE,Washington,4,32,2013
J.Avant,WR,Philadelphia,4,40,2013
U.Nwaneri,G,Jacksonville,4,24,2013
C.Dunlap,DE,Cincinnati,4,40,2013
W.Thurmond,DB,Seattle,4,33,2013
M.Pouncey,C,Miami,4,48,2013
B.Fusco,G,Minnesota,4,30,2013
M.Ramirez,G,Denver,4,45,2013
K.Beachum,T,Pittsburgh,4,30,2013
P.Garcon,WR,Washington,4,35,2013
N.Perry,OLB,Green Bay,4,30,2013
T.Newman,DB,Cincinnati,4,72,2013
C.Bradfield,T,Jacksonville,4,35,2013
J.Lane,CB,Seattle,4,55,2013
M.Harvey,FB,Indianapolis,4,25,2013
V.Jackson,WR,Tampa Bay,4,40,2013
J.Allen,G,Kansas City,4,33,2013
D.Williams,DT,Arizona,4,40,2013
S.Wells,C,St. Louis,4,29,2013
G.Gradkowski,C,Baltimore,4,40,2013
L.Vasquez,G,Denver,4,25,2013
O.Cousins,T,Cleveland,4,33,2013
R.McIntosh,LB,Detroit,4,37,2013
M.Adams,DB,Tampa Bay,4,66,2013
S.Bailey,WR,St. Louis,4,35,2013
E.Biggers,DB,Washington,4,37,2013
D.Avery,WR,Kansas City,4,30,2013
M.Fokou,LB,Tennessee,4,50,2013
B.Pollard,SS,Tennessee,4,62,2013
R.Ohrnberger,C,San Diego,4,39,2013
D.Hayden,CB,Oakland,4,61,2013
J.Kearse,WR,Seattle,4,30,2013
S.Moore,LB,Oakland,4,32,2013
S.Marks,DT,Jacksonville,4,29,2013
K.Wilber,OLB,Dallas,4,22,2013
A.Gurode,C,Oakland,4,20,2013
R.Carmichael,DB,Philadelphia,4,59,2013
J.Evans,FS,Jacksonville,4,57,2013
J.Trueblood,T,Atlanta,4,35,2013
D.Swearinger,DB,Houston,4,45,2013
G.Cherilus,T,Indianapolis,4,26,2013
L.McFadden,DB,Cleveland,4,69,2013
K.Webster,CB,Denver,4,25,2013
A.Smith,T,Cincinnati,4,30,2013
J.Peters,T,Philadelphia,4,25,2013
