player_name_short,position,team_city,penalty_count,penalty_yards,year
P.Peterson,CB,Arizona,10,114,2020
B.Breeland,CB,Kansas City,10,108,2020
M.Lattimore,DB,New Orleans,8,81,2020
A.Hicks,DT,Chicago,9,67,2020
C.Davis,DB,Tampa Bay,10,114,2020
C.Ward,CB,Kansas City,9,106,2020
J.Wills,OL,Cleveland,11,70,2020
D.Smith,OL,Tampa Bay,9,70,2020
M.Judon,LB,Baltimore,8,72,2020
C.Gardner-Johnson,DB,New Orleans,8,89,2020
M.Sweat,DL,Washington,10,80,2020
C.Jones,DL,Kansas City,8,81,2020
J.Pugh,OL,Arizona,9,58,2020
T.Howard,OL,Houston,8,62,2020
D.Dozier,G,Minnesota,9,74,2020
Z.Smith,LB,Green Bay,7,55,2020
N.Suh,DT,Tampa Bay,8,50,2020
M.Pryor,G,Philadelphia,7,40,2020
D.Lewis,OL,Seattle,9,75,2020
Der.Brown,DL,Carolina,9,47,2020
D.Kirkpatrick,CB,Arizona,7,50,2020
T.Williams,OL,San Francisco,8,65,2020
D.Fluker,G,Baltimore,6,50,2020
X.Howard,DB,Miami,6,67,2020
J.Bosa,DL,LA Chargers,7,63,2020
M.Humphrey,DB,Baltimore,5,116,2020
J.Lewis,DB,Dallas,8,105,2020
M.Garrett,DL,Cleveland,6,29,2020
Q.Nelson,OL,Indianapolis,6,55,2020
B.O'Neill,OL,Minnesota,7,45,2020
J.Smith,LB,Dallas,7,82,2020
J.Hankins,DL,Las Vegas,8,57,2020
S.Barrett,LB,Tampa Bay,7,45,2020
J.Tillery,DL,LA Chargers,8,59,2020
E.Oliver,DL,Buffalo,6,40,2020
W.Jackson III,CB,Cincinnati,6,67,2020
T.Mullen,CB,Las Vegas,8,87,2020
R.Evans,LB,Tennessee,7,79,2020
B.Austin,CB,N.Y. Jets,6,65,2020
M.Peters,DB,Baltimore,6,81,2020
M.Jackson,DT,Philadelphia,8,57,2020
M.Pittman,WR,Indianapolis,8,60,2020
A.Lucas,T,Seattle,6,29,2020
M.Jenkins,DB,New Orleans,6,49,2020
K.Fuller,CB,Chicago,7,104,2020
M.Jack,LB,Jacksonville,7,81,2020
G.Bolles,OL,Denver,4,30,2020
T.White,DB,Buffalo,7,72,2020
C.Clark,DB,Baltimore,7,61,2020
T.Herndon,DB,Jacksonville,5,53,2020
B.Mayfield,QB,Cleveland,7,80,2020
C.Leno,T,Chicago,7,55,2020
J.Taylor,OL,Jacksonville,6,40,2020
L.Tunsil,OL,Houston,7,50,2020
B.Roby,CB,Houston,6,77,2020
J.Ramsey,DB,LA Rams,6,112,2020
J.Pierre-Paul,LB,Tampa Bay,7,60,2020
N.Needham,DB,Miami,6,35,2020
D.Arnold,TE,Arizona,7,45,2020
R.Dwelley,TE,San Francisco,7,54,2020
A.Oruwariye,DB,Detroit,4,46,2020
C.Fleming,T,N.Y. Giants,6,39,2020
P.Brown,TE,Houston,6,54,2020
E.Ebron,TE,Pittsburgh,7,55,2020
B.Winters,G,Buffalo,5,40,2020
D.King,CB,Tennessee,7,56,2020
C.Jordan,DL,New Orleans,6,47,2020
T.Kelce,TE,Kansas City,6,55,2020
M.Moses,T,Washington,5,44,2020
T.Hill,WR,Kansas City,6,34,2020
T.Decker,OL,Detroit,6,35,2020
D.Humphries,OL,Arizona,6,30,2020
D.Smoot,DL,Jacksonville,6,50,2020
S.Gilmore,CB,New England,5,76,2020
K.King,CB,Green Bay,6,48,2020
C.Lawson,DE,Cincinnati,5,32,2020
D.Dawkins,OL,Buffalo,4,25,2020
L.Ogunjobi,DT,Cleveland,6,32,2020
B.Chubb,LB,Denver,5,65,2020
J.Jackson,CB,Green Bay,5,70,2020
M.Cole,C,Arizona,5,25,2020
J.Abram,DB,Las Vegas,6,62,2020
T.Hockenson,TE,Detroit,5,45,2020
J.Moreland,CB,Washington,5,24,2020
