player_name_short,position,team_city,penalty_count,penalty_yards,year
L.Tunsil,OL,Houston,17,90,2019
G.Bolles,OL,Denver,10,95,2019
J.Taylor,OL,Jacksonville,15,120,2019
G.Ifedi,T,Seattle,13,85,2019
A.Whitworth,OL,LA Rams,13,125,2019
D.Humphries,OL,Arizona,12,82,2019
M.Humphrey,DB,Baltimore,9,89,2019
C.Leno,T,Chicago,12,99,2019
B.Breeland,CB,Kansas City,10,113,2019
A.Lucas,T,Seattle,12,68,2019
D.Bakhtiari,OL,Green Bay,12,94,2019
T.Lewan,OL,Tennessee,11,79,2019
B.Linder,OL,Jacksonville,10,89,2019
D.Dawkins,OL,Buffalo,8,59,2019
C.Davis,DB,Tampa Bay,9,111,2019
G.Robinson,T,Cleveland,10,95,2019
J.Clowney,DE,Seattle,12,73,2019
L.Johnson,DB,Houston,10,146,2019
M.Moses,T,Washington,9,65,2019
T.Decker,OL,Detroit,9,74,2019
C.Robinson,OL,Jacksonville,10,67,2019
E.Apple,CB,New Orleans,8,91,2019
S.Barrett,LB,Tampa Bay,10,54,2019
D.Dotson,T,Tampa Bay,10,71,2019
X.Rhodes,CB,Minnesota,8,139,2019
J.Peters,T,Philadelphia,10,60,2019
A.Villanueva,T,Pittsburgh,7,55,2019
R.Douglas,CB,Philadelphia,7,68,2019
L.Ryan,CB,Tennessee,7,99,2019
D.Barnett,DL,Philadelphia,9,70,2019
B.Hart,T,Cincinnati,7,50,2019
T.Flowers,CB,Seattle,9,145,2019
T.Scott,T,LA Chargers,8,60,2019
J.Phillips,DL,Buffalo,9,54,2019
M.Glowinski,G,Indianapolis,10,68,2019
D.Penn,T,Washington,7,56,2019
C.Ford,OL,Buffalo,9,95,2019
E.Jenkins,OL,Green Bay,10,85,2019
T.Mullen,CB,Oakland,8,85,2019
N.Needham,DB,Miami,6,44,2019
L.Smith,TE,Buffalo,8,51,2019
T.Kelce,TE,Kansas City,7,60,2019
B.Scherff,G,Washington,8,65,2019
J.Conklin,T,Tennessee,8,64,2019
C.Jones,DL,Kansas City,9,61,2019
K.Beachum,T,N.Y. Jets,7,63,2019
T.Watt,LB,Pittsburgh,8,60,2019
R.Reiff,T,Minnesota,8,65,2019
T.Herndon,DB,Jacksonville,6,56,2019
B.O'Neill,OL,Minnesota,7,46,2019
R.Sherman,CB,San Francisco,7,100,2019
I.Oliver,DB,Atlanta,8,120,2019
G.Williams,DB,Cleveland,8,96,2019
J.Coleman,CB,Detroit,5,51,2019
C.Gardner-Johnson,DB,New Orleans,9,56,2019
D.Baker,DB,N.Y. Giants,8,116,2019
M.Iupati,G,Seattle,6,50,2019
J.Moreland,CB,Washington,8,48,2019
L.Joyner,CB,Oakland,7,46,2019
N.Davis,OL,Tennessee,8,53,2019
E.Wilkinson,T,Denver,6,50,2019
R.Ya-Sin,CB,Indianapolis,8,91,2019
B.Murphy,DB,Arizona,7,79,2019
M.Bennett,DE,Dallas,8,36,2019
E.Griffen,DE,Minnesota,8,47,2019
V.Miller,LB,Denver,7,45,2019
K.Fuller,CB,Chicago,8,50,2019
D.Smith,OL,Tampa Bay,5,40,2019
N.Boyle,TE,Baltimore,7,49,2019
D.Roberts,CB,N.Y. Jets,7,89,2019
R.Havenstein,OL,LA Rams,8,62,2019
Tyr.Smith,OL,Dallas,7,65,2019
M.Jack,LB,Jacksonville,5,68,2019
R.Anderson,DE,Washington,6,60,2019
R.Leary,G,Denver,7,55,2019
P.Elflein,G,Minnesota,6,50,2019
M.Garrett,DL,Cleveland,6,56,2019
D.Feeney,G,LA Chargers,7,49,2019
A.Norwell,OL,Jacksonville,6,45,2019
C.Hubbard,OL,Cleveland,8,56,2019
D.Fluker,G,Seattle,6,55,2019
Z.Fulton,G,Houston,7,50,2019
J.Sprinkle,TE,Washington,7,55,2019
D.Fowler,LB,LA Rams,6,35,2019
C.Ward,CB,Kansas City,8,66,2019
A.Reiter,OL,Kansas City,6,65,2019
E.Rowe,DB,Miami,7,44,2019
G.McCoy,DT,Carolina,8,70,2019
N.Fant,TE,Denver,7,58,2019
G.Bradbury,OL,Minnesota,7,70,2019
E.McCoy,OL,New Orleans,8,70,2019
J.Webb,T,Miami,5,42,2019
R.Incognito,G,Oakland,6,55,2019
Z.Smith,LB,Green Bay,7,57,2019
D.Edwards,OL,LA Rams,7,61,2019
B.Bulaga,T,Green Bay,6,40,2019
J.Edelman,WR,New England,7,60,2019
J.Hughes,DE,Buffalo,6,39,2019
D.Slay,CB,Detroit,6,62,2019
J.Matthews,OL,Atlanta,7,55,2019
D.Lawrence,DL,Dallas,7,74,2019
A.Mack,C,Atlanta,7,65,2019
M.Thomas,WR,New Orleans,6,73,2019
M.Collins,DT,Dallas,6,24,2019
K.Clark,DL,Green Bay,6,46,2019
T.White,DB,Buffalo,7,59,2019
D.Wise,DL,New England,6,70,2019
J.Smith,TE,Tennessee,7,61,2019
C.Campbell,DE,Jacksonville,7,73,2019
C.Erving,T,Kansas City,4,30,2019
D.Jackson,DB,Carolina,4,42,2019
M.Butler,CB,Tennessee,6,58,2019
J.Jackson,DB,New England,6,74,2019
A.Lynch,OLB,Chicago,6,29,2019
M.McGlinchey,OL,San Francisco,7,34,2019
J.Perry,DB,Miami,4,32,2019
J.Carpenter,G,Atlanta,6,50,2019
S.Richardson,DT,Cleveland,6,57,2019
J.Feliciano,G,Buffalo,6,60,2019
D.Samuel,WR,San Francisco,7,60,2019
J.Sweezy,G,Arizona,7,45,2019
D.Virgin,CB,Detroit,7,65,2019
D.Johnson,WR,Pittsburgh,7,60,2019
C.Ferrell,DL,Oakland,7,35,2019
R.Cockrell,DB,Carolina,6,52,2019
T.Crosby,OL,Detroit,6,52,2019
N.Lawson,CB,Oakland,7,83,2019
C.Jordan,DL,New Orleans,5,39,2019
T.Armstead,T,New Orleans,6,55,2019
