player_name_short,position,team_city,penalty_count,penalty_yards,year
D.Free,T,Dallas,13,90,2012
R.Okung,T,Seattle,11,70,2012
S.Gilmore,CB,Buffalo,13,136,2012
C.Vaughn,DB,Indianapolis,10,107,2012
B.Giacomini,T,Seattle,12,120,2012
W.Colon,G,Pittsburgh,10,82,2012
P.Rivers,QB,San Diego,12,77,2012
B.Skrine,DB,Cleveland,10,140,2012
P.Loadholt,T,Minnesota,11,85,2012
A.Boldin,WR,Baltimore,11,105,2012
V.Miller,LB,Denver,11,85,2012
D.Rodgers-Cromartie,CB,Philadelphia,5,68,2012
C.Culliver,DB,San Francisco,10,124,2012
K.Lichtensteiger,C,Washington,10,65,2012
G.Carimi,T,Chicago,10,82,2012
Tyr.Smith,OL,Dallas,11,66,2012
T.Brown,DB,San Francisco,7,73,2012
B.Browner,DB,Seattle,7,45,2012
M.Oher,T,Baltimore,9,80,2012
K.Dunlap,T,Philadelphia,7,70,2012
M.Iupati,G,San Francisco,10,69,2012
D.Dotson,T,Tampa Bay,7,56,2012
P.Robinson,CB,New Orleans,7,85,2012
N.Fairley,DT,Detroit,9,63,2012
C.Glenn,T,Buffalo,9,65,2012
M.Brisiel,G,Oakland,9,70,2012
E.Winston,T,Kansas City,9,48,2012
M.Harris,G,San Diego,10,76,2012
Q.Jammer,CB,San Diego,9,97,2012
A.Mack,C,Cleveland,8,60,2012
O.Franklin,G,Denver,6,35,2012
T.Kelly,DE,Oakland,9,75,2012
W.Beatty,T,N.Y. Giants,8,75,2012
Ald.Smith,DE,San Francisco,9,80,2012
G.Cherilus,T,Detroit,9,67,2012
J.Gresham,TE,Cincinnati,9,75,2012
J.Bush,CB,Green Bay,6,45,2012
A.Silatolu,T,Carolina,7,50,2012
D.Bell,T,Philadelphia,9,58,2012
J.Smith,CB,Baltimore,8,81,2012
J.Webb,T,Chicago,6,39,2012
S.Brown,CB,Cleveland,8,97,2012
D.Stewart,T,Tennessee,6,65,2012
I.Taylor,CB,Pittsburgh,7,107,2012
C.Johnson,DE,Carolina,5,37,2012
S.Lauvao,G,Cleveland,7,45,2012
J.Thomas,T,Cleveland,8,60,2012
J.Zuttah,C,Tampa Bay,6,45,2012
R.Saffold,G,St. Louis,7,45,2012
D.Hall,SS,Washington,8,82,2012
D.Ware,LB,Dallas,5,35,2012
D.Colledge,G,Arizona,7,44,2012
B.Pollard,SS,Baltimore,8,116,2012
A.Whitworth,T,Cincinnati,7,50,2012
B.Spikes,MLB,New England,5,41,2012
C.Long,DE,St. Louis,7,55,2012
S.Bradford,QB,St. Louis,8,44,2012
D.Newton,T,Houston,8,51,2012
C.Williams,DB,Baltimore,7,89,2012
K.Lewis,CB,Pittsburgh,7,143,2012
V.Davis,CB,Indianapolis,6,67,2012
R.Turner,G,St. Louis,7,50,2012
K.Osemele,G,Baltimore,8,46,2012
M.Claiborne,CB,Dallas,6,50,2012
C.Rachal,G,Chicago,7,59,2012
A.Jefferson,DB,Minnesota,7,66,2012
T.Williams,T,Washington,6,40,2012
A.Smith,DE,Houston,6,45,2012
R.Clady,T,Denver,7,54,2012
J.Witten,TE,Dallas,7,45,2012
