player_name_short,position,team_city,penalty_count,penalty_yards,year
G.Ifedi,T,Seattle,16,120,2017
M.Bennett,DE,Seattle,12,70,2017
G.Bolles,OL,Denver,12,106,2017
V.Miller,LB,Denver,8,60,2017
K.Crawley,CB,New Orleans,9,169,2017
S.Coleman,OL,Cleveland,10,90,2017
C.Robinson,OL,Jacksonville,10,65,2017
P.Rivers,QB,LA Chargers,13,101,2017
B.Breeland,CB,Washington,8,71,2017
J.Clowney,OLB,Houston,13,82,2017
B.Skrine,DB,N.Y. Jets,11,105,2017
N.Suh,DT,Miami,7,61,2017
C.Leno,T,Chicago,13,88,2017
D.Johnson,DB,San Francisco,9,112,2017
L.Tunsil,OL,Miami,12,78,2017
T.Lewan,OL,Tennessee,7,65,2017
M.Kalil,T,Carolina,7,75,2017
N.Solder,T,New England,9,80,2017
R.Gronkowski,TE,New England,9,65,2017
L.Johnson,OL,Philadelphia,10,68,2017
E.Flowers,T,N.Y. Giants,6,54,2017
M.Peters,CB,Kansas City,9,122,2017
J.Gresham,TE,Arizona,10,80,2017
A.Burns,CB,Pittsburgh,8,106,2017
X.Howard,DB,Miami,8,98,2017
J.Mills,SS,Philadelphia,9,101,2017
R.Robinson,CB,San Francisco,8,93,2017
A.Brown,DB,Dallas,8,75,2017
B.Witzmann,G,Kansas City,9,65,2017
M.Claiborne,CB,N.Y. Jets,7,66,2017
D.Godchaux,NT,Miami,9,55,2017
M.Pouncey,C,Miami,8,70,2017
T.Johnson,CB,LA Rams,4,83,2017
J.Lane,CB,Seattle,8,89,2017
X.Rhodes,CB,Minnesota,7,88,2017
B.Winters,G,N.Y. Jets,8,65,2017
D.Smith,OL,Tampa Bay,8,70,2017
J.Joseph,CB,Houston,5,54,2017
D.Worley,CB,Carolina,6,58,2017
D.Fowler,DE,Jacksonville,7,43,2017
K.Stills,WR,Miami,7,65,2017
R.Havenstein,OL,LA Rams,7,60,2017
J.Bosa,DL,LA Chargers,8,79,2017
J.Allen,G,Houston,8,55,2017
C.Clark,T,Houston,5,35,2017
B.Carr,CB,Baltimore,7,76,2017
A.Jackson,CB,Tennessee,7,99,2017
B.Giacomini,T,Houston,5,32,2017
R.Sherman,CB,Seattle,4,40,2017
P.Peterson,CB,Arizona,7,36,2017
R.Quinn,DE,LA Rams,5,50,2017
D.Kirkpatrick,CB,Cincinnati,7,155,2017
K.Vaccaro,SS,New Orleans,7,69,2017
J.Veldheer,T,Arizona,4,25,2017
D.Penn,T,Oakland,6,37,2017
P.Gaines,CB,Kansas City,4,52,2017
D.Lawrence,DL,Dallas,7,46,2017
K.Johnson,CB,Houston,8,100,2017
A.Smith,T,Cincinnati,7,50,2017
J.Mills,T,Buffalo,6,50,2017
F.Clark,LB,Seattle,7,45,2017
P.Williams,DB,New Orleans,6,107,2017
Y.Ngakoue,DE,Jacksonville,8,110,2017
J.Conklin,T,Tennessee,6,45,2017
E.Apple,CB,N.Y. Giants,7,107,2017
Tyr.Smith,OL,Dallas,8,62,2017
M.Collins,DT,Dallas,7,65,2017
T.Mitchell,DB,Kansas City,6,59,2017
N.Easton,C,Minnesota,8,65,2017
D.Njoku,TE,Cleveland,6,47,2017
J.Jones,SAF,Green Bay,7,40,2017
J.Coleman,DB,Seattle,7,106,2017
M.Garrett,DL,Cleveland,7,35,2017
R.Alford,CB,Atlanta,7,75,2017
C.Whitehair,OL,Chicago,7,65,2017
M.Ingram,DE,LA Chargers,7,60,2017
W.Jackson III,CB,Cincinnati,7,52,2017
A.Lucas,T,Seattle,4,30,2017
A.Brown,WR,Pittsburgh,7,60,2017
D.Dotson,T,Tampa Bay,6,42,2017
R.Wilson,QB,Seattle,7,69,2017
D.Kilgore,C,San Francisco,4,40,2017
