player_name_short,position,team_city,penalty_count,penalty_yards,year
J.Taylor,OL,Kansas City,20,140,2023
L.Sneed,DB,Kansas City,12,97,2023
M.Garrett,DL,Cleveland,8,40,2023
Tyl.Smith,OL,Dallas,10,80,2023
L.Goedeke,OL,Tampa Bay,10,73,2023
R.Stanley,OL,Baltimore,12,95,2023
T.Williams,OL,San Francisco,10,81,2023
M.Becton,OL,N.Y. Jets,12,84,2023
I.Ekwonu,OL,Carolina,10,54,2023
C.Ward,DB,San Francisco,6,46,2023
J.Simpson,OL,Baltimore,11,106,2023
D.Wright,OL,Chicago,11,86,2023
J.Porter,DB,Pittsburgh,8,75,2023
L.Tunsil,OL,Houston,11,59,2023
D.Radunz,OL,Tennessee,11,63,2023
B.St-Juste,DB,Washington,9,115,2023
M.Emerson,DB,Cleveland,10,110,2023
D.Kendrick,DB,LA Rams,10,96,2023
T.Kelce,TE,Kansas City,7,70,2023
D.Humphries,OL,Arizona,9,70,2023
A.Jackson,OL,Miami,7,50,2023
T.Smith,OL,Kansas City,10,84,2023
B.Jones,OL,Chicago,8,55,2023
S.Murphy-Bunting,DB,Tennessee,10,77,2023
D.Dawkins,OL,Buffalo,6,60,2023
J.Mailata,OL,Philadelphia,8,60,2023
J.Hudson,OL,Cleveland,7,45,2023
J.Jacobs,DB,Detroit,9,76,2023
P.Adebo,DB,New Orleans,7,92,2023
L.Dickerson,OL,Philadelphia,7,39,2023
T.Brown,DB,Seattle,8,63,2023
C.Leno,OL,Washington,8,54,2023
R.Walker,OL,Green Bay,6,34,2023
T.Woolen,DB,Seattle,8,122,2023
S.Burford,OL,San Francisco,8,70,2023
X.Howard,DB,Miami,6,38,2023
G.Bolles,OL,Denver,8,58,2023
D.James,DB,LA Chargers,7,82,2023
C.Okorafor,OL,Pittsburgh,3,20,2023
D.Metcalf,WR,Seattle,5,65,2023
M.Pittman,WR,Indianapolis,8,70,2023
J.Kearse,DB,Dallas,6,61,2023
W.Fries,OL,Indianapolis,7,55,2023
A.Banks,OL,San Francisco,6,45,2023
S.Brown,OL,Buffalo,7,55,2023
R.Slater,OL,LA Chargers,7,69,2023
R.Hainsey,OL,Tampa Bay,7,40,2023
